"witness_id","target_family","language_access_target","source_title","local_path","path_exists","recorded_bytes","actual_bytes","recorded_sha256","actual_sha256","hash_status","license_permission_signal","topic_language_access_tags","non_claim_boundary"
"R6-CR-P2-008","Creole/contact","Papiamento/Papiamentu - Aruba","Aruba bilingual education policy note","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T203000Z_r6_creole_contact_exact_witness_capture_pass2\captures\aruba_papiamento_bilingual_education_policy_1988.pdf","True","3018364","3018364","237faf3704d9b106379c4bfe22286710438beb442a5dc0f100e54d4016b16cb8","237faf3704d9b106379c4bfe22286710438beb442a5dc0f100e54d4016b16cb8","match","license/reuse pending; source-owner/reviewer return required","Papiamento/Papiamentu - Aruba; creole/contact; Papiamento-in-education policy witness; source-canon","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"R6-CR-P2-009","Creole/contact","Papiamento/Papiamentu - Aruba","Aruba integrated language policy stakeholder appendix","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T203000Z_r6_creole_contact_exact_witness_capture_pass2\captures\aruba_integraal_taalbeleid_bijlage_2023.pdf","True","6705741","6705741","d51701b0f50029b5a756f03b77b3770976b294125c08f807dfa20bf62785a3b2","d51701b0f50029b5a756f03b77b3770976b294125c08f807dfa20bf62785a3b2","match","license/reuse pending; source-owner/reviewer return required","Papiamento/Papiamentu - Aruba; creole/contact; Papiamento/eigen onderwijs policy context; source-canon","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"R6-CR-P2-013","Creole/contact","Sranan / Saramaccan / Ndyuka / Guyanese Creole","Suriname Vooruit met Taal multilingual source book","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T203000Z_r6_creole_contact_exact_witness_capture_pass2\captures\suriname_vooruit_met_taal_leerjr8_bronnenboek_meertaligheid.pdf","True","851737","851737","f6e0652b2c9ddf835e3c374fc67f1ed5f6c6c547b49ecb9119f6d799da0f6514","f6e0652b2c9ddf835e3c374fc67f1ed5f6c6c547b49ecb9119f6d799da0f6514","match","license/reuse pending; source-owner/reviewer return required","Sranan / Saramaccan / Ndyuka / Guyanese Creole; creole/contact; official multilingual/Sranan/Okanisi school-language witness; source-canon","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"R6-CR-P2-014","Creole/contact","Sranan / Saramaccan / Ndyuka / Guyanese Creole","Suriname official language context page","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T203000Z_r6_creole_contact_exact_witness_capture_pass2\captures\suriname_gov_language_context.html","True","208970","208970","9b50c123f707021acdfa32480c553cb32cfb7f9716000c647202bd2f07d6c058","9b50c123f707021acdfa32480c553cb32cfb7f9716000c647202bd2f07d6c058","match","license/reuse pending; source-owner/reviewer return required","Sranan / Saramaccan / Ndyuka / Guyanese Creole; creole/contact; official language context page mentioning Sranantongo and education language context; source-canon","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"R6-QA-SAR-003","Indigenous Americas","Aymara","Jakhukipawinaka 1 - Aymara. Fichas de trabajo de matematicas del 1st Primaria - Aimara","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T190000Z_r6_indigenous_creole_sign_source_capture_pass1\downloaded_evidence\indigenous_american\minedu_aymara_jakhukipawinaka_matematicas_1primaria.pdf","True","34464079","34464079","702b3f1dcf4d949f653c696b58c22b5d060f1274ef9bd51f13a42516c9b5ea90","702b3f1dcf4d949f653c696b58c22b5d060f1274ef9bd51f13a42516c9b5ea90","match","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","Aymara; EIB; school mathematics; numeracy; PDF; text extract; Peru Minedu","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"R6-IA-P3-003","Indigenous Americas","Bolivia Quechua candidate","Curriculo base y curriculo regionalizado de la nacion quechua","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T211500Z_r6_indigenous_americas_exact_download_resolver_pass3\captures\Curriculo_base_y_curriculo_regionalizado_de_la_nacion_quechua_Curriculo_base_y_curriculo_r.pdf","True","7751929","7751929","6ae6ed54d160805ca355600efdfea857ab1029f371dc808b968c56e291f04d9b","6ae6ed54d160805ca355600efdfea857ab1029f371dc808b968c56e291f04d9b","match","license/reuse pending; source-owner/reviewer return required","Bolivia Quechua; curriculum; candidate exact source; PDF; local knowledge; math-access context","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"R6-QA-SAR-001","Indigenous Americas","Quechua Central","1 yupana-Quechua Central. Fichas de Trabajo de Matematicas del 1st Primaria - Quechua Central","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T190000Z_r6_indigenous_creole_sign_source_capture_pass1\downloaded_evidence\indigenous_american\minedu_quechua_central_1_yupana_matematicas_1primaria.pdf","True","43460173","43460173","2dd710ac1f78dd0efbfcdc2d031f7d2ef16bd477a525f4e9e23c11a99813e284","2dd710ac1f78dd0efbfcdc2d031f7d2ef16bd477a525f4e9e23c11a99813e284","match","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","Quechua Central; EIB; school mathematics; numeracy; PDF; text extract; Peru Minedu","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"R6-QA-SAR-002","Indigenous Americas","Quechua Chanka","1 yupana-Quechua Chanka. Fichas de Trabajo de Matematicas del 1st Primaria - Quechua Chanka","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T190000Z_r6_indigenous_creole_sign_source_capture_pass1\downloaded_evidence\indigenous_american\minedu_quechua_chanka_1_yupana_matematicas_1primaria.pdf","True","43286073","43286073","006de1956e982cfef9e8c75d7a54c7b06b7745dc8561383070e24f7672c68d05","006de1956e982cfef9e8c75d7a54c7b06b7745dc8561383070e24f7672c68d05","match","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","Quechua Chanka; EIB; school mathematics; numeracy; PDF; text extract; Peru Minedu","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"R6-ASL-SAR-001","Signed language","ASL","ASL-STEM home/category index","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T213000Z_r6_kreyol_asl_source_capture_pass3\html_captures\asl\aslstem_home.html","True","66240","66240","58c115cae26182c4ed173c46c0482ca5cf9451a8eb468cf16bf047547ad49741","58c115cae26182c4ed173c46c0482ca5cf9451a8eb468cf16bf047547ad49741","match","Does the site permit linking, embedding, screenshots, derived stills, or only external pointers? Captured footer/status must be checked before any media reuse.","ASL; STEM; video-first; equation; array; algebra-access; source-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"R6-ASL-SAR-002","Signed language","ASL","ASL-CORE Physics: Equation","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T213000Z_r6_kreyol_asl_source_capture_pass3\html_captures\asl\aslcore_physics_equation.html","True","30155","30155","a9fdc95f9ed5d4ac20a3d0d1e2290d3a548a3fb32455691f3809ffec9dceeccd","a9fdc95f9ed5d4ac20a3d0d1e2290d3a548a3fb32455691f3809ffec9dceeccd","match","May the Vimeo route be linked, embedded, quoted as metadata, screenshotted, or only externally referenced?","ASL; STEM; video-first; equation; array; algebra-access; source-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"R6-ASL-SAR-003","Signed language","ASL","ASL-CORE Computer Science: Array","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T213000Z_r6_kreyol_asl_source_capture_pass3\html_captures\asl\aslcore_computerscience_array.html","True","26108","26108","bf36cbb7c99b18ea36694830c64aa281be6942d96b6957909311500b746edaad","bf36cbb7c99b18ea36694830c64aa281be6942d96b6957909311500b746edaad","match","May either Vimeo route be linked, embedded, quoted as metadata, screenshotted, or only externally referenced?","ASL; STEM; video-first; equation; array; algebra-access; source-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-CAT-001","Signed language","DGS","Sign2MINT category count: Astronomie","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","True","143","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-CAT-002","Signed language","DGS","Sign2MINT category count: Biologie","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","True","143","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-CAT-003","Signed language","DGS","Sign2MINT category count: Chemie","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","True","143","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-CAT-004","Signed language","DGS","Sign2MINT category count: Geowissenschaft","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","True","143","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-CAT-005","Signed language","DGS","Sign2MINT category count: Informatik","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","True","143","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-CAT-006","Signed language","DGS","Sign2MINT category count: Mathematik","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","True","143","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-CAT-007","Signed language","DGS","Sign2MINT category count: Medizin","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","True","143","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-CAT-008","Signed language","DGS","Sign2MINT category count: Physik","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","True","143","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-CON-001","Signed language","DGS","Sign2MINT candidate entry pointer: Median (15390698211663808:704)","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Median_20260701T193000Z.json","True","1929","1929","8802b52defe6bf5a4843bca68a6eb0b60bb18c2423c8594745566406f63bb3f2","8802b52defe6bf5a4843bca68a6eb0b60bb18c2423c8594745566406f63bb3f2","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-CON-002","Signed language","DGS","Sign2MINT candidate entry pointer: Median (15390698211663808:705)","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Median_20260701T193000Z.json","True","1929","1929","8802b52defe6bf5a4843bca68a6eb0b60bb18c2423c8594745566406f63bb3f2","8802b52defe6bf5a4843bca68a6eb0b60bb18c2423c8594745566406f63bb3f2","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-CON-003","Signed language","DGS","Sign2MINT candidate entry pointer: Stochastik (15390698211663808:763)","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Stochastik_20260701T193000Z.json","True","1807","1807","e31dea6e93710fba89bb05f43c7506852a104547a3236debdf191d3908d1824f","e31dea6e93710fba89bb05f43c7506852a104547a3236debdf191d3908d1824f","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-CON-004","Signed language","DGS","Sign2MINT candidate entry pointer: Stochastik (15390698211663808:764)","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Stochastik_20260701T193000Z.json","True","1807","1807","e31dea6e93710fba89bb05f43c7506852a104547a3236debdf191d3908d1824f","e31dea6e93710fba89bb05f43c7506852a104547a3236debdf191d3908d1824f","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-CON-005","Signed language","DGS","Sign2MINT candidate entry pointer: Mathematik (5750242766511595:666)","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Mathematik_20260701T193000Z.json","True","950","950","a0ecdb0a757b490b98cfebb08d4a540bbfdafa3b54fb6f1eee718a4e3cf6fae2","a0ecdb0a757b490b98cfebb08d4a540bbfdafa3b54fb6f1eee718a4e3cf6fae2","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-CON-006","Signed language","DGS","Sign2MINT candidate entry pointer: Statistik (15390698211663808:762)","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Statistik_20260701T193000Z.json","True","941","941","63de55a4f6b334540f0334242799d8d31e65900d8d452dda2620ce8f0f59ce17","63de55a4f6b334540f0334242799d8d31e65900d8d452dda2620ce8f0f59ce17","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-CON-007","Signed language","DGS","Sign2MINT candidate entry pointer: Summe (15390698211663808:770)","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Summe_20260701T193000Z.json","True","1881","1881","0974adc412f18c8eb6ee70837dd2e872d2d477c2d04145c506fee90f1ce05308","0974adc412f18c8eb6ee70837dd2e872d2d477c2d04145c506fee90f1ce05308","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-CON-008","Signed language","DGS","Sign2MINT candidate entry pointer: Summe (15390698211663808:771)","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Summe_20260701T193000Z.json","True","1881","1881","0974adc412f18c8eb6ee70837dd2e872d2d477c2d04145c506fee90f1ce05308","0974adc412f18c8eb6ee70837dd2e872d2d477c2d04145c506fee90f1ce05308","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
