"witness_id","language_lane","topic_scope","source_priority","title","source_url","fetch_url","source_format","retrieval_status","local_path","sha256","byte_length","license_signal","license_signal_url","source_gate_use","boundary_note","gap_note","fetch_error","created_utc"
"fa_wikipedia_linear_algebra_raw","persian_farsi","linear_algebra","source_wikitext","Persian Wikipedia: جبر خطی","https://fa.wikipedia.org/wiki/%D8%AC%D8%A8%D8%B1_%D8%AE%D8%B7%DB%8C","https://fa.wikipedia.org/w/index.php?title=%D8%AC%D8%A8%D8%B1_%D8%AE%D8%B7%DB%8C&action=raw","mediawiki_raw_wikitext","fetched_and_hashed","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_wikipedia_linear_algebra_raw.wiki.txt","DF9405B192998944DC6007C6E286117CD60B3DD626A43943FD00406B90638D2A","6942","Wikimedia project text license signal: CC BY-SA/GFDL per Wikimedia terms.","https://foundation.wikimedia.org/wiki/Policy:Terms_of_Use","Persian/Farsi raw source witness for linear algebra.","Review-only.","","","20260704T164132Z"
"fa_wikipedia_spectral_graph_theory_raw","persian_farsi","eigenvalues_eigenvectors_adjacent","source_wikitext","Persian Wikipedia: نظریه طیفی گراف‌ها","https://fa.wikipedia.org/wiki/%D9%86%D8%B8%D8%B1%DB%8C%D9%87_%D8%B7%DB%8C%D9%81%DB%8C_%DA%AF%D8%B1%D8%A7%D9%81%E2%80%8C%D9%87%D8%A7","https://fa.wikipedia.org/w/index.php?title=%D9%86%D8%B8%D8%B1%DB%8C%D9%87_%D8%B7%DB%8C%D9%81%DB%8C_%DA%AF%D8%B1%D8%A7%D9%81%E2%80%8C%D9%87%D8%A7&action=raw","mediawiki_raw_wikitext","fetched_and_hashed","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_wikipedia_spectral_graph_theory_raw.wiki.txt","04F1885129C0618BDB6136E989C1F9A4BAE88553A2A2F4D54FE6CF5F30D2124B","4371","Wikimedia project text license signal: CC BY-SA/GFDL per Wikimedia terms.","https://foundation.wikimedia.org/wiki/Policy:Terms_of_Use","Persian/Farsi adjacent eigenvalue/eigenvector source witness.","Adjacent linear algebra only; no bridge promotion.","","","20260704T164132Z"
"fa_pdf_iut_matrix_linear_algebra_course_plan","persian_farsi","matrix_linear_algebra_course_plan","pdf_provenance","IUT course plan: مبانی ماتریس‌ها و جبر خطی","https://people.iut.ac.ir/sites/default/files/users/aetemad/course_files/mbny_mtrys.pdf","https://people.iut.ac.ir/sites/default/files/users/aetemad/course_files/mbny_mtrys.pdf","pdf","fetched_and_hashed","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_pdf_iut_matrix_linear_algebra_course_plan.pdf","BD3F261FA03400860538814FE06CFF23F2107C11CDE04F971F32EBB6DAEBBDA6","139249","No open license found in search snippet; university PDF provenance only.","https://people.iut.ac.ir/sites/default/files/users/aetemad/course_files/mbny_mtrys.pdf","Persian/Farsi PDF provenance for matrix/linear algebra course scope.","Citation/provenance only unless license/reuse gate closes.","","","20260704T164132Z"
"fa_pdf_ui_bool_family_invariant_theory_mention","persian_farsi","invariant_theory_history_mention","pdf_publication","Persian PDF article mentioning theory of invariants in Boole history","https://math-sci.ui.ac.ir/article_26970_d91f274c8ded18d3f891fcd35d104c22.pdf","https://math-sci.ui.ac.ir/article_26970_d91f274c8ded18d3f891fcd35d104c22.pdf","pdf","fetched_and_hashed","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_pdf_ui_bool_family_invariant_theory_mention.pdf","45FD7BD2BE2BD599366C6976FDE67EAD723205578B252EE42DA1E74EA0B846B4","2963624","Journal/site PDF provenance; license not closed in this pass.","https://math-sci.ui.ac.ir/article_26970.html","Persian/Farsi publication witness for invariant-theory mention only.","Weak/history witness; not a specialist term promotion.","Persian specialist TeX/arXiv invariant-theory source still open.","","20260704T164132Z"
"tg_wikipedia_linear_algebra_raw","tajik_cyrillic","linear_algebra","source_wikitext","Tajik Wikipedia: Алгебраи хаттӣ","https://tg.wikipedia.org/wiki/%D0%90%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0%D0%B8_%D1%85%D0%B0%D1%82%D1%82%D3%A3","https://tg.wikipedia.org/w/index.php?title=%D0%90%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0%D0%B8_%D1%85%D0%B0%D1%82%D1%82%D3%A3&action=raw","mediawiki_raw_wikitext","fetched_and_hashed","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\tg_wikipedia_linear_algebra_raw.wiki.txt","FBF1074CC8AFEAA2681E5D548AB4CACEACED30A85D34F5072F4AF8F690C355A3","4330","Wikimedia project text license signal: CC BY-SA/GFDL per Wikimedia terms.","https://foundation.wikimedia.org/wiki/Policy:Terms_of_Use","Tajik source witness for linear algebra only.","Separate Tajik gate; Persian/Farsi does not authorize it.","Tajik TeX/arXiv source package not found in this pass.","","20260704T164132Z"
"tg_wikipedia_linear_dependence_raw","tajik_cyrillic","linear_dependence","source_wikitext","Tajik Wikipedia: Вобастагии хаттӣ","https://tg.wikipedia.org/wiki/%D0%92%D0%BE%D0%B1%D0%B0%D1%81%D1%82%D0%B0%D0%B3%D0%B8%D0%B8_%D1%85%D0%B0%D1%82%D1%82%D3%A3","https://tg.wikipedia.org/w/index.php?title=%D0%92%D0%BE%D0%B1%D0%B0%D1%81%D1%82%D0%B0%D0%B3%D0%B8%D0%B8_%D1%85%D0%B0%D1%82%D1%82%D3%A3&action=raw","mediawiki_raw_wikitext","fetched_and_hashed","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\tg_wikipedia_linear_dependence_raw.wiki.txt","995CFD1334B1657A5B3995A61E22C59096ABA839B2F159534C4A98AF738648DA","1766","Wikimedia project text license signal: CC BY-SA/GFDL per Wikimedia terms.","https://foundation.wikimedia.org/wiki/Policy:Terms_of_Use","Tajik source witness for linear dependence.","Separate Tajik gate; no Farsi inheritance.","","","20260704T164132Z"
"dari_knu_opac_linear_algebra_record","dari_afghan_persian","linear_algebra_library_record","catalog_provenance_html","Khatam Al-Nabieen University library OPAC record for جبر خطی / Hoffman","https://library.knu.edu.af/opac/index.php?cls_plan=1&id=2088&lvl=class_nbr_see","https://library.knu.edu.af/opac/index.php?cls_plan=1&id=2088&lvl=class_nbr_see","html","fetched_and_hashed","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\dari_knu_opac_linear_algebra_record.html","E8BD851458C1EC5BED1DCC121CF7B979FA43B2106507E510F953E4093F109241","59588","Library/catalog provenance; no reuse license found.","https://library.knu.edu.af/opac/index.php?cls_plan=1&id=2088&lvl=class_nbr_see","Dari/Afghan Persian library provenance for linear algebra record.","Separate Dari gate; no Farsi inheritance.","Direct Dari TeX/source package not found.","","20260704T164132Z"
"dari_knu_linear_algebra_pdf_candidate_8809","dari_afghan_persian","linear_algebra_pdf_candidate","pdf_candidate","KNU OPAC candidate PDF 8809.PDF for جبر خطی","https://library.knu.edu.af/opac/temp/8809.PDF","https://library.knu.edu.af/opac/temp/8809.PDF","pdf","fetch_failed","","","0","Catalog-linked PDF candidate; license not closed.","https://library.knu.edu.af/opac/index.php?cls_plan=1&id=2088&lvl=class_nbr_see","Dari/Afghan Persian PDF candidate, hash if retrievable.","Separate Dari gate; no Farsi inheritance.","If fetch fails, use OPAC record as provenance only.","Response status code does not indicate success: 404 (Not Found).","20260704T164132Z"
"dari_knu_software_engineering_curriculum_linear_algebra","dari_afghan_persian","linear_algebra_curriculum","pdf_provenance","KNU software engineering curriculum PDF with linear algebra syllabus","https://old.knu.edu.af/wp-content/uploads/2023/12/%D9%86%D8%B6%D8%A7%D8%A8-%D8%AF%D8%B1%D8%B3%DB%8C-%D8%AF%DB%8C%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D9%86%D8%AA-%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C-%D9%86%D8%B1%D9%85%E2%80%8C%D8%A7%D9%81%D8%B2%D8%A7%D8%B1.pdf","https://old.knu.edu.af/wp-content/uploads/2023/12/%D9%86%D8%B6%D8%A7%D8%A8-%D8%AF%D8%B1%D8%B3%DB%8C-%D8%AF%DB%8C%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D9%86%D8%AA-%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C-%D9%86%D8%B1%D9%85%E2%80%8C%D8%A7%D9%81%D8%B2%D8%A7%D8%B1.pdf","pdf","fetched_and_hashed","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\dari_knu_software_engineering_curriculum_linear_algebra.pdf","960C27E2A150E660616BF98DF251ED22188169D0392A5C62A91FE75E7F2120C8","3620606","University curriculum provenance; no reuse license found.","https://old.knu.edu.af/","Dari/Afghan Persian curriculum witness for linear algebra syllabus.","Separate Dari gate; no Farsi inheritance.","","","20260704T164132Z"
"gap_ar_invariant_theory_tex_arxiv","arabic","invariant_theory_tex_arxiv","gap","Arabic direct TeX/arXiv invariant-theory source package","","","gap","gap_logged","","","0","","","Do not route invariant-theory Arabic bridge terms from weak mentions.","Arabic invariant theory direct specialist source remains open.","Search found Arabic mentions (e.g. Frank Grosshans/Wolf Prize) but not a direct Arabic TeX/arXiv/source archive for the invariant-theory term cluster.","","20260704T164132Z"
"gap_fa_invariant_theory_tex_arxiv","persian_farsi","invariant_theory_tex_arxiv","gap","Persian/Farsi TeX/arXiv invariant-theory source package","","","gap","gap_logged","","","0","","","Persian wiki/PDF witnesses are review-only until specialist source closes.","No bridge promotion.","Persian invariant theory wikitext and one PDF mention found; no Persian TeX/arXiv/source archive found in this pass.","","20260704T164132Z"
"gap_dari_tajik_tex_arxiv","dari_tajik","linear_algebra_invariant_theory_tex_arxiv","gap","Dari/Tajik direct TeX/arXiv source packages","","","gap","gap_logged","","","0","","","Dari and Tajik stay separate; Farsi cannot authorize them.","No merged Persianate bridge.","Tajik MediaWiki and Afghan/Dari PDF/catalog provenance found; no TeX/arXiv/source package found.","","20260704T164132Z"
