source_document_id,language_or_scope,branch_or_scope,source_use_category,source_use_label,package_path,local_path,source_title,source_url,license_or_access_signal,sha256,bytes,witness_id,is_native_source_evidence,is_generated_draft,non_claim_boundary
cjk-srcdoc-0032,ko,Koreanic,language_family_witness,native-source-body,native-source-bodies/ko/wiki-bodies/ko-wiki-ring-theory_환론_wikitext_20260705.txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\wiki-bodies\ko-wiki-ring-theory_환론_wikitext_20260705.txt,환론,https://ko.wikipedia.org/wiki/%ED%99%98%EB%A1%A0,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",6CC203EE0DEA294BFBB81F31938CF8092C764E649AF42A2906A0F219F050C332,2223,ko-wiki-ring-theory,true,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
cjk-srcdoc-0033,ko,Koreanic,adverse_evidence_source_or_audit_ledger,audit-ledger,native-source-bodies/ko/wiki-bodies/ko-wiki-ring-theory_환론_api_revision_20260705.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\wiki-bodies\ko-wiki-ring-theory_환론_api_revision_20260705.json,환론,https://ko.wikipedia.org/wiki/%ED%99%98%EB%A1%A0,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",4CB032A0A250EE9C6FD11217D7BDF53515FC1C3E473ACA5E8D9AA0F44646F419,4572,ko-wiki-ring-theory,false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
cjk-srcdoc-0034,ko,Koreanic,language_family_witness,native-source-body,native-source-bodies/ko/wiki-bodies/ko-wiki-module_가군_wikitext_20260705.txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\wiki-bodies\ko-wiki-module_가군_wikitext_20260705.txt,가군,https://ko.wikipedia.org/wiki/%EA%B0%80%EA%B5%B0,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",3FC7F18513CF46BD4B3E90A8F1494A869F9DB9C981C1A61B14BA116C01A7B7F8,12564,ko-wiki-module,true,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
cjk-srcdoc-0035,ko,Koreanic,adverse_evidence_source_or_audit_ledger,audit-ledger,native-source-bodies/ko/wiki-bodies/ko-wiki-module_가군_api_revision_20260705.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\wiki-bodies\ko-wiki-module_가군_api_revision_20260705.json,가군,https://ko.wikipedia.org/wiki/%EA%B0%80%EA%B5%B0,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",E29E9C645DE5BD238035A7D72E91375B09A8CFC0ECF95F295C2B055789DDD19F,15175,ko-wiki-module,false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
cjk-srcdoc-0036,ko,Koreanic,language_family_witness,native-source-body,native-source-bodies/ko/wiki-bodies/ko-wiki-galois-theory_갈루아_이론_wikitext_20260705.txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\wiki-bodies\ko-wiki-galois-theory_갈루아_이론_wikitext_20260705.txt,갈루아 이론,https://ko.wikipedia.org/wiki/%EA%B0%88%EB%A3%A8%EC%95%84_%EC%9D%B4%EB%A1%A0,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",95A1638D93049FD804640C6DE03177F8199BB83F1EF67415F71297B1153D29D8,13773,ko-wiki-galois-theory,true,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
cjk-srcdoc-0037,ko,Koreanic,adverse_evidence_source_or_audit_ledger,audit-ledger,native-source-bodies/ko/wiki-bodies/ko-wiki-galois-theory_갈루아_이론_api_revision_20260705.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\wiki-bodies\ko-wiki-galois-theory_갈루아_이론_api_revision_20260705.json,갈루아 이론,https://ko.wikipedia.org/wiki/%EA%B0%88%EB%A3%A8%EC%95%84_%EC%9D%B4%EB%A1%A0,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",42C57A5A8FDA775DF2388CF47D889C4F97B09675EDF3E5A710BF63B645CDD261,16578,ko-wiki-galois-theory,false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
cjk-srcdoc-0038,ko,Koreanic,language_family_witness,native-source-body,native-source-bodies/ko/wiki-bodies/ko-wiki-group-theory_군론_wikitext_20260705.txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\wiki-bodies\ko-wiki-group-theory_군론_wikitext_20260705.txt,군론,https://ko.wikipedia.org/wiki/%EA%B5%B0%EB%A1%A0,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",126630EACFF9760F464331A29A6B01C5A620A39EFF880EDFEDDB4BA41DD17C0F,6102,ko-wiki-group-theory,true,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
cjk-srcdoc-0039,ko,Koreanic,adverse_evidence_source_or_audit_ledger,audit-ledger,native-source-bodies/ko/wiki-bodies/ko-wiki-group-theory_군론_api_revision_20260705.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\wiki-bodies\ko-wiki-group-theory_군론_api_revision_20260705.json,군론,https://ko.wikipedia.org/wiki/%EA%B5%B0%EB%A1%A0,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",C6DF528FAF593F311AA3023437FF8CC2A484440497E2B91BA9A933CDD0561296,8430,ko-wiki-group-theory,false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
cjk-srcdoc-0040,ko,Koreanic,language_family_witness,native-source-body,native-source-bodies/ko/wiki-bodies/ko-wiki-field_체_수학_wikitext_20260705.txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\wiki-bodies\ko-wiki-field_체_수학_wikitext_20260705.txt,체 (수학),https://ko.wikipedia.org/wiki/%EC%B2%B4_(%EC%88%98%ED%95%99),"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",0978372DDD5F49CA377988F28DE4510E51BA2A5A7992530187D0897F0716FF75,11761,ko-wiki-field,true,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
cjk-srcdoc-0041,ko,Koreanic,adverse_evidence_source_or_audit_ledger,audit-ledger,native-source-bodies/ko/wiki-bodies/ko-wiki-field_체_수학_api_revision_20260705.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\wiki-bodies\ko-wiki-field_체_수학_api_revision_20260705.json,체 (수학),https://ko.wikipedia.org/wiki/%EC%B2%B4_(%EC%88%98%ED%95%99),"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",C653D3D0164EFDB1DD761738681A27661F4A037A393F030A6B7EBCFE66D9DA03,14285,ko-wiki-field,false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
cjk-srcdoc-0042,ko,Koreanic,language_family_witness,native-source-body,native-source-bodies/ko/wiki-bodies/ko-wiki-ideal_아이디얼_wikitext_20260705.txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\wiki-bodies\ko-wiki-ideal_아이디얼_wikitext_20260705.txt,아이디얼,https://ko.wikipedia.org/wiki/%EC%95%84%EC%9D%B4%EB%94%94%EC%96%BC,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",B714179582B47955663117EBCDCB84315FE5D4558C27C10D7D66CDDBC282CE27,6552,ko-wiki-ideal,true,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
cjk-srcdoc-0043,ko,Koreanic,adverse_evidence_source_or_audit_ledger,audit-ledger,native-source-bodies/ko/wiki-bodies/ko-wiki-ideal_아이디얼_api_revision_20260705.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\wiki-bodies\ko-wiki-ideal_아이디얼_api_revision_20260705.json,아이디얼,https://ko.wikipedia.org/wiki/%EC%95%84%EC%9D%B4%EB%94%94%EC%96%BC,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",E33DFC0F820FCECEE11AE7A235ABE0BB6D854BA9F88EA533DD8BCA52AE929D69,9173,ko-wiki-ideal,false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
cjk-srcdoc-0044,ko,Koreanic,language_family_witness,native-source-body,native-source-bodies/ko/wiki-bodies/ko-wiki-commutative-algebra_가환대수학_wikitext_20260705.txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\wiki-bodies\ko-wiki-commutative-algebra_가환대수학_wikitext_20260705.txt,가환대수학,https://ko.wikipedia.org/wiki/%EA%B0%80%ED%99%98%EB%8C%80%EC%88%98%ED%95%99,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",4908F61BE470329B2D34B8ADF71E1D17E3E7A2800409358791D9827A0C8FCBCD,6203,ko-wiki-commutative-algebra,true,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
cjk-srcdoc-0045,ko,Koreanic,adverse_evidence_source_or_audit_ledger,audit-ledger,native-source-bodies/ko/wiki-bodies/ko-wiki-commutative-algebra_가환대수학_api_revision_20260705.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\wiki-bodies\ko-wiki-commutative-algebra_가환대수학_api_revision_20260705.json,가환대수학,https://ko.wikipedia.org/wiki/%EA%B0%80%ED%99%98%EB%8C%80%EC%88%98%ED%95%99,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",3F9A1046B6FD3FB8A5B00D06D23BB0160D3DDE9329EC043FA83A5B7170092616,8861,ko-wiki-commutative-algebra,false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
cjk-srcdoc-0046,ko,Koreanic,language_family_witness,native-source-body,native-source-bodies/ko/wiki-bodies/ko-wiki-linear-algebra_선형대수학_wikitext_20260705.txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\wiki-bodies\ko-wiki-linear-algebra_선형대수학_wikitext_20260705.txt,선형대수학,https://ko.wikipedia.org/wiki/%EC%84%A0%ED%98%95%EB%8C%80%EC%88%98%ED%95%99,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",467FA4A2C47B5621C8BA9E3BAC7C6953D08577E655059D0949966541D91CF25A,100705,ko-wiki-linear-algebra,true,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
cjk-srcdoc-0047,ko,Koreanic,adverse_evidence_source_or_audit_ledger,audit-ledger,native-source-bodies/ko/wiki-bodies/ko-wiki-linear-algebra_선형대수학_api_revision_20260705.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\wiki-bodies\ko-wiki-linear-algebra_선형대수학_api_revision_20260705.json,선형대수학,https://ko.wikipedia.org/wiki/%EC%84%A0%ED%98%95%EB%8C%80%EC%88%98%ED%95%99,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",7EC6D78F72A8F72BF7654FBE160F7B6BF436907304582C73503813928A55D260,105486,ko-wiki-linear-algebra,false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
cjk-srcdoc-0048,ko,Koreanic,adverse_evidence_source_or_audit_ledger,audit-ledger,native-source-bodies/ko/wiki-bodies/KO_WIKIPEDIA_SOURCE_BODY_RECOVERY_20260705.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\wiki-bodies\KO_WIKIPEDIA_SOURCE_BODY_RECOVERY_20260705.json,KO_WIKIPEDIA_SOURCE_BODY_RECOVERY_20260705.json,https://ko.wikipedia.org/w/api.php,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",F4677B702AC9E8FAB3FF1EE17708051D6FAF489F135B5EC182809E3E06A290C4,19986,ko-wiki-recovery-20260705,false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
cjk-srcdoc-0049,ko,Koreanic,adverse_evidence_source_or_audit_ledger,audit-ledger,native-source-bodies/ko/wiki-bodies/KO_WIKIPEDIA_SOURCE_BODY_RECOVERY_20260705.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\wiki-bodies\KO_WIKIPEDIA_SOURCE_BODY_RECOVERY_20260705.csv,KO_WIKIPEDIA_SOURCE_BODY_RECOVERY_20260705.csv,https://ko.wikipedia.org/w/api.php,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",535C0AFC6D4A99A747441AEECD0754F98E9A2DB515E50FBD80E55A53B40957D2,14633,ko-wiki-recovery-20260705,false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
cjk-srcdoc-0050,ko,Koreanic,adverse_evidence_source_or_audit_ledger,audit-ledger,native-source-bodies/ko/wiki-bodies/KO_WIKIPEDIA_SOURCE_BODY_RECOVERY_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\wiki-bodies\KO_WIKIPEDIA_SOURCE_BODY_RECOVERY_20260705.md,KO_WIKIPEDIA_SOURCE_BODY_RECOVERY_20260705.md,https://ko.wikipedia.org/w/api.php,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",3684B3BF2E8B379F501CBF52A78969332CF2AA720C3E6757B0D742376619D682,3759,ko-wiki-recovery-20260705,false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
cjk-srcdoc-0051,ja+zh-Hans+ko,ja+zh-Hans+ko,adverse_evidence_source_or_audit_ledger,audit-ledger,generated-draft/fable-ledgers/20260705/FABLE_REQUIREMENTS_ACKNOWLEDGED_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\generated-draft\fable-ledgers\20260705\FABLE_REQUIREMENTS_ACKNOWLEDGED_20260705.md,FABLE_REQUIREMENTS_ACKNOWLEDGED_20260705.md,,local generated ledger from source-body package and GitHub/Fable instruction artifacts; no license-clearance claim,C75E9649A16124D03013B3E458E6C7117D7106F5E12E1D1818741EF58CCB59B6,4256,cjk-fable-ledger-20260705,false,false,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjk-srcdoc-0052,ja+zh-Hans+ko,ja+zh-Hans+ko,audit_ledger_manifest,manifest,generated-draft/fable-ledgers/20260705/MANIFEST.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\generated-draft\fable-ledgers\20260705\MANIFEST.csv,MANIFEST.csv,,local generated ledger from source-body package and GitHub/Fable instruction artifacts; no license-clearance claim,D091C3D1B4575952A4F4C69F5D086454C3FA6802AAF56445D2EFA98DB2652FF2,2372,cjk-fable-ledger-20260705,false,false,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjk-srcdoc-0053,ja+zh-Hans+ko,ja+zh-Hans+ko,audit_ledger_manifest,manifest,generated-draft/fable-ledgers/20260705/SHA256SUMS.txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\generated-draft\fable-ledgers\20260705\SHA256SUMS.txt,SHA256SUMS.txt,,local generated ledger from source-body package and GitHub/Fable instruction artifacts; no license-clearance claim,A3E1025678134B35B1FE81CA13730C91826406BE2C3A5E229C4BDAA0EC8D339D,953,cjk-fable-ledger-20260705,false,false,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjk-srcdoc-0054,ja+zh-Hans+ko,ja+zh-Hans+ko,adverse_evidence_source_or_audit_ledger,audit-ledger,generated-draft/fable-ledgers/20260705/branch_weight_ledger.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\generated-draft\fable-ledgers\20260705\branch_weight_ledger.csv,branch_weight_ledger.csv,,local generated ledger from source-body package and GitHub/Fable instruction artifacts; no license-clearance claim,0F1D84A0779C79ABC65239A85A746F910E33D4CB5ABF0F7732C02D99C69AD883,26410,cjk-fable-ledger-20260705,false,false,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjk-srcdoc-0055,ja+zh-Hans+ko,ja+zh-Hans+ko,adverse_evidence_source_or_audit_ledger,audit-ledger,generated-draft/fable-ledgers/20260705/do_not_use.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\generated-draft\fable-ledgers\20260705\do_not_use.csv,do_not_use.csv,,local generated ledger from source-body package and GitHub/Fable instruction artifacts; no license-clearance claim,6D79E25628E50A3E6C81EF34F8BB0E5FAD0CEC247DDBB3EC6D5DAB730D74C183,51185,cjk-fable-ledger-20260705,false,false,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjk-srcdoc-0056,ja+zh-Hans+ko,ja+zh-Hans+ko,draft_translation_triangulation,generated-draft,generated-draft/fable-ledgers/20260705/forms.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\generated-draft\fable-ledgers\20260705\forms.csv,forms.csv,,local generated ledger from source-body package and GitHub/Fable instruction artifacts; no license-clearance claim,75D7B9BF2F84103CC122D2F0CBE0C0A6F054D2236F356AF7F8F09FFB11EF0ACA,412280,cjk-fable-ledger-20260705,false,true,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjk-srcdoc-0057,ja+zh-Hans+ko,ja+zh-Hans+ko,adverse_evidence_source_or_audit_ledger,audit-ledger,generated-draft/fable-ledgers/20260705/languages.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\generated-draft\fable-ledgers\20260705\languages.csv,languages.csv,,local generated ledger from source-body package and GitHub/Fable instruction artifacts; no license-clearance claim,065AFD1633161C75B80C0E15BE1A4FB49DC3DE5BBB7754D65A787703B428D02F,1230,cjk-fable-ledger-20260705,false,false,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjk-srcdoc-0058,ja+zh-Hans+ko,ja+zh-Hans+ko,draft_translation_triangulation,generated-draft,generated-draft/fable-ledgers/20260705/lexemes.jsonl,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\generated-draft\fable-ledgers\20260705\lexemes.jsonl,lexemes.jsonl,,local generated ledger from source-body package and GitHub/Fable instruction artifacts; no license-clearance claim,17E5AA190DEDD5B0E02F3D837C6FFAC2E8491D7B463BEBF16D2395977245F21D,71201,cjk-fable-ledger-20260705,false,true,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjk-srcdoc-0059,ja+zh-Hans+ko,ja+zh-Hans+ko,draft_translation_triangulation,generated-draft,generated-draft/fable-ledgers/20260705/marginal_intelligibility.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\generated-draft\fable-ledgers\20260705\marginal_intelligibility.csv,marginal_intelligibility.csv,,local generated ledger from source-body package and GitHub/Fable instruction artifacts; no license-clearance claim,7C0E4E591D4257EF41C12F4D13FF5C55CC9CECCD41C7F06ED4029DA08FEECD27,12852,cjk-fable-ledger-20260705,false,true,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjk-srcdoc-0060,ja+zh-Hans+ko,ja+zh-Hans+ko,adverse_evidence_source_or_audit_ledger,audit-ledger,generated-draft/fable-ledgers/20260705/rules_acknowledgement.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\generated-draft\fable-ledgers\20260705\rules_acknowledgement.md,rules_acknowledgement.md,,local generated ledger from source-body package and GitHub/Fable instruction artifacts; no license-clearance claim,EF7BE41C9ADFFCECB3FE78D889D7EEE3E43D8AD99EFDF9F75BE76C3133E29CFE,1891,cjk-fable-ledger-20260705,false,false,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjk-srcdoc-0061,ja+zh-Hans+ko,ja+zh-Hans+ko,adverse_evidence_source_or_audit_ledger,audit-ledger,generated-draft/fable-ledgers/20260705/source_documents.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\generated-draft\fable-ledgers\20260705\source_documents.csv,source_documents.csv,,local generated ledger from source-body package and GitHub/Fable instruction artifacts; no license-clearance claim,784CADBA7EE572E9C4831B38C83703ADA856135B13B62CFC3ACEEDDA8145EA23,99223,cjk-fable-ledger-20260705,false,false,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjk-srcdoc-0062,ja+zh-Hans+ko,ja+zh-Hans+ko,draft_translation_triangulation,generated-draft,generated-draft/fable-ledgers/20260705/word_weights.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\generated-draft\fable-ledgers\20260705\word_weights.csv,word_weights.csv,,local generated ledger from source-body package and GitHub/Fable instruction artifacts; no license-clearance claim,12F55EDC9B87B9990F70E76F66293AA8F2E508B7A64C2F290B86479DAAE2CCC6,19205,cjk-fable-ledger-20260705,false,true,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjk-srcdoc-0063,ja+zh-Hans+ko,ja+zh-Hans+ko,draft_translation_triangulation,generated-draft,generated-draft/interlinear-scaffolds/20260705/CJK_INTERLINEAR_PRETRANSLATION_SCAFFOLD_20260705.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\generated-draft\interlinear-scaffolds\20260705\CJK_INTERLINEAR_PRETRANSLATION_SCAFFOLD_20260705.csv,CJK_INTERLINEAR_PRETRANSLATION_SCAFFOLD_20260705.csv,,local generated scaffold from Fable ledgers and Korean fallback term attestations; no license-clearance claim,06B427B6D8C830D2258104ECEFCBE28D0080E1A6BCEA488EC2D990ABFFB8A761,107685,cjk-interlinear-scaffold-20260705,false,true,generated-draft/non-canonical/pre-translation scaffold; not native review/not accepted terminology/not gate promotion/not source certification/not completion
