lexeme_id,english_concept,language_id,tree_branch,leaf_equal_splits_weight,raw_attestation,weighted_mass,source_document_count_for_language,evidence_status,non_claim_boundary
cjklex-0009,irreducible representation,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0009,irreducible representation,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0009,irreducible representation,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0010,group ring/group algebra,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0010,group ring/group algebra,zh-Hans,Sinitic,1.0,0,0,2,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0010,group ring/group algebra,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0011,representation,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0011,representation,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0011,representation,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0012,representation theory,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0012,representation theory,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0012,representation theory,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0013,Artin/Artinian,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0013,Artin/Artinian,zh-Hans,Sinitic,1.0,0,0,2,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0013,Artin/Artinian,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0014,Artinian/Artin,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0014,Artinian/Artin,zh-Hans,Sinitic,1.0,0,0,2,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0014,Artinian/Artin,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0015,finite-dimensional,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0015,finite-dimensional,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0015,finite-dimensional,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0016,finitely generated,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0016,finitely generated,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0016,finitely generated,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0017,ideal,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0017,ideal,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0017,ideal,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0018,semisimple ring,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0018,semisimple ring,zh-Hans,Sinitic,1.0,0,0,2,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0018,semisimple ring,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0019,principal ideal,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0019,principal ideal,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0019,principal ideal,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0020,commutative ring,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0020,commutative ring,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0020,commutative ring,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0021,quotient ring,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0021,quotient ring,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0021,quotient ring,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0022,maximal ideal,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0022,maximal ideal,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0022,maximal ideal,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0023,ring,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0023,ring,zh-Hans,Sinitic,1.0,0,0,2,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0023,ring,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0024,prime ideal,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0024,prime ideal,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0024,prime ideal,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0025,algebra,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0025,algebra,zh-Hans,Sinitic,1.0,0,0,2,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0025,algebra,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0026,basis theorem,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0026,basis theorem,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0026,basis theorem,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0027,field,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0027,field,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0027,field,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0028,isomorphism,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0028,isomorphism,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0028,isomorphism,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0029,homomorphism,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0029,homomorphism,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0029,homomorphism,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0030,automorphism,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0030,automorphism,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0030,automorphism,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0031,endomorphism,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0031,endomorphism,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0031,endomorphism,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0032,norm,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0032,norm,zh-Hans,Sinitic,1.0,0,0,2,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0032,norm,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0033,ring of integers,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0033,ring of integers,zh-Hans,Sinitic,1.0,0,0,2,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0033,ring of integers,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0034,decomposition of primes,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0034,decomposition of primes,zh-Hans,Sinitic,1.0,0,0,2,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0034,decomposition of primes,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0035,class number,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0035,class number,zh-Hans,Sinitic,1.0,0,0,2,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0035,class number,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0036,right module,ja,Japonic,1.0,0,0,9,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0036,right module,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0036,right module,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0037,module homomorphism,ja,Japonic,1.0,0,0,9,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0037,module homomorphism,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0037,module homomorphism,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0038,group algebra,ja,Japonic,1.0,0,0,9,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0038,group algebra,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0038,group algebra,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0039,ring,ja,Japonic,1.0,0,0,9,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0039,ring,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0039,ring,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0040,group,ja,Japonic,1.0,0,0,9,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0040,group,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0040,group,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0041,division ring,ja,Japonic,1.0,0,0,9,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0041,division ring,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0041,division ring,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
