dnu_id,candidate_or_surface,language_id,english_concept,relation,blocked_scope,action,evidence_gap,row_id,non_claim_boundary
DNU-CJK-GAP-0019,자유 가군,ko,free module,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0013,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0020,가군,ko,module,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0014,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0021,가군 준동형사상,ko,module homomorphism,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0015,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0022,오른쪽 가군,ko,right module,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0016,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0023,단순 가군,ko,simple module,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0017,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0024,부분 가군,ko,submodule,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0018,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0025,텐서곱,ko,tensor product,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0019,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0026,자기동형사상,ko,automorphism,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0020,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0027,자기준동형사상,ko,endomorphism,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0021,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0028,준동형사상,ko,homomorphism,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0022,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0029,동형사상,ko,isomorphism,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0023,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0030,뇌터／Noetherian,ko,Noether/Noetherian,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0024,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0031,뇌터,ko,Noetherian,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0025,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0032,뇌터／Noetherian,ko,Noetherian/Noether,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0026,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0033,류수,ko,class number,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0027,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0034,소수의 분해,ko,decomposition of primes,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0028,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0035,노름,ko,norm,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0029,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0036,정수환,ko,ring of integers,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0030,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0037,하리시찬드라,ko,Harish-Chandra,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0031,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0038,리 군,ko,Lie group,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0032,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0039,지표,ko,character,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0033,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0040,완전가약,ko,completely reducible,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0034,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0041,군 대수,ko,group algebra,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0035,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0042,군환／군 대수,ko,group ring/group algebra,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0036,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0043,기약 표현,ko,irreducible representation,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0037,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0044,표현,ko,representation,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0038,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
