record_id,record_type,parent_id,line_start,line_end,content_sha256,label,coverage_state
NOE-P02-STRUCT-PROSE-BLOCK-0023,prose_block,NOE-P02-STRUCT-SECTION-0028,572,572,08A426D64397DFE96386C5877D78D85BF411EA64C2E16492BBC260B4D6F37C71,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0009,equation_display,NOE-P02-STRUCT-SECTION-0002,573,576,177A3ED2845DFB230470212F57B188D5CB04DBCF1E8A276FEEFA14839CE7D4CA,numbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0024,prose_block,NOE-P02-STRUCT-SECTION-0028,577,577,6D5068E6F60E0E51AA4455B24B757C19BC1AD5B4E7548AB043AC16FA5CEB59D4,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-NOTE-0007,note,NOE-P02-STRUCT-SECTION-0002,579,579,1B82F81AD45E6CD159EEAD53E7B2EFD02A275A61CC897FB50532B372F1E2B048,inline source/editorial note,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0025,prose_block,NOE-P02-STRUCT-SECTION-0028,581,581,BF00586E4BC2E563BBFCF01B41F403107742C51AF7729D37B8468EA7D7B583A1,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0010,equation_display,NOE-P02-STRUCT-SECTION-0002,586,589,EBE485BDCF41A3B70C7FF3C7D59B52E31A0FFD9DDD6999E083CB81C5059640A5,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0011,equation_display,NOE-P02-STRUCT-SECTION-0002,590,593,BA7CFC0E7D066FEC402D8ACB6D6DE83AB1230FEF27D15A3F4D91FA3809BAB9E4,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0012,equation_display,NOE-P02-STRUCT-SECTION-0002,594,596,D1901F1CA4889DABE00B2D3F86BC23616723C5FDA1019961F2E7DC44D1C4C499,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0026,prose_block,NOE-P02-STRUCT-SECTION-0028,597,597,E5A1D06AED5C8BFC47DD8F3D8BB57667954D0563CF77C96E6EFCC91699085917,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-NOTE-0008,note,NOE-P02-STRUCT-SECTION-0002,599,599,F2B20EAFB4F61DF98DC251E84F0A20491B48C0DA5856E01FEAB5B788513F18D4,inline source/editorial note,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0027,prose_block,NOE-P02-STRUCT-SECTION-0028,601,601,98037926A0BFB9C490360B6BBDC52F2778909E19FCD9D99095C3A1CA9B8B9BE0,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0028,prose_block,NOE-P02-STRUCT-SECTION-0028,603,603,4D12A39224D14434D888097D1BD1F6C45A4DA539B256240F6583C6258F5FCB01,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0029,prose_block,NOE-P02-STRUCT-SECTION-0028,605,605,12A5B8B28720EE83319C47FCFCE6F85A02F31517F1F24E44BE1D5BB8DDF0D7F3,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0013,equation_display,NOE-P02-STRUCT-SECTION-0002,607,631,0E0D274C9B335360F7774C390A1EDA92380AF33211C4C4C08D1F2440B51694BB,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-NOTE-0009,note,NOE-P02-STRUCT-SECTION-0002,633,633,9962891DDA4255AA23C137F805860200119FAD5522FCB9992BF4CFFE02A63210,inline source/editorial note,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0014,equation_display,NOE-P02-STRUCT-SECTION-0002,635,644,54107F8DFFF343FF6F36AA50DA54BEAB909A79D115FCC6D0AC90ADF4BD8137CE,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0030,prose_block,NOE-P02-STRUCT-SECTION-0028,647,647,1820C6E483D7F118D396E850D0B5E771472EB66331755D31B2EA452BF2B7DF01,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0031,prose_block,NOE-P02-STRUCT-SECTION-0028,649,649,EED8A420DA3D250DC3CDDA8BA438955C1309835B4D2A101B81186EAF13EAE7E5,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0032,prose_block,NOE-P02-STRUCT-SECTION-0028,651,651,4342B888E395B66EF4C03B681ED4D9C13F313A8862C896985CB2667D91D48F77,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0033,prose_block,NOE-P02-STRUCT-SECTION-0028,653,653,EAA94AD42F424B336E6611E40073618CF3667732B2597CE21A0FAD7F29D12F4B,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0034,prose_block,NOE-P02-STRUCT-SECTION-0028,655,655,C131AD0238260A563B0C865F64EE0F7253F695D547C0DAC35D60B0231B5C7B98,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0035,prose_block,NOE-P02-STRUCT-SECTION-0028,657,657,D2987486201C017A4A9CD6AA1C9FEBFBBF336839C247941F20C9D2DB1E1D0AE4,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0015,equation_display,NOE-P02-STRUCT-SECTION-0002,658,666,136DEAE80732CA688453B0BDE7A1CF27678DB7F4048D3D23855600DD719A74D7,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0036,prose_block,NOE-P02-STRUCT-SECTION-0028,667,667,A0282466FC6AB6CD61F3F69186F0FCED332A13B1039BC2350CB1E3CB7A96983F,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-NOTE-0010,note,NOE-P02-STRUCT-SECTION-0003,670,670,4F1E1A2A47E9E5B8AE6035F2AE1E4B1C133E9BE417B1F47CA49518EBCDE28655,inline source/editorial note,indexed_not_independently_source_certified
NOE-P02-STRUCT-SECTION-0003,section,NOE-P02-STRUCT-ROOT-001,670,670,4F1E1A2A47E9E5B8AE6035F2AE1E4B1C133E9BE417B1F47CA49518EBCDE28655,"§ 2.  Reihenentwicklungen nach Polaren der FormenreiheVgl. Study, Methoden zur Theorie der ternären Formen (Teubner 1889) II. § 7. Unsere Ableitung gibt im Unterschied von der dort",indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0016,equation_display,NOE-P02-STRUCT-SECTION-0003,671,675,4DA9CBD221BEA4A032CB96D0A495D789D518B2B40B85BFF7753A1111BD5D3405,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0037,prose_block,NOE-P02-STRUCT-SECTION-0028,676,676,6B10176F0AE4AC8A41B8C52BA4E663B08F16073E9995002702F9875F64441CDE,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-NOTE-0011,note,NOE-P02-STRUCT-SECTION-0003,679,679,1EC14D34B5118FFACA0CF10E371EF75BB9B6C59790291F66FC564DB8DD0A629D,inline source/editorial note,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0038,prose_block,NOE-P02-STRUCT-SECTION-0028,681,681,7E5D67DC0A35CEE5DD8AC6A2BB943487D0322AC0BC562A6C888E9C77798CEBF3,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0039,prose_block,NOE-P02-STRUCT-SECTION-0028,683,683,323A01813DAECEECDF7E1EC15668628945FF2EFDECBDE90B29443A8F261833B5,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0017,equation_display,NOE-P02-STRUCT-SECTION-0003,684,691,799D56BFCA34B50EB6BAE7308885072E9281F042C3CF05A56CE7B761847ECD95,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0040,prose_block,NOE-P02-STRUCT-SECTION-0028,693,693,0DDD4DC66564C03A1FFE3DCF49AB0B0849683A9CCFF7C836777AE221DFFF14EC,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0018,equation_display,NOE-P02-STRUCT-SECTION-0003,694,696,4D506D4402E35CB06FD1CFD48FC9B01DECEF6ACF47DC539B6D64FBF95C93610A,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0041,prose_block,NOE-P02-STRUCT-SECTION-0028,697,697,C9E340252713157DB25D9388F39473443424DDB5CA9BE7A5773317AA9F027671,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0042,prose_block,NOE-P02-STRUCT-SECTION-0028,699,699,F43EAA4F59359F8035DD4D26F5F58903C692A49BE7E91EA0EB9CF4B9CE33E443,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0043,prose_block,NOE-P02-STRUCT-SECTION-0028,701,701,0392812F07A7D66E8074EB198470F800EF4D5E5AB492182A7F170747DFA7E22B,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0019,equation_display,NOE-P02-STRUCT-SECTION-0003,702,707,341BFAC85B4C612C4D49E6E061E089842410EE071AA2EB1B2A24571241FCDB13,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0044,prose_block,NOE-P02-STRUCT-SECTION-0028,708,708,CD72E64CCB31EDE3D10A137D2E6577FFB0E0991B4B2270F6BE07CF8AEDF815A8,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0045,prose_block,NOE-P02-STRUCT-SECTION-0028,710,710,9B14E2D1A17E8BD53ABBFCA1418267F959C5C64D297C5ABD88AB9A4A4A3D70F6,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0046,prose_block,NOE-P02-STRUCT-SECTION-0028,712,712,77427D44EACC1DD2A819E5A1FC6F416FA79A18560F3FC24B65298A1428633B4B,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0020,equation_display,NOE-P02-STRUCT-SECTION-0003,713,715,5E199D723FA1654019C01D119A15FCB14671FFF3B93D7BC57ED52DD8D6344AFE,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0047,prose_block,NOE-P02-STRUCT-SECTION-0028,716,716,975D13D125AE64A79FC1239FE0FE16F5F00D076113C4CD935EE35A2B15F8F44C,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-NOTE-0012,note,NOE-P02-STRUCT-SECTION-0003,718,718,F9A511DE65A1F826B4FB41433D461E57D44BC3ABFD0D6022C21D34B674E95116,inline source/editorial note,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0021,equation_display,NOE-P02-STRUCT-SECTION-0003,719,724,B901A09A0ADC418762CE7C75DAA2A936E97CD44603C1CC6D69DF3542B04733C0,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0048,prose_block,NOE-P02-STRUCT-SECTION-0028,725,725,0D40A8137D388CEFC3CAC50F3E2E10C0D208D217BF0B2A6D5C5ECA848B669311,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0022,equation_display,NOE-P02-STRUCT-SECTION-0003,726,731,FFCC0AA602178EF893C021799B9718FB0E799729D1B9EA5D13BE529CF6F645B2,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0049,prose_block,NOE-P02-STRUCT-SECTION-0028,733,733,947184BCEC3748F14028CCEDB332B61F1C5AD1C39304D28BA8FD18C6886471E2,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0023,equation_display,NOE-P02-STRUCT-SECTION-0003,734,743,1B3EE69EF4EEA7DC00D806300A0E75333E12E0D15D8786C6768374BEBF8324AD,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0050,prose_block,NOE-P02-STRUCT-SECTION-0028,744,744,60003E8A26BC4BDFA920345C2AC8618FCCA593AD4E33447C65481C426825823A,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0024,equation_display,NOE-P02-STRUCT-SECTION-0003,745,768,7215FDE52668D3AE35097969C506E3DD7A95221C106D9F22E36097606CAD1D15,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0051,prose_block,NOE-P02-STRUCT-SECTION-0028,769,769,E77CD8BEE6D9C0BC76CB4FD9EF73584965960805066B5FC3B7F51DCC5F156367,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0025,equation_display,NOE-P02-STRUCT-SECTION-0003,770,779,A4ABF11DE41C7C2B9B2090819086E200EE234EEC4F0C524C1A876AB7C5BD919E,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0052,prose_block,NOE-P02-STRUCT-SECTION-0028,780,780,9973C894DE44253DDE0780263F6D532E667D4F9CDDD2204BC04D45B3FAD518BC,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0053,prose_block,NOE-P02-STRUCT-SECTION-0028,782,782,7BDBFC7CFA29A82825CD79C1237345C7039ADB26192B4EEF1A24C9E5E487C106,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0054,prose_block,NOE-P02-STRUCT-SECTION-0028,784,784,FEEF6AF0C106EA937F6A3F03FD26AB149E313A9562B83604AD7FB0D4CC013AEA,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0026,equation_display,NOE-P02-STRUCT-SECTION-0003,785,787,B7D5B7975DC909F9AE423AFD08B40CE17CECA5D0503CA85789BCE4197E389954,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0055,prose_block,NOE-P02-STRUCT-SECTION-0028,788,788,BB2B7A30DEA4B519C1462CC5481B91449AE8EA409F87E93B504B72F72802B589,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0056,prose_block,NOE-P02-STRUCT-SECTION-0028,790,790,56D200134D7B96EC3DA1F4A03BB187D670F683C344E7D927AF501079D5BB325D,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0027,equation_display,NOE-P02-STRUCT-SECTION-0003,791,797,11F82824A1BDFA6B603D94517331B95D0351B7B5434B9B900E43364A05E37E6B,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0057,prose_block,NOE-P02-STRUCT-SECTION-0028,798,798,77064DA73A7495150F1233C3B284939492E9633AD841510FFCD4F1D6CA9FFAA2,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-SECTION-0004,section,NOE-P02-STRUCT-ROOT-001,801,801,4D74F4408D1B9ED47AD24C86866F65712352489D6EE618907E34B0BFADC0B44E,§ 3.  Reduktionssätze.,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0058,prose_block,NOE-P02-STRUCT-SECTION-0028,804,804,76083886F68096CD5995CAFD91C1A4CF753D16F43D31C2E76B3F3123DB8B3D70,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-NOTE-0013,note,NOE-P02-STRUCT-SECTION-0004,806,806,A2E192A882E9955FDA8614060FEB902962520AAF9D17FA37DB72D72118E82EB6,inline source/editorial note,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0059,prose_block,NOE-P02-STRUCT-SECTION-0028,808,808,E831EB4A934DAB1662463FC9C412520B538D304B941AC6B0028C89B6A52B6CCB,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-NOTE-0014,note,NOE-P02-STRUCT-SECTION-0004,810,810,28AE9D41722180B859E36E9512F57AA9138363C14644DE61C8BBD098008B96D6,inline source/editorial note,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0060,prose_block,NOE-P02-STRUCT-SECTION-0028,812,812,585CD1771A26CE068753A5416EFBE452681AAA322A1DF5D2575A8EB9231C4D27,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-NOTE-0015,note,NOE-P02-STRUCT-SECTION-0004,814,814,C09FF8ADE6479A59F224F8523DBEDFC87F42DF5547FBAFF2C4D33D5CED3B4561,inline source/editorial note,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0028,equation_display,NOE-P02-STRUCT-SECTION-0004,815,819,4B0BD205504B5D61F5668A439AE4F53D23F4D6E348E61097A749646BA024D3C8,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0061,prose_block,NOE-P02-STRUCT-SECTION-0028,820,820,57CDD5174BF7919FE92EDCEEBA7AE72246CBEB93EAA212358C07F0A76E2295F0,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0029,equation_display,NOE-P02-STRUCT-SECTION-0004,821,825,B4D5A09DFB12F946F70001BDA31CB5CAE4745216E49AFCC3CAFE39D4BF3AB4F1,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0062,prose_block,NOE-P02-STRUCT-SECTION-0028,826,826,711F77778C7549086568B74551D185363E618FB9F044880E191B756E3BE64121,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0063,prose_block,NOE-P02-STRUCT-SECTION-0028,828,828,35F0AB8F5564A66435DAA0931B6C47B9F8CADFF10913D0602C0F6B460E6B333E,closed prose block,indexed_not_independently_source_certified
