"status","path","classification","source_use_label","boundary"
"A","interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/R3_0D148231_TERM_ALTERNATIVES_SOURCE_GATED.csv","non_slavic_or_adjacent_exclusion","branch delta path","kept out of canonical Slavic output"
"A","interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/README.md","non_slavic_or_adjacent_exclusion","branch delta path","kept out of canonical Slavic output"
"A","interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/SHA256SUMS.txt","non_slavic_or_adjacent_exclusion","branch delta path","kept out of canonical Slavic output"
"A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/B3_UPLOADER_READY_SUMMARY.csv","non_slavic_or_adjacent_exclusion","branch delta path","kept out of canonical Slavic output"
"A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/DURABLE_STATE_POINTERS.csv","non_slavic_or_adjacent_exclusion","branch delta path","kept out of canonical Slavic output"
"A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/MANIFEST.csv","non_slavic_or_adjacent_exclusion","branch delta path","kept out of canonical Slavic output"
"A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/PACKAGE_VALIDATION.json","non_slavic_or_adjacent_exclusion","branch delta path","kept out of canonical Slavic output"
"A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_BLOCKERS_ACTIVE_RECOVERY_ROWS.csv","non_slavic_or_adjacent_exclusion","branch delta path","kept out of canonical Slavic output"
"A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_BRANCH_DELTA_FROM_C33.csv","non_slavic_or_adjacent_exclusion","branch delta path","kept out of canonical Slavic output"
"A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_BRANCH_VISIBILITY_AND_LOCAL_ONLY_LEDGER.csv","non_slavic_or_adjacent_exclusion","branch delta path","kept out of canonical Slavic output"
"A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_CURRENT_HEAD_BLOCKERS_NEXT_ACTIONS.csv","non_slavic_or_adjacent_exclusion","branch delta path","kept out of canonical Slavic output"
"A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_FORMULA_INTERLINEAR_NOTES.csv","non_slavic_or_adjacent_exclusion","branch delta path","kept out of canonical Slavic output"
"A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_REVIEW_ONLY_BOUNDARY_GUARDS.csv","non_slavic_or_adjacent_exclusion","branch delta path","kept out of canonical Slavic output"
"A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_ROW_COUNT_LEDGER.csv","non_slavic_or_adjacent_exclusion","branch delta path","kept out of canonical Slavic output"
"A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_SOURCE_GATED_MICRO_EVIDENCE_ROWS.csv","non_slavic_or_adjacent_exclusion","branch delta path","kept out of canonical Slavic output"
"A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_SOURCE_USE_ADVERSE_LEDGER.csv","non_slavic_or_adjacent_exclusion","branch delta path","kept out of canonical Slavic output"
"A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_SOURCE_WITNESS_INDEX_REHEADED.csv","non_slavic_or_adjacent_exclusion","branch delta path","kept out of canonical Slavic output"
"A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/R3_1233D6F_TERM_ALTERNATIVES_SOURCE_GATED.csv","non_slavic_or_adjacent_exclusion","branch delta path","kept out of canonical Slavic output"
"A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/README.md","non_slavic_or_adjacent_exclusion","branch delta path","kept out of canonical Slavic output"
"A","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/SHA256SUMS.txt","non_slavic_or_adjacent_exclusion","branch delta path","kept out of canonical Slavic output"
