"status","path","category","r3_relevance","source_use_label"
"A","interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707/R3_2BD3E449_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T023640Z/README.md","r3-repaired-sidecar","r3-repaired-package-visibility","branch-verification-generated-audit"
"A","interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707/R3_2BD3E449_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T023640Z/SHA256SUMS.txt","r3-repaired-sidecar","r3-repaired-package-visibility","branch-verification-generated-audit"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6A895F1C_R3_REPAIRED_2BD_R6_AEED_CONTEXT_BATCH_20260707/B3_ACTION_SUMMARY.csv","b3-repair-package-route","r3-repaired-package-visibility","branch-verification-generated-audit"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6A895F1C_R3_REPAIRED_2BD_R6_AEED_CONTEXT_BATCH_20260707/BRANCH_PR_STATE.csv","b3-repair-package-route","r3-repaired-package-visibility","branch-verification-generated-audit"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6A895F1C_R3_REPAIRED_2BD_R6_AEED_CONTEXT_BATCH_20260707/MANIFEST.csv","b3-repair-package-route","r3-repaired-package-visibility","branch-verification-generated-audit"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6A895F1C_R3_REPAIRED_2BD_R6_AEED_CONTEXT_BATCH_20260707/PACKAGE_FILE_LEDGER.csv","b3-repair-package-route","r3-repaired-package-visibility","branch-verification-generated-audit"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6A895F1C_R3_REPAIRED_2BD_R6_AEED_CONTEXT_BATCH_20260707/PACKAGE_MANIFEST_REPLAY.csv","b3-repair-package-route","r3-repaired-package-visibility","branch-verification-generated-audit"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6A895F1C_R3_REPAIRED_2BD_R6_AEED_CONTEXT_BATCH_20260707/PACKAGE_ROOT_SUMMARY.csv","b3-repair-package-route","r3-repaired-package-visibility","branch-verification-generated-audit"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6A895F1C_R3_REPAIRED_2BD_R6_AEED_CONTEXT_BATCH_20260707/PACKAGE_SHA256SUMS_REPLAY.csv","b3-repair-package-route","r3-repaired-package-visibility","branch-verification-generated-audit"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6A895F1C_R3_REPAIRED_2BD_R6_AEED_CONTEXT_BATCH_20260707/README.md","b3-repair-package-route","r3-repaired-package-visibility","branch-verification-generated-audit"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6A895F1C_R3_REPAIRED_2BD_R6_AEED_CONTEXT_BATCH_20260707/SAFETY_SCAN_HITS.csv","b3-repair-package-route","r3-repaired-package-visibility","branch-verification-generated-audit"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6A895F1C_R3_REPAIRED_2BD_R6_AEED_CONTEXT_BATCH_20260707/SHA256SUMS.txt","b3-repair-package-route","r3-repaired-package-visibility","branch-verification-generated-audit"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6A895F1C_R3_REPAIRED_2BD_R6_AEED_CONTEXT_BATCH_20260707/VALIDATION_ISSUES.csv","b3-repair-package-route","r3-repaired-package-visibility","branch-verification-generated-audit"
"A","uploader-transfer/r6-aeed56e7-current-head-source-start-continuation-20260707/R6_AEED56E7_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/MANIFEST.csv","r6-aeed-context-only","adjacent-context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-aeed56e7-current-head-source-start-continuation-20260707/R6_AEED56E7_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/R6_AEED56E7_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","r6-aeed-context-only","adjacent-context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-aeed56e7-current-head-source-start-continuation-20260707/R6_AEED56E7_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/README.md","r6-aeed-context-only","adjacent-context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-aeed56e7-current-head-source-start-continuation-20260707/R6_AEED56E7_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/SHA256SUMS.txt","r6-aeed-context-only","adjacent-context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-aeed56e7-current-head-source-start-continuation-20260707/R6_AEED56E7_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/b3/B3_ROUTE.csv","r6-aeed-context-only","adjacent-context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-aeed56e7-current-head-source-start-continuation-20260707/R6_AEED56E7_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/blockers/R6_AEED56E7_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","r6-aeed-context-only","adjacent-context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-aeed56e7-current-head-source-start-continuation-20260707/R6_AEED56E7_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_AEED56E7_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","r6-aeed-context-only","adjacent-context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-aeed56e7-current-head-source-start-continuation-20260707/R6_AEED56E7_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_AEED56E7_LOCAL_HEAD_NAMED_FILE_HITS.csv","r6-aeed-context-only","adjacent-context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-aeed56e7-current-head-source-start-continuation-20260707/R6_AEED56E7_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_AEED56E7_PAYLOAD_FRONTIER_CORRECTION.csv","r6-aeed-context-only","adjacent-context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-aeed56e7-current-head-source-start-continuation-20260707/R6_AEED56E7_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/ethics/R6_AEED56E7_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","r6-aeed-context-only","adjacent-context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-aeed56e7-current-head-source-start-continuation-20260707/R6_AEED56E7_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/fable/R6_AEED56E7_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","r6-aeed-context-only","adjacent-context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-aeed56e7-current-head-source-start-continuation-20260707/R6_AEED56E7_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/input-verification/R6_AEED56E7_PRIOR_PACKAGE_SHA_VERIFY.csv","r6-aeed-context-only","adjacent-context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-aeed56e7-current-head-source-start-continuation-20260707/R6_AEED56E7_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/logs/LOGBOOK_EXCERPT_20260706.md","r6-aeed-context-only","adjacent-context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-aeed56e7-current-head-source-start-continuation-20260707/R6_AEED56E7_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/mutual-watch/R6_AEED56E7_MUTUAL_WATCH_OBSERVATION.csv","r6-aeed-context-only","adjacent-context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-aeed56e7-current-head-source-start-continuation-20260707/R6_AEED56E7_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/source-use/R6_AEED56E7_CROSS_LANE_CONTEXT_BOUNDARY.csv","r6-aeed-context-only","adjacent-context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-aeed56e7-current-head-source-start-continuation-20260707/R6_AEED56E7_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/source-use/R6_AEED56E7_SOURCE_USE_CONTINUATION_LEDGER.csv","r6-aeed-context-only","adjacent-context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-aeed56e7-current-head-source-start-continuation-20260707/R6_AEED56E7_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/witness-index/R6_AEED56E7_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv","r6-aeed-context-only","adjacent-context-only","branch-verification-generated-audit"
"A","uploader-transfer/r6-aeed56e7-current-head-source-start-continuation-20260707/R6_AEED56E7_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/witness-index/R6_AEED56E7_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv","r6-aeed-context-only","adjacent-context-only","branch-verification-generated-audit"
