resweep_id,target_language_or_access_target,query,query_tag,platform,source_url,http_status,result_count,local_metadata_path,metadata_sha256,header_metadata_path,header_sha256,top_metadata_summary,license_or_access_signal,candidate_source_signal,source_gate_decision,explicit_gap_or_blocker,next_source_return_action,body_saved,source_text_saved,promotion_allowed
R9-IGBO-REFINED-03-01,Igbo,mgbako na mwepu,Igbo unmarked endonym,Open Library search API,https://openlibrary.org/search.json?q=mgbako+na+mwepu&limit=5&fields=key%2Ctitle%2Cauthor_name%2Clanguage%2Cia%2Chas_fulltext%2Cebook_access%2Cpublic_scan_b%2Cia_collection_s%2Cfirst_publish_year,200,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\03_01_igbo_open_library_search_api_mgbako_na_mwepu.json,1B7E38208ACFA3B2C322D0DC3600152228467D3885B6CF7C09124C022B8A7D87,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\03_01_igbo_open_library_search_api_mgbako_na_mwepu.headers.json,C803FC13F1A6227B7F3330CB5A422966C3DEC2879DF7FAD4949202A1C5296509,no metadata results,metadata only; no license/access signal in top records,zero_result_no_candidate,zero_result_gap_not_admitted,No candidate metadata found for this exact Igbo/source-witness query and platform.,"Keep explicit gap; try source-owner, curriculum publisher, or named-title route.",false,false,false
R9-IGBO-REFINED-03-02,Igbo,mgbako na mwepu,Igbo unmarked endonym,Internet Archive advancedsearch API,https://archive.org/advancedsearch.php?q=%28mgbako+AND+na+AND+mwepu%29&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=creator&fl%5B%5D=year&fl%5B%5D=language&fl%5B%5D=mediatype&fl%5B%5D=licenseurl&fl%5B%5D=rights&rows=5&page=1&output=json,200,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\03_02_igbo_internet_archive_advancedsearch_api_mgbako_na_mwepu.json,6DD176BE75B2F9A5F969E76AD85BA373FD6261027A292248163E2A90D9F72CB2,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\03_02_igbo_internet_archive_advancedsearch_api_mgbako_na_mwepu.headers.json,AB43E832272CEB6C9642D2B3FE18DF74BAF5466B6FCF7357D58158DAF62D044A,no metadata results,metadata only; no license/access signal in top records,zero_result_no_candidate,zero_result_gap_not_admitted,No candidate metadata found for this exact Igbo/source-witness query and platform.,"Keep explicit gap; try source-owner, curriculum publisher, or named-title route.",false,false,false
R9-IGBO-REFINED-03-03,Igbo,mgbako na mwepu,Igbo unmarked endonym,GitHub repository search API,https://api.github.com/search/repositories?q=mgbako+na+mwepu+in%3Aname%2Cdescription%2Creadme&per_page=5&sort=updated&order=desc,403,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\03_03_igbo_github_repository_search_api_mgbako_na_mwepu.json,16856B704AC7C6BCAE6F17CEB11B5DFB034F760E40AD9F0E366C2A89C0080A6B,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\03_03_igbo_github_repository_search_api_mgbako_na_mwepu.headers.json,C4A2809C39064997B699D9487FFE90744636819B28143C306B383B83E2BE80A7,no metadata results,metadata only; no license/access signal in top records,zero_result_no_candidate,query_error_not_admitted,Query failed or returned an HTTP/API error; keep Igbo source-body gap open and retry later.,Retry exact query with stable network/API access; no source-canon use from this row.,false,false,false
R9-IGBO-REFINED-03-04,Igbo,mgbako na mwepu,Igbo unmarked endonym,Hugging Face dataset search API,https://huggingface.co/api/datasets?search=mgbako+na+mwepu&limit=5&full=true,200,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\03_04_igbo_hugging_face_dataset_search_api_mgbako_na_mwepu.json,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\03_04_igbo_hugging_face_dataset_search_api_mgbako_na_mwepu.headers.json,A45BCB0D32F80FE7B9EB92B0BBE20EC2010599427B65D8C504D6C7971F02466A,no metadata results,metadata only; no license/access signal in top records,zero_result_no_candidate,zero_result_gap_not_admitted,No candidate metadata found for this exact Igbo/source-witness query and platform.,"Keep explicit gap; try source-owner, curriculum publisher, or named-title route.",false,false,false
R9-IGBO-REFINED-03-05,Igbo,mgbako na mwepu,Igbo unmarked endonym,Zenodo records API,https://zenodo.org/api/records?q=mgbako+na+mwepu&size=5&sort=mostrecent,200,746378,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\03_05_igbo_zenodo_records_api_mgbako_na_mwepu.json,DFFF5180D22FE6B68E184A5EDB9AEDFD3C30B556E7CAE1C56F99073DF6C9142A,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\03_05_igbo_zenodo_records_api_mgbako_na_mwepu.headers.json,0743496A7699B7182802B643B64FFE92D34E0624BDDF763C43B7EDCDA1F99D15,"21204996 | title=UNIVERSO ASSIMETRICAMENTE SIMÉTRICO, E10 CÍCLICO E DISCIPLINA MODAL DA TEORIA DA OBJETIVIDADE: uma análise crítico-propositiva do artigo de Prithvidev Kamboj em diálogo com a Teoria da Objetividade | type=Publication | access=None; 21205027 | title=Informační a digitální gramotnost | type=Lesson | access=None; 21203834 | title=Korisničko iskustvo | type=Lesson | access=None",21204996 license=cc-by-4.0; 21205027 license=cc-by-4.0; 21203834 license=cc-by-4.0,nonzero_metadata_likely_noise_requires_triage,metadata_noise_not_admitted,Nonzero metadata appears broad/noisy or unrelated to exact Igbo mathematical source-body evidence.,Do not use as evidence; continue with narrower named-title/source-owner routes.,false,false,false
R9-IGBO-REFINED-04-01,Igbo,mgbakọ na mwepụ,Igbo diacritic endonym,Open Library search API,https://openlibrary.org/search.json?q=mgbak%E1%BB%8D+na+mwep%E1%BB%A5&limit=5&fields=key%2Ctitle%2Cauthor_name%2Clanguage%2Cia%2Chas_fulltext%2Cebook_access%2Cpublic_scan_b%2Cia_collection_s%2Cfirst_publish_year,200,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\04_01_igbo_open_library_search_api_mgbako_na_mwepu.json,355D89E400F57B903698F394FBE9295907D6EB23700A71C48193EDA5E6536296,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\04_01_igbo_open_library_search_api_mgbako_na_mwepu.headers.json,9534DCBEE35A243034634A79FABCFA33B2BFFFDA7761DDD21224866D80484268,no metadata results,metadata only; no license/access signal in top records,zero_result_no_candidate,zero_result_gap_not_admitted,No candidate metadata found for this exact Igbo/source-witness query and platform.,"Keep explicit gap; try source-owner, curriculum publisher, or named-title route.",false,false,false
R9-IGBO-REFINED-04-02,Igbo,mgbakọ na mwepụ,Igbo diacritic endonym,Internet Archive advancedsearch API,https://archive.org/advancedsearch.php?q=%28mgbak%E1%BB%8D+AND+na+AND+mwep%E1%BB%A5%29&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=creator&fl%5B%5D=year&fl%5B%5D=language&fl%5B%5D=mediatype&fl%5B%5D=licenseurl&fl%5B%5D=rights&rows=5&page=1&output=json,200,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\04_02_igbo_internet_archive_advancedsearch_api_mgbako_na_mwepu.json,D1EFA90C48DBCB839FCAFD8DA868F7BFAD30C1AFF8231D451495B493F7162460,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\04_02_igbo_internet_archive_advancedsearch_api_mgbako_na_mwepu.headers.json,DC7ACE74D11DF6D814E392D83BBD28DF935BF26636C77371E868E319DE79F70D,no metadata results,metadata only; no license/access signal in top records,zero_result_no_candidate,zero_result_gap_not_admitted,No candidate metadata found for this exact Igbo/source-witness query and platform.,"Keep explicit gap; try source-owner, curriculum publisher, or named-title route.",false,false,false
R9-IGBO-REFINED-04-03,Igbo,mgbakọ na mwepụ,Igbo diacritic endonym,GitHub repository search API,https://api.github.com/search/repositories?q=mgbak%E1%BB%8D+na+mwep%E1%BB%A5+in%3Aname%2Cdescription%2Creadme&per_page=5&sort=updated&order=desc,403,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\04_03_igbo_github_repository_search_api_mgbako_na_mwepu.json,16856B704AC7C6BCAE6F17CEB11B5DFB034F760E40AD9F0E366C2A89C0080A6B,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\04_03_igbo_github_repository_search_api_mgbako_na_mwepu.headers.json,398C5C1703915E3BFCDAA1B74F0C98AB9EBB6A2F47919EB1291E5047856F8BA7,no metadata results,metadata only; no license/access signal in top records,zero_result_no_candidate,query_error_not_admitted,Query failed or returned an HTTP/API error; keep Igbo source-body gap open and retry later.,Retry exact query with stable network/API access; no source-canon use from this row.,false,false,false
R9-IGBO-REFINED-04-04,Igbo,mgbakọ na mwepụ,Igbo diacritic endonym,Hugging Face dataset search API,https://huggingface.co/api/datasets?search=mgbak%E1%BB%8D+na+mwep%E1%BB%A5&limit=5&full=true,200,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\04_04_igbo_hugging_face_dataset_search_api_mgbako_na_mwepu.json,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\04_04_igbo_hugging_face_dataset_search_api_mgbako_na_mwepu.headers.json,9D100E7939AB91DD0DAC7B7511C00E52841D862F26681BE439A7B145705D5932,no metadata results,metadata only; no license/access signal in top records,zero_result_no_candidate,zero_result_gap_not_admitted,No candidate metadata found for this exact Igbo/source-witness query and platform.,"Keep explicit gap; try source-owner, curriculum publisher, or named-title route.",false,false,false
R9-IGBO-REFINED-04-05,Igbo,mgbakọ na mwepụ,Igbo diacritic endonym,Zenodo records API,https://zenodo.org/api/records?q=mgbak%E1%BB%8D+na+mwep%E1%BB%A5&size=5&sort=mostrecent,200,746377,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\04_05_igbo_zenodo_records_api_mgbako_na_mwepu.json,98BF480CD40F0C33AF65B626FED5EC8493544C25FAD59D2501C08808A33EA147,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\04_05_igbo_zenodo_records_api_mgbako_na_mwepu.headers.json,6BBCA71DD3755A931643B14FA4EE4EB0C1B44715675C392D9E1857CBE7183F11,"21204996 | title=UNIVERSO ASSIMETRICAMENTE SIMÉTRICO, E10 CÍCLICO E DISCIPLINA MODAL DA TEORIA DA OBJETIVIDADE: uma análise crítico-propositiva do artigo de Prithvidev Kamboj em diálogo com a Teoria da Objetividade | type=Publication | access=None; 21205027 | title=Informační a digitální gramotnost | type=Lesson | access=None; 21203834 | title=Korisničko iskustvo | type=Lesson | access=None",21204996 license=cc-by-4.0; 21205027 license=cc-by-4.0; 21203834 license=cc-by-4.0,nonzero_metadata_likely_noise_requires_triage,metadata_noise_not_admitted,Nonzero metadata appears broad/noisy or unrelated to exact Igbo mathematical source-body evidence.,Do not use as evidence; continue with narrower named-title/source-owner routes.,false,false,false
R9-IGBO-REFINED-05-01,Igbo,akwukwo mgbako na mwepu,Igbo unmarked book phrase,Open Library search API,https://openlibrary.org/search.json?q=akwukwo+mgbako+na+mwepu&limit=5&fields=key%2Ctitle%2Cauthor_name%2Clanguage%2Cia%2Chas_fulltext%2Cebook_access%2Cpublic_scan_b%2Cia_collection_s%2Cfirst_publish_year,200,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\05_01_igbo_open_library_search_api_akwukwo_mgbako_na_mwepu.json,10E9C701674A9B82E6E44E58B49DC1E5604785AD2F729B2EFAEAD2CE113F926D,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\05_01_igbo_open_library_search_api_akwukwo_mgbako_na_mwepu.headers.json,811D8C9A6E24920DCC41E7128E93D5A645FFC7C2CFA4E852DEA1833E3495DC1F,no metadata results,metadata only; no license/access signal in top records,zero_result_no_candidate,zero_result_gap_not_admitted,No candidate metadata found for this exact Igbo/source-witness query and platform.,"Keep explicit gap; try source-owner, curriculum publisher, or named-title route.",false,false,false
