structural_id,work_unit_id,structure_type,type_ordinal,language,script,surface_role,parent_id,order_index,authority_path,authority_start_line,authority_end_line,target_path,target_start_line,target_end_line,target_span_sha256,completion_state,review_state,publication_state,boundary_confidence,continuation_cursor
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0006,BOOK_TITLE_INTRO,toc_item,6,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10009,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,53,53,BFF91234F9CAAF294B639EBE403B3D9FC63E2A90A5667E02E5D877ECFD17CA11,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0007
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0007,BOOK_TITLE_INTRO,toc_item,7,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10010,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,54,54,FD61A47062CE0B2FB715077BCD98FF77273FEB781F6DA15AA76D6B0AAE0A6951,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0008
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0008,BOOK_TITLE_INTRO,toc_item,8,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10011,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,55,55,9D3FA4A9B8E4A2E3E9C19D41EDE63AF4E57668C17C20B58F983C54ED69F7610C,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0009
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0009,BOOK_TITLE_INTRO,toc_item,9,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10012,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,56,56,4FD825C21A9C22D8A30577581E3CCB4712F18EA50B9F03DD9C0EA5F7B1391CD9,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0010
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0010,BOOK_TITLE_INTRO,toc_item,10,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10013,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,57,57,C78A9748C093DC6D8D8DB5E053641CBA5177939A141BC301CF2248DDFE5E3DE1,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0011
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0011,BOOK_TITLE_INTRO,toc_item,11,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10014,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,58,58,8505A342BE3CA626458A7D49B776F23C43C49975AD07B6B9A5976CD12F1D73BA,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0012
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0012,BOOK_TITLE_INTRO,toc_item,12,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10015,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,59,59,993961B4AAF47B95FC7B99BA2C95DC03084A540E78B2EE04AFBB7AD831712D80,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0013
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0013,BOOK_TITLE_INTRO,toc_item,13,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10016,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,60,60,16051718CA684428A59E114B1BEEB5250D63530F4663515E00C3AD89EB9C1BBD,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0014
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0014,BOOK_TITLE_INTRO,toc_item,14,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10017,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,63,63,1AB0A0CD1B44C6D19A39F4D429655593B3ECF42965B8D8AC4CD6032AE9F4B21F,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0015
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0015,BOOK_TITLE_INTRO,toc_item,15,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10018,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,64,64,1CC25FE891C983FED902789BEB6A6E27C6698353D2C3C416CE3649101C6B9E43,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0016
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0016,BOOK_TITLE_INTRO,toc_item,16,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10019,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,65,65,C5B46F6608B8EA6FBEE4C1E194E7031CBE61F1CD5A454A49D05BB88BBC195373,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0017
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0017,BOOK_TITLE_INTRO,toc_item,17,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10020,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,66,66,EE1B268017544885A5736FB17254D8246781E3013EDE0B6CAABB24CB726AD30D,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0018
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0018,BOOK_TITLE_INTRO,toc_item,18,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10021,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,69,69,CE290670F35266E75903A30EB4AF531D5DD6B4AA0B3F338E4EE4672E10286D25,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0019
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0019,BOOK_TITLE_INTRO,toc_item,19,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10022,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,70,70,9E065561002AB5B686C1F83A500EAD224384D3FC89C486A6494A8C87850BD8F8,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0020
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0020,BOOK_TITLE_INTRO,toc_item,20,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10023,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,71,71,ACE1DFE1182B9D7B4B5D5156265357C8B6DC826480C5555BAACA307D4624F0D6,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0021
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0021,BOOK_TITLE_INTRO,toc_item,21,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10024,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,72,72,57CA569139E445E4F221C8C59DE46C64E4F54107F10282E51E0E7B0000A10C13,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0022
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0022,BOOK_TITLE_INTRO,toc_item,22,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10025,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,75,75,99D16A2A2E89D596B860C1989F8680F053916925DCE3485340E645856A773800,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0023
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0023,BOOK_TITLE_INTRO,toc_item,23,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10026,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,76,76,5A46FB093396BB63BA0238C0B1053FF5BAC2FCBCB1CBFEAE0ACA19D5BDF5B668,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0024
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0024,BOOK_TITLE_INTRO,toc_item,24,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10027,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,77,77,37652AE6B7FCEFE6A481E7BB1378648ECAC22CCA2A60141FB15D4E7390AF3725,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0025
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0025,BOOK_TITLE_INTRO,toc_item,25,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10028,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,78,78,7903EE693B2033DA14CDE3202F660B6B69BAAE55ADCE5206638200244070F9A3,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0026
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0026,BOOK_TITLE_INTRO,toc_item,26,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10029,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,79,79,813A861ECF83F9BB480730A2B1EAF03322AB43106A2FFD10FEB2B64987ABEDEB,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0027
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0027,BOOK_TITLE_INTRO,toc_item,27,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10030,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,82,82,652A4E583DEFEC78B68634D6EDFD41FE038B71A62B7A1DE5012DF7F415114EAF,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0028
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0028,BOOK_TITLE_INTRO,toc_item,28,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10031,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,83,83,C33C5DA85BA280E5847EFD00C1FE3F531DE01DDA33D4E28F829CCB6B51368C19,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0029
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0029,BOOK_TITLE_INTRO,toc_item,29,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10032,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,84,84,CA4E1A1DFAD14924AF160B398691AD914FF5F21175300F796741981C04581A2E,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0030
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0030,BOOK_TITLE_INTRO,toc_item,30,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10033,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,85,85,D37CF84F36C7F35A9E717557B5DE15A4C600CE7CFF587898D23319848E92FA66,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0031
SLISV-V038-RU-BOOK_TITLE_INTRO-TOC_ITEM-0031,BOOK_TITLE_INTRO,toc_item,31,ru-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-RU-BOOK_TITLE_INTRO-WORK_UNIT-0001,10034,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-ru.tex,86,86,6040F5C4E3C35702E3C372149C0F98DCEC609F9F5475406BF5F814F3416E82A3,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-RU-BOOK_TITLE_INTRO-CLOSED_PROSE_UNIT-0003
