triage_id,source_probe_id,platform,target_language_or_access_target,query,record_rank,record_title,record_url,record_doi_or_identifier,record_creator_or_owner,record_license_signal,record_access_signal,record_type_or_resource_type,file_count_or_body_signal,metadata_local_path,metadata_sha256,language_signal_gate,math_source_gate,source_package_gate,license_gate,triage_decision,triage_reason,next_action,promotion_allowed
R9-R2-TRIAGE-011,R9-R2-Q-004-Zenodo,Zenodo,Hausa,hausa math dataset,2,COMPRISE_Data08_H-VOA-NER_V1.0,https://zenodo.org/records/5997597,10.5281/zenodo.5997597,"Adelani, David; Hedderich, Michael",cc-by-4.0,open,"{""title"": ""Dataset"", ""type"": ""dataset""}",1 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-004_zenodo_hausa_math_dataset.json,31208C67FEECDE1E8F52C2DBA58E0223E36471AA0BC9D2E808A54AD05E08440A,target_language_named_in_metadata,target_language_record_not_math_corpus,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_no_math_source_signal,"Target-language metadata is present, but mathematical corpus/topic evidence is missing from top metadata.",Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-012,R9-R2-Q-004-Zenodo,Zenodo,Hausa,hausa math dataset,3,Dialectal Variation and Morphological Adaptation of Arabic Loanwords Among Hausa-Arabic Bilinguals in Northwestern Nigeria.,https://zenodo.org/records/20061324,10.5281/zenodo.20061324,Salisu Aliyu Azare; Dr. Bello Muhammad,cc-by-4.0,open,"{""subtype"": ""article"", ""title"": ""Journal article"", ""type"": ""publication""}",1 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-004_zenodo_hausa_math_dataset.json,31208C67FEECDE1E8F52C2DBA58E0223E36471AA0BC9D2E808A54AD05E08440A,target_language_named_in_metadata,language_or_nlp_record_not_math_corpus,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_language_nlp_or_linguistics_record,"Target-language metadata is present, but the record appears to be NLP/linguistics/speech/culture rather than mathematical source canon.",Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-013,R9-R2-Q-005-Zenodo,Zenodo,Somali,somali xisaab mathematics,1,Teaching Robots in Mathematics Education: A Comparative Study of Automated Learning Resources on Cognitive Skills Development in Somali Primary Schools in Botswana,https://zenodo.org/records/18854260,10.5281/zenodo.18854260,"Chibwana, Saratu; Muthomi, Hassan; Jumaa, Abdillahi",cc-by-4.0,open,"{""subtype"": ""article"", ""title"": ""Journal article"", ""type"": ""publication""}",2 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-005_zenodo_somali_xisaab_mathematics.json,8E6493CDC162C317FD6362EDC44FD53D4A6BECE3E2C6A3588589A797ED15A610,target_language_named_in_metadata,math_or_math_education_named_in_metadata,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,defer_requires_source_body_language_domain_review,"Metadata mentions target/language context and math-like topic, but no source body was captured and source-language mathematical corpus status is unproven.",Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-014,R9-R2-Q-005-Zenodo,Zenodo,Somali,somali xisaab mathematics,2,ANALYSIS OF CAUSES OF EXAMINATION MALPRACTICES IN SECONDARY SCHOOLS IN THE BANADIR REGION OF SOMALIA,https://zenodo.org/records/7975594,10.5281/zenodo.7975594,Mohamed Nor Keynan,cc-by-4.0,open,"{""subtype"": ""conferencepaper"", ""title"": ""Conference paper"", ""type"": ""publication""}",1 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-005_zenodo_somali_xisaab_mathematics.json,8E6493CDC162C317FD6362EDC44FD53D4A6BECE3E2C6A3588589A797ED15A610,target_language_named_in_metadata,target_language_record_not_math_corpus,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_no_math_source_signal,"Target-language metadata is present, but mathematical corpus/topic evidence is missing from top metadata.",Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-015,R9-R2-Q-005-Zenodo,Zenodo,Somali,somali xisaab mathematics,3,Comparison of Sonographic-Based TI-RADS Classification and Cytological-Based Bethesda Scoring: 6-Month Experience in Somalia,https://zenodo.org/records/6561270,10.54584/lms.2022.13,"Adam Osman, Ahmed; Gedi Ibrahim, Ismail; Tahtabaşı, Mehmet; Kaya, Veysel; Shermatova, Saime",cc-by-4.0,open,"{""subtype"": ""article"", ""title"": ""Journal article"", ""type"": ""publication""}",1 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-005_zenodo_somali_xisaab_mathematics.json,8E6493CDC162C317FD6362EDC44FD53D4A6BECE3E2C6A3588589A797ED15A610,target_language_named_in_metadata,target_language_record_not_math_corpus,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_no_math_source_signal,"Target-language metadata is present, but mathematical corpus/topic evidence is missing from top metadata.",Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-016,R9-R2-Q-006-Zenodo,Zenodo,Oromo,oromo herrega mathematics,1,The War-Peace Transformation: South Sudan's Future in a Picture,https://zenodo.org/records/19064753,10.5281/zenodo.19064753,"Oromo, Rev. Dr. Sirisio Louis",cc-by-4.0,open,"{""subtype"": ""article"", ""title"": ""Journal article"", ""type"": ""publication""}",2 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-006_zenodo_oromo_herrega_mathematics.json,831AAAE4E4287D5D072B7C14A891B9480101DEE40AE1DE8C668203F9EAD45816,target_language_named_in_metadata,target_language_record_not_math_corpus,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_no_math_source_signal,"Target-language metadata is present, but mathematical corpus/topic evidence is missing from top metadata.",Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-017,R9-R2-Q-006-Zenodo,Zenodo,Oromo,oromo herrega mathematics,2,Singulatives in a sample of Cushitic languages: a comparative study,https://zenodo.org/records/7267633,10.5281/zenodo.7267633,"Dires, Rahel T.",cc-by-4.0,open,"{""title"": ""Presentation"", ""type"": ""presentation""}",1 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-006_zenodo_oromo_herrega_mathematics.json,831AAAE4E4287D5D072B7C14A891B9480101DEE40AE1DE8C668203F9EAD45816,target_language_named_in_metadata,language_or_linguistics_record_not_math_corpus,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_language_nlp_or_linguistics_record,"The metadata is comparative linguistics around Cushitic languages, not a target-language mathematical source corpus.",Retain as language-context noise unless a later source-owner return proves direct mathematical source relevance.,false
R9-R2-TRIAGE-018,R9-R2-Q-006-Zenodo,Zenodo,Oromo,oromo herrega mathematics,3,"INDIGENOUS DEFENSE FORCE AND WAR DISCIPLINE GOVERNANCE OF GADA SYSTEM: THE CASE OF GUJI-OROMO, SOUTHERN ETHIOPIA",https://zenodo.org/records/10039193,10.5281/zenodo.10039193,"Mando Doyo Choto1, Dr. P. Durga Rao2, Muse Safayi Gatalo3, Danbobi Borema Ganale4, Sorale Jilo Ejersa5, Tuke Jilo Sora6",cc-by-4.0,open,"{""subtype"": ""article"", ""title"": ""Journal article"", ""type"": ""publication""}",1 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-006_zenodo_oromo_herrega_mathematics.json,831AAAE4E4287D5D072B7C14A891B9480101DEE40AE1DE8C668203F9EAD45816,target_language_named_in_metadata,target_language_record_not_math_corpus,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_no_math_source_signal,"Target-language metadata is present, but mathematical corpus/topic evidence is missing from top metadata.",Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-019,R9-R2-Q-007-Zenodo,Zenodo,Tigrinya/Tigrigna,tigrinya mathematics,1,Typology of Tigrinya WH-interrogatives,https://zenodo.org/records/11210462,10.5281/zenodo.11210462,"Gebregziabher, Keffyalew; Duguine, Maia",cc-by-4.0,open,"{""subtype"": ""section"", ""title"": ""Book chapter"", ""type"": ""publication""}",1 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-007_zenodo_tigrinya_mathematics.json,C60A21DC8F913852826753C435F820E4A74200E018E2C48668BFB754C8D1BB40,target_language_named_in_metadata,language_or_nlp_record_not_math_corpus,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_language_nlp_or_linguistics_record,"Target-language metadata is present, but the record appears to be NLP/linguistics/speech/culture rather than mathematical source canon.",Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-020,R9-R2-Q-007-Zenodo,Zenodo,Tigrinya/Tigrigna,tigrinya mathematics,2,Adapting TrOCR for Printed Tigrinya Text Recognition Word-Aware Loss Weighting for Cross-Script Transfer Learning,https://zenodo.org/records/19666702,10.5281/zenodo.19666702,"Medhanie, Yonatan Haile; Ni, Yuanhua",cc-by-4.0,restricted,"{""subtype"": ""dissertation"", ""title"": ""Thesis"", ""type"": ""publication""}",0 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-007_zenodo_tigrinya_mathematics.json,C60A21DC8F913852826753C435F820E4A74200E018E2C48668BFB754C8D1BB40,target_language_named_in_metadata,ocr_method_or_text_recognition_not_math_corpus,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_method_reference_only,OCR/text-recognition metadata can inform OCR work but is not a target-language mathematical corpus.,Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-021,R9-R2-Q-007-Zenodo,Zenodo,Tigrinya/Tigrigna,tigrinya mathematics,3,Ethiopia – Distribution of Mother-Tongues – a rare 1976 map uncovered,https://zenodo.org/records/6582952,10.5281/zenodo.6582952,"Nyssen, Jan",cc-by-4.0,open,"{""title"": ""Dataset"", ""type"": ""dataset""}",1 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-007_zenodo_tigrinya_mathematics.json,C60A21DC8F913852826753C435F820E4A74200E018E2C48668BFB754C8D1BB40,target_language_named_in_metadata,language_or_nlp_record_not_math_corpus,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_language_nlp_or_linguistics_record,"Target-language metadata is present, but the record appears to be NLP/linguistics/speech/culture rather than mathematical source canon.",Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-022,R9-R2-Q-007-InternetArchive,InternetArchive,Tigrinya/Tigrigna,tigrinya mathematics,1,CIA Reading Room cia-rdp82-00850r000100040050-1: JPRS ID: 8414 TRANSLATIONS ON SUB-SAHARAN AFRICA,https://archive.org/details/cia-readingroom-document-cia-rdp82-00850r000100040050-1,cia-readingroom-document-cia-rdp82-00850r000100040050-1,CIA Reading Room,not observed in top metadata,language metadata: english,internet_archive_metadata_record,metadata only; no archive files captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-007_internetarchive_tigrinya_mathematics.json,E59F07C991BB5137CE41916F67C2172D5EB7C65382E37BAAD67C755D886211A9,target_language_not_established_by_top_metadata,no_math_or_target_language_source_signal,not_source_package_admitted; metadata-only; no archive file body captured,license metadata signal only; no clearance claim,blocked_no_relevant_source_signal,Top metadata does not establish target-language mathematical source-canon relevance.,Retain as non-math/noise unless a later source owner or exact source body proves relevance.,false
R9-R2-TRIAGE-023,R9-R2-Q-008-Zenodo,Zenodo,Afar/Qafar,afar mathematics qafar,1,A generalized Dai-Liao type CG-method with a new monotone line search for unconstrained optimization,https://zenodo.org/records/7869581,10.12928/telkomnika.v21i3.21685,Rana Z. Al-Kawaz; Abbas Y. Al-Bayati,cc-by-4.0,open,"{""subtype"": ""article"", ""title"": ""Journal article"", ""type"": ""publication""}",1 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-008_zenodo_afar_mathematics_qafar.json,1FC5D7008D404B5C3FDF3670E37CA5CB100069C5EB9C6252886E88C93136DAC8,target_language_not_established_by_top_metadata,math_record_not_target_language_source,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_not_target_language_source,"Math-like metadata is present, but target-language source evidence is missing or the hit is caused by a broad/noisy query match.",Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-024,R9-R2-Q-008-Zenodo,Zenodo,Afar/Qafar,afar mathematics qafar,2,Psychometric Properties of the Family and Friends Social Support Scale (AFA-R) in Peruvian University Students,https://zenodo.org/records/17522728,10.37708/psyct.v18i1.1080,"Cabrera-Orosco, Isabel; Carbajal-León,; Reyes-Bossio, Mario; Caycho-Rodríguez, Tomás; Sánchez-Villena, Andy Rick; Vilca, Lindsey W.; Delgado-Campusano, Mariel",cc-by-4.0,open,"{""subtype"": ""journal"", ""title"": ""Journal"", ""type"": ""publication""}",1 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-008_zenodo_afar_mathematics_qafar.json,1FC5D7008D404B5C3FDF3670E37CA5CB100069C5EB9C6252886E88C93136DAC8,target_language_not_established_by_top_metadata,no_math_or_target_language_source_signal,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_no_relevant_source_signal,Top metadata does not establish target-language mathematical source-canon relevance.,Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-025,R9-R2-Q-008-Zenodo,Zenodo,Afar/Qafar,afar mathematics qafar,3,"Danakilia dinicolai Stiassny, Marchi & Lamboj, 2010, new species",https://zenodo.org/records/5624407,10.5281/zenodo.5624407,"Stiassny, Melanie L. J.; Marchi, Giuseppe De; Lamboj, Anton",cc-zero,open,"{""subtype"": ""taxonomictreatment"", ""title"": ""Taxonomic treatment"", ""type"": ""publication""}",1 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-008_zenodo_afar_mathematics_qafar.json,1FC5D7008D404B5C3FDF3670E37CA5CB100069C5EB9C6252886E88C93136DAC8,target_language_not_established_by_top_metadata,math_record_not_target_language_source,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_not_target_language_source,"Math-like metadata is present, but target-language source evidence is missing or the hit is caused by a broad/noisy query match.",Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-026,R9-R2-Q-009-Zenodo,Zenodo,Yoruba,yoruba mathematics dataset,1,Effect of Mother's Tongue on Secondary School Students' Achievement in Mathematics in Federal Capital Territory (FCT) Abuja,https://zenodo.org/records/5595625,10.5281/zenodo.5595625,"Sunday, A. O; Oduwole, O. S; Olaoye, A.E",cc-by-4.0,open,"{""subtype"": ""article"", ""title"": ""Journal article"", ""type"": ""publication""}",1 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-009_zenodo_yoruba_mathematics_dataset.json,1CE4126468CE4C061286CAFC53D09674591D473802943DA2A470CA318DC2325E,target_language_named_in_metadata,math_or_math_education_named_in_metadata,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,defer_requires_source_body_language_domain_review,"Metadata mentions target/language context and math-like topic, but no source body was captured and source-language mathematical corpus status is unproven.",Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
