structural_id,work_id,unit_type,title,parent_id,order,authority_path,authority_locator,authority_sha256,authority_language,target_count,target_languages,target_paths,target_locators,completion_state,review_state,publication_state,continuation_cursor,boundary_confidence,ambiguity,decision_ids
NOE-P32-KO-U03,noether.paper32.ko.translation_producer,translation_unit,"P32 Korean translation draft U03, authority lines 16027-16027",NOE-P32-KO-WORK,3,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_line16027_translation_input.tex,"{""description"":""complete routed source slice for U03"",""global_line_start"":16027,""global_line_end"":16027,""local_line_start"":1,""local_line_end"":1,""char_start"":0,""char_end"":2569}",00104BCD1C736D48A242C34DE5E3C990BE80AFD0EC0ED22D9CAC96444A2C9554,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U03_translation_draft_v001.tex,"{""description"":""complete editable Korean draft U03"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":17,""char_start"":0,""char_end"":1479}",translated_draft,unreviewed,private_working,next routed source line 16029 (P32-KO-U04),high,closed translation unit boundary is manager-routed; semantic parity remains unchecked,CJK-KO-P32-005
NOE-P32-KO-U03-PARA-001,noether.paper32.ko.translation_producer,paragraph,Im folgenden soll die Frage der Zerfällungskörper weiter verfolgt werden. \srcspaced{Die Zerfällungskörper kleinsten Grades lassen sich charakterisieren durch zugeordnete nichtkomm,NOE-P32-KO-U03,1,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_line16027_translation_input.tex,"{""description"":""paragraph 1 within routed U03"",""global_line_start"":16027,""global_line_end"":16027,""local_line_start"":1,""local_line_end"":1,""char_start"":0,""char_end"":2568}",00104BCD1C736D48A242C34DE5E3C990BE80AFD0EC0ED22D9CAC96444A2C9554,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U03_translation_draft_v001.tex,"{""description"":""machine-aligned paragraph ordinal 1 in Korean U03"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":13,""local_line_end"":13,""char_start"":368,""char_end"":1359}",translated_draft,unreviewed,private_working,next routed source line 16029 (P32-KO-U04),medium,source-target component correspondence is machine-aligned and unreviewed,CJK-KO-P32-005
NOE-P32-KO-U03-NOTE-001,noether.paper32.ko.translation_producer,note,"\footnote{Dieses Beispiel stammt von E. Noether; es beruht auf einer Modifikation eines von R. Brauer herrührenden, in dem überhaupt die Existenz eines minimalen Zerfällungskörpers",NOE-P32-KO-U03-PARA-001,2,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_line16027_translation_input.tex,"{""description"":""note 1 within routed U03"",""global_line_start"":16027,""global_line_end"":16027,""local_line_start"":1,""local_line_end"":1,""char_start"":1081,""char_end"":2268}",00104BCD1C736D48A242C34DE5E3C990BE80AFD0EC0ED22D9CAC96444A2C9554,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U03_translation_draft_v001.tex,"{""description"":""machine-aligned note ordinal 1 in Korean U03"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":13,""local_line_end"":13,""char_start"":831,""char_end"":1359}",translated_draft,unreviewed,private_working,next routed source line 16029 (P32-KO-U04),medium,source-target component correspondence is machine-aligned and unreviewed,CJK-KO-P32-005
NOE-P32-KO-U03-OTHER-001,noether.paper32.ko.translation_producer,other,"Unmatched Korean paragraph: 또한 이 예 역시 유한군, 곧 Schur의 예에서도 바탕이 된 사원수군의 분해체에 관한 것임을 덧붙여 둔다. 그곳에 제시된 표현들은 동시에 사원수체의 (동형인) 표현들이기 때문이다.",NOE-P32-KO-U03,3,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_line16027_translation_input.tex,"{""description"":""unit-level source fallback for unmatched target component"",""global_line_start"":16027,""global_line_end"":16027,""local_line_start"":1,""local_line_end"":1,""char_start"":0,""char_end"":2569}",00104BCD1C736D48A242C34DE5E3C990BE80AFD0EC0ED22D9CAC96444A2C9554,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U03_translation_draft_v001.tex,"{""description"":""target-only paragraph ordinal 2"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":15,""local_line_end"":15,""char_start"":1361,""char_end"":1462}",held,unreviewed,private_working,checker must adjudicate unmatched target component,low,target-only machine extraction retained; no source correspondence claimed,CJK-KO-P32-005
NOE-P32-KO-U04,noether.paper32.ko.translation_producer,translation_unit,"P32 Korean translation draft U04, authority lines 16029-16033",NOE-P32-KO-WORK,4,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_lines16029_16033_translation_input.tex,"{""description"":""complete routed source slice for U04"",""global_line_start"":16029,""global_line_end"":16033,""local_line_start"":1,""local_line_end"":5,""char_start"":0,""char_end"":1592}",D6A3ECF63E2FD57E6DE9E33B389927309D62A628EF6C4A1338E13E7BF9280FEF,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U04_translation_draft_v001.tex,"{""description"":""complete editable Korean draft U04"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":21,""char_start"":0,""char_end"":990}",translated_draft,unreviewed,private_working,next routed source line 16035 (P32-KO-U05),high,closed translation unit boundary is manager-routed; semantic parity remains unchecked,CJK-KO-P32-007
NOE-P32-KO-U04-SECTION-001,noether.paper32.ko.translation_producer,section,\begin{center} \textbf{1. Charakterisierung der Zerfällungskörper.} \end{center},NOE-P32-KO-U04,1,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_lines16029_16033_translation_input.tex,"{""description"":""section 1 within routed U04"",""global_line_start"":16029,""global_line_end"":16031,""local_line_start"":1,""local_line_end"":3,""char_start"":0,""char_end"":80}",D6A3ECF63E2FD57E6DE9E33B389927309D62A628EF6C4A1338E13E7BF9280FEF,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U04_translation_draft_v001.tex,"{""description"":""machine-aligned section ordinal 1 in Korean U04"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":13,""local_line_end"":15,""char_start"":359,""char_end"":408}",translated_draft,unreviewed,private_working,next routed source line 16035 (P32-KO-U05),medium,source-target component correspondence is machine-aligned and unreviewed,CJK-KO-P32-007
NOE-P32-KO-U04-PARA-001,noether.paper32.ko.translation_producer,paragraph,Vorerst seien die Grundbegriffe kurz zusammengestellt. Es bezeichne $\mS$ ein hyperkomplexes System in bezug auf einen Körper $P_0$. Unter einer Darstellung $\Gamma$ von $\mS$ -- i,NOE-P32-KO-U04,2,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_lines16029_16033_translation_input.tex,"{""description"":""paragraph 1 within routed U04"",""global_line_start"":16033,""global_line_end"":16033,""local_line_start"":5,""local_line_end"":5,""char_start"":82,""char_end"":1591}",D6A3ECF63E2FD57E6DE9E33B389927309D62A628EF6C4A1338E13E7BF9280FEF,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U04_translation_draft_v001.tex,"{""description"":""machine-aligned paragraph ordinal 1 in Korean U04"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":17,""local_line_end"":17,""char_start"":410,""char_end"":664}",translated_draft,unreviewed,private_working,next routed source line 16035 (P32-KO-U05),medium,source-target component correspondence is machine-aligned and unreviewed,CJK-KO-P32-007
NOE-P32-KO-U04-OTHER-001,noether.paper32.ko.translation_producer,other,"Unmatched Korean paragraph: 이와 같이 정의한 표현에는 유한군 $G$의 표현도 포함된다. 이에 대응하는 초복소수계 $\mS$, 곧 ``군환''은 모든 ``군수'', 즉 $P_0$의 계수를 갖는 군 원소들의 모든 선형결합으로 이루어진다. 이때 본래의 군 원소들은 선형독립으로 간주하며, 곱셈은 군의 곱셈과 연산법칙으로 정의한다. ``가약'', ``기약'",NOE-P32-KO-U04,3,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_lines16029_16033_translation_input.tex,"{""description"":""unit-level source fallback for unmatched target component"",""global_line_start"":16029,""global_line_end"":16033,""local_line_start"":1,""local_line_end"":5,""char_start"":0,""char_end"":1592}",D6A3ECF63E2FD57E6DE9E33B389927309D62A628EF6C4A1338E13E7BF9280FEF,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U04_translation_draft_v001.tex,"{""description"":""target-only paragraph ordinal 2"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":19,""local_line_end"":19,""char_start"":666,""char_end"":973}",held,unreviewed,private_working,checker must adjudicate unmatched target component,low,target-only machine extraction retained; no source correspondence claimed,CJK-KO-P32-007
NOE-P32-KO-U05,noether.paper32.ko.translation_producer,translation_unit,"P32 Korean translation draft U05, authority lines 16035-16035",NOE-P32-KO-WORK,5,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_line16035_translation_input.tex,"{""description"":""complete routed source slice for U05"",""global_line_start"":16035,""global_line_end"":16035,""local_line_start"":1,""local_line_end"":1,""char_start"":0,""char_end"":2076}",1604955671E6A22CBE662DE921A776CEDAA71C4B6D3B3D22B8EB2002F6437F9F,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U05_translation_draft_v001.tex,"{""description"":""complete editable Korean draft U05"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":21,""char_start"":0,""char_end"":1387}",translated_draft,unreviewed,private_working,next routed source line 16037 (P32-KO-U06),high,closed translation unit boundary is manager-routed; semantic parity remains unchecked,CJK-KO-P32-009
NOE-P32-KO-U05-PARA-001,noether.paper32.ko.translation_producer,paragraph,"Sei jetzt $\mS$ als vollständig reduzibel in $P_0$ vorausgesetzt; sei $P_0$ als vollkommener Körper angenommen, so daß das gleiche für jede algebraische Erweiterung $P$ von $P_0$ g",NOE-P32-KO-U05,1,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_line16035_translation_input.tex,"{""description"":""paragraph 1 within routed U05"",""global_line_start"":16035,""global_line_end"":16035,""local_line_start"":1,""local_line_end"":1,""char_start"":0,""char_end"":2075}",1604955671E6A22CBE662DE921A776CEDAA71C4B6D3B3D22B8EB2002F6437F9F,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U05_translation_draft_v001.tex,"{""description"":""machine-aligned paragraph ordinal 1 in Korean U05"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":15,""local_line_end"":15,""char_start"":438,""char_end"":691}",translated_draft,unreviewed,private_working,next routed source line 16037 (P32-KO-U06),medium,source-target component correspondence is machine-aligned and unreviewed,CJK-KO-P32-009
NOE-P32-KO-U05-NOTE-001,noether.paper32.ko.translation_producer,note,"\footnote{Bei nicht vollkommenem $P_0$ bleibt vollständige Reduzibilität dann und nur dann erhalten, wenn die Komponenten $K$ des Zentrums \guillemotright{}Erweiterungen erster Art",NOE-P32-KO-U05-PARA-001,2,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_line16035_translation_input.tex,"{""description"":""note 1 within routed U05"",""global_line_start"":16035,""global_line_end"":16035,""local_line_start"":1,""local_line_end"":1,""char_start"":275,""char_end"":562}",1604955671E6A22CBE662DE921A776CEDAA71C4B6D3B3D22B8EB2002F6437F9F,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U05_translation_draft_v001.tex,"{""description"":""machine-aligned note ordinal 1 in Korean U05"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":15,""local_line_end"":15,""char_start"":564,""char_end"":691}",translated_draft,unreviewed,private_working,next routed source line 16037 (P32-KO-U06),medium,source-target component correspondence is machine-aligned and unreviewed,CJK-KO-P32-009
NOE-P32-KO-U05-NOTE-002,noether.paper32.ko.translation_producer,note,"\footnote{Das entspricht der Schurschen Zurückführung auf das System der Matrizen aus $P$, die mit der irreduziblen Darstellung von $\mS$ in $P$ vertauschbar sind. Die Transponiert",NOE-P32-KO-U05-PARA-001,3,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_line16035_translation_input.tex,"{""description"":""note 2 within routed U05"",""global_line_start"":16035,""global_line_end"":16035,""local_line_start"":1,""local_line_end"":1,""char_start"":1805,""char_end"":2047}",1604955671E6A22CBE662DE921A776CEDAA71C4B6D3B3D22B8EB2002F6437F9F,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U05_translation_draft_v001.tex,"{""description"":""machine-aligned note ordinal 2 in Korean U05"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":19,""local_line_end"":19,""char_start"":1234,""char_end"":1354}",translated_draft,unreviewed,private_working,next routed source line 16037 (P32-KO-U06),medium,source-target component correspondence is machine-aligned and unreviewed,CJK-KO-P32-009
NOE-P32-KO-U05-OTHER-001,noether.paper32.ko.translation_producer,other,"Unmatched Korean paragraph: $\mS$의 중심은 유한 개 체의 직합이 된다. 그러한 체 $K$와 동형인 $P_0$의 모든 확대 $P$는 어떤 (단순) 지표의 체가 된다. $P_0$를 $K$와 동형인 $P$로 확대하면, $\mS$에서 하나의 양쪽 단순환이 분리되어 나오며 이 환에는 그 지표의 절대기약 표현류가 대응한다. 이 환은 베더번 정리에 따라 $",NOE-P32-KO-U05,4,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_line16035_translation_input.tex,"{""description"":""unit-level source fallback for unmatched target component"",""global_line_start"":16035,""global_line_end"":16035,""local_line_start"":1,""local_line_end"":1,""char_start"":0,""char_end"":2076}",1604955671E6A22CBE662DE921A776CEDAA71C4B6D3B3D22B8EB2002F6437F9F,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U05_translation_draft_v001.tex,"{""description"":""target-only paragraph ordinal 2"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":17,""local_line_end"":17,""char_start"":693,""char_end"":994}",held,unreviewed,private_working,checker must adjudicate unmatched target component,low,target-only machine extraction retained; no source correspondence claimed,CJK-KO-P32-009
NOE-P32-KO-U05-OTHER-002,noether.paper32.ko.translation_producer,other,"Unmatched Korean paragraph: \srcspaced{$\mS$의 모든 분해체---그 지표에 속하는 표현에 관하여---는 동시에 $P$에서의 표현들에 관하여 $\mA$의 분해체이며, 그 역도 성립한다.} $\mS$의 공액 표현들은 $P_0$ 위의 대응하는 양쪽 단순환에서 출발하여 얻는다. 이에 대응하는 체 $\mA_0$는 $\mA$와 동형이 되며 $K$를",NOE-P32-KO-U05,5,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_line16035_translation_input.tex,"{""description"":""unit-level source fallback for unmatched target component"",""global_line_start"":16035,""global_line_end"":16035,""local_line_start"":1,""local_line_end"":1,""char_start"":0,""char_end"":2076}",1604955671E6A22CBE662DE921A776CEDAA71C4B6D3B3D22B8EB2002F6437F9F,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U05_translation_draft_v001.tex,"{""description"":""target-only paragraph ordinal 3"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":19,""local_line_end"":19,""char_start"":996,""char_end"":1370}",held,unreviewed,private_working,checker must adjudicate unmatched target component,low,target-only machine extraction retained; no source correspondence claimed,CJK-KO-P32-009
NOE-P32-KO-U06,noether.paper32.ko.translation_producer,translation_unit,"P32 Korean translation draft U06, authority lines 16037-16037",NOE-P32-KO-WORK,6,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_line16037_translation_input.tex,"{""description"":""complete routed source slice for U06"",""global_line_start"":16037,""global_line_end"":16037,""local_line_start"":1,""local_line_end"":1,""char_start"":0,""char_end"":489}",80045B99EC83C98B61B33F220E25B41E8EA22B0B647020581BBE0B9A04514D7D,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U06_translation_draft_v001.tex,"{""description"":""complete editable Korean draft U06"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":16,""char_start"":0,""char_end"":640}",translated_draft,unreviewed,private_working,next routed source line 16039 (P32-KO-U07),high,closed translation unit boundary is manager-routed; semantic parity remains unchecked,CJK-KO-P32-011
NOE-P32-KO-U06-PARA-001,noether.paper32.ko.translation_producer,paragraph,"\srcspaced{Alle größten kommutativen Unterkörper von $\mA$ sind von gleichem Grad $m$ inbezug auf $P$, wo $m$ den Schurschen Index bedeutet. Alle diese größten kommutativen Unterkö",NOE-P32-KO-U06,1,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_line16037_translation_input.tex,"{""description"":""paragraph 1 within routed U06"",""global_line_start"":16037,""global_line_end"":16037,""local_line_start"":1,""local_line_end"":1,""char_start"":0,""char_end"":488}",80045B99EC83C98B61B33F220E25B41E8EA22B0B647020581BBE0B9A04514D7D,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U06_translation_draft_v001.tex,"{""description"":""machine-aligned paragraph ordinal 1 in Korean U06"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":14,""local_line_end"":14,""char_start"":403,""char_end"":623}",translated_draft,unreviewed,private_working,next routed source line 16039 (P32-KO-U07),medium,source-target component correspondence is machine-aligned and unreviewed,CJK-KO-P32-011
NOE-P32-KO-U07,noether.paper32.ko.translation_producer,translation_unit,"P32 Korean translation draft U07, authority lines 16039-16039",NOE-P32-KO-WORK,7,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_line16039_translation_input.tex,"{""description"":""complete routed source slice for U07"",""global_line_start"":16039,""global_line_end"":16039,""local_line_start"":1,""local_line_end"":1,""char_start"":0,""char_end"":515}",3DAA405F4E24BC3A8F0CC8E5EF7D20B0FC73FD1B5A5D110B3EA636306AC77EC1,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U07_translation_draft_v001.tex,"{""description"":""complete editable Korean draft U07"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":15,""char_start"":0,""char_end"":643}",translated_draft,unreviewed,private_working,next routed source line 16041 (P32-KO-U08),high,closed translation unit boundary is manager-routed; semantic parity remains unchecked,CJK-KO-P32-013
NOE-P32-KO-U07-PARA-001,noether.paper32.ko.translation_producer,paragraph,Zur Charakterisierung der allgemeinen Zerfällungskörper bezeichne $\mA_r$ das direkte Produkt von $\mA$ mit dem Matrizenring vom Grade $r^2$ in bezug auf $P$ (System aller $r$-reih,NOE-P32-KO-U07,1,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_line16039_translation_input.tex,"{""description"":""paragraph 1 within routed U07"",""global_line_start"":16039,""global_line_end"":16039,""local_line_start"":1,""local_line_end"":1,""char_start"":0,""char_end"":514}",3DAA405F4E24BC3A8F0CC8E5EF7D20B0FC73FD1B5A5D110B3EA636306AC77EC1,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U07_translation_draft_v001.tex,"{""description"":""machine-aligned paragraph ordinal 1 in Korean U07"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":13,""local_line_end"":13,""char_start"":359,""char_end"":626}",translated_draft,unreviewed,private_working,next routed source line 16041 (P32-KO-U08),medium,source-target component correspondence is machine-aligned and unreviewed,CJK-KO-P32-013
NOE-P32-KO-U08,noether.paper32.ko.translation_producer,translation_unit,"P32 Korean translation draft U08, authority lines 16041-16041",NOE-P32-KO-WORK,8,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_line16041_translation_input.tex,"{""description"":""complete routed source slice for U08"",""global_line_start"":16041,""global_line_end"":16041,""local_line_start"":1,""local_line_end"":1,""char_start"":0,""char_end"":736}",E4F5C71405318432DE9D03FF1BE133F2810F09B89194120C15FE01F674780E85,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U08_translation_draft_v001.tex,"{""description"":""complete editable Korean draft U08"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":16,""char_start"":0,""char_end"":784}",translated_draft,unreviewed,private_working,next routed source line 16043 (P32-KO-U09),high,closed translation unit boundary is manager-routed; semantic parity remains unchecked,CJK-KO-P32-015
NOE-P32-KO-U08-PARA-001,noether.paper32.ko.translation_producer,paragraph,\srcspaced{Jeder Zerfällungskörper von $\mA$ vom Grade $mr$ -- falls ein solcher existiert -- ist einem größten kommutativen Unterkörper von $\mA_r$ isomorph. Umgekehrt sind alle g,NOE-P32-KO-U08,1,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_line16041_translation_input.tex,"{""description"":""paragraph 1 within routed U08"",""global_line_start"":16041,""global_line_end"":16041,""local_line_start"":1,""local_line_end"":1,""char_start"":0,""char_end"":735}",E4F5C71405318432DE9D03FF1BE133F2810F09B89194120C15FE01F674780E85,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U08_translation_draft_v001.tex,"{""description"":""machine-aligned paragraph ordinal 1 in Korean U08"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":14,""local_line_end"":14,""char_start"":403,""char_end"":767}",translated_draft,unreviewed,private_working,next routed source line 16043 (P32-KO-U09),medium,source-target component correspondence is machine-aligned and unreviewed,CJK-KO-P32-015
NOE-P32-KO-U08-NOTE-001,noether.paper32.ko.translation_producer,note,"\footnote{Es liegt also beispielsweise kein regulärer Fall vor, wenn $P$ der Körper aller reellen Zahlen ist.}",NOE-P32-KO-U08-PARA-001,2,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_line16041_translation_input.tex,"{""description"":""note 1 within routed U08"",""global_line_start"":16041,""global_line_end"":16041,""local_line_start"":1,""local_line_end"":1,""char_start"":625,""char_end"":735}",E4F5C71405318432DE9D03FF1BE133F2810F09B89194120C15FE01F674780E85,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U08_translation_draft_v001.tex,"{""description"":""machine-aligned note ordinal 1 in Korean U08"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":14,""local_line_end"":14,""char_start"":718,""char_end"":767}",translated_draft,unreviewed,private_working,next routed source line 16043 (P32-KO-U09),medium,source-target component correspondence is machine-aligned and unreviewed,CJK-KO-P32-015
NOE-P32-KO-U09,noether.paper32.ko.translation_producer,translation_unit,"P32 Korean translation draft U09, authority lines 16043-16053",NOE-P32-KO-WORK,9,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_lines16043_16053_translation_input.tex,"{""description"":""complete routed source slice for U09"",""global_line_start"":16043,""global_line_end"":16053,""local_line_start"":1,""local_line_end"":11,""char_start"":0,""char_end"":691}",BA14D5ACD7BE7F8FDE670C735DE29ADFB8432ED45F0BD0453F62BD37FEDBDB38,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U09_translation_draft_v001.tex,"{""description"":""complete editable Korean draft U09"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":24,""char_start"":0,""char_end"":750}",translated_draft,unreviewed,private_working,next routed source line 16054 (P32-KO-U10),high,closed translation unit boundary is manager-routed; semantic parity remains unchecked,CJK-KO-P32-017
NOE-P32-KO-U09-PARA-001,noether.paper32.ko.translation_producer,paragraph,"Ob unter diesen Zerfällungskörpern für $r>1$ auch minimale auftreten, ist mit der Einbettung in $\mA_r$ noch nicht entschieden. Daß dies tatsächlich für unendlich viele $r$ der Fal",NOE-P32-KO-U09,1,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_lines16043_16053_translation_input.tex,"{""description"":""paragraph 1 within routed U09"",""global_line_start"":16043,""global_line_end"":16043,""local_line_start"":1,""local_line_end"":1,""char_start"":0,""char_end"":221}",BA14D5ACD7BE7F8FDE670C735DE29ADFB8432ED45F0BD0453F62BD37FEDBDB38,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U09_translation_draft_v001.tex,"{""description"":""machine-aligned paragraph ordinal 1 in Korean U09"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":13,""local_line_end"":13,""char_start"":359,""char_end"":472}",translated_draft,unreviewed,private_working,next routed source line 16054 (P32-KO-U10),medium,source-target component correspondence is machine-aligned and unreviewed,CJK-KO-P32-017
