physical_page	printed_page	witness_id	archive_path	finding	disposition
1	0	W0114	zenodo_record_21804321/current_delta/Deligne_FR.tex	Public cumulative French TeX contains no D027 mathematical body according to the exact inventory; no page content to replay.	CONTROL_OR_LOCATOR_ONLY_ZERO_ACCEPTED
1	0	W0115	zenodo_record_21804321/current_delta/DELIGNE_INDEX.csv	Public CSV index agrees that D027 was queued, had no live root, and had an unverified English candidate; routing control only.	CONTROL_OR_LOCATOR_ONLY_ZERO_ACCEPTED
1	0	W0116	zenodo_record_21804321/current_delta/DELIGNE_INDEX.md	Public Markdown index agrees on the cover/article boundary and the inherited false-terminus defect; routing control only.	CONTROL_OR_LOCATOR_ONLY_ZERO_ACCEPTED
1	0	W0117	zenodo_record_21804321/current_delta/Deligne_Source.zip	Public source archive contains no accepted D027 mathematical edition body; lineage container only.	CONTROL_OR_LOCATOR_ONLY_ZERO_ACCEPTED
1	0	W0118	zenodo_record_21804321/current_delta/DELIGNE_WORKFLOW.zip	Public workflow archive contains no accepted D027 page body; workflow/control only.	CONTROL_OR_LOCATOR_ONLY_ZERO_ACCEPTED
1	0	W0119	zenodo_record_21804321/current_delta/MANIFEST.csv	Public manifest is file-lineage evidence only and supplies no page transcription.	CONTROL_OR_LOCATOR_ONLY_ZERO_ACCEPTED
1	0	W0120	zenodo_record_21804321/current_delta/MANIFEST.sha256	Public SHA manifest is integrity evidence only and supplies no page transcription.	CONTROL_OR_LOCATOR_ONLY_ZERO_ACCEPTED
1	0	W0121	zenodo_record_21804321/current_delta/README.md	Public README is release/control prose only and supplies no page transcription.	CONTROL_OR_LOCATOR_ONLY_ZERO_ACCEPTED
1	0	W0122	zenodo_record_21804321/current_delta/STATUS.json	Public status JSON is routing/state evidence only and supplies no page transcription.	CONTROL_OR_LOCATOR_ONLY_ZERO_ACCEPTED
1	0	W0123	zenodo_record_21804321/extracted_control/D027_ID.md	D027 identity receipt agrees on title, joint authorship, publication span, physical-page boundary, and cover exclusion; it explicitly does not certify production.	CONTROL_OR_LOCATOR_ONLY_ZERO_ACCEPTED
1	0	W0124	zenodo_record_21804321/current_delta/CONTROL_D010-D027.zip	Local mirror of the public control archive is byte-identical control evidence; no D027 page body accepted.	CONTROL_OR_LOCATOR_ONLY_ZERO_ACCEPTED
2	103	W0001	local_prior/first29_cleanup_direct/cleaned_original_language_pdfs_001_029/27_Representations_of_reductive_groups_over_finite_fields.pdf	Candidate lineage adds a non-source abstract and omits the authority publication line; its compiled citations are renumbered, it substitutes epsilon R_T^theta for the authority ± R_T^theta, and it changes q >= 30 to q > 30.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
2	103	W0002	local_prior/first29_cleanup_direct/compiled_source_pdfs_001_029_pass2/Paper_27_Part_1.pdf	Candidate lineage adds a non-source abstract and omits the authority publication line; its compiled citations are renumbered, it substitutes epsilon R_T^theta for the authority ± R_T^theta, and it changes q >= 30 to q > 30.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
2	103	W0004	local_prior/first29_cleanup_direct/source_tex_cleaned_001_029/Paper_27_Part_1.tex	Candidate lineage adds a non-source abstract and omits the authority publication line; its compiled citations are renumbered, it substitutes epsilon R_T^theta for the authority ± R_T^theta, and it changes q >= 30 to q > 30.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
2	103	W0006	local_prior/first29_recombined_direct/pdf_papers_001_029/27_Representations_of_reductive_groups_over_finite_fields.pdf	Candidate lineage adds a non-source abstract and omits the authority publication line; its compiled citations are renumbered, it substitutes epsilon R_T^theta for the authority ± R_T^theta, and it changes q >= 30 to q > 30.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
2	103	W0007	local_prior/first29_recombined_direct/render_checks/paper_27_page1.png	Rendered candidate page confirms the added abstract/title-page layout and the same epsilon/q>30/citation divergences; comparison only.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
2	103	W0008	local_prior/first29_cleanup_direct/source_tex_cleaned_001_029/Paper_27_Part_1.tex	Candidate lineage adds a non-source abstract and omits the authority publication line; its compiled citations are renumbered, it substitutes epsilon R_T^theta for the authority ± R_T^theta, and it changes q >= 30 to q > 30. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
2	103	W0010	local_prior/first29_cleanup_direct/cleaned_original_language_pdfs_001_029/27_Representations_of_reductive_groups_over_finite_fields.pdf	Candidate lineage adds a non-source abstract and omits the authority publication line; its compiled citations are renumbered, it substitutes epsilon R_T^theta for the authority ± R_T^theta, and it changes q >= 30 to q > 30. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
2	103	W0011	local_prior/first29_cleanup_direct/compiled_source_pdfs_001_029_pass2/Paper_27_Part_1.pdf	Candidate lineage adds a non-source abstract and omits the authority publication line; its compiled citations are renumbered, it substitutes epsilon R_T^theta for the authority ± R_T^theta, and it changes q >= 30 to q > 30. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
2	103	W0013	local_prior/first29_cleanup_direct/source_tex_cleaned_001_029/Paper_27_Part_1.tex	Candidate lineage adds a non-source abstract and omits the authority publication line; its compiled citations are renumbered, it substitutes epsilon R_T^theta for the authority ± R_T^theta, and it changes q >= 30 to q > 30. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
2	103	W0015	local_prior/first29_cleanup_direct/cleaned_original_language_pdfs_001_029/27_Representations_of_reductive_groups_over_finite_fields.pdf	Candidate lineage adds a non-source abstract and omits the authority publication line; its compiled citations are renumbered, it substitutes epsilon R_T^theta for the authority ± R_T^theta, and it changes q >= 30 to q > 30. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
2	103	W0016	local_prior/first29_cleanup_direct/compiled_source_pdfs_001_029_pass2/Paper_27_Part_1.pdf	Candidate lineage adds a non-source abstract and omits the authority publication line; its compiled citations are renumbered, it substitutes epsilon R_T^theta for the authority ± R_T^theta, and it changes q >= 30 to q > 30. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
2	103	W0018	local_prior/first29_cleanup_direct/source_tex_cleaned_001_029/Paper_27_Part_1.tex	Candidate lineage adds a non-source abstract and omits the authority publication line; its compiled citations are renumbered, it substitutes epsilon R_T^theta for the authority ± R_T^theta, and it changes q >= 30 to q > 30. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
2	103	W0020	local_prior/first29_recombined_direct/pdf_papers_001_029/27_Representations_of_reductive_groups_over_finite_fields.pdf	Candidate lineage adds a non-source abstract and omits the authority publication line; its compiled citations are renumbered, it substitutes epsilon R_T^theta for the authority ± R_T^theta, and it changes q >= 30 to q > 30. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
2	103	W0021	local_prior/first29_recombined_direct/render_checks/paper_27_page1.png	Rendered candidate page confirms the added abstract/title-page layout and the same epsilon/q>30/citation divergences; comparison only.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
2	103	W0022	local_prior/first29_cleanup_direct/source_tex_cleaned_001_029/Paper_27_Part_1.tex	Candidate lineage adds a non-source abstract and omits the authority publication line; its compiled citations are renumbered, it substitutes epsilon R_T^theta for the authority ± R_T^theta, and it changes q >= 30 to q > 30. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
2	103	W0024	diagram_witness/Deligne_Diagram_Witness_Aid_D021_D045_20260608/Contact/D027_contact_part01.jpg	Contact sheet part 1 contains thumbnail locators for the early article span; useful only for locating candidate visual objects, not for transcription.	LOCATOR_ONLY_ZERO_ACCEPTED
2	103	W0026	diagram_witness/Deligne_Diagram_Witness_Aid_D021_D045_20260608/Images/D027_Representations_of_reductive_groups_over_f/D027_p001_diag01.png	Comparator-derived overinclusive crop aligns visually with article page 1 / authority physical 2 but supplies no independent authority text or accepted asset.	LOCATOR_ONLY_ZERO_ACCEPTED
2	103	W0027	diagram_witness/Deligne_Diagram_Witness_Aid_D021_D045_20260608/Images/D027_Representations_of_reductive_groups_over_f/D027_p001_diag02.png	Comparator-derived overinclusive crop aligns visually with article page 1 / authority physical 2 but supplies no independent authority text or accepted asset.	LOCATOR_ONLY_ZERO_ACCEPTED
2	103	W0028	diagram_witness/Deligne_Diagram_Witness_Aid_D021_D045_20260608/Images/D027_Representations_of_reductive_groups_over_f/D027_p001_diag03.png	Comparator-derived overinclusive crop aligns visually with article page 1 / authority physical 2 but supplies no independent authority text or accepted asset.	LOCATOR_ONLY_ZERO_ACCEPTED
3	104	W0001	local_prior/first29_cleanup_direct/cleaned_original_language_pdfs_001_029/27_Representations_of_reductive_groups_over_finite_fields.pdf	Candidate lineage normalizes the table layout and page boundary; in 0.2 it writes H_c^*(X) and H^*(X) where the authority prints H_c^i(X) and H^i(X), and its bibliography-driven citation numbers differ from the authority.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
3	104	W0002	local_prior/first29_cleanup_direct/compiled_source_pdfs_001_029_pass2/Paper_27_Part_1.pdf	Candidate lineage normalizes the table layout and page boundary; in 0.2 it writes H_c^*(X) and H^*(X) where the authority prints H_c^i(X) and H^i(X), and its bibliography-driven citation numbers differ from the authority.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
3	104	W0004	local_prior/first29_cleanup_direct/source_tex_cleaned_001_029/Paper_27_Part_1.tex	Candidate lineage normalizes the table layout and page boundary; in 0.2 it writes H_c^*(X) and H^*(X) where the authority prints H_c^i(X) and H^i(X), and its bibliography-driven citation numbers differ from the authority.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
3	104	W0006	local_prior/first29_recombined_direct/pdf_papers_001_029/27_Representations_of_reductive_groups_over_finite_fields.pdf	Candidate lineage normalizes the table layout and page boundary; in 0.2 it writes H_c^*(X) and H^*(X) where the authority prints H_c^i(X) and H^i(X), and its bibliography-driven citation numbers differ from the authority.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
3	104	W0008	local_prior/first29_cleanup_direct/source_tex_cleaned_001_029/Paper_27_Part_1.tex	Candidate lineage normalizes the table layout and page boundary; in 0.2 it writes H_c^*(X) and H^*(X) where the authority prints H_c^i(X) and H^i(X), and its bibliography-driven citation numbers differ from the authority. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
3	104	W0010	local_prior/first29_cleanup_direct/cleaned_original_language_pdfs_001_029/27_Representations_of_reductive_groups_over_finite_fields.pdf	Candidate lineage normalizes the table layout and page boundary; in 0.2 it writes H_c^*(X) and H^*(X) where the authority prints H_c^i(X) and H^i(X), and its bibliography-driven citation numbers differ from the authority. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
3	104	W0011	local_prior/first29_cleanup_direct/compiled_source_pdfs_001_029_pass2/Paper_27_Part_1.pdf	Candidate lineage normalizes the table layout and page boundary; in 0.2 it writes H_c^*(X) and H^*(X) where the authority prints H_c^i(X) and H^i(X), and its bibliography-driven citation numbers differ from the authority. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
3	104	W0013	local_prior/first29_cleanup_direct/source_tex_cleaned_001_029/Paper_27_Part_1.tex	Candidate lineage normalizes the table layout and page boundary; in 0.2 it writes H_c^*(X) and H^*(X) where the authority prints H_c^i(X) and H^i(X), and its bibliography-driven citation numbers differ from the authority. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
3	104	W0015	local_prior/first29_cleanup_direct/cleaned_original_language_pdfs_001_029/27_Representations_of_reductive_groups_over_finite_fields.pdf	Candidate lineage normalizes the table layout and page boundary; in 0.2 it writes H_c^*(X) and H^*(X) where the authority prints H_c^i(X) and H^i(X), and its bibliography-driven citation numbers differ from the authority. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
3	104	W0016	local_prior/first29_cleanup_direct/compiled_source_pdfs_001_029_pass2/Paper_27_Part_1.pdf	Candidate lineage normalizes the table layout and page boundary; in 0.2 it writes H_c^*(X) and H^*(X) where the authority prints H_c^i(X) and H^i(X), and its bibliography-driven citation numbers differ from the authority. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
3	104	W0018	local_prior/first29_cleanup_direct/source_tex_cleaned_001_029/Paper_27_Part_1.tex	Candidate lineage normalizes the table layout and page boundary; in 0.2 it writes H_c^*(X) and H^*(X) where the authority prints H_c^i(X) and H^i(X), and its bibliography-driven citation numbers differ from the authority. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
3	104	W0020	local_prior/first29_recombined_direct/pdf_papers_001_029/27_Representations_of_reductive_groups_over_finite_fields.pdf	Candidate lineage normalizes the table layout and page boundary; in 0.2 it writes H_c^*(X) and H^*(X) where the authority prints H_c^i(X) and H^i(X), and its bibliography-driven citation numbers differ from the authority. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
3	104	W0022	local_prior/first29_cleanup_direct/source_tex_cleaned_001_029/Paper_27_Part_1.tex	Candidate lineage normalizes the table layout and page boundary; in 0.2 it writes H_c^*(X) and H^*(X) where the authority prints H_c^i(X) and H^i(X), and its bibliography-driven citation numbers differ from the authority. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
3	104	W0029	diagram_witness/Deligne_Diagram_Witness_Aid_D021_D045_20260608/Images/D027_Representations_of_reductive_groups_over_f/D027_p002_diag01.png	Comparator-derived overinclusive crop aligns visually with article page 2 / authority physical 3; all formulas and typographic structures were representable in the frozen text record, so no crop was promoted.	LOCATOR_ONLY_ZERO_ACCEPTED
4	105	W0001	local_prior/first29_cleanup_direct/cleaned_original_language_pdfs_001_029/27_Representations_of_reductive_groups_over_finite_fields.pdf	Candidate lineage duplicates the subsection label and uses phi_ij and psi_i where the authority prints phi_ji and sigma_i; it also paraphrases the bar automorphism rather than preserving the printed zeta -> zeta^{-1} wording.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
4	105	W0002	local_prior/first29_cleanup_direct/compiled_source_pdfs_001_029_pass2/Paper_27_Part_1.pdf	Candidate lineage duplicates the subsection label and uses phi_ij and psi_i where the authority prints phi_ji and sigma_i; it also paraphrases the bar automorphism rather than preserving the printed zeta -> zeta^{-1} wording.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
4	105	W0004	local_prior/first29_cleanup_direct/source_tex_cleaned_001_029/Paper_27_Part_1.tex	Candidate lineage duplicates the subsection label and uses phi_ij and psi_i where the authority prints phi_ji and sigma_i; it also paraphrases the bar automorphism rather than preserving the printed zeta -> zeta^{-1} wording.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
4	105	W0006	local_prior/first29_recombined_direct/pdf_papers_001_029/27_Representations_of_reductive_groups_over_finite_fields.pdf	Candidate lineage duplicates the subsection label and uses phi_ij and psi_i where the authority prints phi_ji and sigma_i; it also paraphrases the bar automorphism rather than preserving the printed zeta -> zeta^{-1} wording.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
4	105	W0008	local_prior/first29_cleanup_direct/source_tex_cleaned_001_029/Paper_27_Part_1.tex	Candidate lineage duplicates the subsection label and uses phi_ij and psi_i where the authority prints phi_ji and sigma_i; it also paraphrases the bar automorphism rather than preserving the printed zeta -> zeta^{-1} wording. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
4	105	W0010	local_prior/first29_cleanup_direct/cleaned_original_language_pdfs_001_029/27_Representations_of_reductive_groups_over_finite_fields.pdf	Candidate lineage duplicates the subsection label and uses phi_ij and psi_i where the authority prints phi_ji and sigma_i; it also paraphrases the bar automorphism rather than preserving the printed zeta -> zeta^{-1} wording. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
4	105	W0011	local_prior/first29_cleanup_direct/compiled_source_pdfs_001_029_pass2/Paper_27_Part_1.pdf	Candidate lineage duplicates the subsection label and uses phi_ij and psi_i where the authority prints phi_ji and sigma_i; it also paraphrases the bar automorphism rather than preserving the printed zeta -> zeta^{-1} wording. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
4	105	W0013	local_prior/first29_cleanup_direct/source_tex_cleaned_001_029/Paper_27_Part_1.tex	Candidate lineage duplicates the subsection label and uses phi_ij and psi_i where the authority prints phi_ji and sigma_i; it also paraphrases the bar automorphism rather than preserving the printed zeta -> zeta^{-1} wording. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
4	105	W0015	local_prior/first29_cleanup_direct/cleaned_original_language_pdfs_001_029/27_Representations_of_reductive_groups_over_finite_fields.pdf	Candidate lineage duplicates the subsection label and uses phi_ij and psi_i where the authority prints phi_ji and sigma_i; it also paraphrases the bar automorphism rather than preserving the printed zeta -> zeta^{-1} wording. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
4	105	W0016	local_prior/first29_cleanup_direct/compiled_source_pdfs_001_029_pass2/Paper_27_Part_1.pdf	Candidate lineage duplicates the subsection label and uses phi_ij and psi_i where the authority prints phi_ji and sigma_i; it also paraphrases the bar automorphism rather than preserving the printed zeta -> zeta^{-1} wording. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
4	105	W0018	local_prior/first29_cleanup_direct/source_tex_cleaned_001_029/Paper_27_Part_1.tex	Candidate lineage duplicates the subsection label and uses phi_ij and psi_i where the authority prints phi_ji and sigma_i; it also paraphrases the bar automorphism rather than preserving the printed zeta -> zeta^{-1} wording. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
4	105	W0020	local_prior/first29_recombined_direct/pdf_papers_001_029/27_Representations_of_reductive_groups_over_finite_fields.pdf	Candidate lineage duplicates the subsection label and uses phi_ij and psi_i where the authority prints phi_ji and sigma_i; it also paraphrases the bar automorphism rather than preserving the printed zeta -> zeta^{-1} wording. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
4	105	W0022	local_prior/first29_cleanup_direct/source_tex_cleaned_001_029/Paper_27_Part_1.tex	Candidate lineage duplicates the subsection label and uses phi_ij and psi_i where the authority prints phi_ji and sigma_i; it also paraphrases the bar automorphism rather than preserving the printed zeta -> zeta^{-1} wording. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
4	105	W0030	diagram_witness/Deligne_Diagram_Witness_Aid_D021_D045_20260608/Images/D027_Representations_of_reductive_groups_over_f/D027_p003_diag01.png	Comparator-derived overinclusive crop aligns visually with article page 3 / authority physical 4; all formulas and typographic structures were representable in the frozen text record, so no crop was promoted.	LOCATOR_ONLY_ZERO_ACCEPTED
5	106	W0001	local_prior/first29_cleanup_direct/cleaned_original_language_pdfs_001_029/27_Representations_of_reductive_groups_over_finite_fields.pdf	Candidate lineage replaces sigma_{F(i)}^{-1} F sigma_i by psi_i^{-1} F psi_i, reverses/truncates the printed composite bijection, and normalizes P, bar-L, and X_{bar-L} to different notation.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
5	106	W0002	local_prior/first29_cleanup_direct/compiled_source_pdfs_001_029_pass2/Paper_27_Part_1.pdf	Candidate lineage replaces sigma_{F(i)}^{-1} F sigma_i by psi_i^{-1} F psi_i, reverses/truncates the printed composite bijection, and normalizes P, bar-L, and X_{bar-L} to different notation.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
5	106	W0004	local_prior/first29_cleanup_direct/source_tex_cleaned_001_029/Paper_27_Part_1.tex	Candidate lineage replaces sigma_{F(i)}^{-1} F sigma_i by psi_i^{-1} F psi_i, reverses/truncates the printed composite bijection, and normalizes P, bar-L, and X_{bar-L} to different notation.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
5	106	W0006	local_prior/first29_recombined_direct/pdf_papers_001_029/27_Representations_of_reductive_groups_over_finite_fields.pdf	Candidate lineage replaces sigma_{F(i)}^{-1} F sigma_i by psi_i^{-1} F psi_i, reverses/truncates the printed composite bijection, and normalizes P, bar-L, and X_{bar-L} to different notation.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
5	106	W0008	local_prior/first29_cleanup_direct/source_tex_cleaned_001_029/Paper_27_Part_1.tex	Candidate lineage replaces sigma_{F(i)}^{-1} F sigma_i by psi_i^{-1} F psi_i, reverses/truncates the printed composite bijection, and normalizes P, bar-L, and X_{bar-L} to different notation. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
5	106	W0010	local_prior/first29_cleanup_direct/cleaned_original_language_pdfs_001_029/27_Representations_of_reductive_groups_over_finite_fields.pdf	Candidate lineage replaces sigma_{F(i)}^{-1} F sigma_i by psi_i^{-1} F psi_i, reverses/truncates the printed composite bijection, and normalizes P, bar-L, and X_{bar-L} to different notation. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
5	106	W0011	local_prior/first29_cleanup_direct/compiled_source_pdfs_001_029_pass2/Paper_27_Part_1.pdf	Candidate lineage replaces sigma_{F(i)}^{-1} F sigma_i by psi_i^{-1} F psi_i, reverses/truncates the printed composite bijection, and normalizes P, bar-L, and X_{bar-L} to different notation. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
5	106	W0013	local_prior/first29_cleanup_direct/source_tex_cleaned_001_029/Paper_27_Part_1.tex	Candidate lineage replaces sigma_{F(i)}^{-1} F sigma_i by psi_i^{-1} F psi_i, reverses/truncates the printed composite bijection, and normalizes P, bar-L, and X_{bar-L} to different notation. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
5	106	W0015	local_prior/first29_cleanup_direct/cleaned_original_language_pdfs_001_029/27_Representations_of_reductive_groups_over_finite_fields.pdf	Candidate lineage replaces sigma_{F(i)}^{-1} F sigma_i by psi_i^{-1} F psi_i, reverses/truncates the printed composite bijection, and normalizes P, bar-L, and X_{bar-L} to different notation. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
5	106	W0016	local_prior/first29_cleanup_direct/compiled_source_pdfs_001_029_pass2/Paper_27_Part_1.pdf	Candidate lineage replaces sigma_{F(i)}^{-1} F sigma_i by psi_i^{-1} F psi_i, reverses/truncates the printed composite bijection, and normalizes P, bar-L, and X_{bar-L} to different notation. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
5	106	W0018	local_prior/first29_cleanup_direct/source_tex_cleaned_001_029/Paper_27_Part_1.tex	Candidate lineage replaces sigma_{F(i)}^{-1} F sigma_i by psi_i^{-1} F psi_i, reverses/truncates the printed composite bijection, and normalizes P, bar-L, and X_{bar-L} to different notation. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
5	106	W0020	local_prior/first29_recombined_direct/pdf_papers_001_029/27_Representations_of_reductive_groups_over_finite_fields.pdf	Candidate lineage replaces sigma_{F(i)}^{-1} F sigma_i by psi_i^{-1} F psi_i, reverses/truncates the printed composite bijection, and normalizes P, bar-L, and X_{bar-L} to different notation. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
5	106	W0022	local_prior/first29_cleanup_direct/source_tex_cleaned_001_029/Paper_27_Part_1.tex	Candidate lineage replaces sigma_{F(i)}^{-1} F sigma_i by psi_i^{-1} F psi_i, reverses/truncates the printed composite bijection, and normalizes P, bar-L, and X_{bar-L} to different notation. Byte-identical path witnesses inherit the same finding.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
5	106	W0031	diagram_witness/Deligne_Diagram_Witness_Aid_D021_D045_20260608/Images/D027_Representations_of_reductive_groups_over_f/D027_p004_diag01.png	Comparator-derived overinclusive crop aligns visually with article page 4 / authority physical 5; all formulas and typographic structures were representable in the frozen text record, so no crop was promoted.	LOCATOR_ONLY_ZERO_ACCEPTED
6	107	W0001	local_prior/first29_cleanup_direct/cleaned_original_language_pdfs_001_029/27_Representations_of_reductive_groups_over_finite_fields.pdf	Candidate lineage duplicates the subsection label, renumbers Definitions/Theorem, writes W^F for the authority W_F^~ notation, and changes the authority sigma B to alpha B.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
6	107	W0002	local_prior/first29_cleanup_direct/compiled_source_pdfs_001_029_pass2/Paper_27_Part_1.pdf	Candidate lineage duplicates the subsection label, renumbers Definitions/Theorem, writes W^F for the authority W_F^~ notation, and changes the authority sigma B to alpha B.	REJECT_DIVERGENCES_RETAIN_FROZEN_AUTHORITY
