"lane","packet","csv","rows","sha256"
"R7 Malay/Sea/Pacific","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\R7_28019A34_LIVE_BRANCH_DRIFT_AFTER_944_LOCAL_RETURNS_BOUNDARY_20260707","R7_28019A34_SOURCE_USE_GAP_FABLE_ADVERSE_ROWS.csv","4","E2CD754AC24336DF9FEFBC822A4CFA763ECD044B87A52406B146672BAF878731"
"OLP support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_28019A34_LOCAL_RETURNS_REVIEWER_BOUNDARY_ACCOUNTING_20260707","B3_UPLOADER_READY_SUMMARY.csv","4","89EFAE949D21841FB2B98D203B3C81A1DC50559C3B704FA12455631CD0E6892D"
"OLP support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_28019A34_LOCAL_RETURNS_REVIEWER_BOUNDARY_ACCOUNTING_20260707","BLANK_SLOT_RETURN_STATUS_28019A34.csv","6","C1063DBABA6E430B7E24FA7D6E43DCDA1EAB37F510CBF9B6159B5F851FDF8197"
"OLP support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_28019A34_LOCAL_RETURNS_REVIEWER_BOUNDARY_ACCOUNTING_20260707","MANIFEST.csv","10","DA154DE1DCD6ADD216D908FF697B2351F5053B665723083B555D73D351877D0C"
"OLP support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_28019A34_LOCAL_RETURNS_REVIEWER_BOUNDARY_ACCOUNTING_20260707","MUTUAL_WAKE_ACCOUNTING_28019A34.csv","0","6019F90D0DAB904BE3F42F2D49EFFF2BD1D4A1F0BFF6C7607FC7007E4C2698F2"
"OLP support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_28019A34_LOCAL_RETURNS_REVIEWER_BOUNDARY_ACCOUNTING_20260707","RELATION_FUNCTION_SUPPORT_PACKAGE_ROWS_28019A34.csv","6","C4130E75F094712A50BB405218385062A3418F45503E9A2EB11248B4324FC3A7"
"OLP support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_28019A34_LOCAL_RETURNS_REVIEWER_BOUNDARY_ACCOUNTING_20260707","REVIEW_ONLY_BLOCKER_RECOVERY_ROWS_28019A34.csv","4","301E47B60E0E307B426317620F8CBBDEB300D0E449713FEE812BEA757453475B"
"OLP support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_28019A34_LOCAL_RETURNS_REVIEWER_BOUNDARY_ACCOUNTING_20260707","SOURCE_REVIEWER_EVIDENCE_COUNTS_28019A34.csv","11","DEB2848EBDBB8D22C8C58612965D909C5C0C6ADE7CF55BC4003CFB4B6D49B555"
"OLP support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_28019A34_LOCAL_RETURNS_REVIEWER_BOUNDARY_ACCOUNTING_20260707","TOKEN_RESET_MUTUAL_WAKE_RULES_28019A34.csv","4","D3DB06E6503BBB83C9A0B21A7A71048055446AA3F39A7976149F77475D4868FB"
"OLP support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_28019A34_LOCAL_RETURNS_REVIEWER_BOUNDARY_ACCOUNTING_20260707","ZERO_CLAIM_LEDGER_28019A34_REVIEW_ACCOUNTING.csv","11","B13D898CE46A551551EF6D00EF40E88C582213A91D0C4784B4D6F128C573C6BF"
"Slavic watcher","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_28019A34_CURRENT_HEAD_LOCAL_RETURN_WATCHER_20260707","ACTIVE_SESSION_STATE.csv","8","02C39E3BDAF472403608DFDB9F9743641B2A3BCBBF3A7C2709D82CE0BE1235FF"
"Slavic watcher","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_28019A34_CURRENT_HEAD_LOCAL_RETURN_WATCHER_20260707","B3_ACTION_SUMMARY_VISIBLE_AT_28019A34.csv","1","0D69683C80AFE7746E7EE1DF92DC870BA8678451DF3C6DC0202F4A1918FAE01C"
"Slavic watcher","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_28019A34_CURRENT_HEAD_LOCAL_RETURN_WATCHER_20260707","B3_HANDOFF_BOUNDARY_ROWS_20260707.csv","3","04924825821EB465E9EEE57B0EE8C88DAC4A9C115EBE7371578899CE2B6D9165"
"Slavic watcher","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_28019A34_CURRENT_HEAD_LOCAL_RETURN_WATCHER_20260707","B3_PACKAGE_ROOT_SUMMARY_VISIBLE_AT_28019A34.csv","4","D0D3BF41560028880C2154AA8525AD8C2075F4068C6BA51E7B895AEFB461DBCD"
"Slavic watcher","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_28019A34_CURRENT_HEAD_LOCAL_RETURN_WATCHER_20260707","BRANCH_COMMITS_94419346_TO_28019A34.csv","1","C97A0D55C0C4B28F44E99215314EDFB7FA967DFADEB8CBF02B4EEAF343F187B6"
"Slavic watcher","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_28019A34_CURRENT_HEAD_LOCAL_RETURN_WATCHER_20260707","BRANCH_DELTA_CATEGORY_COUNTS_28019A34.csv","2","E76D684EB33B7CA90D9011A1DB661B29A85CD907C151199BD6F5E3B77DF32CFA"
"Slavic watcher","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_28019A34_CURRENT_HEAD_LOCAL_RETURN_WATCHER_20260707","BRANCH_DELTA_LANE_COUNTS_28019A34.csv","5","2D106FEDF8F84FEAF301B90702AD1235CB9502F8F720E689E84FA04CFC497D86"
"Slavic watcher","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_28019A34_CURRENT_HEAD_LOCAL_RETURN_WATCHER_20260707","BRANCH_DELTA_PACKAGE_ROOT_COUNTS_28019A34.csv","5","8E31E96067EB892017CD7D3FEC296D86719FDD32F63D23EB53CE352E68CA5B5D"
"Slavic watcher","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_28019A34_CURRENT_HEAD_LOCAL_RETURN_WATCHER_20260707","BRANCH_DELTA_PATH_CLASSIFICATION_94419346_TO_28019A34.csv","63","9152275EDA1292434E0F0EC20AA6D2E5BF3B23636230D9A05B9CD29C1D01E505"
"Slavic watcher","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_28019A34_CURRENT_HEAD_LOCAL_RETURN_WATCHER_20260707","BRANCH_VISIBLE_SLAVIC_9737E10C_SUMMARY_ROWS.csv","14","CE0E2EF8B645E9DBED81F35BECD4E97AF9A7E09E30F65ED245D741290E0C0E2F"
"Slavic watcher","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_28019A34_CURRENT_HEAD_LOCAL_RETURN_WATCHER_20260707","EXACT_BLOCKER_RECOVERY_ROWS_28019A34.csv","3","87216151728101D0ACB432BDF514B5B04A2CEC86F11F9A3A220B6D2B312511CC"
"Slavic watcher","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_28019A34_CURRENT_HEAD_LOCAL_RETURN_WATCHER_20260707","FINAL_READ_ONLY_VERIFICATION_28019A34.csv","5","86C8121C944BFCAC748568F6464D1DC11AC97B6A656C56D83278DA1F5655179A"
"Slavic watcher","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_28019A34_CURRENT_HEAD_LOCAL_RETURN_WATCHER_20260707","MANIFEST.csv","20","F91B31701398E8890E26DAA4E7AD9048483B448B7E5878DCE93FC791C791DC12"
"Slavic watcher","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_28019A34_CURRENT_HEAD_LOCAL_RETURN_WATCHER_20260707","REBUILD_TRIGGER_ACCOUNTING_28019A34.csv","4","147527FF4B12BB8C3BCE32F3CF45905A08A219EEAB39A0DC4F0C232BF0A61A1D"
"Slavic watcher","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_28019A34_CURRENT_HEAD_LOCAL_RETURN_WATCHER_20260707","SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_28019A34.csv","4","BC37049E6033A292F39C364A3F0F5B339597E202A960AF108BCA461BD15EDC22"
"Slavic watcher","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_28019A34_CURRENT_HEAD_LOCAL_RETURN_WATCHER_20260707","SUMMARY_28019A34.csv","15","DDA2561BDD7F50B85B7833F3FB8BD748A85261160F61925D918D8FD4F576B259"
"CJK native/source","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707","CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_B3_UPLOADER_READY_SUMMARY.csv","1","99F2F0769917AA62ECD180AE18ABBD42B5B25568014BBAEF58CE309FA0EF327A"
"CJK native/source","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707","CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_BRANCH_DELTA_9737E10C_TO_28019A34_ALL_PATHS.csv","971","278C27F6A2237338836283D5C1046E22A79CB69440236FB5ABEF8A32AD4FC523"
"CJK native/source","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707","CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_BRANCH_DELTA_9737E10C_TO_28019A34_CJK_SIGNAL_PATHS.csv","33","E2EE4CAA3EE485CFABDFD857BB5B7988DA221DFB67DACD8F2DBC790CAA27ED52"
"CJK native/source","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707","CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_BRANCH_FRONTIER_RECONCILIATION.csv","8","23AB384C0CB955EE1F6BCA3E9469CA7CA874E7A94AD14761667291BDEBFC7EC7"
"CJK native/source","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707","CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_CJK_ROUTE_PACKET_CLASSIFICATION.csv","33","8AD5C671C0ED446EB884146BCCCD3B8BA89615FC9D7C746DBFFD8D23A0547090"
"CJK native/source","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707","CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_CURRENT_BRANCH_LOG_TOP.csv","10","24EAF6BF728A9759BA39A27D976958DFCC95E84D817712BA2DBF9954BB2C65D6"
"CJK native/source","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707","CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_DELTA_COMMITS_9737E10C_TO_28019A34.csv","2","D04C9EB80994C69B515C11BA8A11D36696CE3F2203184C3A40838BDA8AEAF4A0"
"CJK native/source","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707","CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_EXACT_BLOCKERS_AND_RECOVERY_ROWS.csv","4","B2E0F498BFA6830C030A23B90956322F18831C78D735ECDD505933DA2C5F9D60"
"CJK native/source","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707","CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_HARDENED_HEARTBEAT_MUTUAL_WAKE_RULES.csv","3","E85632433523F27FF9AE2938CEA5BDD24C3718ED9DBF11E0ECC2B72ABFD580F1"
"CJK native/source","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707","CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_JA_ZH_SOURCE_BASELINE_CARRYFORWARD.csv","0","7EB70257593DA06F682A3DDDA54A9D260D4FC514F645237F5CA74B08F8DA61A6"
"CJK native/source","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707","CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_SOURCE_USE_FABLE_ADVERSE_POINTERS.csv","9","5736477D3BBB64D96FAEE52628A27081A59362A762906CFD1A6AB388131BC297"
"CJK native/source","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707","CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_VERIFICATION.csv","1","62D09B764D5E6638523666ACB99D124043613376DA77B0B1E8C7B124FCF2D677"
"CJK native/source","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707","CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_VISIBLE_SIBLING_WAKE_LEDGER.csv","15","0653772C8B49AAE3A58EFAC8575EB3B71B22FB93503484B5013A65FE7EDDC43B"
"CJK native/source","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707","MANIFEST.csv","18","2A12FD453CBE9371DD5D8BEF7023A2A00754483049ED9111E8DA0C609E7145B5"
"Interlanguage/Fable authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_28019A34_CURRENT_FRONTIER_DRIFT_RECOVERY_20260707","B3_HANDOFF_INDEX_28019A34.csv","7","B636B78D598ABC14B6AC930BFA491650DB3EF6960018B4336FBC790E7678CC84"
"Interlanguage/Fable authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_28019A34_CURRENT_FRONTIER_DRIFT_RECOVERY_20260707","BLOCKER_RECOVERY_LEDGER_28019A34.csv","2","41E191BF55B2E7C1E960064FC71E036889465380EAB728CF143E9B18F2141DC4"
"Interlanguage/Fable authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_28019A34_CURRENT_FRONTIER_DRIFT_RECOVERY_20260707","BRANCH_CHANGED_PATHS_9737E10C_TO_28019A34.csv","971","512092560E259FB551AD6D30249FF4062E3CF60BF392352B5A79531EC1D23122"
"Interlanguage/Fable authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_28019A34_CURRENT_FRONTIER_DRIFT_RECOVERY_20260707","BRANCH_COMMITS_9737E10C_TO_28019A34.csv","2","98D525E5DA503A35A0C36913FC63962322DDCEDB0689203B116943DE32572B79"
"Interlanguage/Fable authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_28019A34_CURRENT_FRONTIER_DRIFT_RECOVERY_20260707","BRANCH_WEIGHTING_LEDGER_28019A34.csv","4","CDAD119C26C6868E8F3F7C2FC2E547AAB5C850FFFC080166053B35DE25ECBAD7"
"Interlanguage/Fable authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_28019A34_CURRENT_FRONTIER_DRIFT_RECOVERY_20260707","CURRENT_FRONTIER_VERIFICATION_28019A34.csv","1","E239E1E1B10EDFECC51B7F050C1F59F1EF9E271C74B0C72A96148753EB58516E"
"Interlanguage/Fable authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_28019A34_CURRENT_FRONTIER_DRIFT_RECOVERY_20260707","DO_NOT_USE_LEDGER_28019A34.csv","2","2C8AE031575372A992DF60402644E4630A3B227AD6B57FFAFCE995966FF4788D"
"Interlanguage/Fable authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_28019A34_CURRENT_FRONTIER_DRIFT_RECOVERY_20260707","INTERSLAVIC_CORRECTION_LEDGER_28019A34.csv","1","FCF5047424C949697A2FF790A016E3F4EA48ABB3F19EA5D22C96E7FF6D4BA774"
"Interlanguage/Fable authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_28019A34_CURRENT_FRONTIER_DRIFT_RECOVERY_20260707","MANIFEST.csv","29","B750D79B1B20D8D7D799A632F8513DB4596D1E6F5D5980682790CB4F7CA33C33"
"Interlanguage/Fable authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_28019A34_CURRENT_FRONTIER_DRIFT_RECOVERY_20260707","MARGINAL_INTELLIGIBILITY_LEDGER_28019A34.csv","1","504E68EB29ABC52C6F9E7905CF68AFE337DDF09AB6DAFAE7B48B363362E7B373"
"Interlanguage/Fable authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_28019A34_CURRENT_FRONTIER_DRIFT_RECOVERY_20260707","NORMALIZATION_MARKER_TABLE_LEDGER_28019A34.csv","1","86A8EF06FC6E8824F0EC0740594FC15E388ED6D36C8BC06143C151EF6EA6680A"
"Interlanguage/Fable authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_28019A34_CURRENT_FRONTIER_DRIFT_RECOVERY_20260707","PAYLOAD_GROUP_COUNTS_28019A34.csv","9","932CD27DD0B44B0FEC74AA397376A1494FC2C1A9B1D006357E437932290A78E0"
"Interlanguage/Fable authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_28019A34_CURRENT_FRONTIER_DRIFT_RECOVERY_20260707","SOURCE_CANON_SEARCH_UPLOAD_PREP_28019A34.csv","3","7D176DCBC8546F8DB1E817451415CBDE397ED8557DC60BF7AB3D186FAD77690A"
"Interlanguage/Fable authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_28019A34_CURRENT_FRONTIER_DRIFT_RECOVERY_20260707","SOURCE_USE_ADVERSE_COVERAGE_LEDGER_28019A34.csv","2","88A5D44506834EFB2BAE6600B3F2E14E7A05F0DCF77363FC2E7217335C584A73"
"OLP support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_28019A34_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707","BLOCKER_RECOVERY_ROWS_28019A34.csv","4","4C731D8DC50FE5206D80B4E29A796530555F0ED1549BFE064FD60F96343C9D96"
"OLP support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_28019A34_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707","BRANCH_WEIGHT_MARGINAL_WITNESS_ROWS_28019A34.csv","14","7D8218811A21E0BE3D22C7E300B7159A649EF8DD8169AF755CAE6379EB501EA6"
"OLP support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_28019A34_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707","DO_NOT_USE_ADVERSE_GUARD_ROWS_28019A34.csv","11","D9EAC3024C9F2ABB60378FCF04D5606973BBA9AE3A38FC2EE827D12235884913"
"OLP support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_28019A34_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707","FORMULA_CONTEXT_SUMMARY_SOURCE_28019A34.csv","5","865DE8B4C922CE7A67C17392CC77560104297CE9527672195464FCFAB0BF39CA"
"OLP support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_28019A34_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707","FORMULA_NEIGHBORING_USAGE_NOTES_28019A34.csv","10","D43594E9411275C92932EBE7AECCE3A20F1B42F6F565B8DE5A2ABD2B1D1B6268"
"OLP support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_28019A34_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707","INTERLINEAR_SCAFFOLD_ROWS_28019A34.csv","10","45463AC01A56FC65B29E3E07C4EBD5BA5C4DD3D46D1DC5BF700B56529F58D916"
"OLP support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_28019A34_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707","MANIFEST.csv","11","54889AEDDF8519A86477C8C1BCDE00A5E8EDD80EAD67A8B39812C655175FF74A"
"OLP support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_28019A34_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707","SOURCE_USE_BOUNDARY_ROWS_28019A34.csv","5","3D2347B197D6FA940A09CFE003A45F660A330B12552038BFD923CBE10F2CBA41"
"OLP support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_28019A34_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707","TERMINOLOGY_ALTERNATIVES_28019A34.csv","14","F6D8F1F21248070A51CEDA36C09CDA7B5213891DB8BCB10CCEAF2D7DFED4A0C4"
"OLP support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_28019A34_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707","ZERO_CLAIM_INTERLINEAR_LEDGER_28019A34.csv","6","71074645704966E49ECEB930826BF8300F4A7D35EE78B54D08FA6FF952BE0823"
