diff_id	prompt_id	authority_page	layer	before	after	reason	authority_evidence
D018-P18-014	P18	105	source_language	take L to be all of 𝒪(A)	define L by f(ix)=χ(i)f(x) for i∈𝔽_p^*	Restore the χ-eigenspace construction.	Physical page 105, first displayed equation; asset P0105-A01.
D018-P18-015	P18	105	source_language	write a as an ordinary scalar	retain a∈L^{⊗(1-p)} and f^p=⟨a,f^{p-1}⟩.f	Preserve the line-bundle tensor power and multiplication law.	Physical page 105, upper central display; asset P0105-A02.
D018-P18-016	P18	105	source_language	omit Cartier duality	retain L*, b∈(L*)^{⊗1-p}, and a.b=w(χ) with (w(χ))=(p)	Restore the dual parameter and its product relation.	Physical page 105, middle paragraphs; asset P0105-A02.
D018-P18-017	P18	105	source_language	record only a construction from A to (L,a,b)	retain that the functor on isomorphisms is an equivalence of categories	Preserve the classification statement.	Physical page 105, equivalence paragraph; asset P0105-A03.
D018-P18-018	P18	105	source_language	silently repair 'Soient S muni' and 'une unique section ... tel que'	retain both printed agreement irregularities in French	Keep the diplomatic layer distinct from editorial normalization.	Physical page 105, first and third paragraphs; assets P0105-A01--P0105-A02.
D018-P18-019	P18	105	english_standalone	translate the printed terminal L without comment	render the coherent line as 'an invertible section of L*' and disclose that French visibly has L	Make the mathematical translation usable without concealing the source anomaly.	Physical page 105, section criterion; asset P0105-A03 and translation note 105.
D018-P18-020	P18	105	source_language	omit the degenerate α_p case	retain examples (2.4.2)--(2.4.4), including α_p↦(𝒪_S,0,0)	Preserve all three model group schemes.	Physical page 105, final displays; asset P0105-A04.
D018-P18-021	P18	106	source_language	treat ζ as an unrelated scalar	retain ζ:ℤ/p→̃μ_p and w(χ,ζ)^{p-1}=w(χ)	Restore the cyclotomic isomorphism and its scalar relation.	Physical page 106, section 2.5; asset P0106-A01.
D018-P18-022	P18	106	source_language	keep only one coordinate	retain x^{p-1}=a, y^{p-1}=b, and xy=w(χ,ζ)	Restore all equations obtained from duality.	Physical page 106, section 2.5 displays; asset P0106-A01.
D018-P18-023	P18	106	source_language	identify the auxiliary and normalized stacks typographically	retain the left prime on ′𝔪_{Γ′_∞(p)} for the auxiliary quadruple stack	Preserve the distinction used by (2.6.1) and Theorem 2.7.	Physical page 106, section 2.6; asset P0106-A02.
D018-P18-024	P18	106	source_language	state the comparison only integrally	retain generic isomorphism (2.6.1) after inverting p	Restore the input to the extension theorem.	Physical page 106, display (2.6.1); asset P0106-A03.
D018-P18-025	P18	106	source_language	leave (2.6.1) unextended	retain Theorem 2.7 extending it over Λ_p	Preserve the principal conclusion of the section.	Physical page 106, Theorem 2.7; asset P0106-A03.
D018-P18-026	P18	106	source_language	complete the dual ordinary-locus argument from page 107	end exactly after '(y,ζ)'	Preserve the syntactically open physical boundary.	Physical page 106, final line; asset P0106-A04.
D018-P18-027	P18	107	source_language	start a new proof paragraph	begin with 'détermine x uniquement'	Retain the continuation from page 106.	Physical page 107, first line; asset P0107-A01.
D018-P18-028	P18	107	source_language	assert normality without reduction	retain finite representability and reduce normality to supersingular points	Restore the logical setup for Lemma 2.8.	Physical page 107, paragraphs before Lemma 2.8; asset P0107-A01.
D018-P18-029	P18	107	source_language	use an ordinary local ring at an unspecified point	retain s̄ and the completion Ŝ of the strict henselization with its Λ_p-algebra structure	Preserve the precise deformation-theoretic base.	Physical page 107, Lemma 2.8 opening; asset P0107-A02.
D018-P18-030	P18	107	source_language	replace the normalized local ring by W(𝔽̄_p)[[x,y]]/(xy-p)	retain both W(𝔽̄_p)[[ζ_p,x,y]]/(xy-w(χ,ζ)) and W(𝔽̄_p)[[x,y]]/(x^{p-1}y^{p-1}-w(χ))	Preserve the full statement of Lemma 2.8(ii).	Physical page 107, dense local-ring display; asset P0107-A02.
D018-P18-031	P18	107	source_language	omit the comparison uv=p	retain Ŝ≃W(𝔽̄_p)[[u,v]]/(uv-p), ab=w(χ)=p.unité, and vanishing of a,b	Restore the proof of both parts of Lemma 2.8.	Physical page 107, paragraph following the display; asset P0107-A03.
D018-P18-032	P18	107	source_language	describe Ŝ merely as a formal neighborhood	retain that (Ŝ,A) is a versal formal moduli scheme for deformations of α_p	Preserve Remark 2.9.	Physical page 107, Remark 2.9; asset P0107-A03.
D018-P18-033	P18	107	source_language	omit one of Variant 2.10's two data sets	retain the generic morphism ℤ/p→̃H and the x,y data over S⊗Λ_p	Restore the direct modular description before its compatibility condition.	Physical page 107, Variant 2.10; asset P0107-A04.
D018-P18-034	P18	108	source_language	start section 2.11 immediately	retain the compatibility of the two Variant 2.10 data over S⊗Λ_p[1/p]	Preserve the continuation across the physical page boundary.	Physical page 108, opening lines; asset P0108-A01.
D018-P18-035	P18	108	source_language	silently regularize '2.8.montre'	retain the printed no-space form while recording total ramification of 𝒰 and 𝒱	Keep diplomatic punctuation and the local-structure conclusion together.	Physical page 108, section 2.11; asset P0108-A02.
D018-P18-036	P18	108	source_language	state only irreducibility	retain all three parts of Theorem 2.12: transverse smooth components, regularity/quadratic singularities, and the supersingular bijection	Restore the complete theorem.	Physical page 108, Theorem 2.12; asset P0108-A03.
D018-P18-037	P18	108	source_language	omit the level-n cover	retain 𝒥_n^h=Isom(μ_p,(C_p)^o) and its totally ramified extension 𝒥_n	Restore the setup of section 2.13.	Physical page 108, section 2.13 opening; asset P0108-A04.
D018-P18-038	P18	108	source_language	glue the two copies without Frobenius and omit the comparison maps	identify x in the second copy with x^{(p)} in the first and retain both induced bijections	Preserve the level-n Frobenius gluing and its consequences.	Physical page 108, middle and latter part of 2.13; asset P0108-A04.
D018-P18-039	P18	108	source_language	complete the last clause using page 109	end exactly after 'les'	Do not silently complete the sentence beyond the fixed P18 authority range.	Physical page 108, final line; assets P0108-A04--P0108-A05.
D018-P18-040	P18	106	source_language	write the duality chain with both arrows pointing right	retain s*:A*→̃μ_p←̃ℤ/p, with the ζ arrow pointing from ℤ/p to μ_p	Preserve the direction of the fixed cyclotomic isomorphism in the displayed duality chain.	Physical page 106, section 2.5; asset P0106-A01.
