diff_id	prompt_id	authority_page	layer	before	after	reason	authority_evidence
D018-P20-030	P20	118	source_language	complete the definition of 𝒞_A from page 119	retain the definition through 4.8(a) and end exactly after 'de déterminant un'	The list remains open at the physical page boundary and no continuation may be imported.	Physical page 118, final lines; assets P0118-A04--P0118-A05.
D018-P20-031	P20	119	source_language	begin page 119 with section 4.9	begin with the exact continuation 'b) α′ : C_{p^k} →̃ R(A), de déterminant un'	Preserve the 4.8(b) continuation and its physical-page boundary.	Physical page 119, opening line; asset P0119-A01.
D018-P20-032	P20	119	source_language	flatten R(A) to an unspecified constant group	retain R(A)≃μ_{p^k}×ℤ/p^k and the determinant-one over-tilde isomorphism	Preserve the connected and étale factors and the exact level structure.	Physical page 119, 4.8(b); asset P0119-A01.
D018-P20-033	P20	119	source_language	use one localization base throughout	retain ℤ[ζ_n,1/m] for smoothness and ℤ[ζ_n,1/n] for the p-invertible comparison	The authority prints two distinct localizations in consecutive paragraphs.	Physical page 119, upper third; assets P0119-A01--P0119-A02.
D018-P20-034	P20	119	source_language	reverse or omit formula (4.8.1)	retain (4.8.1) 𝔪_n[1/n]≃C_A[1/p]	Preserve the common open used in the later gluing.	Physical page 119, formula (4.8.1); asset P0119-A02.
D018-P20-035	P20	119	source_language	treat 𝔪_1^h as a compactification	retain it as the complement in 𝔪_1 of the finite supersingular set of characteristics dividing n	Restore the exact open substack and the target of c.	Physical page 119, 4.9; asset P0119-A02.
D018-P20-036	P20	119	source_language	collapse the two gluing stages	retain C[1/m] from the C_A and C from the C[1/m], with common open C[1/m,1/p]≃𝔪_n[1/n]	Preserve the construction and its localization topology.	Physical page 119, 4.11; asset P0119-A03.
D018-P20-037	P20	119	source_language	complete the valuative setup from page 120	end exactly after 'Soient donc (S,η,s) un trait complet à'	Do not import the residue-field condition across the authority page boundary.	Physical page 119, final line; assets P0119-A04--P0119-A05.
D018-P20-038	P20	120	source_language	restart the proof with a new sentence	begin with 'corps résiduel algébriquement clos' and retain u:S→𝔪_1^h[1/m], v_η:η→C, and c v_η=u_η	Preserve the sentence and data continued from physical page 119.	Physical page 120, opening lines; asset P0120-A01.
D018-P20-039	P20	120	source_language	omit the dense open or reverse the finite map	retain density of 𝔪_n^o[1/n] in C and finiteness of C[1/p]≃𝔪_n[1/n] over 𝔪_1[1/n]	Preserve both reductions in the valuative argument.	Physical page 120, upper third; asset P0120-A01.
D018-P20-040	P20	120	source_language	drop α′′ or its uniqueness	retain the unique extension α′′:C_m→̃(ℤ/m)^2 after extending C_η to a smooth-or-n-gon generalized elliptic curve	Restore the prime-to-p level structure used to build the lift.	Physical page 120, generalized-curve paragraph; asset P0120-A02.
D018-P20-041	P20	120	source_language	regularize the exact-sequence endpoints to μ_{p^k} and ℤ/p^k	retain the printed sequence 0→A→C_{p^k}→B→0 followed by A≃μ_n and B≃ℤ/n	The authority-visible index mismatch must remain exposed rather than silently emended.	Physical page 120, central exact sequence; asset P0120-A03.
D018-P20-042	P20	120	source_language	omit the A-indexed uniqueness statement	retain A=α′(A_η)∈P, α′:C_{p^k}→̃R(A), and non-extension to C_{A′} for A≠A′	This is the uniqueness argument completing Lemma 4.11.3.	Physical page 120, middle-lower proof; asset P0120-A03.
D018-P20-043	P20	120	source_language	identify 𝔪_n^h only by its theorem	retain its definition as the normalization of 𝔪_1^h in 𝔪_n[1/n], then Theorem 4.12 and Corollary 4.13	Preserve the construction, identification C≃𝔪_n^h, and smoothness conclusion.	Physical page 120, lower third; asset P0120-A04.
D018-P20-044	P20	120	source_language	read the section-4.14 subject as G or complete its first sentence	retain '4.14. Etudions C en caractéristique p. Si C/S est une courbe elliptique sur' and stop there	The authority glyph is Latin C, and the sentence continues on physical page 121.	Physical page 120, final line; assets P0120-A04--P0120-A05.
