diff_id	prompt_id	authority_page	layer	before	after	reason	authority_evidence
D018-P24-017	P24	140	source_language	An equality without quotient or Galois qualification	𝔪_n^∞(ℂ) = Isom(μ_n × ℤ/n,(ℤ/n)^2)/± U, compatibly with Gal(ℂ/ℚ)	The quotient and its Galois equivariance are both asserted.	P0140-A03; P0140-A04
D018-P24-018	P24	140	source_language	A one-sided quotient by H	H∖Isom(μ_n × ℤ/n,(ℤ/n)^2)/± U	Section 5.2 has a left quotient by H and a right quotient by ± U.	P0140-A04
D018-P24-019	P24	140	source_language	A completed scheme isomorphism imported from page 141	The transcription ends after isomorphisme de schémas :	The colon is the last mathematical text on page 140; the display belongs to the next page.	P0140-A04; P0140-A05
D018-P24-020	P24	141	source_language	import the colon or explanatory words from page 140	begin literally with Construction 5.3 and its double-quotient display	The fixed page opens at the construction itself, and physical-page boundaries are authoritative.	Physical page 141, opening display; assets P0141-A01 and P0141-A05.
D018-P24-021	P24	141	source_language	flatten Construction 5.3 to a single quotient or omit its base	retain H∖Isom_{ℤ[1/n]}(μ_n×ℤ/n,(ℤ/n)^2)/±U	Both quotient actions and the Isom base subscript are visibly printed.	Physical page 141, Construction 5.3; asset P0141-A01.
D018-P24-022	P24	141	source_language	read Γ_0(n) with a numeral zero	retain Γ_o(n) with the lowercase letter o	The section heading and every nested subscript use the letter o.	Physical page 141, section 6 heading and §6.1; asset P0141-A02.
D018-P24-023	P24	141	source_language	conflate 𝔪^o_{Γ_o(n)} with the coarse scheme M_{Γ_o(n)}	retain the stack notation in the classifying statement and roman M in (6.1.1)	Section 6.1 explicitly passes from the stack to induced maps on coarse schemes.	Physical page 141, §6.1 and equation (6.1.1); asset P0141-A02.
D018-P24-024	P24	141	source_language	normalize cw to c∘w or c_w	retain the printed unseparated symbol cw	The authority uses cw consistently in both prose and displays.	Physical page 141, equations (6.1.1) and (6.2.1); assets P0141-A02 and P0141-A03.
D018-P24-025	P24	141	source_language	omit the open-locus superscripts in (6.2.1)	retain M^o_{Γ_o(n)}→M_1^o×M_1^o	All three superscript letters o are visible in the restricted modular map.	Physical page 141, equation (6.2.1); asset P0141-A03.
D018-P24-026	P24	141	source_language	use a strict coefficient bound in the first Φ_n expansion	retain Σ_{a,b≤P(n)} and the two boundary coefficients ±1	Page 141 includes the boundary exponents in its sum and then identifies their only nonzero coefficients.	Physical page 141, modular-equation paragraph; asset P0141-A03.
D018-P24-027	P24	141	source_language	drop the provisional sign or the condition on n	retain Φ_n(X,Y)=±Φ_n(Y,X), n≠1 in prose, and n>1 in (6.3.1)	The sign determination and its two visibly different conditions form the content of §6.3.	Physical page 141, §6.3 and equation (6.3.1); asset P0141-A04.
D018-P24-028	P24	141	source_language	complete the normalized formula from page 142	end exactly at 'On peut donc normaliser le signe de Φ_n pour avoir'	Equation (6.3.2) is not present on physical page 141.	Physical page 141, final body line; assets P0141-A04 and P0141-A05.
D018-P24-029	P24	142	source_language	repeat the non-strict a,b≤P(n) range from page 141	begin with (6.3.2), using Σ_{a,b<P(n)} and c_ab=c_ba∈ℤ	The normalized expansion removes the two leading monomials from the summation by a strict bound.	Physical page 142, opening equation (6.3.2); assets P0142-A01 and P0142-A05.
D018-P24-030	P24	142	source_language	collapse (6.4.1) to one unlabeled map	retain φ_1:E_1→F_1 and φ_2:E_2→F_2 as two rows	The authority visibly presents two distinct cyclic-kernel n-isogenies.	Physical page 142, equation (6.4.1); asset P0142-A01.
D018-P24-031	P24	142	source_language	give both e and f identical isomorphism arrows	retain an isomorphism-marked arrow for e and the visibly ordinary arrow for f	The printed arrows differ even though the prose calls both maps isomorphisms.	Physical page 142, paragraph after (6.4.1); asset P0142-A02.
D018-P24-032	P24	142	source_language	reorder the composite or attach the star to another map	retain g=e^{-1}φ_2^*fφ_1	The fixed pixels resolve both the factor order and the star attached to φ_2.	Physical page 142, complex-multiplication paragraph; asset P0142-A02.
D018-P24-033	P24	142	source_language	change the degree to n or identify the kernel with multiplication by n	retain degree n^2 and the assertion that the kernel is not the kernel of multiplication by n	These are the two premises of the printed complex-multiplication conclusion.	Physical page 142, paragraph containing g; asset P0142-A02.
D018-P24-034	P24	142	source_language	normalize Ker(g)≠E_n to E[n] or reverse the quotient display	retain Ker(g)≠E_n, E→E/A, and E/Ker(g)←E/A	The subgroup notation and both arrow directions are directly visible.	Physical page 142, converse paragraph and display; asset P0142-A02.
D018-P24-035	P24	142	source_language	weaken generic radiciality or omit the characteristic restriction	retain the open U dense in fibers of characteristic p∤n where (6.2.1) is an immersion	The paragraph states all three qualifications explicitly.	Physical page 142, paragraph before Proposition 6.5; asset P0142-A03.
D018-P24-036	P24	142	source_language	replace Proposition 6.5 by an equality with the quotient ring	retain the spectrum of the normalization of ℤ[j,j′]/(Φ_n(j,j′))	The proposition asserts normalization, not that the coarse curve is the possibly nonnormal quotient itself.	Physical page 142, underlined Proposition 6.5; asset P0142-A04.
D018-P24-037	P24	142	source_language	complete the final n-isogeny on page 142	end at 'une n-isogénie à noyau cyclique'	The object E→F and remaining assertion begin on physical page 143.	Physical page 142, final body line; assets P0142-A04 and P0142-A05.
D018-P24-038	P24	143	source_language	begin a new proposition or supply the missing source of E→F	begin literally with 'E → F définie sur k'	The fixed physical page opens mid-sentence, and the preceding words are outside this page boundary.	Physical page 143, opening lines; assets P0143-A01 and P0143-A05.
D018-P24-039	P24	143	source_language	drop the modular-polynomial condition or reverse either j-value	retain Φ_n(j,j')=0 with j(E)=j and j(F)=j'	All three equalities are legible and complete the n-isogeny assertion.	Physical page 143, first paragraph; asset P0143-A01.
D018-P24-040	P24	143	source_language	normalize Γ_o(p) to Γ_0(p)	retain the lowercase-letter-o notation Γ_o(p)	The authority's subscript is the letter o used for the Gamma-zero level throughout this section.	Physical page 143, sentence before Theorem 6.6; asset P0143-A01.
D018-P24-041	P24	143	source_language	turn Theorem 6.6 into equality over ℤ or omit the Weber reference	retain the Weber citation and Φ_p(j,j')≡(j-j'^p)(j^p-j') mod p	The citation, congruence, factor order, and modulus are all printed.	Physical page 143, Theorem 6.6; assets P0143-A01--P0143-A02.
D018-P24-042	P24	143	source_language	merge (6.6.1) with the theorem formula	retain (6.6.1) as Φ_{np}(j,j')≡Φ_n(j^p,j')Φ_n(j,j'^p) (p)	The formula has its own number and distinct outer index np.	Physical page 143, formula (6.6.1); asset P0143-A02.
D018-P24-043	P24	143	source_language	lose one p-square or the middle exponent p-1 in (6.6.2)	retain outer np^2, arguments j^{p^2} and j'^{p^2}, and middle exponent p-1	All three powers distinguish the three factors of (6.6.2).	Physical page 143, formula (6.6.2); asset P0143-A02.
D018-P24-044	P24	143	source_language	flatten the product in (6.6.3) or identify K with k	retain ℓ+m=k, K=inf(ℓ,m), both shifted p-powers, and exponent φ(p^K)	Lowercase k is the outer exponent index; uppercase K is separately defined in the product condition.	Physical page 143, formula (6.6.3); asset P0143-A02.
D018-P24-045	P24	143	source_language	omit the hypothesis p^2|n or the n/p factor	retain p^2|n and Φ_{n/p}(j^p,j'^p) in (6.6.4)	The divisibility hypothesis and quotient index are the stated consequence of (6.6.3).	Physical page 143, formula (6.6.4); asset P0143-A02.
D018-P24-046	P24	143	source_language	treat K as an arbitrary second subgroup or drop the profinite-completion hat	retain K as the inverse image of H in GL(2,ℤ̂)	This definition, including the hat over ℤ, is part of the underlined Proposition 6.7 statement.	Physical page 143, Proposition 6.7; asset P0143-A03.
D018-P24-047	P24	143	source_language	drop one exceptional section or conflate stack and coarse maps	retain 0,2^6·3^3,∞ and the distinct 𝔪_K/M_K and open-stack etale maps	The three sections and both kinds of moduli objects are separately printed.	Physical page 143, paragraphs after Proposition 6.7; asset P0143-A03.
D018-P24-048	P24	143	source_language	complete the strict henselization from page 144	end exactly with 'le complété de l'hensélisé strict'	The object being henselized begins the next physical page.	Physical page 143, final line; assets P0143-A04--P0143-A05.
D018-P24-049	P24	144	source_language	start with a new characteristic-2 sentence	begin with 'de 𝔪_1 en x', completing page 143	The opening words are the exact complement of the preceding page-edge phrase.	Physical page 144, opening line; assets P0144-A01 and P0144-A05.
D018-P24-050	P24	144	source_language	omit the B-invariants or replace formal smoothness by ordinary smoothness	retain W(𝔽̄_2)[[t]]^B and formal smoothness over W(𝔽̄_2)	The invariant complete local algebra is the exact object of the reduction.	Physical page 144, upper paragraph; asset P0144-A01.
D018-P24-051	P24	144	source_language	bar 𝔽_3 or replace SL by GL	retain GL(2,𝔽_3), then A=SL(2,𝔽_3)	The embedding and the exact automorphism group are consecutive but distinct assertions.	Physical page 144, first displayed identity; asset P0144-A01.
D018-P24-052	P24	144	source_language	drop the H-invariants on the cyclotomic base or the normality qualification	retain M_H=M_3/H over ℤ[ζ_3]^H and the Cohen--Macaulay/normal argument	These data support the genus-zero smoothness conclusion.	Physical page 144, genus-zero paragraph; asset P0144-A01.
D018-P24-053	P24	144	source_language	reuse 𝔽_3 and ζ_3 in the characteristic-3 analogue	retain GL(2,𝔽_4) and M_4/ℤ[ζ_4]	Both subscripts visibly change from 3 to 4.	Physical page 144, 'Caractéristique 3' paragraph; asset P0144-A02.
D018-P24-054	P24	144	source_language	write K×Γ_0(p) or omit K	retain K∩Γ_o(p) with intersection and lowercase letter o throughout	The same subgroup controls the scheme, stack, special fiber, and theorem.	Physical page 144, section 6.8 and Theorem 6.9; assets P0144-A02--P0144-A04.
D018-P24-055	P24	144	source_language	describe an irreducible special fiber	retain two copies of 𝔪_K^o⊗𝔽̄_p meeting transversely at supersingular points	The two-component normal-crossing description is explicit before the theorem.	Physical page 144, end of section 6.8; asset P0144-A02.
D018-P24-056	P24	144	source_language	state Theorem 6.9(i) as global smoothness	exclude the supersingular points of characteristic p	The exception is underlined as part of the printed theorem statement.	Physical page 144, Theorem 6.9(i); asset P0144-A03.
D018-P24-057	P24	144	source_language	identify the two copies pointwise or reverse the Frobenius gluing	glue x on the second copy to x^(p) on the first	Part (ii) assigns different points and numbered copies to the two sides.	Physical page 144, Theorem 6.9(ii); asset P0144-A03.
D018-P24-058	P24	144	source_language	use the same automorphism count in both cases	retain k=½|Aut(E,α)| if -1∈Aut(E,α), and k=|Aut(E,α)| if -1∉Aut(E,α)	The factor one-half and the membership condition change together in the printed piecewise display.	Physical page 144, Theorem 6.9(iii); asset P0144-A04.
D018-P24-059	P24	144	source_language	supply further theorem text from page 145	end at the second k-case, after '-1 ∉ Aut(E,α)'	The second case is the last scholarly content on the fixed page.	Physical page 144, bottom display; assets P0144-A04--P0144-A05.
