diff_id	prompt_id	authority_page	layer	before	after	reason	authority_evidence
D018-P23-012	P23	133	source_language	state only that a stratification exists	retain separated locally closed substacks, locally constant automorphism-group rank u_i, and |Aut(x)|=u_i	These conditions define the admissible partition used in the weighted characteristic.	Physical page 133, paragraph 4.1(a); asset P0133-A04.
D018-P23-013	P23	133	source_language	replace the definition by an unweighted coarse-space characteristic	retain χ(𝒞) =₍dfn₎ Σ (1/u_i) χ(F_i(ℂ))	The reciprocal automorphism ranks are the defining weights.	Physical page 133, paragraph 4.1(b) display; asset P0133-A04.
D018-P23-014	P23	133	source_language	remove the quotation marks from the closing comparison	"retain 'quand 𝒞 ""est"" un schéma'"	The authority visibly places quotation marks around est.	Physical page 133, final line; assets P0133-A04--P0133-A05.
D018-P23-015	P23	134	source_language	merge the two additivity statements	retain the closed/open-complement formula and the two-open inclusion--exclusion formula separately	The authority prints two distinct displays under α) additivité.	Physical page 134, upper portion; asset P0134-A01.
D018-P23-016	P23	134	source_language	normalize the product sign in multiplicativity	retain χ(𝒞) = χ(𝒟).χ(𝒞_s) with the printed period	The fixed pixels show a period between the two factors.	Physical page 134, β) display; assets P0134-A01--P0134-A02.
D018-P23-017	P23	134	source_language	omit the characteristic-zero extension	retain finite presentation over an algebraically closed field k of characteristic zero	This is the full scope of γ) caractère algébrique.	Physical page 134, paragraph γ); asset P0134-A02.
D018-P23-018	P23	134	source_language	make the local-ring symbol uniform	retain Ã_x in the prose definition but A_x in display (4.1.1)	The tilde is present in the prose and absent in the displayed dimension term.	Physical page 134, paragraph δ) and display (4.1.1); assets P0134-A02--P0134-A03.
D018-P23-019	P23	134	source_language	drop stabilizer order or residue-field dimension from the degree	retain Σ_x (1/|Aut(x)|) dim_{k(s)}(A_x)	Both factors and the summation over x are visibly printed in (4.1.1).	Physical page 134, display (4.1.1); asset P0134-A03.
D018-P23-020	P23	134	source_language	omit the finite-étale specialization	retain χ(𝒞_s)=deg_s(f) and χ(𝒞)=deg(f)χ(𝒟)	The prose and display (4.1.2) are the stated consequence of β).	Physical page 134, middle portion; asset P0134-A03.
D018-P23-021	P23	134	source_language	insert cardinality bars around Aut(x,α) in (4.1.3)	retain χ(𝒞_s) = Σ 1/Aut(x,α) without bars	Unlike (4.1.1), the denominator in (4.1.3) visibly has no cardinality bars.	Physical page 134, display (4.1.3); asset P0134-A04.
D018-P23-022	P23	134	source_language	read the superscript in 𝔪_1^o as zero or complete the final word	retain the letter-o superscript and end exactly with '(4 auto-'	The superscript is alphabetic, and 'automorphismes' is split by the physical page edge.	Physical page 134, paragraph 4.2 and bottom line; assets P0134-A04--P0134-A05.
D018-P23-023	P23	135	source_language	supply the missing opening from page 134	begin literally with 'morphismes), et l'ouvert complémentaire'	Preserve the physical-page boundary without reconstructing omitted prose.	Physical page 135, first body line; assets P0135-A01 and P0135-A05.
D018-P23-024	P23	135	source_language	rewrite 1/6+1/4-1/2	retain 1/6 + 1/4 + -1/2 = -1/12	The authority visibly presents the negative half as an added fraction.	Physical page 135, equation (4.2.1); asset P0135-A01.
D018-P23-025	P23	135	source_language	omit the alternative form	retain χ(𝔪_1^o⊗ℂ)=ζ(-1)	Equation (4.2.2) is a separate displayed reformulation.	Physical page 135, equation (4.2.2); asset P0135-A01.
D018-P23-026	P23	135	source_language	drop the subgroup index	retain χ(𝔪_H^o⊗ℂ)=[GL(2,ℤ/n):H].-1/12	The index and negative factor are the whole content of equation (4.2.3).	Physical page 135, equation (4.2.3); asset P0135-A01.
D018-P23-027	P23	135	source_language	conflate stack 𝔪_H^o with coarse curve M_H	retain the explicit passage from χ(𝔪_H^o⊗ℂ) to χ(M_H⊗ℂ)	The page distinguishes stack automorphisms from the coarse-space formula.	Physical page 135, paragraph after (4.2.3); asset P0135-A02.
D018-P23-028	P23	135	source_language	flatten or omit the cusp subgroup	retain ±U, the matrix ±(1  u; 0  1), and [GL(2,ℤ/n):±U] pointes (5.1)	These data supply the cusp count in the coarse Euler characteristic.	Physical page 135, M_n paragraph; asset P0135-A02.
D018-P23-029	P23	135	source_language	alter either Euler-product factor	retain both copies of (1-1/p^2)(1-1/p) and their printed coefficients	The two product terms have distinct coefficients but the same visible local factors.	Physical page 135, displayed χ(M_n(ℂ)) expansion; asset P0135-A03.
D018-P23-030	P23	135	source_language	omit components or infer a connected curve	retain φ(n) isomorphic connected components and 2g-2=∏(1-1/p^2).(n^3/12-n^2/2)	The component count and component genus are separately stated.	Physical page 135, paragraph and display before §4.3; asset P0135-A03.
D018-P23-031	P23	135	source_language	replace the stack example with a scheme	retain the example 𝔪_1⊗ℂ in the definition of degree on C	Section 4.3 is explicitly formulated for an algebraic stack.	Physical page 135, opening of §4.3; asset P0135-A04.
D018-P23-032	P23	135	source_language	remove the henselian tilde or the negative inverse case	retain Õ_x and deg_x(f)=-dim_k Õ_x/(f^{-1}) at the page end	Both the local ring and sign are visible, and the second formula is the final page matter.	Physical page 135, §4.3(b); assets P0135-A04 and P0135-A05.
D018-P23-033	P23	136	source_language	restart §4.3 or omit stabilizer weights	continue at c) with deg(C,ω)=Σ_x 1/|Aut(x)| deg_x(f)	The page opens with the global stack-weighted degree definition.	Physical page 136, opening display; assets P0136-A01 and P0136-A05.
D018-P23-034	P23	136	source_language	drop scalar extension or remove quotation marks	"retain extension to k̄ and the printed phrase C ""est"" un schéma"	Both qualifications are explicit in the authority.	Physical page 136, paragraph after §4.3(c); asset P0136-A01.
D018-P23-035	P23	136	source_language	replace tensor-product additivity by another operation	retain deg(ω⊗ω')=deg(ω)+deg(ω')	This is property α), additivity in ω.	Physical page 136, property α); asset P0136-A01.
D018-P23-036	P23	136	source_language	silently normalize f*ω to f^*ω	retain the visible sequence f*ω in deg(f*ω)=deg(f).deg(ω)	The scan proves an asterisk after f but does not resolve a superscript convention.	Physical page 136, property β); asset P0136-A02.
D018-P23-037	P23	136	source_language	omit one fiber or weaken specialization to an assertion of variation	retain deg(C_η,ω)=deg(C_s,ω)	Property γ) states equality of the generic- and special-fiber degrees.	Physical page 136, property γ); asset P0136-A02.
D018-P23-038	P23	136	source_language	change the discriminant power or degree	retain Δ as a section of ω^(⊗12) and deg(ω)=1/24	The tensor power, simple zero, and stabilizer order produce equation (4.4.1).	Physical page 136, §4.4 and equation (4.4.1); asset P0136-A03.
D018-P23-039	P23	136	source_language	use 𝔪_H^o on both sides or alter the factor -2	retain χ(𝔪_H^o⊗ℂ)=-2 deg(𝔪_H,ω)	Equation (4.4.2) visibly drops the superscript o inside deg and uses -2.	Physical page 136, equation (4.4.2); asset P0136-A04.
D018-P23-040	P23	136	source_language	replace the deformation line with a standard remembered formula	retain H^1(E,T_E^1)≃H^1(E,O)⊗ω^(⊗-1)≃ω_s^(⊗-2)	Every displayed cohomological and tensor symbol, including the subscript s only on the final omega, is visibly present in the authority.	Physical page 136, §4.5; asset P0136-A04.
D018-P23-041	P23	136	source_language	complete the final sentence from page 137	end at Ω^1_(𝔪_1^o)≃ω^(⊗2) correspondant se prolonge	The physical page ends mid-sentence and no later-page matter may be imported.	Physical page 136, final line; assets P0136-A04 and P0136-A05.
D018-P23-042	P23	137	source_language	start a new sentence or import the preceding page's subject	begin literally with 'à l'infini en' and formula (4.5.1)	The fixed page begins mid-sentence, and page-edge continuity is part of the authority.	Physical page 137, opening lines; assets P0137-A01 and P0137-A05.
D018-P23-043	P23	137	source_language	flatten (4.5.1) to an unlabeled statement or omit the infinity divisor	retain Ω^1_{𝔪_1}(𝔪_1^∞) ≃ ω^{⊗2}	The base, divisor, isomorphism sign, and tensor square are all legible in the pixels.	Physical page 137, formula (4.5.1); asset P0137-A01.
D018-P23-044	P23	137	source_language	use the same M glyph in prose and the Euler-characteristic display	retain prose 𝔪_n but display χ(M_n⊗ℂ)=-deg(M_n,Ω^1_{M_n})	The authority visibly switches from fraktur lowercase 𝔪 to roman capital M in that display.	Physical page 137, paragraph after (4.5.1); asset P0137-A01.
D018-P23-045	P23	137	source_language	omit the n≥3 reduction or describe stacks instead of schemes	retain n ≥ 3 and 'On a alors affaire à de vrais schémas'	The reduction and its scheme-theoretic consequence motivate the Euler-characteristic formula.	Physical page 137, upper paragraph; asset P0137-A01.
D018-P23-046	P23	137	source_language	replace 𝔪_H by 𝔪_n or drop logarithmic poles	retain (4.5.2) as Ω^1_{𝔪_H}(𝔪_H^∞) ≃ ω^{⊗2}	The H subscript and infinity divisor distinguish the pulled-back isomorphism.	Physical page 137, formula (4.5.2); asset P0137-A02.
D018-P23-047	P23	137	source_language	read the superscript of 𝔪_n as zero	retain χ(𝔪_n^o⊗ℂ) with superscript letter o	The small italic glyph is the authority's open-locus letter o, not a numeral.	Physical page 137, Euler-characteristic chain; asset P0137-A02.
D018-P23-048	P23	137	source_language	summarize the cusp correction or silently alter a sign	retain subtraction of c and the chain -deg(Ω^1(∞))=-deg(ω^{⊗2})=-2 deg(ω)	Every equality and minus sign is visible and supplies the page's numerical conclusion.	Physical page 137, middle display; asset P0137-A02.
D018-P23-049	P23	137	source_language	modernize 'théorème de Igusa' or drop the Serre attribution	retain the printed French wording, simple-zero assertion, formula 4.9.1, and 'à un cours de Serre'	These are literal prose and internal-reference evidence, not editorial metadata.	Physical page 137, paragraph before section 4.6; asset P0137-A03.
D018-P23-050	P23	137	source_language	omit the Frobenius diagram or identify F with a structure morphism	retain F:E→E^(p), f:E→S, and f^(p):E^(p)→S	All three labeled arrows are visible and determine the following trace construction.	Physical page 137, section 4.6 diagram; asset P0137-A04.
D018-P23-051	P23	137	source_language	complete the trace sentence from page 138 or rewrite f_*^(p)	retain f_*^(p)ω_{E^(p)/S}=ω^(p)=ω^{⊗p} and stop after 'Opération de Cartier'	The simultaneous indices, printed capital O, and incomplete sentence are the exact lower page boundary.	Physical page 137, final lines; assets P0137-A04--P0137-A05.
D018-P23-052	P23	138	source_language	insert a new heading before the trace map	begin with Tr_F:F_*ω_{E/S}→ω_{E^(p)/S}, continuing page 137	The display is the subject of the following finite verb 'définit'.	Physical page 138, opening display; assets P0138-A01 and P0138-A05.
D018-P23-053	P23	138	source_language	merge the trace target with its pushed-forward target	retain (4.6.1) Tr_F:ω→ω^{⊗p} and (4.6.2) h∈Γ(S,ω^{⊗(p-1)})	The authority separately displays the induced line-bundle map and its corresponding section.	Physical page 138, formulas (4.6.1)--(4.6.2); asset P0138-A01.
D018-P23-054	P23	138	source_language	omit the coherent-sheaf duality or one of its paired terms	retain the pairings ω with R^1f_*𝒪 and ω^(p) with R^1f_*^(p)𝒪	Both dual pairs are needed to identify the transpose of the trace map.	Physical page 138, paragraph after (4.6.2); assets P0138-A01--P0138-A02.
D018-P23-055	P23	138	source_language	reverse (4.6.3) or replace F^* by F_*	retain F^*:R^1f_*^(p)𝒪→R^1f_*𝒪	The star is superscript on F, and the arrow direction is unambiguous in the pixels.	Physical page 138, formula (4.6.3); asset P0138-A02.
D018-P23-056	P23	138	source_language	regularize both dual line bundles to the same exponent	retain ω^{⊗(-1)} and ω^{⊗(-p)}, followed by multiplication by h	The two distinct negative tensor powers encode the source and target of (4.6.3).	Physical page 138, paragraph after (4.6.3); asset P0138-A02.
D018-P23-057	P23	138	source_language	drop the condition at infinity or identify every zero merely as singular	retain nonvanishing at infinity and zeros corresponding to supersingular elliptic curves, with Katz [13]	These are two distinct assertions about the Hasse invariant on 𝔪_1⊗𝔽̄_p.	Physical page 138, middle paragraph; asset P0138-A03.
D018-P23-058	P23	138	source_language	omit the simplicity assertion or move its proof onto this page	retain that the zeros of h are simple and that a direct proof is given in 4.8	The page announces, but does not yet supply, the deformation-theoretic proof.	Physical page 138, paragraph before 4.7; asset P0138-A03.
D018-P23-059	P23	138	source_language	normalize A_o to A_0 or omit ε^2=0	retain A_o with letter o and the dual-number equation k[ε], ε^2=0	The source distinguishes the printed subscript letter from the numeral in the nilpotence equation.	Physical page 138, opening of 4.7; asset P0138-A04.
D018-P23-060	P23	138	source_language	replace the de Rham complex by a single differential sheaf or truncate the exact sequence	retain H_DR(A)=H^1(A,Ω^*_{A/Spec(k[ε])}) and all four terms of (4.7.1)	The starred complex and the complete Hodge filtration sequence are visibly printed.	Physical page 138, lower displays; asset P0138-A04.
D018-P23-061	P23	138	source_language	supply Grothendieck's isomorphism from the next page	end exactly with 'Grothendieck a défini un isomorphisme canonique'	The isomorphism itself lies beyond the fixed page-138 authority boundary.	Physical page 138, final line; assets P0138-A04--P0138-A05.
D018-P23-062	P23	138	source_language	silently supply a star in both f^(p) occurrences after (4.6.3)	retain R^1 f_*𝒪 but the printed R^1 f^(p)𝒪 in the identification sentence	The authority prints the star in the duality sentence and (4.6.3), then visibly omits it from the second term of the following identification sentence.	Physical page 138, paragraph immediately following (4.6.3); asset P0138-A02.
