bucket_id,source_transition_id,source_row_id,language,bucket,active_support_kind,row_status_from_transition,concept_band,english_anchor,german_anchor,target_rendering_draft,term_alternatives_or_register_note,source_context_note,formula_neighboring_usage_note,interlinear_or_semi_constructed_scaffold,source_canon_witnesses_or_candidates,urls_local_paths_hashes,language_topic_evidence,license_access_signal,blocker_gap_or_next_action,reviewer_question,evidence_artifacts,draft_label,source_text_saved,translation_completion_claimed,approval_or_promotion_claimed,promotion_allowed
R9-BUCKET-20260705-011,R9-TRANS-20260705-011,OR-N04,Oromo,source_canon_sufficient_for_scoped_draft_work,draft_target_rendering_scaffold,draft_scaffold_source_backed_for_school_math_scope,operations,subtraction,Subtraktion,hir'isuu,Single source-row candidate for reviewer comparison: hir'isuu; not accepted terminology.,"Ethiopia Learning Oromo Grade 1 Teacher Guide (lines 53, 57, 66, 68-69).",Formula neighbor: a - b = c. Draft only after reviewer confirms noun/verb sentence behavior.,DE Subtraktion / EN subtraction -> TARGET hir'isuu -> Formula neighbor: a - b = c. Draft only after reviewer confirms noun/verb sentence behavior.,"Ethiopia Learning Oromo Grade 1 Teacher Guide (lines 53, 57, 66, 68-69).",R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Oromo math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only",Local source-body spine has Oromo PDF bodies and 70 P0 current-access metadata rows; license/access signals are non-clearance only.,Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,Confirm apostrophe convention and prose behavior.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Oromo math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-BUCKET-20260705-012,R9-TRANS-20260705-012,OR-N05,Oromo,source_canon_sufficient_for_scoped_draft_work,draft_target_rendering_scaffold,draft_scaffold_source_backed_for_school_math_scope,operations,multiplication,Multiplikation,baay'isuu,Single source-row candidate for reviewer comparison: baay'isuu; not accepted terminology.,Ethiopia Learning Oromo Grade 1 Teacher Guide / Grade 6 Mathematics (Grade 1 lines 86-88; Grade 6 line 133).,Formula neighbor: a * b = c or a x b = c. Confirm spacing and local symbol prose before use.,DE Multiplikation / EN multiplication -> TARGET baay'isuu -> Formula neighbor: a * b = c or a x b = c. Confirm spacing and local symbol prose before use.,Ethiopia Learning Oromo Grade 1 Teacher Guide / Grade 6 Mathematics (Grade 1 lines 86-88; Grade 6 line 133).,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Oromo math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only",Local source-body spine has Oromo PDF bodies and 70 P0 current-access metadata rows; license/access signals are non-clearance only.,Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,Confirm source spelling and school-level register.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Oromo math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-BUCKET-20260705-013,R9-TRANS-20260705-013,OR-N07,Oromo,source_canon_sufficient_for_scoped_draft_work,draft_target_rendering_scaffold,draft_scaffold_source_backed_for_school_math_scope,foundational_number,fraction,Bruch,firaakshinoota,Single source-row candidate for reviewer comparison: firaakshinoota; not accepted terminology.,"Ethiopia Learning Oromo Grade 1/6 Mathematics (Grade 1 line 81; Grade 6 lines 122-125, 128, 133).",Formula neighbor: a/b or numerator-over-denominator examples. Confirm singular/plural and algebraic fraction transfer.,DE Bruch / EN fraction -> TARGET firaakshinoota -> Formula neighbor: a/b or numerator-over-denominator examples. Confirm singular/plural and algebraic fraction transfer.,"Ethiopia Learning Oromo Grade 1/6 Mathematics (Grade 1 line 81; Grade 6 lines 122-125, 128, 133).",R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Oromo math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only",Local source-body spine has Oromo PDF bodies and 70 P0 current-access metadata rows; license/access signals are non-clearance only.,Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,Confirm whether source loan form is preferred for draft math prose.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Oromo math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-BUCKET-20260705-014,R9-TRANS-20260705-014,OR-A01,Oromo,source_canon_sufficient_for_scoped_draft_work,draft_target_rendering_scaffold,draft_scaffold_source_backed_for_school_math_scope,algebra,variable,Variable,jijjiiramaa; jijjiiramoota,Alternatives copied from prior source row for reviewer comparison: jijjiiramaa; jijjiiramoota; not accepted terminology.,"Ethiopia Learning Oromo Grade 8 Mathematics (lines 2090-2092, 2392, 2401, 2590-2593).","Formula neighbor: x, y, or x + 1 = 3. Confirm singular/plural and equation-prose behavior.","DE Variable / EN variable -> TARGET jijjiiramaa; jijjiiramoota -> Formula neighbor: x, y, or x + 1 = 3. Confirm singular/plural and equation-prose behavior.","Ethiopia Learning Oromo Grade 8 Mathematics (lines 2090-2092, 2392, 2401, 2590-2593).",R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Oromo math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only",Local source-body spine has Oromo PDF bodies and 70 P0 current-access metadata rows; license/access signals are non-clearance only.,Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,Confirm singular/plural distinction and equation prose usage.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Oromo math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-BUCKET-20260705-015,R9-TRANS-20260705-015,OR-P01,Oromo,source_canon_sufficient_for_scoped_draft_work,reviewer_candidate_scaffold_not_translation,reviewer_facing_candidate_scaffold_not_translation,proof_language,theorem marker,Satz- / Lehrsatz-Marker,FOR_REVIEW_ONLY_NOT_TRANSLATION: tiyooramii; tiyooramoota,"Alternatives copied from prior source row for reviewer comparison: tiyooramii; tiyooramoota; reviewer-prompt only, not a promoted rendering.","Ethiopia Learning Oromo Grade 8 Mathematics (lines 207, 8915-8916, 9011, 9381).",May support heading recognition only; does not supply proof prose or Noether theorem translation.,DE Satz- / Lehrsatz-Marker / EN theorem marker -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: tiyooramii; tiyooramoota -> May support heading recognition only; does not supply proof prose or Noether theorem translation.,"Ethiopia Learning Oromo Grade 8 Mathematics (lines 207, 8915-8916, 9011, 9381).",R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Oromo math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,Local source-body spine has Oromo PDF bodies and 70 P0 current-access metadata rows; license/access signals are non-clearance only.,Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,Confirm whether marker supports theorem headings and whether proof prose needs a different frame.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Oromo math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-BUCKET-20260705-016,R9-TRANS-20260705-016,TG-N01,Tigrigna_Tigrinya,source_canon_sufficient_for_scoped_draft_work,draft_target_rendering_scaffold,draft_scaffold_source_backed_for_school_math_scope,foundational_number,mathematics,Mathematik,ሒሳብ,Single source-row candidate for reviewer comparison: ሒሳብ; not accepted terminology.,Ethiopia Learning Tigrigna Grade 6 Mathematics (lines 1 and 40).,Use only as a topic/subject label around formula-bearing school-math prose; no Noether prose frame inferred.,DE Mathematik / EN mathematics -> TARGET ሒሳብ -> Use only as a topic/subject label around formula-bearing school-math prose; no Noether prose frame inferred.,Ethiopia Learning Tigrigna Grade 6 Mathematics (lines 1 and 40).,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; R9_P0_TIMEOUT_RETRY_TIGRIGNA_TEACHER_GUIDE_20260705.csv; Ethiopia Learning Tigrigna/Tigrinya PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only","Local source-body spine has Tigrigna/Tigrinya PDF bodies, 53 P0 current-access metadata rows, and one timeout row closed by targeted retry; license/access signals are non-clearance only.",Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,"Confirm Tigrigna/Tigrinya label, orthography, and prose register.",R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; R9_P0_TIMEOUT_RETRY_TIGRIGNA_TEACHER_GUIDE_20260705.csv; Ethiopia Learning Tigrigna/Tigrinya PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-BUCKET-20260705-017,R9-TRANS-20260705-017,TG-N03,Tigrigna_Tigrinya,source_canon_sufficient_for_scoped_draft_work,draft_target_rendering_scaffold,draft_scaffold_source_backed_for_school_math_scope,operations,addition,Addition,ምድማር,Single source-row candidate for reviewer comparison: ምድማር; not accepted terminology.,Ethiopia Learning Tigrigna Grade 6 Mathematics (lines 141 and 166).,Formula neighbor: a + b = c. Draft only for operation labels/sentences already near source math examples.,DE Addition / EN addition -> TARGET ምድማር -> Formula neighbor: a + b = c. Draft only for operation labels/sentences already near source math examples.,Ethiopia Learning Tigrigna Grade 6 Mathematics (lines 141 and 166).,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; R9_P0_TIMEOUT_RETRY_TIGRIGNA_TEACHER_GUIDE_20260705.csv; Ethiopia Learning Tigrigna/Tigrinya PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only","Local source-body spine has Tigrigna/Tigrinya PDF bodies, 53 P0 current-access metadata rows, and one timeout row closed by targeted retry; license/access signals are non-clearance only.",Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,Confirm operation noun and sentence behavior.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; R9_P0_TIMEOUT_RETRY_TIGRIGNA_TEACHER_GUIDE_20260705.csv; Ethiopia Learning Tigrigna/Tigrinya PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-BUCKET-20260705-018,R9-TRANS-20260705-018,TG-N04,Tigrigna_Tigrinya,source_canon_sufficient_for_scoped_draft_work,draft_target_rendering_scaffold,draft_scaffold_source_backed_for_school_math_scope,operations,subtraction,Subtraktion,ምጉዳል,Single source-row candidate for reviewer comparison: ምጉዳል; not accepted terminology.,Ethiopia Learning Tigrigna Grade 6 Mathematics (lines 141 and 166).,Formula neighbor: a - b = c. Draft only after reviewer confirms noun/verb sentence behavior.,DE Subtraktion / EN subtraction -> TARGET ምጉዳል -> Formula neighbor: a - b = c. Draft only after reviewer confirms noun/verb sentence behavior.,Ethiopia Learning Tigrigna Grade 6 Mathematics (lines 141 and 166).,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; R9_P0_TIMEOUT_RETRY_TIGRIGNA_TEACHER_GUIDE_20260705.csv; Ethiopia Learning Tigrigna/Tigrinya PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only","Local source-body spine has Tigrigna/Tigrinya PDF bodies, 53 P0 current-access metadata rows, and one timeout row closed by targeted retry; license/access signals are non-clearance only.",Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,Confirm operation noun and sentence behavior.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; R9_P0_TIMEOUT_RETRY_TIGRIGNA_TEACHER_GUIDE_20260705.csv; Ethiopia Learning Tigrigna/Tigrinya PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-BUCKET-20260705-019,R9-TRANS-20260705-019,TG-N07,Tigrigna_Tigrinya,source_canon_sufficient_for_scoped_draft_work,draft_target_rendering_scaffold,draft_scaffold_source_backed_for_school_math_scope,foundational_number,fraction,Bruch,ጉዚ; ጉዚታት,Alternatives copied from prior source row for reviewer comparison: ጉዚ; ጉዚታት; not accepted terminology.,"Ethiopia Learning Tigrigna Grade 6 Mathematics (lines 126, 129, 137, 141, 145).",Formula neighbor: a/b or numerator-over-denominator examples. Confirm singular/plural and algebraic fraction transfer.,DE Bruch / EN fraction -> TARGET ጉዚ; ጉዚታት -> Formula neighbor: a/b or numerator-over-denominator examples. Confirm singular/plural and algebraic fraction transfer.,"Ethiopia Learning Tigrigna Grade 6 Mathematics (lines 126, 129, 137, 141, 145).",R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; R9_P0_TIMEOUT_RETRY_TIGRIGNA_TEACHER_GUIDE_20260705.csv; Ethiopia Learning Tigrigna/Tigrinya PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only","Local source-body spine has Tigrigna/Tigrinya PDF bodies, 53 P0 current-access metadata rows, and one timeout row closed by targeted retry; license/access signals are non-clearance only.",Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,Confirm singular/plural and mathematical register.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; R9_P0_TIMEOUT_RETRY_TIGRIGNA_TEACHER_GUIDE_20260705.csv; Ethiopia Learning Tigrigna/Tigrinya PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-BUCKET-20260705-020,R9-TRANS-20260705-020,TG-S01,Tigrigna_Tigrinya,source_canon_sufficient_for_scoped_draft_work,draft_target_rendering_scaffold,draft_scaffold_source_backed_for_school_math_scope,set_language,set,Menge,እኩብ; እኩባት,Alternatives copied from prior source row for reviewer comparison: እኩብ; እኩባት; not accepted terminology.,"Ethiopia Learning Tigrigna Grade 6 Mathematics (lines 94, 97, 101, 105, 222, 233-235).","Formula neighbor: set A, membership, or braces {a,b}; later algebra transfer requires reviewer/source confirmation.","DE Menge / EN set -> TARGET እኩብ; እኩባት -> Formula neighbor: set A, membership, or braces {a,b}; later algebra transfer requires reviewer/source confirmation.","Ethiopia Learning Tigrigna Grade 6 Mathematics (lines 94, 97, 101, 105, 222, 233-235).",R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; R9_P0_TIMEOUT_RETRY_TIGRIGNA_TEACHER_GUIDE_20260705.csv; Ethiopia Learning Tigrigna/Tigrinya PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only","Local source-body spine has Tigrigna/Tigrinya PDF bodies, 53 P0 current-access metadata rows, and one timeout row closed by targeted retry; license/access signals are non-clearance only.",Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,Confirm whether this school set-language can support later algebra only after review.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; R9_P0_TIMEOUT_RETRY_TIGRIGNA_TEACHER_GUIDE_20260705.csv; Ethiopia Learning Tigrigna/Tigrinya PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-BUCKET-20260705-021,R9-TRANS-20260705-021,TG-P01,Tigrigna_Tigrinya,source_canon_sufficient_for_scoped_draft_work,reviewer_candidate_scaffold_not_translation,reviewer_facing_candidate_scaffold_not_translation,proof_language,definition,Definition,FOR_REVIEW_ONLY_NOT_TRANSLATION: ትርጉም,"Single source-row candidate for reviewer comparison: ትርጉም; reviewer-prompt only, not a promoted rendering.","Ethiopia Learning Tigrigna Grade 7 Chemistry (lines 136, 894, 935, 984, 1415).",May support a definition-heading prompt only; chemistry-to-math transfer requires reviewer/source confirmation.,DE Definition / EN definition -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: ትርጉም -> May support a definition-heading prompt only; chemistry-to-math transfer requires reviewer/source confirmation.,"Ethiopia Learning Tigrigna Grade 7 Chemistry (lines 136, 894, 935, 984, 1415).",R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; R9_P0_TIMEOUT_RETRY_TIGRIGNA_TEACHER_GUIDE_20260705.csv; Ethiopia Learning Tigrigna/Tigrinya PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,"Local source-body spine has Tigrigna/Tigrinya PDF bodies, 53 P0 current-access metadata rows, and one timeout row closed by targeted retry; license/access signals are non-clearance only.",Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,Confirm whether chemistry definition marker transfers to math definitions.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; R9_P0_TIMEOUT_RETRY_TIGRIGNA_TEACHER_GUIDE_20260705.csv; Ethiopia Learning Tigrigna/Tigrinya PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-BUCKET-20260705-022,R9-TRANS-20260705-022,TG-A01,Tigrigna_Tigrinya,source_canon_insufficient,source_acquisition_or_repair_output,source_gap_do_not_use_no_translation,algebra,algebra/equation/variable,Algebra / Gleichung / Variable,,,Ethiopia Learning Tigrigna Grade 8 Mathematics (Grade 8 extraction font-encoded or garbled).,,,Ethiopia Learning Tigrigna Grade 8 Mathematics (Grade 8 extraction font-encoded or garbled).,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; R9_P0_TIMEOUT_RETRY_TIGRIGNA_TEACHER_GUIDE_20260705.csv; Ethiopia Learning Tigrigna/Tigrinya PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,uncovered: source acquisition or OCR/reviewer return required before translation,"Local source-body spine has Tigrigna/Tigrinya PDF bodies, 53 P0 current-access metadata rows, and one timeout row closed by targeted retry; license/access signals are non-clearance only.",Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,Repair OCR/font map or review page images before extracting algebra rows.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; R9_P0_TIMEOUT_RETRY_TIGRIGNA_TEACHER_GUIDE_20260705.csv; Ethiopia Learning Tigrigna/Tigrinya PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,SOURCE_CANON_PROVENANCE_GAP_OR_REPAIR,false,false,false,false
R9-BUCKET-20260705-023,R9-TRANS-20260705-023,FF-A001,Fulfulde_Fulani,source_canon_sufficient_for_scoped_draft_work,reviewer_candidate_scaffold_not_translation,reviewer_facing_candidate_scaffold_not_translation,algebra,algebra,Algebra,FOR_REVIEW_ONLY_NOT_TRANSLATION: aljabar; Aljabar,"Alternatives copied from prior source row for reviewer comparison: aljabar; Aljabar; reviewer-prompt only, not a promoted rendering.",NYU/NYSED Fulani math glossaries (elementary lines 153/155; middle-school 109/111; Algebra 2 653/655).,Formula neighbor: ax + b = c. Glossary/dictionary candidate only; source prose frame still needed.,DE Algebra / EN algebra -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: aljabar; Aljabar -> Formula neighbor: ax + b = c. Glossary/dictionary candidate only; source prose frame still needed.,NYU/NYSED Fulani math glossaries (elementary lines 153/155; middle-school 109/111; Algebra 2 653/655).,NYU/NYSED Fulani/Fulfulde math glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; source-canon gap ledgers still require variety/source-owner closure,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,Identify variety label and decide whether loan form is acceptable in the target community.,NYU/NYSED Fulani/Fulfulde math glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; source-canon gap ledgers still require variety/source-owner closure,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-BUCKET-20260705-024,R9-TRANS-20260705-024,FF-A005,Fulfulde_Fulani,source_canon_sufficient_for_scoped_draft_work,reviewer_candidate_scaffold_not_translation,reviewer_facing_candidate_scaffold_not_translation,algebra,equation,Gleichung,FOR_REVIEW_ONLY_NOT_TRANSLATION: fotuki; ko andaaka; nannduɗum; fottida,"Alternatives copied from prior source row for reviewer comparison: fotuki; ko andaaka; nannduɗum; fottida; reviewer-prompt only, not a promoted rendering.","NYU/NYSED Fulani math glossaries (elementary lines 858/860; middle-school 537/539; Algebra 2 288/290, 456/458, 915/917).",Formula neighbor: x + 1 = 3. Glossary/dictionary candidate only; source prose frame still needed.,DE Gleichung / EN equation -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: fotuki; ko andaaka; nannduɗum; fottida -> Formula neighbor: x + 1 = 3. Glossary/dictionary candidate only; source prose frame still needed.,"NYU/NYSED Fulani math glossaries (elementary lines 858/860; middle-school 537/539; Algebra 2 288/290, 456/458, 915/917).",NYU/NYSED Fulani/Fulfulde math glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; source-canon gap ledgers still require variety/source-owner closure,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,Choose among competing variants; do not flatten Fulfulde/Fulani/Fula/Pulaar rows.,NYU/NYSED Fulani/Fulfulde math glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; source-canon gap ledgers still require variety/source-owner closure,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
