"filename","status","additions","deletions","changes","route_bucket"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/A55A9D0F_EXACT_BLOCKER_RECOVERY_ROWS_20260707.csv","added","7","0","7","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/A55A9D0F_ROUTE_PACKET_APPLICATION_ROWS_20260707.csv","added","5","0","5","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/A55A9D0F_SAME_FRONTIER_DEDUP_ROWS_20260707.csv","added","2","0","2","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/A55A9D0F_SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_20260707.csv","added","6","0","6","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/ACTIVE_SESSION_STATE.md","added","14","0","14","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/B3_UPLOADER_READY_SUMMARY_A55A9D0F.csv","added","2","0","2","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/DRAFT_NONCANONICAL_PRETRANSLATION_INTERLINEAR_ROWS_A55A9D0F.csv","added","10","0","10","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/EXACT_BLOCKERS_AND_RECOVERY_ROWS_A55A9D0F.csv","added","11","0","11","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/FABLE_FORMAL_OBJECT_CARRYFORWARD_A55A9D0F.csv","added","12","0","12","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/FABLE_REQUIREMENTS_ACKNOWLEDGED_20260707.md","added","11","0","11","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/FRONTIER_DELTA_A55A9D0F.csv","added","3","0","3","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/HEARTBEAT_20260707.md","added","14","0","14","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/MANIFEST.csv","added","32","0","32","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/README.md","added","25","0","25","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/SESSION_LOGBOOK_20260707.md","added","8","0","8","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/SHA256SUMS.txt","added","31","0","31","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/SHA256_VERIFICATION_20260707.csv","added","32","0","32","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/SOURCE_USE_GAP_ADVERSE_FABLE_LEDGER_A55A9D0F.csv","added","6","0","6","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/SOURCE_WITNESS_SUBSET_BY_SUBLANE_A55A9D0F.csv","added","21","0","21","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/SUBLANE_SOURCE_CONTEXT_MANUAL_REVIEW_NOTES_A55A9D0F.csv","added","15","0","15","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/SUMMARY_COUNTS_A55A9D0F.csv","added","16","0","16","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/TG_CYRL_TJ_SOURCE_DISCOVERY_ONLY_ROWS_A55A9D0F.csv","added","13","0","13","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/adverse_evidence.csv","added","8","0","8","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/branch_weight_ledger.csv","added","11","0","11","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/do_not_use.csv","added","9","0","9","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/forms.csv","added","41","0","41","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/languages.csv","added","6","0","6","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/lexemes.jsonl","added","10","0","10","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/marginal_intelligibility.csv","added","11","0","11","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/rules_acknowledgement.md","added","39","0","39","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/source_documents.csv","added","74","0","74","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/source_use_ledger.csv","added","21","0","21","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/word_weights.csv","added","11","0","11","Persianate/Tajik A55 child return branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/B3_UPLOADER_READY_SUMMARY.csv","added","2","0","2","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/MANIFEST.csv","added","33","0","33","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/PACKAGE_VALIDATION.json","added","29","0","29","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/R3_18BBB185_BRANCH_COMMITS_FROM_7B34EC91.csv","added","3","0","3","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/R3_18BBB185_BRANCH_DELTA_FROM_7B34EC91.csv","added","120","0","120","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/R3_18BBB185_BRANCH_FRONTIER_VERIFICATION.csv","added","2","0","2","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/R3_18BBB185_BRANCH_VISIBLE_INPUT_COPY_LEDGER.csv","added","21","0","21","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/R3_18BBB185_EXACT_BLOCKERS_AND_RECOVERY_ROWS.csv","added","5","0","5","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/R3_18BBB185_FABLE_ADVERSE_BOUNDARY_LEDGER.csv","added","5","0","5","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/R3_18BBB185_LANGUAGE_BOUNDARY_ROWS.csv","added","7","0","7","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/R3_18BBB185_SOURCE_USE_GAP_RECOVERY_ROWS.csv","added","6","0","6","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/R3_18BBB185_TOKEN_RESET_AND_MUTUAL_WAKE_RULES.csv","added","4","0","4","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/README.md","added","14","0","14","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/SHA256SUMS.txt","added","33","0","33","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/branch-visible-inputs/b3_18bbb_action_summary__B3_ACTION_SUMMARY.csv","added","3","0","3","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/branch-visible-inputs/b3_a55_action_summary__B3_ACTION_SUMMARY.csv","added","3","0","3","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/branch-visible-inputs/branch_visible_r3_1a_same_frontier_validation__PACKAGE_VALIDATION.json","added","26","0","26","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/branch-visible-inputs/branch_visible_r3_1a_source_use_gap__R3_1A823D4A_SOURCE_USE_GAP_LEDGER.csv","added","6","0","6","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/branch-visible-inputs/branch_visible_r3_7b_fable_adverse__R3_7B34EC91_FABLE_ADVERSE_BOUNDARY_LEDGER.csv","added","6","0","6","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/branch-visible-inputs/branch_visible_r3_7b_language_boundary__R3_7B34EC91_LANGUAGE_BOUNDARY_ROWS.csv","added","8","0","8","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/branch-visible-inputs/branch_visible_r3_7b_package_validation__PACKAGE_VALIDATION.json","added","30","0","30","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/branch-visible-inputs/branch_visible_r3_7b_source_use_gap__R3_7B34EC91_SOURCE_USE_GAP_RECOVERY_ROWS.csv","added","7","0","7","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/branch-visible-inputs/non_slavic_7b_blockers__EXACT_BLOCKER_RECOVERY_ROWS_7B34EC91.csv","added","13","0","13","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/branch-visible-inputs/non_slavic_7b_route_status__EIGHT_LANE_ROUTE_STATUS_ROWS_7B34EC91.csv","added","10","0","10","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/branch-visible-inputs/non_slavic_7b_source_use_gap_rollup__SOURCE_USE_GAP_FABLE_ADVERSE_ROLLUP_7B34EC91.csv","added","10","0","10","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/branch-visible-inputs/non_slavic_7b_summary__SUMMARY.json","added","29","0","29","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/branch-visible-inputs/non_slavic_a55_blockers__EXACT_BLOCKER_RECOVERY_ROWS_A55A9D0F.csv","added","8","0","8","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/branch-visible-inputs/non_slavic_a55_child_inventory__CHILD_PACKAGE_INVENTORY_A55A9D0F.csv","added","6","0","6","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/branch-visible-inputs/non_slavic_a55_source_use_gap_rollup__SOURCE_USE_GAP_FABLE_ADVERSE_ROLLUP_A55A9D0F.csv","added","6","0","6","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/branch-visible-inputs/non_slavic_a55_summary__SUMMARY.json","added","30","0","30","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/branch-visible-inputs/r6_1a_accounting_fable__FABLE_ADVERSE_EVIDENCE_LEDGER_20260707.csv","added","4","0","4","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/branch-visible-inputs/r6_1a_accounting_source_use__SOURCE_USE_GAP_ROWS_20260707.csv","added","6","0","6","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/branch-visible-inputs/r6_7b_cross_lane_boundary__R6_7B34EC91_CROSS_LANE_CONTEXT_BOUNDARY.csv","added","4","0","4","R3 18BBB route context branch-visible"
"interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707/R3_18BBB185_A55_7B_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T042315Z/branch-visible-inputs/r6_7b_fable_adverse__R6_7B34EC91_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","added","7","0","7","R3 18BBB route context branch-visible"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_18BBB185_A55_PERSIANATE_TAJIK_CHILD_RETURN_ROUTE_20260707/B3_ACTION_SUMMARY.csv","added","2","0","2","B3 18BBB package validation"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_18BBB185_A55_PERSIANATE_TAJIK_CHILD_RETURN_ROUTE_20260707/BRANCH_PR_STATE.csv","added","2","0","2","B3 18BBB package validation"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_18BBB185_A55_PERSIANATE_TAJIK_CHILD_RETURN_ROUTE_20260707/FAST_IMPORT_BLOB_LEDGER.csv","added","48","0","48","B3 18BBB package validation"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_18BBB185_A55_PERSIANATE_TAJIK_CHILD_RETURN_ROUTE_20260707/MANIFEST.csv","added","9","0","9","B3 18BBB package validation"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_18BBB185_A55_PERSIANATE_TAJIK_CHILD_RETURN_ROUTE_20260707/PACKAGE_FILE_LEDGER.csv","added","48","0","48","B3 18BBB package validation"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_18BBB185_A55_PERSIANATE_TAJIK_CHILD_RETURN_ROUTE_20260707/PACKAGE_ROOT_SUMMARY.csv","added","3","0","3","B3 18BBB package validation"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_18BBB185_A55_PERSIANATE_TAJIK_CHILD_RETURN_ROUTE_20260707/README.md","added","8","0","8","B3 18BBB package validation"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_18BBB185_A55_PERSIANATE_TAJIK_CHILD_RETURN_ROUTE_20260707/SAFETY_SCAN_HITS.csv","added","2","0","2","B3 18BBB package validation"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_18BBB185_A55_PERSIANATE_TAJIK_CHILD_RETURN_ROUTE_20260707/SHA256SUMS.txt","added","9","0","9","B3 18BBB package validation"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_18BBB185_A55_PERSIANATE_TAJIK_CHILD_RETURN_ROUTE_20260707/VALIDATION_ISSUES.csv","added","2","0","2","B3 18BBB package validation"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_AC6B40F4_R3_18BBB_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707/B3_ACTION_SUMMARY.csv","added","2","0","2","B3 R3 18BBB route package validation"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_AC6B40F4_R3_18BBB_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707/BRANCH_PR_STATE.csv","added","2","0","2","B3 R3 18BBB route package validation"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_AC6B40F4_R3_18BBB_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707/FAST_IMPORT_BLOB_LEDGER.csv","added","35","0","35","B3 R3 18BBB route package validation"
