"source","dest","bytes","sha256","kind"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\branch-visible-inputs\non_slavic_c033_blockers__EXACT_BLOCKER_RECOVERY_ROWS_C033F393.csv","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\branch-visible-inputs\non_slavic_c033_blockers__EXACT_BLOCKER_RECOVERY_ROWS_C033F393.csv","856","657e60c7b8e2739fe14e9fc69da854e200ccb528e37da99a8703c9411917e29c","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\branch-visible-inputs\non_slavic_c033_parent_inventory__PARENT_PACKET_VISIBILITY_INVENTORY_C033F393.csv","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\branch-visible-inputs\non_slavic_c033_parent_inventory__PARENT_PACKET_VISIBILITY_INVENTORY_C033F393.csv","464","dbe638ce66c412040b53795bd613b6a6c8bc256456e499834f9e41eea61609b7","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\branch-visible-inputs\non_slavic_c033_source_use__SOURCE_USE_GAP_FABLE_ADVERSE_CARRYFORWARD_C033F393.csv","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\branch-visible-inputs\non_slavic_c033_source_use__SOURCE_USE_GAP_FABLE_ADVERSE_CARRYFORWARD_C033F393.csv","885","563c56852669827e62fda151be558a6bcc89a6a73eff7f5935134ce86666a2b0","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\branch-visible-inputs\non_slavic_c033_summary__SUMMARY.json","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\branch-visible-inputs\non_slavic_c033_summary__SUMMARY.json","1032","1f8884e12a2855839b35900ce3ed75de089562cbfbef15052d51c789df587dd4","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\branch-visible-inputs\persianate_a55_blockers__A55A9D0F_EXACT_BLOCKER_RECOVERY_ROWS_20260707.csv","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\branch-visible-inputs\persianate_a55_blockers__A55A9D0F_EXACT_BLOCKER_RECOVERY_ROWS_20260707.csv","4676","7b1e20995f44ca3f30b1fb50cdeaab6ba700d18a4a8e82b21000f26b7e04fcc2","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\branch-visible-inputs\persianate_a55_draft_rows__DRAFT_NONCANONICAL_PRETRANSLATION_INTERLINEAR_ROWS_A55A9D0F.csv","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\branch-visible-inputs\persianate_a55_draft_rows__DRAFT_NONCANONICAL_PRETRANSLATION_INTERLINEAR_ROWS_A55A9D0F.csv","8497","5187419d3bf8b537ce6d2119f643461bfb6e68f1dbfad8d39342436a78d598e3","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\branch-visible-inputs\persianate_a55_source_use__A55A9D0F_SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_20260707.csv","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\branch-visible-inputs\persianate_a55_source_use__A55A9D0F_SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_20260707.csv","4568","2371c367aa0471e9549ab771dfe9eb523734a18dedc0ef4a4a82f72c12f78e4e","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\branch-visible-inputs\persianate_a55_sublane_notes__SUBLANE_SOURCE_CONTEXT_MANUAL_REVIEW_NOTES_A55A9D0F.csv","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\branch-visible-inputs\persianate_a55_sublane_notes__SUBLANE_SOURCE_CONTEXT_MANUAL_REVIEW_NOTES_A55A9D0F.csv","16649","e1da8f438f85bffc2130c65fa56ad0ae5a7972825f99cc826285db3a9b790913","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\branch-visible-inputs\r3_18bbb_blockers__R3_18BBB185_EXACT_BLOCKERS_AND_RECOVERY_ROWS.csv","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\branch-visible-inputs\r3_18bbb_blockers__R3_18BBB185_EXACT_BLOCKERS_AND_RECOVERY_ROWS.csv","1063","e866c75d54117808de1dbe7e9a0c6b9b5c2ec39d8e61892db809ef9f04d2446e","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\branch-visible-inputs\r3_18bbb_fable__R3_18BBB185_FABLE_ADVERSE_BOUNDARY_LEDGER.csv","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\branch-visible-inputs\r3_18bbb_fable__R3_18BBB185_FABLE_ADVERSE_BOUNDARY_LEDGER.csv","936","cda2a5a5519699d51daef071e253ba1ad558cd3d1afb74209d1fafefa762cc8e","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\branch-visible-inputs\r3_18bbb_package_validation__PACKAGE_VALIDATION.json","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\branch-visible-inputs\r3_18bbb_package_validation__PACKAGE_VALIDATION.json","1537","97823cc622bb704a305c8aa929edcb6e63f77432fdc8725323f7c7467ecfb0e3","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\branch-visible-inputs\r3_18bbb_source_use__R3_18BBB185_SOURCE_USE_GAP_RECOVERY_ROWS.csv","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\branch-visible-inputs\r3_18bbb_source_use__R3_18BBB185_SOURCE_USE_GAP_RECOVERY_ROWS.csv","1559","c4d57dbf1016513b1a94352b6b2a3e045adbab8622f6ac16b103bf65ae15d3e9","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\MANIFEST.csv","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\MANIFEST.csv","4863","fd47ecbae239e2abe7a59cc699739423e85e63a410af482f8375c96412a74d8e","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\PACKAGE_VALIDATION.json","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\PACKAGE_VALIDATION.json","1543","3db88b1c379c5d1ceb63162570fda8f9bcecfaaec2e168ec6e201141f779b21f","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\R3_4065F6A4_BRANCH_COMMITS_FROM_18BBB185.csv","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\R3_4065F6A4_BRANCH_COMMITS_FROM_18BBB185.csv","317","5971bf5a8ec2d98af038639c8a30306d7aa2bc06aec7693fd3608f4e13e0b05c","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\R3_4065F6A4_BRANCH_DELTA_FROM_18BBB185.csv","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\R3_4065F6A4_BRANCH_DELTA_FROM_18BBB185.csv","36566","ef486325b2d06f900fe467e21a34b275b18a10fdf556acf6dcfb2da440c11d60","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\R3_4065F6A4_BRANCH_FRONTIER_VERIFICATION.csv","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\R3_4065F6A4_BRANCH_FRONTIER_VERIFICATION.csv","618","94cd75be063a901707ad62ff1353778421d906a546e882a3191088ce02bb12ea","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\R3_4065F6A4_BRANCH_VISIBLE_INPUT_COPY_LEDGER.csv","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\R3_4065F6A4_BRANCH_VISIBLE_INPUT_COPY_LEDGER.csv","8932","7a63db74fcf6d70f62921ed86f29614ee7a0c457b98000caeb455218686805f6","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\R3_4065F6A4_EXACT_BLOCKERS_AND_RECOVERY_ROWS.csv","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\R3_4065F6A4_EXACT_BLOCKERS_AND_RECOVERY_ROWS.csv","1077","ecd75385890fc529b115aa065b7daeab756003268339fadb94dbe92a20135bdf","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\R3_4065F6A4_FABLE_ADVERSE_BOUNDARY_LEDGER.csv","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\R3_4065F6A4_FABLE_ADVERSE_BOUNDARY_LEDGER.csv","958","55c8f6b8bd1b1b960ef8ecdd63b9f6f95fc8d3c66ebaf4dbe87922f656947618","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\R3_4065F6A4_LANGUAGE_BOUNDARY_ROWS.csv","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\R3_4065F6A4_LANGUAGE_BOUNDARY_ROWS.csv","806","7e9a119f2ef4e9d9d7c3b9ee42c64f002d615b3b091cc83bc7d4c3bd3b2f7f1f","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\R3_4065F6A4_SOURCE_USE_GAP_RECOVERY_ROWS.csv","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\R3_4065F6A4_SOURCE_USE_GAP_RECOVERY_ROWS.csv","1680","7b547945737e34f36fc88bc7b0b9df4297bbc6159e23838ce94155175ff62493","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\R3_4065F6A4_TOKEN_RESET_AND_MUTUAL_WAKE_RULES.csv","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\R3_4065F6A4_TOKEN_RESET_AND_MUTUAL_WAKE_RULES.csv","519","4ebbe6b58af58707e8719947a2b03a8b5fb68446b87111b95de2288ea1a7e493","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\README.md","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\README.md","1214","dc650658cf34f813ce4bdc7e743362096bd49e92570a6a5faa116c8af836819e","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707\R3_4065F6A4_BRANCH_VISIBLE_C033_18B_SOURCE_USE_GAP_20260707_20260707T162957Z\SHA256SUMS.txt","uploader-transfer\r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707\SHA256SUMS.txt","4590","79037a39ac0466a7601244aebb8ff818e32efcd3bfa6b0e43fb5ff2ef524a2b7","package"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_330AB7BD_R3_4065F6A4_SOURCE_USE_GAP_PACKET_20260707\B3_ACTION_SUMMARY.csv","transfer-audits\session12-20260705\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_330AB7BD_R3_4065F6A4_SOURCE_USE_GAP_PACKET_20260707\B3_ACTION_SUMMARY.csv","486","30bcdddfc1cddd4b63f047dc91354f9600e503e8d0e4252c6ec78aa4cb3c2f8d","audit"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_330AB7BD_R3_4065F6A4_SOURCE_USE_GAP_PACKET_20260707\MANIFEST_REPLAY.csv","transfer-audits\session12-20260705\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_330AB7BD_R3_4065F6A4_SOURCE_USE_GAP_PACKET_20260707\MANIFEST_REPLAY.csv","5229","f6326e94f0cc8106a6c6adcc9e6f343b0789a000c3a4b64955a708dda0997086","audit"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_330AB7BD_R3_4065F6A4_SOURCE_USE_GAP_PACKET_20260707\README.md","transfer-audits\session12-20260705\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_330AB7BD_R3_4065F6A4_SOURCE_USE_GAP_PACKET_20260707\README.md","582","424626c96d03915bad0e6251c830ba0a32643bdc8a1a20e10c2a3ee09ee10823","audit"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_330AB7BD_R3_4065F6A4_SOURCE_USE_GAP_PACKET_20260707\ROOT_PACKAGE_SUMMARY.csv","transfer-audits\session12-20260705\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_330AB7BD_R3_4065F6A4_SOURCE_USE_GAP_PACKET_20260707\ROOT_PACKAGE_SUMMARY.csv","916","1df8d43ee0a3513516b91d4671628532a6952bcc9f26ebbc7c461a4d35d42acf","audit"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_330AB7BD_R3_4065F6A4_SOURCE_USE_GAP_PACKET_20260707\SAFETY_SCAN_HITS.csv","transfer-audits\session12-20260705\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_330AB7BD_R3_4065F6A4_SOURCE_USE_GAP_PACKET_20260707\SAFETY_SCAN_HITS.csv","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","audit"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_330AB7BD_R3_4065F6A4_SOURCE_USE_GAP_PACKET_20260707\SHA256SUMS_REPLAY.csv","transfer-audits\session12-20260705\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_330AB7BD_R3_4065F6A4_SOURCE_USE_GAP_PACKET_20260707\SHA256SUMS_REPLAY.csv","7200","018fecd67e97beba4c2179aaee6a50bd760684fb886f4590fb75f58fe9bf7527","audit"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_330AB7BD_R3_4065F6A4_SOURCE_USE_GAP_PACKET_20260707\SUMMARY.json","transfer-audits\session12-20260705\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_330AB7BD_R3_4065F6A4_SOURCE_USE_GAP_PACKET_20260707\SUMMARY.json","520","5ab4bcc6f413e11b73f0751e769b80e13da103f7c9c90ba037cfb89eb2168366","audit"
