ledger_id,branch_head,category,source_input_id,remote_path,local_body_path,source_sha256,line,signal_excerpt,required_application,source_body_status,must_not,b3_route
C7FB-SOURCE_USE-0011,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-002,00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md,3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66,222,"`noether-source-control/latest-corrections-YYYYMMDD/` with real TeX/PDF/logs/source witnesses, manifest, hashes, README, and caveat.",require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
C7FB-SOURCE_USE-0012,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-002,00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md,3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66,240,"`source-repair-bodies/sga-deligne-latest-YYYYMMDD/` with actual bodies, manifest, hashes, README, and caveat.",require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
C7FB-SOURCE_USE-0013,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-002,00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md,3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66,258,"`formalization/lean-work-in-progress-YYYYMMDD/` with `.lean` bodies, build files if present, manifest, hashes, README, and logbook.",require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
C7FB-SOURCE_USE-0014,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-003,00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED,26,"Your pushed output must contain literal source bodies, usable source-checked translation/transcription output, concrete repair artifacts, source-witness packages, Lean/formalization bodies, or a real package containing those things with man",require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
C7FB-SOURCE_USE-0015,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-003,00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED,63,- pointer-only source canon;,require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
C7FB-SOURCE_USE-0016,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-003,00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED,71,- no hashes;,require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
C7FB-SOURCE_USE-0017,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-003,00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED,92,- `icml2025.bst` needed source-archive restoration to avoid hash drift.,require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
C7FB-SOURCE_USE-0018,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-003,00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED,94,"Future payloads must force-add ignored body files such as `.zip`, `.tar`, `.bbl`, `.pdf`, and other source/provenance bodies where required, then verify manifests against the committed tree.",require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
C7FB-SOURCE_USE-0019,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-004,AGENTS.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\004__AGENTS.md,55751C43623AC6BBB1B94836AD2F1B90FD968C29869CECA8C64E16AF80667D24,77,- every PDF/source archive/ZIP/TAR/repository snapshot that is the provenance carrier;,require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
C7FB-SOURCE_USE-0020,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-004,AGENTS.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\004__AGENTS.md,55751C43623AC6BBB1B94836AD2F1B90FD968C29869CECA8C64E16AF80667D24,78,"- generated language drafts and native/source-canon witness corpora, clearly separated;",require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
C7FB-SOURCE_USE-0021,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-004,AGENTS.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\004__AGENTS.md,55751C43623AC6BBB1B94836AD2F1B90FD968C29869CECA8C64E16AF80667D24,81,"There is no acceptable size objection. If the corpus is too large for one upload, split it into multiple ZIPs and upload all parts. Preserve directory structure. Do not replace the corpus with CSV inventories, SHA logs, source-canon ledgers",require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
C7FB-SOURCE_USE-0022,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-004,AGENTS.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\004__AGENTS.md,55751C43623AC6BBB1B94836AD2F1B90FD968C29869CECA8C64E16AF80667D24,83,"If a file is accessible to the other machine/session, it must be made accessible to the archive maintainer on this machine through GitHub-visible files, GitHub-visible ZIPs, or another explicitly linked transfer artifact. If a file cannot b",require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
C7FB-SOURCE_USE-0023,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-005,FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\005__FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,67ABA906DD890146A275B71938541A649B50596E63558444924FD8FF2A246010,67,"7. A source-use ledger distinguishing source witness, generated draft, consistency shelf, and non-witness material.",require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
C7FB-SOURCE_USE-0024,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-005,FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\005__FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,67ABA906DD890146A275B71938541A649B50596E63558444924FD8FF2A246010,89,"- Non-dominance: reject collapse into softened Spanish, rough Russian, or any other dominant standard when it adds little access elsewhere.",require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
C7FB-SOURCE_USE-0025,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-005,FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\005__FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,67ABA906DD890146A275B71938541A649B50596E63558444924FD8FF2A246010,102,"The source-canon corpus still has to be uploaded as the whole corpus as-is. Do not upload only indexes, counts, manifests, or summaries.",require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
C7FB-SOURCE_USE-0026,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-005,FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\005__FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,67ABA906DD890146A275B71938541A649B50596E63558444924FD8FF2A246010,111,Large size is not an objection. Split into multiple ZIPs if necessary. Preserve directory structure. Include hashes. Do not flatten the corpus into cherry-picked examples.,require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
C7FB-SOURCE_USE-0027,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-006,SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\006__SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,61D856AE2F55D1789E66D9773B2234C6E2D6D2B1A34924E1369B868ED990B16E,34,"4. A real package with bodies, manifests, byte sizes, SHA256 hashes, and logbook.",require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
C7FB-SOURCE_USE-0028,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-006,SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\006__SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,61D856AE2F55D1789E66D9773B2234C6E2D6D2B1A34924E1369B868ED990B16E,45,7. A source-canon ledger with no source bodies.,require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
C7FB-SOURCE_USE-0029,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-006,SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\006__SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,61D856AE2F55D1789E66D9773B2234C6E2D6D2B1A34924E1369B868ED990B16E,136,- native source body;,require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
C7FB-SOURCE_USE-0030,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-006,SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\006__SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,61D856AE2F55D1789E66D9773B2234C6E2D6D2B1A34924E1369B868ED990B16E,139,- pointer-only material;,require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
C7FB-SOURCE_USE-0031,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-006,SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\006__SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,61D856AE2F55D1789E66D9773B2234C6E2D6D2B1A34924E1369B868ED990B16E,142,Do not call pointer-only material a corpus.,require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
C7FB-SOURCE_USE-0032,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-006,SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\006__SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,61D856AE2F55D1789E66D9773B2234C6E2D6D2B1A34924E1369B868ED990B16E,162,- ZIP SHA256 hashes;,require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
C7FB-SOURCE_USE-0033,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-006,SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\006__SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,61D856AE2F55D1789E66D9773B2234C6E2D6D2B1A34924E1369B868ED990B16E,196,Do not upload only hashes when bodies exist.,require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
C7FB-SOURCE_USE-0034,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-006,SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\006__SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,61D856AE2F55D1789E66D9773B2234C6E2D6D2B1A34924E1369B868ED990B16E,198,Do not upload only access notes when bodies exist.,require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
C7FB-SOURCE_USE-0035,c7fb7e644e04102b67cc5da379ba9d4226feaef8,source-use,C7FB-IN-006,SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\006__SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,61D856AE2F55D1789E66D9773B2234C6E2D6D2B1A34924E1369B868ED990B16E,217,8. Source-use status for every supporting item.,require source-canon/source-body path/hash/access label or explicit gap,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
