recovery_id,branch_head,recovery_type,remote_path,raw_url,blocker,next_action,source_body_status,label_boundary
C7FB-STD-RECOVERY-0011,c7fb7e644e04102b67cc5da379ba9d4226feaef8,branch-input-body-download-blocker,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/022__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__NORMALIZATION_DECISIONS_R1_DRAFT_v1_20260705.md,https://raw.githubusercontent.com/KokunoYumeto/modern-latex-manuscripts/c7fb7e644e04102b67cc5da379ba9d4226feaef8/interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/022__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__NORMALIZATION_DECISIONS_R1_DRAFT_v1_20260705.md,"OSError(22, 'Invalid argument')",retry raw download or ask B3 to package body,access-blocked-or-missing-body,gap/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0012,c7fb7e644e04102b67cc5da379ba9d4226feaef8,branch-input-body-download-blocker,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/024__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__user__made__flr__with__chat__web__stuff__WEIGHTED_INTELLIGIBILITY_SCORES_v3_20260704.json,https://raw.githubusercontent.com/KokunoYumeto/modern-latex-manuscripts/c7fb7e644e04102b67cc5da379ba9d4226feaef8/interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/024__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__user__made__flr__with__chat__web__stuff__WEIGHTED_INTELLIGIBILITY_SCORES_v3_20260704.json,"OSError(22, 'Invalid argument')",retry raw download or ask B3 to package body,access-blocked-or-missing-body,gap/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0013,c7fb7e644e04102b67cc5da379ba9d4226feaef8,branch-input-body-download-blocker,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/025__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__user__made__flr__with__chat__web__stuff__WEIGHTED_INTELLIGIBILITY_SCORES_v3_20260704.md,https://raw.githubusercontent.com/KokunoYumeto/modern-latex-manuscripts/c7fb7e644e04102b67cc5da379ba9d4226feaef8/interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/025__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__user__made__flr__with__chat__web__stuff__WEIGHTED_INTELLIGIBILITY_SCORES_v3_20260704.md,"OSError(22, 'Invalid argument')",retry raw download or ask B3 to package body,access-blocked-or-missing-body,gap/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0014,c7fb7e644e04102b67cc5da379ba9d4226feaef8,branch-input-body-download-blocker,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/026__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__user__made__flr__with__chat__web__stuff__enclosures__WEIGHTED_INTELLIGIBILITY_SCORES_v3_20260704.md,https://raw.githubusercontent.com/KokunoYumeto/modern-latex-manuscripts/c7fb7e644e04102b67cc5da379ba9d4226feaef8/interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/026__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__user__made__flr__with__chat__web__stuff__enclosures__WEIGHTED_INTELLIGIBILITY_SCORES_v3_20260704.md,"OSError(22, 'Invalid argument')",retry raw download or ask B3 to package body,access-blocked-or-missing-body,gap/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0015,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/AUTHORITY_FABLE_STANDARD_ROWS_APPLIED.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0016,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/AUTHORITY_R3_LANE_ROUTING_ROWS.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0017,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/AUTHORITY_ROUTING_INPUTS_USED.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0018,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/AUTHORITY_RULE_EXTRACT_R3_SUBSET.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0019,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/B3_UPLOADER_READY_SUMMARY.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0020,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/MANIFEST.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0021,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/PACKAGE_VALIDATION.json,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0022,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/R3_AUTHORITY_ALIGNED_SOURCE_WITNESS_INDEX.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0023,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/R3_AUTHORITY_BLOCKERS_AND_REVIEW_QUEUE.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0024,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/R3_AUTHORITY_GATE_MATRIX.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0025,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/R3_FABLE_AUTHORITY_CHECKS.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0026,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/README.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0027,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/SHA256SUMS.txt,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0028,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,interlanguage-sidecar/rtl-persianate-arabic-cycle4-ur-ota-recovery-scaffold-20260706/R3_CYCLE4_UR_OTA_RECOVERY_SCAFFOLD_20260706T040344Z/B3_UPLOADER_READY_SUMMARY.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0029,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,interlanguage-sidecar/rtl-persianate-arabic-cycle4-ur-ota-recovery-scaffold-20260706/R3_CYCLE4_UR_OTA_RECOVERY_SCAFFOLD_20260706T040344Z/PACKAGE_VALIDATION.json,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0030,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/rtl-persianate-arabic-exact-8f7-authority-replay-20260706/R3_EXACT_8F7_AUTHORITY_REPLAY_20260706T042150Z/AUTHORITY_8F7_FABLE_STANDARD_ROWS.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0031,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/rtl-persianate-arabic-exact-8f7-authority-replay-20260706/R3_EXACT_8F7_AUTHORITY_REPLAY_20260706T042150Z/AUTHORITY_8F7_R3_LANE_ROUTING_ROWS.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0032,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,interlanguage-sidecar/rtl-persianate-arabic-exact-8f7-authority-replay-20260706/R3_EXACT_8F7_AUTHORITY_REPLAY_20260706T042150Z/B3_UPLOADER_READY_SUMMARY.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0033,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/rtl-persianate-arabic-exact-8f7-authority-replay-20260706/R3_EXACT_8F7_AUTHORITY_REPLAY_20260706T042150Z/BRANCH_8F7_EXACT_R3_TREE_PATHS.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0034,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/rtl-persianate-arabic-exact-8f7-authority-replay-20260706/R3_EXACT_8F7_AUTHORITY_REPLAY_20260706T042150Z/MANIFEST.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0035,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,interlanguage-sidecar/rtl-persianate-arabic-exact-8f7-authority-replay-20260706/R3_EXACT_8F7_AUTHORITY_REPLAY_20260706T042150Z/PACKAGE_VALIDATION.json,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0036,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/rtl-persianate-arabic-exact-8f7-authority-replay-20260706/R3_EXACT_8F7_AUTHORITY_REPLAY_20260706T042150Z/R3_EXACT_8F7_BLOCKERS_GAPS_REVIEW_QUEUE.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0037,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/rtl-persianate-arabic-exact-8f7-authority-replay-20260706/R3_EXACT_8F7_AUTHORITY_REPLAY_20260706T042150Z/R3_EXACT_8F7_SOURCE_WITNESS_INDEX.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0038,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/rtl-persianate-arabic-exact-8f7-authority-replay-20260706/R3_EXACT_8F7_AUTHORITY_REPLAY_20260706T042150Z/README.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0039,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/rtl-persianate-arabic-exact-8f7-authority-replay-20260706/R3_EXACT_8F7_AUTHORITY_REPLAY_20260706T042150Z/SHA256SUMS.txt,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0040,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/BRANCH_8F7D_AUTHORITY_RULE_EXTRACT.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0041,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/BRANCH_8F7D_AUTHORITY_RULE_EXTRACT.json,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0042,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/BRANCH_8F7D_COMPARE_FILE_QUEUE.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0043,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/BRANCH_8F7D_COMPARE_FILE_QUEUE.json,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
