row_id,status,path,bytes,sha256,lane_class,mentions_japanese_zh_or_cjk,mentions_draft_pretranslation_or_interlinear_context,mentions_source_body_or_witness_terms,direct_jp_zh_source_body_candidate,first_context_hits,source_use_label,frontier,non_claim_boundary
45250d8f-changed-011,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9CFCF1AC_OLP_D9_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707/B3_ACTION_SUMMARY.csv,294,DCE6CFE7F478298180A183AA9E8E1459A92045DFD4D0635BC414617532D9EF4E,B3 transfer-audit/package context,False,True,True,False,"L1: ""action"",""roots"",""package_files"",""manifest_bad"",""sha_bad"",""safety_hits"",""boundary"" || L2: ""package_olp_d9_interlinear_terminology_heartbeat"",""1"",""14"",""0"",""0"",""0"",""generated-draft/source-use/gap/provenance support only; no review/approval/license/gate/source-cert/final/translation-completion claim""",generated-draft/non-canonical/source-use/gap-support,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-changed-012,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9CFCF1AC_OLP_D9_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707/BRANCH_PR_STATE.csv,429,35AA1F9014E67710ADCD780D7B0F81E1D3909AE90C695CD9964F32E2A662334D,B3 transfer-audit/package context,False,True,True,False,"L7: ""pr_is_draft"",""True"" || L9: ""pr_base_ref"",""codex/noether-slavic-handoff-20260628"" || L10: ""pr_url"",""https://github.com/KokunoYumeto/modern-latex-manuscripts/pull/1""",generated-draft/non-canonical/source-use/gap-support,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-changed-013,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9CFCF1AC_OLP_D9_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707/MANIFEST.csv,1546,29921C4B5A16A01D071427F2C8041024BD30737C9AD62BE568AEEA78AE9524C7,B3 transfer-audit/package context,False,True,True,False,"L1: ""relative_path"",""bytes"",""sha256"",""source_use_label"" || L2: ""B3_ACTION_SUMMARY.csv"",""294"",""DCE6CFE7F478298180A183AA9E8E1459A92045DFD4D0635BC414617532D9EF4E"",""B3 package audit/provenance; source-use/gap/generated-draft/non-canonical boundary only"" || L3: ""BRANCH_PR_STATE.csv"",""429"",""35AA1F9014E67710ADCD780D7B0F81E1D3909AE90C695CD9964F32E2A662334D"",""B3 package audit/provenance; source-use/gap/generated-draft/non-canonical boundary only""",generated-draft/non-canonical/source-use/gap-support,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-changed-014,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9CFCF1AC_OLP_D9_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707/MANIFEST_REPLAY.csv,2836,E44E91F806A5A7D5ABB75D65C7A9BE3DA2C0852485E982CA0A017A7110B7B885,B3 transfer-audit/package context,False,True,True,False,"L1: ""root_name"",""manifest_path"",""issue"",""expected_bytes"",""actual_bytes"",""expected_sha256"",""actual_sha256"" || L2: ""OLP_D9EA29B0_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707"",""BLOCKER_RECOVERY_ROWS_D9EA29B0.csv"","""",""1103"",""1103"",""199301adaa4cf0016460a2f95a76bad52757cedfdfafe12172588545a2601b44"",""199301ADAA4CF0016460A2F95A76BAD52757CEDF || L3: ""OLP_D9EA29B0_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707"",""BRANCH_WEIGHT_MARGINAL_WITNESS_ROWS_D9EA29B0.csv"","""",""11887"",""11887"",""b3e55f08d11fe00f44f5fba5cdbf923786bfa8eadff7c2800bc5a91f2fe2733e"",""B3E55F08D11FE00F44F5FBA5",generated-draft/non-canonical/source-use/gap-support,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-changed-015,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9CFCF1AC_OLP_D9_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707/PACKAGE_FILE_LEDGER.csv,7580,17C91EDA5B75880D72021CF9452782AAE08951D733B823C6698E6859A0BF2811,B3 transfer-audit/package context,False,True,True,False,"L1: ""root_name"",""local_path"",""relative_path"",""dest_path"",""bytes"",""sha256"" || L2: ""OLP_D9EA29B0_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707"",""C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_D9EA29B0_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707\BLOCKER_RECOVERY_ || L3: ""OLP_D9EA29B0_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707"",""C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_D9EA29B0_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707\BRANCH_WEIGHT_MAR",generated-draft/non-canonical/source-use/gap-support,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-changed-016,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9CFCF1AC_OLP_D9_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707/PACKAGE_ROOT_SUMMARY.csv,692,C8E1695C181BA4423AD806E090BBDBD648CD8BF6BE5961E3878FA58BE7F639F1,B3 transfer-audit/package context,False,True,True,False,"L1: ""root_name"",""local_path"",""dest_base"",""package_status"",""classification"",""file_count"",""bytes"",""manifest_rows"",""manifest_bad"",""sha_rows"",""sha_bad"",""placeholder_blocking_hits"",""credential_hits"",""archive_primaries"",""large_fil || L2: ""OLP_D9EA29B0_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707"",""C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_D9EA29B0_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707"",""uploader-transf",generated-draft/non-canonical/source-use/gap-support,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-changed-017,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9CFCF1AC_OLP_D9_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707/README.md,835,E45E945CAAF67F9E907ECEA0436E29448B9474784F93583F528E3AFFE750677A,B3 transfer-audit/package context,False,True,True,False,"L1: # B3 9CFC OLP D9 Interlinear Terminology Heartbeat || L3: This B3 package-steward audit freezes OLP_D9EA29B0_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707 from current B3 parent 9cfcf1ac9906fe9a1fad8dfa60ecc4d3e84a152b. The OLP packet is D9 prior-frontier context after B3 had alre || L5: The package records generated-draft, non-canonical pretranslation/interlinear support rows, terminology alternatives, witness-weight rows, adverse/do-not-use guards, source-use boundaries, manifests, and hashes. Reviewer",generated-draft/non-canonical/source-use/gap-support,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-changed-018,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9CFCF1AC_OLP_D9_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707/SAFETY_SCAN_HITS.csv,0,,B3 transfer-audit/package context,False,True,True,False,,generated-draft/non-canonical/source-use/gap-support,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-changed-019,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9CFCF1AC_OLP_D9_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707/SHA256SUMS.txt,692,AEB269EF70763067BFC8816C966FE88F8D01A4A2F22F2FA6EFADF4ABBD5BBA42,B3 transfer-audit/package context,False,True,True,False,L3: E44E91F806A5A7D5ABB75D65C7A9BE3DA2C0852485E982CA0A017A7110B7B885  MANIFEST_REPLAY.csv || L4: 17C91EDA5B75880D72021CF9452782AAE08951D733B823C6698E6859A0BF2811  PACKAGE_FILE_LEDGER.csv || L8: 5323D9D6D4981DEBDEBB9E5447F0F16AA4B2AFA738A9AC0A32203ECF908B87C9  SHA256SUMS_REPLAY.csv,generated-draft/non-canonical/source-use/gap-support,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-changed-020,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9CFCF1AC_OLP_D9_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707/SHA256SUMS_REPLAY.csv,2858,5323D9D6D4981DEBDEBB9E5447F0F16AA4B2AFA738A9AC0A32203ECF908B87C9,B3 transfer-audit/package context,False,True,True,False,"L1: ""root_name"",""sha_path"",""issue"",""expected_sha256"",""actual_sha256"" || L2: ""OLP_D9EA29B0_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707"",""BLOCKER_RECOVERY_ROWS_D9EA29B0.csv"","""",""199301ADAA4CF0016460A2F95A76BAD52757CEDFDFAFE12172588545A2601B44"",""199301ADAA4CF0016460A2F95A76BAD52757CEDFDFAFE121725885 || L3: ""OLP_D9EA29B0_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707"",""BRANCH_WEIGHT_MARGINAL_WITNESS_ROWS_D9EA29B0.csv"","""",""B3E55F08D11FE00F44F5FBA5CDBF923786BFA8EADFF7C2800BC5A91F2FE2733E"",""B3E55F08D11FE00F44F5FBA5CDBF923786BFA8EA",generated-draft/non-canonical/source-use/gap-support,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-changed-021,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D9EA29B0_R9_INTERLANGUAGE_HEARTBEAT_RECOVERY_BATCH_20260707/B3_ACTION_SUMMARY.csv,304,A6468C8E59A6EFFD8EF69422202A0485E8AA005C7B7A1AC26734B40A75449B24,B3 transfer-audit/package context,False,True,True,False,"L1: ""action"",""roots"",""package_files"",""manifest_bad"",""sha_bad"",""safety_hits"",""boundary"" || L2: ""package_d9_r9_interlanguage_heartbeat_recovery_batch"",""3"",""43"",""0"",""0"",""0"",""source-use/provenance/gap/generated-draft/non-canonical only; no review/approval/license/gate/source-cert/final/translation-completion claim""",generated-draft/non-canonical/source-use/gap-support,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-changed-022,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D9EA29B0_R9_INTERLANGUAGE_HEARTBEAT_RECOVERY_BATCH_20260707/BRANCH_PR_STATE.csv,429,71409E13AEA351B5AAAAA17F9A88FF33F8DEC148F530F8AC259667437ED1CFC9,B3 transfer-audit/package context,False,True,True,False,"L7: ""pr_is_draft"",""True"" || L9: ""pr_base_ref"",""codex/noether-slavic-handoff-20260628"" || L10: ""pr_url"",""https://github.com/KokunoYumeto/modern-latex-manuscripts/pull/1""",generated-draft/non-canonical/source-use/gap-support,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
