row_id,frontier,path,manual_review_scope,source_body_evidence_change,draft_pretranslation_context_change,jp_zh_cjk_signal,action,source_use_label,non_claim_boundary
45250d8f-manual-016,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9CFCF1AC_OLP_D9_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707/PACKAGE_ROOT_SUMMARY.csv,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-017,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9CFCF1AC_OLP_D9_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707/README.md,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-018,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9CFCF1AC_OLP_D9_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707/SAFETY_SCAN_HITS.csv,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-019,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9CFCF1AC_OLP_D9_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707/SHA256SUMS.txt,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-020,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9CFCF1AC_OLP_D9_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707/SHA256SUMS_REPLAY.csv,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-021,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D9EA29B0_R9_INTERLANGUAGE_HEARTBEAT_RECOVERY_BATCH_20260707/B3_ACTION_SUMMARY.csv,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-022,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D9EA29B0_R9_INTERLANGUAGE_HEARTBEAT_RECOVERY_BATCH_20260707/BRANCH_PR_STATE.csv,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-023,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D9EA29B0_R9_INTERLANGUAGE_HEARTBEAT_RECOVERY_BATCH_20260707/MANIFEST.csv,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-024,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D9EA29B0_R9_INTERLANGUAGE_HEARTBEAT_RECOVERY_BATCH_20260707/MANIFEST_REPLAY.csv,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-025,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D9EA29B0_R9_INTERLANGUAGE_HEARTBEAT_RECOVERY_BATCH_20260707/PACKAGE_FILE_LEDGER.csv,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-026,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D9EA29B0_R9_INTERLANGUAGE_HEARTBEAT_RECOVERY_BATCH_20260707/PACKAGE_ROOT_SUMMARY.csv,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-027,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D9EA29B0_R9_INTERLANGUAGE_HEARTBEAT_RECOVERY_BATCH_20260707/README.md,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-028,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D9EA29B0_R9_INTERLANGUAGE_HEARTBEAT_RECOVERY_BATCH_20260707/SAFETY_SCAN_HITS.csv,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,no draft/pretranslation context signal,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-029,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D9EA29B0_R9_INTERLANGUAGE_HEARTBEAT_RECOVERY_BATCH_20260707/SHA256SUMS.txt,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,no draft/pretranslation context signal,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-030,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D9EA29B0_R9_INTERLANGUAGE_HEARTBEAT_RECOVERY_BATCH_20260707/SHA256SUMS_REPLAY.csv,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-031,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,uploader-transfer/interlanguage-fable-c0cb1db1-source-canon-upload-prep-heartbeat-20260707/INTERLANGUAGE_FABLE_C0CB1DB1_SOURCE_CANON_UPLOAD_PREP_HEARTBEAT_20260707/ACTIVE_SESSION_STATE.md,interlanguage/Fable route context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-032,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,uploader-transfer/interlanguage-fable-c0cb1db1-source-canon-upload-prep-heartbeat-20260707/INTERLANGUAGE_FABLE_C0CB1DB1_SOURCE_CANON_UPLOAD_PREP_HEARTBEAT_20260707/B3_HANDOFF_INDEX_C0CB1DB1_SOURCE_CANON_HEARTBEAT.csv,interlanguage/Fable route context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-033,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,uploader-transfer/interlanguage-fable-c0cb1db1-source-canon-upload-prep-heartbeat-20260707/INTERLANGUAGE_FABLE_C0CB1DB1_SOURCE_CANON_UPLOAD_PREP_HEARTBEAT_20260707/B3_HANDOFF_INDEX_C0CB1DB1_SOURCE_CANON_HEARTBEAT.json,interlanguage/Fable route context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
