"register_id","row_kind","source_slice","language","witness","url","source_form","sha256","size_bytes","text_or_ocr_path","text_or_ocr_sha256","text_or_ocr_size_bytes","license_signal","topic_tags","evidence_status","source_canon_value_and_gap","local_path","next_gate"
"SCW-UG-001","source_witness","local_source_canon_witness_table","Uyghur","كۆپ ئەزالىق ھالقا - ئۇيغۇر قامۇسى","https://wiki.uygur.com/kop_ezaliq_halqa/","local HTML capture","8A970E759C0FC58373D0A682E45577E2D251E4EC590A46BC4636DF6BBFC993FF","84392","","","","copyright signal","Uyghur; polynomial ring; dictionary","","Direct dictionary witness for the polynomial-ring hard row, source-corpus candidate only; no TeX/source package; authority/license/native-review gaps remain.","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701t234000z_pan_turkic_exact_hard_row_paced_retry\web_candidate_pages\ug_uygur_com_polynomial_ring_kop_ezaliq_halqa.html",""
"SCW-UG-002","source_witness","local_source_canon_witness_table","Uyghur","نوئېتېر ھالقىسى - ئۇيغۇر قامۇسى","https://wiki.uygur.com/noeter_halqisi/","local HTML capture","3CCE0C4BA0163ED2D9E9495623E8B698BE92D4A33A1743DCF028670252583EE7","84367","","","","copyright signal","Uyghur; Noetherian ring; dictionary","","Direct dictionary witness for the Noetherian-ring hard row, source-corpus candidate only; no TeX/source package; authority/license/native-review gaps remain.","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701t234000z_pan_turkic_exact_hard_row_paced_retry\web_candidate_pages\ug_uygur_com_noetherian_ring_noeter_halqisi.html",""
"SCW-UG-003","source_witness","local_source_canon_witness_table","Uyghur","ئالگېبرا 代数学 - تارىم بلوگى - 博客大巴","http://tarim68.blogbus.com/logs/24944853.html","local HTML capture","D0B5FF3114C7D059C33202C69449FD1A1427A7CFAEAE151B2D85619E00E78BB8","46188","","","","copyright / attribution-request signal","Uyghur; algebra; group/ring/field context in text","","Uyghur algebra-text witness from a blog copy of a cited dictionary source; no TeX/source package; source URL inferred from local HTML share/trackback fields; no hard-row approval.","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T213000Z_r2_pan_turkic_az_tk_tt_ba_ug_hard_row_retry\html\pan_turkic_uyghur\uyghur_tarim_algebra_math_dictionary.html",""
"SCW-UG-004","source_witness","local_source_canon_witness_table","Uyghur","ئەۋلاد كۆپ تىللىق لۇغىتى","https://www.ewlat.biz/turkum-4879","local HTML capture","0C6831088BA4835FDE9F67949461BA7BED7131D7EF15A27E3856BB91BBB2F53F","36767","","","","no reusable license signal found","Uyghur; multilingual dictionary/category surface","","Dictionary/category source surface only; no TeX/source package; license unclear; no hard-row approval.","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T213000Z_r2_pan_turkic_az_tk_tt_ba_ug_hard_row_retry\html\pan_turkic_uyghur\uyghur_ewlat_math_terms_category.html",""
"CWS-KY-001","source_witness","current_web_source_canon_sweep","Kyrgyz","МАТЕМАТИКА ... V-IX класстар","https://edu.gov.kg/media/files/c832083a-4db8-4b7f-89cc-315d5535f520.pdf","current PDF capture","34FD87987F76E5E25C2D7C29A3E1D5CA310E99193774ADACA1D2FB7BE4A5414C","601365","","","","ministry/government PDF; no explicit reusable license found in capture","Kyrgyz; mathematics curriculum; algebra; polynomial base","","Official curriculum-level mathematics/algebra provenance; no TeX/source package; no Noetherian-ring or polynomial-ring hard-row source.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-KY-001_edu_gov_kg_matematika_curriculum.pdf",""
"CWS-KY-002","source_witness","current_web_source_canon_sweep","Kyrgyz","Kaldybaev S.K. Algebra 8 klass","https://daramet.tm.kg/wp-content/uploads/2017/11/Kaldybaev-S.K.Algebra-8-klass.pdf","current PDF capture; TLS relaxed for capture after normal TLS failed","3ADF45747524AC0691C659B5AB1568F9AE4DACF3886ECDE92A57AD31E601FBE4","2319102","","","","no explicit reusable license found in capture","Kyrgyz; algebra textbook; polynomial base","","Kyrgyz algebra/PDF provenance; text extraction is thin, likely scan/image-heavy; no TeX/source package; no Noetherian-ring or polynomial-ring hard-row source.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-KY-002_daramet_algebra_8_klass.pdf",""
"CWS-TK-001","source_witness","current_web_source_canon_sweep","Turkmen","Gutlyýew G - Ýokary matematika (köplükler nazaryýeti, çyzykly algebra, wektor algebrasy, analitik geometriýa)","https://www.kitaphana.net/book/10","current HTML page capture","C576894C31C8E14CF38BCF8B41FE2536BE2BBA06EE107822501358B4080C8BE2","33760","","","","copyright symbol in capture","Turkmen; higher mathematics; set theory; linear algebra; vector algebra; analytic geometry","","Turkmen publication-page provenance with format/size metadata on page; no local PDF hash/source package; no exact Noetherian-ring or polynomial-ring row.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-TK-001_kitaphana_book_10_yokary_matematika.html",""
"CWS-TK-002","source_witness","current_web_source_canon_sweep","Turkmen","Kömekow B - Çyzykly algebra we geometriýa","https://www.kitaphana.net/book/13","current HTML page capture","9164600E072C33FB4EC970918A0FA9DDAD5819EF54E94FDEAF5B3E9F9ACE72D0","31849","","","","copyright symbol in capture","Turkmen; linear algebra; geometry; TDU","","Turkmen publication-page provenance; no local PDF hash/source package; no exact hard-row support.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-TK-002_kitaphana_book_13_cyzykly_algebra.html",""
"CWS-TT-001","source_witness","current_web_source_canon_sweep","Tatar","Перечень учебников и учебных пособий 2015-2016 гг.","https://edu.tatar.ru/upload/storage/org1270/files/%D0%9F%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%20%D1%83%D1%87%D0%B5%D0%B1%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%20%D0%B8%20%D1%83%D1%87%D0%B5%D0%B1%D0%BD%D1%8B%D1%85%20%D0%BF%D0%BE%D1%81%D0%BE%D0%B1%D0%B8%D0%B9%202015-2016%20%D0%B3%D0%B3.pdf","current PDF capture","3D85EFBC03216384A72DD0AA5773FF3EA1925E3CC97DF3FB8F5B6FD166E3AF5E","616379","","","","no explicit reusable license found in capture","Tatar; textbook list; mathematics; algebra source shelf","","Tatar-language mathematics/algebra textbook-list provenance, not source text itself; no TeX/source package; no exact hard-row support.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-TT-001_edu_tatar_textbook_list_2015_2016.pdf",""
"CWS-TT-002","source_witness","current_web_source_canon_sweep","Tatar","Татар телендә математикадан уку материаллары булдырырга йогынты ясаучы факторлар турында","https://ft.antat.ru/uploads/75473680a2299b1cbd-%D0%A4%D0%A2_2025-1-1-106-112.pdf","current PDF capture","CBDCE778574D1ACD582BDADDDFCA15FDEE01138C50444044B200FE3CFF158408","316306","","","","journal PDF; no explicit reusable license found in capture","Tatar; mathematics materials; bilingual education; terminology","","Direct PDF provenance for a Tatar-language mathematics-materials article; no TeX/source package; not Noetherian-ring or polynomial-ring support.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-TT-002_fanni_tatarstan_2025_math_tatar.pdf",""
"CWS-UG-001","source_witness","current_web_source_canon_sweep","Uyghur","بىر نامەلۇملۇق كۆپ ئەزالىق - ئۇيغۇر قامۇسى","https://wiki.uygur.com/bir_namelumluq_kop_ezaliq/","current HTML page capture","DBC25492313F500AA04476DD72AA22B0D6062A14CA0906F916A93C38BA2F039E","84523","","","","copyright signal in capture","Uyghur; polynomial of one indeterminate; dictionary","","Exact polynomial-adjacent dictionary witness; no TeX/source package; no authority/license/native-review closure.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-UG-001_uygur_com_one_indeterminate_polynomial.html",""
"CWS-UG-002","source_witness","current_web_source_canon_sweep","Uyghur","نوئېتېر سخېمىسى - ئۇيغۇر قامۇسى","https://wiki.uygur.com/noeter_sxemisi/","current HTML page capture","08B78DCE564E70A2A21CCADD44A1D8907951132DB0AE7B598FEBEA9C3833F3C7","84369","","","","copyright signal in capture","Uyghur; Noetherian scheme; dictionary","","Noetherian-adjacent dictionary witness; no TeX/source package; no authority/license/native-review closure.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-UG-002_uygur_com_noetherian_scheme.html",""
"CWS-UG-003","source_witness","current_web_source_canon_sweep","Uyghur","سول نوئېتېر ھالقىسى - ئۇيغۇر قامۇسى","https://wiki.uygur.com/sol_noeter_halqisi/","current HTML page capture","24921876E3E138BF32B9C9E13C895FF7126A52C9B53ECA094221000711C09D3D","84420","","","","copyright signal in capture","Uyghur; left Noetherian ring; dictionary","","Noetherian-ring-adjacent dictionary witness; no TeX/source package; no authority/license/native-review closure.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-UG-003_uygur_com_left_noetherian_ring.html",""
"CWS-UG-004","source_witness","current_web_source_canon_sweep","Uyghur","دائىرىلىك نوئېتېر سخېمىسى - ئۇيغۇر قامۇسى","https://wiki.uygur.com/dairilik_noeter_sxemisi/","current HTML page capture","44FAD5BFB58C0A03B65EA3627CA64AE68287549414380A136E18E4FB8077F1C3","84497","","","","copyright signal in capture","Uyghur; locally Noetherian scheme; dictionary","","Noetherian-adjacent dictionary witness; no TeX/source package; no authority/license/native-review closure.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-UG-004_uygur_com_locally_noetherian_scheme.html",""
"CWS-UG-005","source_witness","current_web_source_canon_sweep","Uyghur","ئاتالغۇلار لۇغىتى - Page 3967 - ئۇيغۇر قامۇسى","https://wiki.uygur.com/author/uekal/page/3967/","current HTML page capture","BB458084A93269A5307ABC815D1A4987ECAA0E8EB4A9B17308D0501F5E9F2FE0","107366","","","","copyright signal in capture","Uyghur; terms category; semisimple ring; semisimple algebra; algebraic group","","Uyghur mathematics-term category/source-shelf witness; no TeX/source package; no hard-row approval.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-UG-005_uygur_com_terms_category_page.html",""
"GCS-TK-001","source_witness","source_canon_gap_closure_slice","Turkmen","Gutlyýew G., Atdaýew S. - Ýokary matematika","https://www.kitaphana.net/electronic-book/10","current PDF capture from Kitaphana download endpoint","9E3887FE0DB913A8DD0063FD23D3C95F1F14F23993E83BEFC9961FB4AB72630B","1860237","","","","copyright/page-host signal; no reusable license found","Turkmen; higher mathematics; set theory; linear algebra; vector algebra; analytic geometry","","Closes original-PDF gap for prior Kitaphana book-10 page; strong Turkmen publication provenance, but no exact Noetherian-ring or polynomial-ring row.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-TK-001_kitaphana_book_10_download.pdf",""
"GCS-TK-002","source_witness","source_canon_gap_closure_slice","Turkmen","Kömekow B. et al. - Çyzykly algebra we geometriýa","https://www.kitaphana.net/electronic-book/13","current PDF capture from Kitaphana download endpoint","B438E991D06CBD368EA2036C6B057DFF7021FEDBBE3C6A2AC1619F4126C3FCA6","2713023","","","","copyright/page-host signal; no reusable license found","Turkmen; linear algebra; geometry; TDU","","Closes original-PDF gap for prior Kitaphana book-13 page; strong Turkmen algebra publication provenance, but no exact Noetherian-ring or polynomial-ring row.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-TK-002_kitaphana_book_13_download.pdf",""
"GCS-TT-001","source_witness","source_canon_gap_closure_slice","Tatar","Фәнни Татарстан 2016 №3 article on a special interpolation polynomial operator","https://ft.antat.ru/uploads/831735a2152a289d13-%D0%A4%D0%A2-2016-3.pdf","current PDF capture","4F41017D8881EE92F24E35B9E0B51806C714104DA4EA77CDF1CFB687FCE19AF3","1911632","","","","journal PDF; no explicit reusable license found","Tatar; exact sciences; interpolation polynomial operator; quadrature formula; Hilbert-kernel integral","","Strong Tatar mathematical-publication witness with polynomial-operator content; not a Noetherian-ring or polynomial-ring source row; no TeX/source package.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-TT-001_fanni_tatarstan_2016_3_polynomial_operator.pdf",""
"GCS-TT-002","source_witness","source_canon_gap_closure_slice","Tatar","Фәнни Татарстан 2015 №4 article on generalized interpolation polynomial operator","https://ft.antat.ru/uploads/995865703d9af8983e-%D0%A4%D0%A2-2015-4.pdf","current PDF capture","B477297668A5BDC7BDC363566C9BF631BA772A5383E137B4E59E9E1282C7F51F","2082879","","","","journal PDF; no explicit reusable license found","Tatar; exact sciences; interpolation polynomial operator; polynomial methods","","Strong Tatar mathematical-publication witness with interpolation-polynomial content; not a Noetherian-ring or polynomial-ring source row; no TeX/source package.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-TT-002_fanni_tatarstan_2015_4_interpolation_polynomial.pdf",""
"GCS-KY-001","source_witness","source_canon_gap_closure_slice","Kyrgyz","Математикалык терминдердин кыргызча-орусча сөздүгү","https://new.bizdin.kg/media/books/Matematikalyk-terminderdin-kyrgyzcha-oruscha-sozdugu-bizdin-kg.pdf","current PDF capture","C08431539F106CEDFF6FBA22FEA6D94B88809A6E008924E7D5FF36F0B02D0172","2078807","","","","no explicit reusable license found","Kyrgyz; mathematical terminology; polynomial; group; field; ring/reference vocabulary","","Direct PDF replacement for prior Scribd-only dictionary surface; stronger Kyrgyz reference provenance, but still dictionary/reference evidence only and not exact Noetherian-ring or polynomial-ring support.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-KY-001_bizdin_math_terms_dictionary.pdf",""
"GCS-KY-002","source_witness","source_canon_gap_closure_slice","Kyrgyz","Математикалык маалыматтама сөздүк","https://www.okuma.kg/read/web/books/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8B%D0%BA%20%D0%BC%D0%B0%D0%B0%D0%BB%D1%8B%D0%BC%D0%B0%D1%82%D1%82%D0%B0%D0%BC%D0%B0%20%D1%81%D3%A9%D0%B7%D0%B4%D2%AF%D0%BA%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B082.pdf","current PDF capture","77E6F42D0EA5D8BB4CA329FD8C6AC2CA69E7DAC65E6C75EB8069672F6BE989DC","15672114","","","","no explicit reusable license found","Kyrgyz; mathematical reference dictionary; higher algebra/source shelf","","Large Kyrgyz mathematical reference PDF; text extraction was thin in local tooling, so retained as PDF provenance, not content support; no exact hard-row support and no TeX/source package.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-KY-002_okuma_math_reference_dictionary.pdf",""
"SPG-TT-001","source_witness","source_package_gate_slice","Tatar","Дифференциаль исәпләү - Wikipedia","https://tt.wikipedia.org/wiki/%D0%94%D0%B8%D1%84%D1%84%D0%B5%D1%80%D0%B5%D0%BD%D1%86%D0%B8%D0%B0%D0%BB%D1%8C_%D0%B8%D1%81%D3%99%D0%BF%D0%BB%D3%99%D2%AF","local HTML capture","5F617A67669D38D7D7019E460353D216634D6CA424DA7418A45533D766757B18","301667","","","","captured footer links Creative Commons Attribution-ShareAlike","Tatar; differential calculus; smooth functions; ring context","usable_source_corpus_witness_no_hard_row_promotion","Captures Tatar mathematical article with ring-context text for smooth functions; no source package; no Noetherian-ring or polynomial-ring exact row.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_package_gate_20260704\SPG-TT-001_tt_wikipedia_differential_calculus_ring_context.html",""
"SPG-KY-001","source_witness","source_package_gate_slice","Kyrgyz","ОШ мамлекеттик университетинин жарчысы. Математика. Физика. Техника №3(1), 2024","https://mpht-oshsu.com/web/uploads/journals_pdf/3%281%292024.pdf","PDF plus extracted UTF-8 text","A5D403008AD97F2F93020DD590F23C7C8B9029BF807D4957D373870D93057B62","6514580","","20ABFCE7581CA453ED69707ACD3D591FEC5C81454FBC2B2F3EE6127C5947CE79","1037227","public journal PDF; no reusable license signal found in captured evidence","Kyrgyz; mathematics journal; polynomial functions; Lagrange polynomial; algebra context","usable_source_corpus_witness_no_hard_row_promotion","Adds machine-readable Kyrgyz mathematical journal corpus evidence with polynomial/algebra context; no source package; no exact polynomial-ring or Noetherian-ring row.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_package_gate_20260704\SPG-KY-001_oshsu_bulletin_3_1_2024_polynomial_context.pdf",""
"SPG-TK-003","source_witness","source_package_gate_slice","Turkmen","Matematika - II / Kitaphana electronic book 2157","https://kitaphana.net/electronic-book/2157","PDF plus extracted UTF-8 text","130F081CA7A90ECB9C023F24193ED4D3B4EF79E47B40262A82FCCA8529CF84A0","811729","","D54743CD7109980117C4A27A83761AE7E9D995D2B8A2CB23700B91B23907D9D8","66811","public Kitaphana PDF endpoint; no reusable license signal found in captured evidence","Turkmen; mathematics; polynomial/base algebra; köpagza","usable_source_corpus_witness_no_hard_row_promotion","Adds real Turkmen PDF and text extraction with polynomial/base algebra context; no source package; no exact polynomial-ring or Noetherian-ring row.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_package_gate_20260704\SPG-TK-003_kitaphana_book_2157_download.pdf",""
"SPG-TK-004","source_witness","source_package_gate_slice","Turkmen","Ýokary matematika (analitiki geometriýa we ýokary algebra)","https://pubhtml5.com/znfx/acte/basic/","local HTML capture","A43311872EF0AC7CA2C55CA96BC3E01D6E905BBEBE1F0B1F2E114FE3CE49D88E","193077","","","","PubHTML5 hosted flipbook; no reusable license signal found in captured evidence","Turkmen; higher mathematics; higher algebra; analytic geometry; Maple examples","usable_source_corpus_witness_no_hard_row_promotion","Adds Turkmen higher-algebra publication surface with page-level HTML text; not a TeX/source package; no exact hard-row witness.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_package_gate_20260704\SPG-TK-004_pubhtml5_yokary_matematika_algebra_geometry.html",""
