occurrence_id	tombstone_id	nested_member_path	original_bytes	original_sha256	derivative_bytes	derivative_sha256
O16	T16	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803336/current_delta/CONTROL_D010-D025.zip!/D024_ID.md	6900	125E07D4C44D75E8504C9EBACFCA2F16C93B0B64CA1DAFC2D8C4C2D5E000FB73	6927	0E0F8D65B19883630F2924E1982454B43AD8905684296507C5E80C1A0662BC89
O17	T17	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803336/current_delta/CONTROL_D010-D025.zip!/D025_ID.md	6885	69449DD0916828743DF96E83F5E12EEEEF4AF9B2E7E3C886A95A2D7DAC862A1E	6912	886FBF625FE90B259E23D94BEF22E7A0EE3F695F8D964A92749234DAC01FD3D2
O18	T18	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803336/current_delta/CONTROL_D010-D025.zip!/DELIGNE_CUSTODY_20260804.md	66792	124E68AE8C4581BD763CEC4D2A445A1D2E0FB794A5CDD9CC6266A83E31F15B0E	66972	E91AE4CF490397D7E10FB1D4B56F763BEF911D9126F6C6F44C80D01FFC10016F
O19	T19	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803336/current_delta/CONTROL_D010-D025.zip!/DELIGNE_INDEX.md	22492	D886F749982C9FEFD71C84EA49E9D225788467BDCC57D2ADB43E1B12DB8642BC	22501	A62A28DD10DEA501A81D19F1689F52EBD1A20466F1BEAADF4B8AC5BE6B95BDEF
O20	T20	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803336/current_delta/CONTROL_D010-D025.zip!/DELIGNE_LOG.md	160945	8DDE81682581C6E3F24D0DEC975036C543FC1A58916C14909E834345743D4457	160999	4088C1A58665318BE83700ACEEA9E5A61F52C6A287D4118486377D8BC4C75E00
O21	T21	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803336/current_delta/DELIGNE_INDEX.md	22548	5A4F3DD7C2192548A2F264B6FA6F28C54C2040AC76DE11DD66A5BC7446B363A7	22557	D3F794BAC157F86529CA56ACB50FCF334D26D8621E3B6EA64385F8AA510E3D3C
O22	T18	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803336/current_delta/DELIGNE_WORKFLOW.zip!/DELIGNE_CUSTODY_20260804.md	66792	124E68AE8C4581BD763CEC4D2A445A1D2E0FB794A5CDD9CC6266A83E31F15B0E	66972	E91AE4CF490397D7E10FB1D4B56F763BEF911D9126F6C6F44C80D01FFC10016F
O23	T20	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803336/current_delta/DELIGNE_WORKFLOW.zip!/DELIGNE_LOG.md	160945	8DDE81682581C6E3F24D0DEC975036C543FC1A58916C14909E834345743D4457	160999	4088C1A58665318BE83700ACEEA9E5A61F52C6A287D4118486377D8BC4C75E00
O24	T17	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803336/extracted_control/D025_ID.md	6885	69449DD0916828743DF96E83F5E12EEEEF4AF9B2E7E3C886A95A2D7DAC862A1E	6912	886FBF625FE90B259E23D94BEF22E7A0EE3F695F8D964A92749234DAC01FD3D2
O25	T17	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/extracted_control/D025_ID.md	6885	69449DD0916828743DF96E83F5E12EEEEF4AF9B2E7E3C886A95A2D7DAC862A1E	6912	886FBF625FE90B259E23D94BEF22E7A0EE3F695F8D964A92749234DAC01FD3D2
O26	T02	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/successor_control/CONTROL_D010-D026.zip!/D010_ID.md	4189	76ED10121E1B9D114D56612E7B9DEB4CDDC30A813C19932FC80877B30BDD9252	4198	B0BD036EF3FC8DBB7B1EF8F9B675ED2C17B4529E6CB67708BDE881684A3547D0
O27	T03	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/successor_control/CONTROL_D010-D026.zip!/D011_ID.md	3847	7385BFFDC097C54D08BAF428D00E558DF4F16B6632CFBC5C27316C039664546D	3865	C42BCE72242EEC741109AF1E65A88CDD01EE06120B83F97CC0F99F962710F9DF
O28	T04	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/successor_control/CONTROL_D010-D026.zip!/D012_ID.md	3870	44A4CA23402BDAB069B0A381034B76F4915E03DD61445B3530C9D898FA404ED1	3888	C5CD4585E80A61669C168729EEB4364B8A7D62870BEF062AEA731F4AC476AB6B
O29	T05	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/successor_control/CONTROL_D010-D026.zip!/D013_ID.md	3963	719EEC436CC131108F490B1DAAA80B06BDF00B77FD3705A15C828F585BE3983B	3981	9610BFC30D8BCECEC96CC043815190F152A75999637E1170017DD0428532E994
O30	T06	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/successor_control/CONTROL_D010-D026.zip!/D014_ID.md	3946	562026B77D6E377DE5894E5224AEB756AAF0C2DB460003E61D656A8E01BC9A0D	3964	44B562F140926E7397E821DA99EC172AD1F040306075FA3A0F40A4E7EE8A22DC
O31	T07	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/successor_control/CONTROL_D010-D026.zip!/D015_ID.md	3653	D03F237605EA5F13ED34A8BD9C2C3576FFA0033F74C524E006C67EB170F38319	3671	8A9192DC39160CDF4CA7EED2121C2EE22F154FA582C011F26F96AB4897589AE8
O32	T08	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/successor_control/CONTROL_D010-D026.zip!/D016_ID.md	4111	55C0AB9FF71B42DA1C6ABD6648F5CD44B3C6CC90E7CAEC5C08563921A3295244	4129	E33D88008C87AC09A9A6A08FC0079DFF49F61B868D54603FA9E0C513E2BB7368
O33	T09	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/successor_control/CONTROL_D010-D026.zip!/D017_ID.md	4415	DD6703644CE0B53C70EEF0B9F73C22BF9C96612A1E392C4C6006CC729369CE0C	4433	319EFDD6663757667FF6C916A1218CCD093C70300454DFBAC0BFB925D733EC40
O34	T10	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/successor_control/CONTROL_D010-D026.zip!/D018_ID.md	6295	68A5D9E06C77971C046175072A6FA9D047F18B77221780C6D34FEFCF76336341	6322	00C1950FF1E9103237B4EEC8FD9D3947C23EFD19C5EA2A40AEDE888A18253B7D
O35	T11	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/successor_control/CONTROL_D010-D026.zip!/D019_ID.md	6256	2E5ADA23FD61F4E5D733512436B09675CD8BB413DA3E78746437255090E79870	6283	1B17BCC2E24810CB67FD43BECC370EFD20AB06BC190D3990D741F2E93478673E
O36	T12	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/successor_control/CONTROL_D010-D026.zip!/D020_ID.md	7128	F7281A0D03B726B4A406CA4C305BD6A4B752A83823BA90B38FDD3F1CC32E1E5C	7164	2A187581F2C485CE4880EB2346FFD2C5BD9D5B02C8D8CC91A858C1C84EC582F1
O37	T13	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/successor_control/CONTROL_D010-D026.zip!/D021_ID.md	7469	5CBD2CC8DE7C0D73A54B2FD06A13A12EA8899E4715224F8EE10FC5A29BBB619C	7496	B215737B3F4456915E88574B86F22567F8CB707C1B03B2F2AD2B0B16E732E742
O38	T14	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/successor_control/CONTROL_D010-D026.zip!/D022_ID.md	7771	0DFFB8C22F72018BD3B2D10BF3132B83B36A0D4EFAD4E6BDAC35C1B300AB04BF	7798	FB7B6712480A3AE19586BC7AB6997BD95D8599D69E586C4F3D09EB5462E444F0
O39	T15	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/successor_control/CONTROL_D010-D026.zip!/D023_ID.md	6105	21504BA13549F5D7FDB13A020CDBA6A2CAABDDDEACB01BB37AC9C3550AA3F933	6132	C086EA320EEB434881EACC045936478BACB11329352EFF4155EF6B99F1B6ADFE
O40	T16	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/successor_control/CONTROL_D010-D026.zip!/D024_ID.md	6900	125E07D4C44D75E8504C9EBACFCA2F16C93B0B64CA1DAFC2D8C4C2D5E000FB73	6927	0E0F8D65B19883630F2924E1982454B43AD8905684296507C5E80C1A0662BC89
O41	T17	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/successor_control/CONTROL_D010-D026.zip!/D025_ID.md	6885	69449DD0916828743DF96E83F5E12EEEEF4AF9B2E7E3C886A95A2D7DAC862A1E	6912	886FBF625FE90B259E23D94BEF22E7A0EE3F695F8D964A92749234DAC01FD3D2
O42	T22	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/successor_control/CONTROL_D010-D026.zip!/D026_ID.md	7414	139B86ED408050D9D46A3D31E0337340C6B35649CEFA3692DE1FC2250899DFB2	7441	0149288D74910EFFE66E34FA2AC23BF330E5949C15061B78C9FA0018992A6E18
O43	T23	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/successor_control/CONTROL_D010-D026.zip!/DELIGNE_CUSTODY_20260804.md	68784	F75143010AF393BDBBC8C6A1F710BB055CDF964C6F695A4E65A5138DFAFE6F6D	68964	491D02A384C523439D8AA0ECF329E4BDB117B75F2574D5E9955B9970743BB344
O44	T24	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/successor_control/CONTROL_D010-D026.zip!/DELIGNE_INDEX.md	23268	D1B654F36DB15F345950142A264CA3445CF9E45062A1F2AA61C4B66AD05E81CC	23277	9B508B2951CB43F70F8E83E25A0CD4997AC5FCF448BDAC2537BA9E0A1D950911
O45	T25	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/successor_control/CONTROL_D010-D026.zip!/DELIGNE_LOG.md	169735	78610D1E0B81AB1C15B71351CDFEFF5E82E01169112457FFAFA33F6FC9C22A59	169789	83C269F3EDF2C905C1CA70F79094848F0989FD049B0060EE6B2251A5FE147663
