row_id	canonical_nested_member_path	original_bytes	original_sha256	sensitivity_class	profile_prefix_occurrences_per_copy	account_occurrences_per_copy	physical_occurrence_count	action	derivative_bytes	derivative_sha256	tombstone_status
T11	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803336/current_delta/CONTROL_D010-D025.zip!/D019_ID.md	6256	2E5ADA23FD61F4E5D733512436B09675CD8BB413DA3E78746437255090E79870	LOCAL_PROFILE_PATH_AND_ACCOUNT	3	3	2	SANITIZED_DERIVATIVE; RAW_BYTES_RETAINED_LOCAL_ONLY	6283	1B17BCC2E24810CB67FD43BECC370EFD20AB06BC190D3990D741F2E93478673E	ORIGINAL_IDENTITY_RECORDED; ORIGINAL_CONTENT_NOT_PUBLICLY_EMBEDDED
T12	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803336/current_delta/CONTROL_D010-D025.zip!/D020_ID.md	7128	F7281A0D03B726B4A406CA4C305BD6A4B752A83823BA90B38FDD3F1CC32E1E5C	LOCAL_PROFILE_PATH_AND_ACCOUNT	4	4	2	SANITIZED_DERIVATIVE; RAW_BYTES_RETAINED_LOCAL_ONLY	7164	2A187581F2C485CE4880EB2346FFD2C5BD9D5B02C8D8CC91A858C1C84EC582F1	ORIGINAL_IDENTITY_RECORDED; ORIGINAL_CONTENT_NOT_PUBLICLY_EMBEDDED
T13	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803336/current_delta/CONTROL_D010-D025.zip!/D021_ID.md	7469	5CBD2CC8DE7C0D73A54B2FD06A13A12EA8899E4715224F8EE10FC5A29BBB619C	LOCAL_PROFILE_PATH_AND_ACCOUNT	3	3	2	SANITIZED_DERIVATIVE; RAW_BYTES_RETAINED_LOCAL_ONLY	7496	B215737B3F4456915E88574B86F22567F8CB707C1B03B2F2AD2B0B16E732E742	ORIGINAL_IDENTITY_RECORDED; ORIGINAL_CONTENT_NOT_PUBLICLY_EMBEDDED
T14	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803336/current_delta/CONTROL_D010-D025.zip!/D022_ID.md	7771	0DFFB8C22F72018BD3B2D10BF3132B83B36A0D4EFAD4E6BDAC35C1B300AB04BF	LOCAL_PROFILE_PATH_AND_ACCOUNT	3	3	2	SANITIZED_DERIVATIVE; RAW_BYTES_RETAINED_LOCAL_ONLY	7798	FB7B6712480A3AE19586BC7AB6997BD95D8599D69E586C4F3D09EB5462E444F0	ORIGINAL_IDENTITY_RECORDED; ORIGINAL_CONTENT_NOT_PUBLICLY_EMBEDDED
T15	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803336/current_delta/CONTROL_D010-D025.zip!/D023_ID.md	6105	21504BA13549F5D7FDB13A020CDBA6A2CAABDDDEACB01BB37AC9C3550AA3F933	LOCAL_PROFILE_PATH_AND_ACCOUNT	3	3	2	SANITIZED_DERIVATIVE; RAW_BYTES_RETAINED_LOCAL_ONLY	6132	C086EA320EEB434881EACC045936478BACB11329352EFF4155EF6B99F1B6ADFE	ORIGINAL_IDENTITY_RECORDED; ORIGINAL_CONTENT_NOT_PUBLICLY_EMBEDDED
T16	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803336/current_delta/CONTROL_D010-D025.zip!/D024_ID.md	6900	125E07D4C44D75E8504C9EBACFCA2F16C93B0B64CA1DAFC2D8C4C2D5E000FB73	LOCAL_PROFILE_PATH_AND_ACCOUNT	3	3	2	SANITIZED_DERIVATIVE; RAW_BYTES_RETAINED_LOCAL_ONLY	6927	0E0F8D65B19883630F2924E1982454B43AD8905684296507C5E80C1A0662BC89	ORIGINAL_IDENTITY_RECORDED; ORIGINAL_CONTENT_NOT_PUBLICLY_EMBEDDED
T17	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803336/current_delta/CONTROL_D010-D025.zip!/D025_ID.md	6885	69449DD0916828743DF96E83F5E12EEEEF4AF9B2E7E3C886A95A2D7DAC862A1E	LOCAL_PROFILE_PATH_AND_ACCOUNT	3	3	4	SANITIZED_DERIVATIVE; RAW_BYTES_RETAINED_LOCAL_ONLY	6912	886FBF625FE90B259E23D94BEF22E7A0EE3F695F8D964A92749234DAC01FD3D2	ORIGINAL_IDENTITY_RECORDED; ORIGINAL_CONTENT_NOT_PUBLICLY_EMBEDDED
T18	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803336/current_delta/CONTROL_D010-D025.zip!/DELIGNE_CUSTODY_20260804.md	66792	124E68AE8C4581BD763CEC4D2A445A1D2E0FB794A5CDD9CC6266A83E31F15B0E	LOCAL_ACCOUNT_NAME_ONLY	0	10	2	SANITIZED_DERIVATIVE; RAW_BYTES_RETAINED_LOCAL_ONLY	66972	E91AE4CF490397D7E10FB1D4B56F763BEF911D9126F6C6F44C80D01FFC10016F	ORIGINAL_IDENTITY_RECORDED; ORIGINAL_CONTENT_NOT_PUBLICLY_EMBEDDED
T19	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803336/current_delta/CONTROL_D010-D025.zip!/DELIGNE_INDEX.md	22492	D886F749982C9FEFD71C84EA49E9D225788467BDCC57D2ADB43E1B12DB8642BC	LOCAL_PROFILE_PATH_AND_ACCOUNT	1	1	1	SANITIZED_DERIVATIVE; RAW_BYTES_RETAINED_LOCAL_ONLY	22501	A62A28DD10DEA501A81D19F1689F52EBD1A20466F1BEAADF4B8AC5BE6B95BDEF	ORIGINAL_IDENTITY_RECORDED; ORIGINAL_CONTENT_NOT_PUBLICLY_EMBEDDED
T20	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803336/current_delta/CONTROL_D010-D025.zip!/DELIGNE_LOG.md	160945	8DDE81682581C6E3F24D0DEC975036C543FC1A58916C14909E834345743D4457	LOCAL_ACCOUNT_NAME_ONLY	0	3	2	SANITIZED_DERIVATIVE; RAW_BYTES_RETAINED_LOCAL_ONLY	160999	4088C1A58665318BE83700ACEEA9E5A61F52C6A287D4118486377D8BC4C75E00	ORIGINAL_IDENTITY_RECORDED; ORIGINAL_CONTENT_NOT_PUBLICLY_EMBEDDED
T21	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803336/current_delta/DELIGNE_INDEX.md	22548	5A4F3DD7C2192548A2F264B6FA6F28C54C2040AC76DE11DD66A5BC7446B363A7	LOCAL_PROFILE_PATH_AND_ACCOUNT	1	1	1	SANITIZED_DERIVATIVE; RAW_BYTES_RETAINED_LOCAL_ONLY	22557	D3F794BAC157F86529CA56ACB50FCF334D26D8621E3B6EA64385F8AA510E3D3C	ORIGINAL_IDENTITY_RECORDED; ORIGINAL_CONTENT_NOT_PUBLICLY_EMBEDDED
T22	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/successor_control/CONTROL_D010-D026.zip!/D026_ID.md	7414	139B86ED408050D9D46A3D31E0337340C6B35649CEFA3692DE1FC2250899DFB2	LOCAL_PROFILE_PATH_AND_ACCOUNT	3	3	1	SANITIZED_DERIVATIVE; RAW_BYTES_RETAINED_LOCAL_ONLY	7441	0149288D74910EFFE66E34FA2AC23BF330E5949C15061B78C9FA0018992A6E18	ORIGINAL_IDENTITY_RECORDED; ORIGINAL_CONTENT_NOT_PUBLICLY_EMBEDDED
T23	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/successor_control/CONTROL_D010-D026.zip!/DELIGNE_CUSTODY_20260804.md	68784	F75143010AF393BDBBC8C6A1F710BB055CDF964C6F695A4E65A5138DFAFE6F6D	LOCAL_ACCOUNT_NAME_ONLY	0	10	1	SANITIZED_DERIVATIVE; RAW_BYTES_RETAINED_LOCAL_ONLY	68964	491D02A384C523439D8AA0ECF329E4BDB117B75F2574D5E9955B9970743BB344	ORIGINAL_IDENTITY_RECORDED; ORIGINAL_CONTENT_NOT_PUBLICLY_EMBEDDED
T24	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/successor_control/CONTROL_D010-D026.zip!/DELIGNE_INDEX.md	23268	D1B654F36DB15F345950142A264CA3445CF9E45062A1F2AA61C4B66AD05E81CC	LOCAL_PROFILE_PATH_AND_ACCOUNT	1	1	1	SANITIZED_DERIVATIVE; RAW_BYTES_RETAINED_LOCAL_ONLY	23277	9B508B2951CB43F70F8E83E25A0CD4997AC5FCF448BDAC2537BA9E0A1D950911	ORIGINAL_IDENTITY_RECORDED; ORIGINAL_CONTENT_NOT_PUBLICLY_EMBEDDED
T25	DELIGNE_D025_MAINTENANCE_FULL_STATE.zip!/inherited_zero_accepted/RETURNED__DELIGNE_D025_SUPERCUSPIDAL_CHARACTER_SUPPORT_S01_CUMULATIVE_FULL_STATE.zip!/salvage/30_ZERO_ACCEPTED_PRIOR_WORK_DELIGNE_D025.zip!/zenodo_record_21803753/successor_control/CONTROL_D010-D026.zip!/DELIGNE_LOG.md	169735	78610D1E0B81AB1C15B71351CDFEFF5E82E01169112457FFAFA33F6FC9C22A59	LOCAL_ACCOUNT_NAME_ONLY	0	3	1	SANITIZED_DERIVATIVE; RAW_BYTES_RETAINED_LOCAL_ONLY	169789	83C269F3EDF2C905C1CA70F79094848F0989FD049B0060EE6B2251A5FE147663	ORIGINAL_IDENTITY_RECORDED; ORIGINAL_CONTENT_NOT_PUBLICLY_EMBEDDED
