"source_file","source_row","branch_head","branch_visible_live_head_field","source_use_label","live_head","decision_id","decision","evidence","arabic_effect","next_action"
"ARABIC_7A7576C3_SIX_ROW_SOURCE_STATUS_20260706.csv","6","b4660802e7a2464b6a9c65c2429109e02e1eabdb","7a7576c317fb5d85fb986437d64c6f0218e4733a","branch-visible-review-only/generated-draft-non-canonical","7a7576c317fb5d85fb986437d64c6f0218e4733a",,,,,
"ARABIC_7A7576C3_EXACT_BLOCKERS_RECOVERY_ROWS_20260706.csv","1","b4660802e7a2464b6a9c65c2429109e02e1eabdb","7a7576c317fb5d85fb986437d64c6f0218e4733a","branch-visible-review-only/generated-draft-non-canonical","7a7576c317fb5d85fb986437d64c6f0218e4733a",,,"R3 5C87 source-use audit and 8-lane queue",,
"ARABIC_7A7576C3_EXACT_BLOCKERS_RECOVERY_ROWS_20260706.csv","2","b4660802e7a2464b6a9c65c2429109e02e1eabdb","7a7576c317fb5d85fb986437d64c6f0218e4733a","branch-visible-review-only/generated-draft-non-canonical","7a7576c317fb5d85fb986437d64c6f0218e4733a",,,"ARABIC_7A7576C3_SIX_ROW_SOURCE_STATUS_20260706.csv",,
"ARABIC_7A7576C3_EXACT_BLOCKERS_RECOVERY_ROWS_20260706.csv","3","b4660802e7a2464b6a9c65c2429109e02e1eabdb","7a7576c317fb5d85fb986437d64c6f0218e4733a","branch-visible-review-only/generated-draft-non-canonical","7a7576c317fb5d85fb986437d64c6f0218e4733a",,,"six-row rtl_formula_note fields",,
"ARABIC_7A7576C3_EXACT_BLOCKERS_RECOVERY_ROWS_20260706.csv","4","b4660802e7a2464b6a9c65c2429109e02e1eabdb","7a7576c317fb5d85fb986437d64c6f0218e4733a","branch-visible-review-only/generated-draft-non-canonical","7a7576c317fb5d85fb986437d64c6f0218e4733a",,,"parent Fable/adverse and source gate queue",,
"ARABIC_7A7576C3_EXACT_BLOCKERS_RECOVERY_ROWS_20260706.csv","5","b4660802e7a2464b6a9c65c2429109e02e1eabdb","7a7576c317fb5d85fb986437d64c6f0218e4733a","branch-visible-review-only/generated-draft-non-canonical","7a7576c317fb5d85fb986437d64c6f0218e4733a",,,"local package manifest/SHA",,
"ARABIC_7A7576C3_FABLE_ADVERSE_LEDGER_20260706.csv","1","b4660802e7a2464b6a9c65c2429109e02e1eabdb","7a7576c317fb5d85fb986437d64c6f0218e4733a","branch-visible-review-only/generated-draft-non-canonical","7a7576c317fb5d85fb986437d64c6f0218e4733a",,"use as provenance/source-use bookkeeping only",,,
"ARABIC_7A7576C3_FABLE_ADVERSE_LEDGER_20260706.csv","2","b4660802e7a2464b6a9c65c2429109e02e1eabdb","7a7576c317fb5d85fb986437d64c6f0218e4733a","branch-visible-review-only/generated-draft-non-canonical","7a7576c317fb5d85fb986437d64c6f0218e4733a",,"branch weight unchanged",,,
"ARABIC_7A7576C3_FABLE_ADVERSE_LEDGER_20260706.csv","3","b4660802e7a2464b6a9c65c2429109e02e1eabdb","7a7576c317fb5d85fb986437d64c6f0218e4733a","branch-visible-review-only/generated-draft-non-canonical","7a7576c317fb5d85fb986437d64c6f0218e4733a",,"Arabic gate remains separate",,,
"ARABIC_7A7576C3_FABLE_ADVERSE_LEDGER_20260706.csv","4","b4660802e7a2464b6a9c65c2429109e02e1eabdb","7a7576c317fb5d85fb986437d64c6f0218e4733a","branch-visible-review-only/generated-draft-non-canonical","7a7576c317fb5d85fb986437d64c6f0218e4733a",,"generated-draft/non-canonical support only",,,
