"row","status","path","category","r3_effect"
"11","A","coordination/non-slavic-core-7a7576c3-ef53-corrective-source-gate-route-20260706/NON_SLAVIC_CORE_7A7576C3_EF53_CORRECTIVE_SOURCE_GATE_ROUTE_20260706/MANIFEST.csv","coordination-non-slavic-source-gate-route","R3 context: parent source-gate routing only; do not merge lanes."
"12","A","coordination/non-slavic-core-7a7576c3-ef53-corrective-source-gate-route-20260706/NON_SLAVIC_CORE_7A7576C3_EF53_CORRECTIVE_SOURCE_GATE_ROUTE_20260706/PACKET_MANIFEST_SHA_STATUS_7A.csv","coordination-non-slavic-source-gate-route","R3 context: parent source-gate routing only; do not merge lanes."
"13","A","coordination/non-slavic-core-7a7576c3-ef53-corrective-source-gate-route-20260706/NON_SLAVIC_CORE_7A7576C3_EF53_CORRECTIVE_SOURCE_GATE_ROUTE_20260706/POST_LEDGER_STATUS_7A.json","coordination-non-slavic-source-gate-route","R3 context: parent source-gate routing only; do not merge lanes."
"14","A","coordination/non-slavic-core-7a7576c3-ef53-corrective-source-gate-route-20260706/NON_SLAVIC_CORE_7A7576C3_EF53_CORRECTIVE_SOURCE_GATE_ROUTE_20260706/README.md","coordination-non-slavic-source-gate-route","R3 context: parent source-gate routing only; do not merge lanes."
"15","A","coordination/non-slavic-core-7a7576c3-ef53-corrective-source-gate-route-20260706/NON_SLAVIC_CORE_7A7576C3_EF53_CORRECTIVE_SOURCE_GATE_ROUTE_20260706/SHA256SUMS.txt","coordination-non-slavic-source-gate-route","R3 context: parent source-gate routing only; do not merge lanes."
"16","A","coordination/non-slavic-core-7a7576c3-ef53-corrective-source-gate-route-20260706/NON_SLAVIC_CORE_7A7576C3_EF53_CORRECTIVE_SOURCE_GATE_ROUTE_20260706/SIBLING_WAKE_LEDGER_7A.csv","coordination-non-slavic-source-gate-route","R3 context: parent source-gate routing only; do not merge lanes."
"17","A","coordination/non-slavic-core-7a7576c3-ef53-corrective-source-gate-route-20260706/NON_SLAVIC_CORE_7A7576C3_EF53_CORRECTIVE_SOURCE_GATE_ROUTE_20260706/SUMMARY.json","coordination-non-slavic-source-gate-route","R3 context: parent source-gate routing only; do not merge lanes."
"18","A","coordination/non-slavic-core-d8fdb95a-7a-manifest-refresh-route-20260707/NON_SLAVIC_CORE_D8FDB95A_7A_MANIFEST_REFRESH_ROUTE_20260707/B3_HANDOFF_READY_D8FD.md","coordination-d8-manifest-refresh-route","R3 context: D8 route/manifest refresh; no target rows by itself."
"19","A","coordination/non-slavic-core-d8fdb95a-7a-manifest-refresh-route-20260707/NON_SLAVIC_CORE_D8FDB95A_7A_MANIFEST_REFRESH_ROUTE_20260707/B3_HANDOFF_SENT_D8FD.md","coordination-d8-manifest-refresh-route","R3 context: D8 route/manifest refresh; no target rows by itself."
"20","A","coordination/non-slavic-core-d8fdb95a-7a-manifest-refresh-route-20260707/NON_SLAVIC_CORE_D8FDB95A_7A_MANIFEST_REFRESH_ROUTE_20260707/BRANCH_COMMITS_EE4A_TO_D8FD.csv","coordination-d8-manifest-refresh-route","R3 context: D8 route/manifest refresh; no target rows by itself."
"21","A","coordination/non-slavic-core-d8fdb95a-7a-manifest-refresh-route-20260707/NON_SLAVIC_CORE_D8FDB95A_7A_MANIFEST_REFRESH_ROUTE_20260707/BRANCH_COMPARE_EE4A_TO_D8FD.csv","coordination-d8-manifest-refresh-route","R3 context: D8 route/manifest refresh; no target rows by itself."
"22","A","coordination/non-slavic-core-d8fdb95a-7a-manifest-refresh-route-20260707/NON_SLAVIC_CORE_D8FDB95A_7A_MANIFEST_REFRESH_ROUTE_20260707/EXACT_BLOCKERS_AND_RECOVERY_ROWS_D8FD.csv","coordination-d8-manifest-refresh-route","R3 context: D8 route/manifest refresh; no target rows by itself."
"23","A","coordination/non-slavic-core-d8fdb95a-7a-manifest-refresh-route-20260707/NON_SLAVIC_CORE_D8FDB95A_7A_MANIFEST_REFRESH_ROUTE_20260707/MANIFEST.csv","coordination-d8-manifest-refresh-route","R3 context: D8 route/manifest refresh; no target rows by itself."
"24","A","coordination/non-slavic-core-d8fdb95a-7a-manifest-refresh-route-20260707/NON_SLAVIC_CORE_D8FDB95A_7A_MANIFEST_REFRESH_ROUTE_20260707/README.md","coordination-d8-manifest-refresh-route","R3 context: D8 route/manifest refresh; no target rows by itself."
"25","A","coordination/non-slavic-core-d8fdb95a-7a-manifest-refresh-route-20260707/NON_SLAVIC_CORE_D8FDB95A_7A_MANIFEST_REFRESH_ROUTE_20260707/ROUTE_SUMMARY_D8FD.csv","coordination-d8-manifest-refresh-route","R3 context: D8 route/manifest refresh; no target rows by itself."
"26","A","coordination/non-slavic-core-d8fdb95a-7a-manifest-refresh-route-20260707/NON_SLAVIC_CORE_D8FDB95A_7A_MANIFEST_REFRESH_ROUTE_20260707/SHA256SUMS.txt","coordination-d8-manifest-refresh-route","R3 context: D8 route/manifest refresh; no target rows by itself."
"27","A","coordination/non-slavic-core-d8fdb95a-7a-manifest-refresh-route-20260707/NON_SLAVIC_CORE_D8FDB95A_7A_MANIFEST_REFRESH_ROUTE_20260707/SUMMARY.json","coordination-d8-manifest-refresh-route","R3 context: D8 route/manifest refresh; no target rows by itself."
"28","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/ACTIVE_SESSION_STATE_20260706.md","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"29","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/ARABIC_7A7576C3_EXACT_BLOCKERS_RECOVERY_ROWS_20260706.csv","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"30","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/ARABIC_7A7576C3_FABLE_ADVERSE_LEDGER_20260706.csv","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"31","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/ARABIC_7A7576C3_SIX_ROW_SOURCE_STATUS_20260706.csv","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"32","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/ARABIC_7A7576C3_SOURCE_USE_DECISIONS_20260706.csv","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"33","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/B3_HANDOFF_SUMMARY_20260706.csv","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"34","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/BRANCH_7A7576C3_COMMITS_FROM_EF53_20260706.csv","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"35","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/BRANCH_7A7576C3_DELTA_FROM_EF53_CLASSIFIED_20260706.csv","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"36","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/BRANCH_VISIBLE_7A_KEY_COPY_LEDGER_20260706.csv","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"37","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/HEARTBEAT_EXCERPT_20260706.md","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"38","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/LOGBOOK_EXCERPT_20260706.md","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"39","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/MANIFEST.csv","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"40","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/PACKAGE_VALIDATION.json","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"41","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/README.md","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"42","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/SHA256SUMS.txt","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"43","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/SIBLING_WAKE_DEDUP_NO_NEW_WAKE_20260706.csv","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"44","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/branch-visible-7a-key-files/b3-transfer/B3_POST_72F49824_5C87_R3_R6_NONSLAVIC_CORRECTIVE_BATCH_20260706_AUDIT.md","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"45","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/branch-visible-7a-key-files/b3-transfer/B3_POST_72F49824_5C87_R3_R6_NONSLAVIC_CORRECTIVE_BATCH_20260706_COMMIT_PAYLOAD_AUDIT.csv","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"46","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/branch-visible-7a-key-files/non-slavic-5c87/CHILD_PACKET_ROUTE_SUMMARY_5C87.csv","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"47","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/branch-visible-7a-key-files/non-slavic-5c87/EIGHT_LANE_SOURCE_GATE_QUEUE_5C87.csv","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"48","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/branch-visible-7a-key-files/non-slavic-5c87/EXACT_BLOCKERS_AND_RECOVERY_ROWS_5C87.csv","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"49","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/branch-visible-7a-key-files/non-slavic-5c87/FABLE_SOURCE_USE_ADVERSE_LEDGER_5C87.csv","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"50","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/branch-visible-7a-key-files/non-slavic-5c87/README.md","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"51","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/branch-visible-7a-key-files/r3-5c87-same-frontier/R3_5C87F666_BLOCKERS_AND_RECOVERY_SAME_FRONTIER.csv","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"52","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/branch-visible-7a-key-files/r3-5c87-same-frontier/R3_5C87F666_FABLE_SOURCE_USE_ADVERSE_SAME_FRONTIER_LEDGER.csv","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"53","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/branch-visible-7a-key-files/r3-5c87-same-frontier/README.md","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"54","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/branch-visible-7a-key-files/r3-5c87/R3_5C87F666_BLOCKERS_AND_RECOVERY_ROWS.csv","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"55","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/branch-visible-7a-key-files/r3-5c87/R3_5C87F666_BRANCH_VISIBLE_2B1_PACKET_HASH_CHECK.csv","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"56","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/branch-visible-7a-key-files/r3-5c87/R3_5C87F666_CARRIED_FORWARD_2B1_SOURCE_USE_GAP_ROWS.csv","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"57","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/branch-visible-7a-key-files/r3-5c87/R3_5C87F666_SOURCE_USE_FACT_CHANGE_AUDIT.csv","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"58","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/branch-visible-7a-key-files/r3-5c87/README.md","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"59","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/branch-visible-7a-key-files/r6-context-only/R6_5C87F666_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"60","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/branch-visible-7a-key-files/r6-context-only/R6_5C87F666_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"61","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/branch-visible-7a-key-files/r6-context-only/R6_5C87F666_SOURCE_USE_CONTINUATION_LEDGER.csv","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"62","A","interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706/ARABIC_RTL_7A7576C3_EF53_CORRECTION_SOURCE_USE_GATE_INTAKE_20260706/branch-visible-7a-key-files/r6-context-only/README.md","branch-visible-arabic-rtl-source-use-intake","R3 relevant: branch-visible Arabic source-use/gap intake; review-only/draft rows carry forward; no approval/source-certification."
"63","A","interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/B3_UPLOADER_READY_SUMMARY.csv","branch-visible-r3-7a-packet-publication","R3 relevant: B3 made local R3 7A packet branch-visible; validate manifest/hash and carry forward no-new-source-fact decision."
"64","A","interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/MANIFEST.csv","branch-visible-r3-7a-packet-publication","R3 relevant: B3 made local R3 7A packet branch-visible; validate manifest/hash and carry forward no-new-source-fact decision."
"65","A","interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/PACKAGE_VALIDATION.json","branch-visible-r3-7a-packet-publication","R3 relevant: B3 made local R3 7A packet branch-visible; validate manifest/hash and carry forward no-new-source-fact decision."
"66","A","interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_BLOCKERS_AND_RECOVERY_ROWS.csv","branch-visible-r3-7a-packet-publication","R3 relevant: B3 made local R3 7A packet branch-visible; validate manifest/hash and carry forward no-new-source-fact decision."
"67","A","interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_BRANCH_COMMITS_FROM_EF53.csv","branch-visible-r3-7a-packet-publication","R3 relevant: B3 made local R3 7A packet branch-visible; validate manifest/hash and carry forward no-new-source-fact decision."
"68","A","interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_BRANCH_DELTA_FROM_EF53.csv","branch-visible-r3-7a-packet-publication","R3 relevant: B3 made local R3 7A packet branch-visible; validate manifest/hash and carry forward no-new-source-fact decision."
"69","A","interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_BRANCH_VISIBLE_5C87-CURRENT_MANIFEST_ROWS.csv","branch-visible-r3-7a-packet-publication","R3 relevant: B3 made local R3 7A packet branch-visible; validate manifest/hash and carry forward no-new-source-fact decision."
"70","A","interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_BRANCH_VISIBLE_5C87-DEDUP_MANIFEST_ROWS.csv","branch-visible-r3-7a-packet-publication","R3 relevant: B3 made local R3 7A packet branch-visible; validate manifest/hash and carry forward no-new-source-fact decision."
"71","A","interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_BRANCH_VISIBLE_R3_PACKET_HASH_CHECK.csv","branch-visible-r3-7a-packet-publication","R3 relevant: B3 made local R3 7A packet branch-visible; validate manifest/hash and carry forward no-new-source-fact decision."
"72","A","interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_CARRIED_FORWARD_EF53_SOURCE_USE_GAP_ROWS.csv","branch-visible-r3-7a-packet-publication","R3 relevant: B3 made local R3 7A packet branch-visible; validate manifest/hash and carry forward no-new-source-fact decision."
