"occurrence_id","policy_id","unit_id","source_tex","source_start_line","source_end_line","printed_start","printed_end","target_file","target_line","target_column","source_form","selected_form","decision_class","rationale","status"
"FAC-EN-NOCC-98F20AB61CC6C683","FAC-EN-N0004","FAC-EN-U0002","fac_body.tex","116","162","200","201","english_source_first_workpass/source/components/002_I_1_3_construction_of_sheaves.tex","30","162","limite(s) inductive(s)","direct limit","terminology","standard English categorical terminology","active_occurrence"
"FAC-EN-NOCC-A0B759743F032CD0","FAC-EN-N0002","FAC-EN-U0002","fac_body.tex","116","162","200","201","english_source_first_workpass/source/components/002_I_1_3_construction_of_sheaves.tex","30","285","recouvrement(s); plus fin","covering","terminology","standard Cech-cohomology register and source preorder direction","active_occurrence"
"FAC-EN-NOCC-D7B40A0BE06C69D9","FAC-EN-N0002","FAC-EN-U0002","fac_body.tex","116","162","200","201","english_source_first_workpass/source/components/002_I_1_3_construction_of_sheaves.tex","35","24","recouvrement(s); plus fin","covering","terminology","standard Cech-cohomology register and source preorder direction","active_occurrence"
"FAC-EN-NOCC-0AC6CACEA5006E43","FAC-EN-N0002","FAC-EN-U0002","fac_body.tex","116","162","200","201","english_source_first_workpass/source/components/002_I_1_3_construction_of_sheaves.tex","43","98","recouvrement(s); plus fin","covering","terminology","standard Cech-cohomology register and source preorder direction","active_occurrence"
"FAC-EN-NOCC-23101219F763B7C3","FAC-EN-N0002","FAC-EN-U0003","fac_body.tex","163","179","201","202","english_source_first_workpass/source/components/003_I_1_4_gluing_of_sheaves.tex","13","80","recouvrement(s); plus fin","covering","terminology","standard Cech-cohomology register and source preorder direction","active_occurrence"
"FAC-EN-NOCC-0B69F596796D7378","FAC-EN-N0010","FAC-EN-U0003","fac_body.tex","163","179","201","202","english_source_first_workpass/source/components/003_I_1_4_gluing_of_sheaves.tex","17","720","physical bottom-page footnote text","\footnote{","layout_restoration","attaches translated note at its logical source marker","active_occurrence"
"FAC-EN-NOCC-05564EEDE7E94FD4","FAC-EN-N0008","FAC-EN-U0004","fac_body.tex","180","201","202","202","english_source_first_workpass/source/components/004_I_1_5_extension_and_restriction.tex","17","300","\\to in prose element assignment","\mapsto","semantic_typography","distinguishes element assignment from a morphism arrow","active_occurrence"
"FAC-EN-NOCC-8A6219F46FCA8D8C","FAC-EN-N0041","FAC-EN-U0004","fac_body.tex","180","201","202","202","english_source_first_workpass/source/components/004_I_1_5_extension_and_restriction.tex","24","79","prolonger par 0","extend $s$ by zero","terminology","standard sheaf-theoretic phrase for the source construction","active_occurrence"
"FAC-EN-NOCC-E429E42EACCFD44B","FAC-EN-N0010","FAC-EN-U0004","fac_body.tex","180","201","202","202","english_source_first_workpass/source/components/004_I_1_5_extension_and_restriction.tex","24","620","physical bottom-page footnote text","\footnote{","layout_restoration","attaches translated note at its logical source marker","active_occurrence"
"FAC-EN-NOCC-104C58B2D57E9910","FAC-EN-N0041","FAC-EN-U0004","fac_body.tex","180","201","202","202","english_source_first_workpass/source/components/004_I_1_5_extension_and_restriction.tex","26","60","prolonger par 0","extending the sheaf $\mathfrak{G}$ by zero","terminology","standard sheaf-theoretic phrase for the source construction","active_occurrence"
"FAC-EN-NOCC-5FCB6A46D1A6ED43","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","8","208","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-FCEBD3BD7A365DC6","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","10","19","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-032B247370C79D72","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","10","62","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-58DC083B7CCB0FDF","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","10","103","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-77E665586D33BCB7","FAC-EN-N0008","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","10","175","\\to in prose element assignment","\mapsto","semantic_typography","distinguishes element assignment from a morphism arrow","active_occurrence"
"FAC-EN-NOCC-82A15268BCB74DA1","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","10","213","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-C4AF8D2707BE900E","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","10","225","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-E4EFCE051B80B9B4","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","10","242","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-7780A714579DD466","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","10","319","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-615E9ED307516BFC","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","12","5","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-24D930E0635722AC","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","12","89","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-04640ECF6EBDC99E","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","12","147","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-82DCA04E1C9853B0","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","12","171","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-195E3B07B7748C2C","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","12","261","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-B12BF15B8465EE64","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","12","324","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-66265C99ED8BAEB5","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","12","340","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-20E6E5D521FB95A1","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","12","430","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-ADDC2C81905F2393","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","12","467","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-2AFAF3D96B4B3D73","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","14","6","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-BF2BDA340BA6A7E9","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","14","49","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-9C47787D663C6D6A","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","14","92","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-5A06748275F8CA09","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","14","123","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-1FC973BBA42B8757","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","14","181","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-15CE650CD7E9B4F3","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","14","294","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-B30A1BE003A2ADC6","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","14","306","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-4B38950DF51654E7","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","14","337","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-80075255B585F513","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","14","354","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-0380FAFADCBF4D3F","FAC-EN-N0008","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","14","441","\\to in prose element assignment","\mapsto","semantic_typography","distinguishes element assignment from a morphism arrow","active_occurrence"
"FAC-EN-NOCC-245673FD865D1027","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","14","479","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-7602DF19AF9AF14A","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","14","491","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-1A32FC4963A1CA25","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","14","508","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-EFC07EC4FE022B41","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","16","5","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-366D09176DEE64C5","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","16","33","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-0664C95ED88CDAD3","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","16","70","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-06D03081181BD7D9","FAC-EN-N0006","FAC-EN-U0005","fac_body.tex","202","218","202","203","english_source_first_workpass/source/components/005_I_1_6_sheaves_of_rings_and_modules.tex","16","118","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
