unit_id,source_tex,source_start_line,source_end_line,authority_physical_start,authority_physical_end,printed_start,printed_end,target_tex,status,next_cursor
FAC-EN-U0023,fac_body.tex,817,871,22,23,217,218,"english_source_first_workpass/source/components/023_I_3_25_exact_sequence_paracompact_case.tex",built_and_visually_checked,"fac_body.tex line 873; printed 218; no. 26 Cohomologie d'un sous-espace ferme"
FAC-EN-U0024,fac_body.tex,873,892,23,24,218,219,"english_source_first_workpass/source/components/024_I_3_26_cohomology_of_closed_subspace.tex",built_and_visually_checked,"fac_body.tex line 895; printed 219; Section 4 Comparaison des groupes de cohomologie de recouvrements differents"
FAC-EN-U0025,fac_body.tex,895,935,24,25,219,220,"english_source_first_workpass/source/components/025_I_4_27_double_complexes.tex",built_and_visually_checked,"fac_body.tex line 938; printed 220; no. 28 Complexe double defini par deux recouvrements"
FAC-EN-U0026,fac_body.tex,938,1015,25,26,220,221,"english_source_first_workpass/source/components/026_I_4_28_double_complex_from_two_coverings.tex",built_and_visually_checked,"fac_body.tex line 1017; printed 221; no. 29 Applications"
FAC-EN-U0027,fac_body.tex,1017,1102,26,27,221,222,"english_source_first_workpass/source/components/027_I_4_29_applications.tex",built_and_visually_checked,"fac_body.tex line 1104; printed 222; Chapter II heading"
FAC-EN-U0028,fac_body.tex,1104,1150,27,29,222,224,"english_source_first_workpass/source/components/028_II_1_30_spaces_condition_A.tex",built_and_visually_checked,"fac_body.tex line 1152; printed 224; no. 31 Sous-ensembles localement fermes de l'espace affine"
FAC-EN-U0029,fac_body.tex,1152,1178,29,30,224,225,"english_source_first_workpass/source/components/029_II_1_31_locally_closed_affine_subsets.tex",built_and_visually_checked,"fac_body.tex line 1180; printed 225; no. 32 Applications regulieres"
FAC-EN-U0030,fac_body.tex,1180,1192,30,30,225,225,"english_source_first_workpass/source/components/030_II_1_32_regular_maps.tex",built_and_visually_checked,"fac_body.tex line 1194; printed 225; no. 33 Produits"
FAC-EN-U0031,fac_body.tex,1194,1210,30,31,225,226,"english_source_first_workpass/source/components/031_II_1_33_products.tex",built_and_visually_checked,"fac_body.tex line 1213; printed 226; no. 34 Definition de la structure de variete algebrique"
FAC-EN-U0032,fac_body.tex,1213,1265,31,33,226,228,"english_source_first_workpass/source/components/032_II_1_34_algebraic_variety_structure.tex",built_and_visually_checked,"fac_body.tex line 1268; printed 228; no. 35 Applications regulieres structures induites produits"
FAC-EN-U0033,fac_body.tex,1268,1284,33,33,228,228,"english_source_first_workpass/source/components/033_II_1_35_regular_maps_induced_structures_products.tex",built_and_visually_checked,"fac_body.tex line 1287; printed 228; no. 36 Corps des fonctions rationnelles sur une variete irreductible"
FAC-EN-U0034,fac_body.tex,1287,1318,33,35,228,230,"english_source_first_workpass/source/components/034_II_1_36_rational_function_field.tex",built_and_visually_checked,"fac_body.tex line 1321; printed 230; Chapter II section 2; no. 37 Le faisceau des anneaux locaux d'une variete algebrique"
FAC-EN-U0035,fac_body.tex,1321,1343,35,36,230,231,"english_source_first_workpass/source/components/035_II_2_37_sheaf_of_local_rings.tex",built_and_visually_checked,"fac_body.tex line 1345; printed 231; no. 38 Faisceaux algebriques coherents"
FAC-EN-U0036,fac_body.tex,1345,1351,36,36,231,231,"english_source_first_workpass/source/components/036_II_2_38_coherent_algebraic_sheaves.tex",built_and_visually_checked,"fac_body.tex line 1353; printed 231; no. 39 Faisceau d'ideaux defini par une sous-variete fermee"
FAC-EN-U0037,fac_body.tex,1353,1375,36,37,231,232,"english_source_first_workpass/source/components/037_II_2_39_ideal_sheaf_closed_subvariety.tex",built_and_visually_checked,"fac_body.tex line 1377; printed 232; no. 40 Faisceaux d'ideaux fractionnaires"
FAC-EN-U0038,fac_body.tex,1377,1383,37,38,232,233,"english_source_first_workpass/source/components/038_II_2_40_sheaves_of_fractional_ideals.tex",built_and_visually_checked,"fac_body.tex line 1386; printed 233; no. 41 Faisceau associe a un espace fibre a fibre vectorielle"
FAC-EN-U0039,fac_body.tex,1386,1410,38,38,233,233,"english_source_first_workpass/source/components/039_II_2_41_sheaf_associated_fiber_space.tex",built_and_visually_checked,"fac_body.tex line 1401; printed 233; Chapter II section 3; no. 42 Varietes affines"
FAC-EN-U0040,fac_body.tex,1401,1441,38,39,233,234,"english_source_first_workpass/source/components/040_II_3_42_affine_varieties.tex",built_and_visually_checked,"fac_body.tex line 1444; printed 234; no. 43 Quelques proprietes preliminaires des varietes irreductibles"
FAC-EN-U0041,fac_body.tex,1444,1486,39,41,234,236,"english_source_first_workpass/source/components/041_II_3_43_preliminary_irreducible_varieties.tex",built_and_visually_checked,"fac_body.tex line 1489; printed 236; no. 44 Nullite de certains groupes de cohomologie"
