archive_path,source_basename,bytes,sha256,width_px,height_px,color_mode,embedded_dpi_x,embedded_dpi_y,modified_utc,category,public_disposition,parent_pdf_index_0based,parent_pdf_page_1based,printed_page,expose,linked_tex_object,linked_audit_entry,generator_script_basename,generator_source_sha256,generator_timestamp,generator_tool_class,generator_candidate_count,bbox_coordinate_system,bbox_fx0,bbox_fy0,bbox_fx1,bbox_fy1,render_dpi,processing_profile,description,session_read_count,first_read_timestamp,last_read_timestamp,replay_disposition,qa_disposition,parent_scan_sha256
images/targeted_ultradetail/zoom399_dequi_end.png,zoom399_dequi_end.png,155462,F3C25843C2CC439629F4FF39D8F382DF6A30B513A5ED19D403D4D5873769F08D,29780,4194,L,,,2026-07-24T05:16:42.967083+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,399,400,386,VI,sga6_fr_workpass.tex,1151,zoom399dequi.py,9077F3D08557C6ACAD4A454F7894A168EB54E4BAA0F755AF6D60A832E7DC1FB1,2026-07-24T05:16:23.827Z,Write,1,fraction_of_parent_page,0.55,0.475,0.99,0.515,11000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"the tail ""...L' ~ L'', de"" end of line + next line head ""qui permet de supposer L'""",1,2026-07-24T05:17:01.154Z,2026-07-24T05:17:01.154Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom400_recouv.png,zoom400_recouv.png,124996,47FA28D6A67920DC7AF961D6D3A77CDAF5225A1D52E7352865926E26E28C9248,25043,3984,L,,,2026-07-24T05:24:23.634832+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,400,401,387,VI,sga6_fr_workpass.tex,1152,zoom400comma.py,420FCF31925FE31C8B405C241B220D9EE1A1AB6BB0BE28EE092AFA7C6CB2E300,2026-07-24T05:24:06.304Z,Write,1,fraction_of_parent_page,0.03,0.75,0.4,0.788,11000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"""recouvrement, M' soit"" — first line of band-d region (~fy 0.755-0.785)",1,2026-07-24T05:24:28.931Z,2026-07-24T05:24:28.931Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom403_drap.png,zoom403_drap.png,126925,4BED79269363CB7096E814E3B05FA1333C0DAC146B955E6AEEE89E893B326C46,35072,2860,L,,,2026-07-24T05:45:01.119303+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,403,404,390,VI,sga6_fr_workpass.tex,1155,zoom403comma.py,0467EA656D7588FDE33F96E7D4F4E2231333949A97ABCF34FE50D8954D2C0FFD,2026-07-24T05:44:44.345Z,Write,1,fraction_of_parent_page,0.03,0.562,0.6,0.592,10000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"""schemas de drapeaux que X peut"" — line 2 (~fy 0.560-0.592)",1,2026-07-24T05:45:06.892Z,2026-07-24T05:45:06.892Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom403_immed.png,zoom403_immed.png,156509,8744A3D4401F94100EE52E3DCFBF5A6A6FCBDF4A28E92EA04AFB0D52C819C7F5,41224,3051,L,,,2026-07-24T05:44:58.212181+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,403,404,390,VI,sga6_fr_workpass.tex,1155,zoom403comma.py,0467EA656D7588FDE33F96E7D4F4E2231333949A97ABCF34FE50D8954D2C0FFD,2026-07-24T05:44:44.345Z,Write,1,fraction_of_parent_page,0.05,0.535,0.72,0.567,10000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"""On verifie immediatement en utilisant"" — line 1 of band-c (~fy 0.535-0.565)",1,2026-07-24T05:45:06.166Z,2026-07-24T05:45:06.166Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom405_t33b.png,zoom405_t33b.png,119836,673AA4A50D8E8095FB3D95B19F222B607DB229629BBA3A01BC325F69913ACC65,26396,3880,L,,,2026-07-24T06:01:05.055715+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,405,406,392,VI,sga6_fr_workpass.tex,1157,zoom405label.py,5B7246AEDEBD09D6F69F4F20D64B4D8750974414BC60AEFC54928648DC64F981,2026-07-24T06:00:54.310Z,Write,1,fraction_of_parent_page,0.03,0.405,0.42,0.442,11000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"""Theoreme 3.3 Soit (T,A)"" label — band-b area, page fy ~0.42",1,2026-07-24T06:01:10.127Z,2026-07-24T06:01:10.127Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom405_t33label.png,zoom405_t33label.png,128227,34642D5C6C2EC32143893F267D1E814D94180744C1A94986031AE20C3CCB7409,28427,3775,L,,,2026-07-24T06:00:27.097281+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,405,406,392,VI,sga6_fr_workpass.tex,1157,zoom405label.py,002A764CE9E15CFA6D21AF530C60F1ED62C76430C4C6E3442CBAF8EC18C1F5A0,2026-07-24T06:00:06.012Z,Write,1,fraction_of_parent_page,0.03,0.552,0.45,0.588,11000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"""Theoreme 3.3 Soit (T,A)"" — band-b, the Theoreme-3.3 label line (~fy 0.555-0.585)",1,2026-07-24T06:00:32.676Z,2026-07-24T06:00:32.676Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom408_relcolon.png,zoom408_relcolon.png,175223,1E3944DC528B0C52E1FB7A27148944C91F6F84C08CFE263C54FE4B8044DC8675,39871,3432,L,,,2026-07-24T06:22:07.510364+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,408,409,395,VI,sga6_fr_workpass.tex,1160,zoom408colon.py,BCF693ADB60615AE225618772682B1DD963F3CCCF3AB1EDCE91345B5C2D156B5,2026-07-24T06:21:49.403Z,Write,1,fraction_of_parent_page,0.03,0.7,0.75,0.74,9000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"""...deduites de la relation :"" or ""::"" — the line just above the Sum=Prod display try a band around fy 0.70-0.74, full-ish width to locate ""relation"" + colon(s)",1,2026-07-24T06:22:13.465Z,2026-07-24T06:22:13.465Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom408_relcolon2.png,zoom408_relcolon2.png,150405,C13D98F1ACAD0DE1D22850685958E1E114FD262BF0982E30533066F54D1491B2,38209,3089,L,,,2026-07-24T06:22:53.049508+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,408,409,395,VI,sga6_fr_workpass.tex,1160,zoom408colon.py,81CF1BF0E31AC96BDC61ED96AE5F19BC19E6F0E59FEB346190CC4F5944786154,2026-07-24T06:22:38.892Z,Write,1,fraction_of_parent_page,0.03,0.722,0.72,0.758,9000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"""n relations isobares deduites de la relation :"" — line at ~fy 0.725-0.755",1,2026-07-24T06:22:59.203Z,2026-07-24T06:22:59.203Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom413_isom.png,zoom413_isom.png,125035,A9063612B0EE545D7EF5DBD01188C75F4327D3C31A15A57B1E17B19A54282845,28427,3670,L,,,2026-07-24T06:57:13.382740+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,413,414,400,VI,sga6_fr_workpass.tex,1165,zoom413isom.py,5BA3B30F4A4578CA1476B3B0097EF6C42D1908581E3C9AEDF0E820D12F69A228,2026-07-24T06:56:58.337Z,Write,1,fraction_of_parent_page,0.03,0.393,0.45,0.428,11000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"""de 4.9, on a un isomorphisme. :"" — band-b line ~fy 0.40",1,2026-07-24T06:57:20.638Z,2026-07-24T06:57:20.638Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom415_ie2.png,zoom415_ie2.png,98673,25FDF2B0AD7B16CBC86C756058EB93EBFEA761091EB84A7D7CC41E34DF75C250,16244,4718,L,,,2026-07-24T07:16:53.097453+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,415,416,402,VI,sga6_fr_workpass.tex,1167,zoom415ie.py,2D422BFC71ED3E648615A02B05B0D5DD9780EE0A17BA4BB95C2F9F53B772D516,2026-07-24T07:16:37.109Z,Write,1,fraction_of_parent_page,0.66,0.243,0.9,0.288,11000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"tight on the SECOND ""i.e.."" near right end",1,2026-07-24T07:16:57.185Z,2026-07-24T07:16:57.185Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom415_ie2b.png,zoom415_ie2b.png,121379,998B74A7FB3EC2A003E2EB99DCCA38A57532E63F33CADC450A1F26DAFBF6C360,27073,3460,L,,,2026-07-24T07:17:39.132149+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,415,416,402,VI,sga6_fr_workpass.tex,1167,zoom415ie.py,0F5C361FEDD148338093A5741A4E85CE4961C4F59E4A87C0F0618B0F6898903F,2026-07-24T07:17:28.964Z,Write,1,fraction_of_parent_page,0.55,0.212,0.95,0.245,11000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"display line: right half ""mod. Fil^2 K'(X) i.e.. x̄'=-x̄""",1,2026-07-24T07:17:42.153Z,2026-07-24T07:17:42.153Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom418_exp.png,zoom418_exp.png,107295,DEFAD1F4A4BE823A926688277BC5C327008CC8E961EF237AAEF5352168E3ECBF,23381,3813,L,,,2026-07-24T07:40:07.115669+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,418,419,405,VI,sga6_fr_workpass.tex,1170,zoom418exp.py,19ECB8BF6FD67B60CFFC533CD52468D7B1352386B658C3551418DA6D9F5F79B8,2026-07-24T07:39:57.545Z,Write,1,fraction_of_parent_page,0.22,0.13,0.6,0.17,10000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"""(comparer [2], Exp 4)."" line ~ fy 0.135-0.165",1,2026-07-24T07:40:10.720Z,2026-07-24T07:40:10.720Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom424_ssi.png,zoom424_ssi.png,138838,10255E7F4FA30C1323FBF307304AC4A5629C71E3C4369A47DD31B952F05F2FDE,38209,2745,L,,,2026-07-24T08:28:26.183982+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,424,425,411,VI,sga6_fr_workpass.tex,1176,zoom424ssi.py,DBA375901FED93E38F07F2985D52E55392D7ABCE6E60A165DCB8FFDCF09CBAA0,2026-07-24T08:28:14.213Z,Write,1,fraction_of_parent_page,0.03,0.213,0.72,0.245,9000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"""tient à K'(X)_i si et seulement si pour tout fermé Y de X"" line ~ fy 0.213-0.243",1,2026-07-24T08:28:30.938Z,2026-07-24T08:28:30.938Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom429_bord.png,zoom429_bord.png,131253,16503C99EA1D9DDD92E92C577DD26DE45644D3534F3D63DFE8344B7E3D00BC1A,29350,3432,L,,,2026-07-24T09:11:27.170745+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,429,430,416,VII,sga6_fr_workpass.tex,1181,zoom429est2.py,9DE77D547F052A846719170A518728572DBD74C1FB686D8C028A3DE861E27F76,2026-07-24T09:11:22.261Z,Bash,1,fraction_of_parent_page,0.45,0.452,0.98,0.492,9000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"the ""...algebre exterieure L(E), et l'operateur bord [est]"" line, right half",1,2026-07-24T09:11:31.790Z,2026-07-24T09:11:31.790Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom429_est.png,zoom429_est.png,197593,78CE1521F3FFD0CBDAE3EDE656801E49CB209F7B546AE08C4B12AA07005C6628,45408,3432,L,,,2026-07-24T09:10:40.875879+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,429,430,416,VII,sga6_fr_workpass.tex,1181,zoom429est.py,2F5BDABCFEA6E5A13E7B4B060E120D4A38BA2CF9169D9F75FC6750DB9526006F,2026-07-24T09:10:35.025Z,Bash,1,fraction_of_parent_page,0.03,0.485,0.85,0.525,9000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"""et l'operateur bord [est] la multiplication interieure par u"" line ~ fy 0.49-0.525",1,2026-07-24T09:11:00.058Z,2026-07-24T09:11:00.058Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom430_assoc.png,zoom430_assoc.png,137775,99BA3F4579834C8A5FC1E7AF3960DA12AF14B4930A142FA773F1C4329D8F7AE7,32118,3432,L,,,2026-07-24T09:20:13.456861+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,430,431,417,VII,sga6_fr_workpass.tex,1182,zoom430assoc.py,B9B9EA7B5EDB779F15BDA1BCC78596FAEC31214A00BAC31FE3D6E9210F28CC13,2026-07-24T09:20:08.549Z,Bash,1,fraction_of_parent_page,0.4,0.325,0.98,0.365,9000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"""des Tor associe(e) a la suite"" line ~ fy 0.325-0.362 (2nd line of crop b)",1,2026-07-24T09:20:35.882Z,2026-07-24T09:20:35.882Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom431_a0.png,zoom431_a0.png,154553,4CF299565193491CD6A924EF03F4BBA591B75F265E3E45F86FA31B270FBDF03D,30457,3861,L,,,2026-07-24T09:30:18.580806+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,431,432,418,VII,sga6_fr_workpass.tex,1183,zoom431a0.py,3D066B31C62718A2D62A31C1D1215D473C89EB80F0E05B8DA3D09BE0A9B00296,2026-07-24T09:30:13.525Z,Bash,1,fraction_of_parent_page,0.2,0.095,0.75,0.14,9000,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"""notons u_0 : E_0 = (A_0)^d --> A_0"" line ~ fy 0.095-0.135 (top line of crop a)",1,2026-07-24T09:30:48.775Z,2026-07-24T09:30:48.775Z,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
