structural_id,unit_id,structure_type,language,script,source_role,target_path,start_line,end_line,parent_id,order_index,type_ordinal,paired_script_id,pairing_state,labels,references,unresolved_references,file_sha256,span_sha256,completion_state,review_state,publication_state,boundary_confidence,boundary_basis,continuation_cursor
SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0006,SLISV-UNIT-57A2B4C8246B,closed_prose_unit,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,74,83,SLISV-STR-57A2B4C8246B-PART-0001,10,6,SLISV-STR-FDB6D361982F-CLOSED_PROSE_UNIT-0006,paired_by_logical_type_ordinal,,,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,F30F7DAB175DBDCB8610608859598B95778314556EFAD1E65CDE7E17A458937E,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-57A2B4C8246B-EQUATION_DISPLAY-0002
SLISV-STR-57A2B4C8246B-EQUATION_DISPLAY-0002,SLISV-UNIT-57A2B4C8246B,equation_display,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,80,82,SLISV-STR-57A2B4C8246B-PART-0001,11,2,SLISV-STR-FDB6D361982F-EQUATION_DISPLAY-0002,paired_by_logical_type_ordinal,,,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,6D02D48671FAE918B1D60893A6CB3A6B5B7AFA11D63CDA4A39583A2C169E3E78,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX \[ ... \] display,SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0007
SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0007,SLISV-UNIT-57A2B4C8246B,closed_prose_unit,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,85,98,SLISV-STR-57A2B4C8246B-PART-0001,12,7,SLISV-STR-FDB6D361982F-CLOSED_PROSE_UNIT-0007,paired_by_logical_type_ordinal,,,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,3FF4139167894FD813D7C530C9DC2797E169BB50F05969E37BA3AD83940E01AB,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0008
SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0008,SLISV-UNIT-57A2B4C8246B,closed_prose_unit,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,100,103,SLISV-STR-57A2B4C8246B-PART-0001,13,8,SLISV-STR-FDB6D361982F-CLOSED_PROSE_UNIT-0008,paired_by_logical_type_ordinal,,,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,BF8B807D9D3DECABE58537988706F570AFBC98E8DD50506FC2FF00E96E9A4008,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0009
SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0009,SLISV-UNIT-57A2B4C8246B,closed_prose_unit,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,105,110,SLISV-STR-57A2B4C8246B-PART-0001,14,9,SLISV-STR-FDB6D361982F-CLOSED_PROSE_UNIT-0009,paired_by_logical_type_ordinal,,,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,C7FA5BB64597B8D530A711BDA481668A06F8287D60BCA449E24F316E81C9D4A4,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0010
SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0010,SLISV-UNIT-57A2B4C8246B,closed_prose_unit,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,112,114,SLISV-STR-57A2B4C8246B-PART-0001,15,10,SLISV-STR-FDB6D361982F-CLOSED_PROSE_UNIT-0010,paired_by_logical_type_ordinal,,,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,E26426C6C7C281A26326A32CDF674405C1B0C982A308B145667D1C4A164B0A01,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0011
SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0011,SLISV-UNIT-57A2B4C8246B,closed_prose_unit,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,116,120,SLISV-STR-57A2B4C8246B-PART-0001,16,11,SLISV-STR-FDB6D361982F-CLOSED_PROSE_UNIT-0011,paired_by_logical_type_ordinal,,,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,93A237EA1FA9C9BC62DBCB9B3AD4417C17CDE196AE7C95027624288D968E4DDB,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0012
SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0012,SLISV-UNIT-57A2B4C8246B,closed_prose_unit,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,122,123,SLISV-STR-57A2B4C8246B-PART-0001,17,12,SLISV-STR-FDB6D361982F-CLOSED_PROSE_UNIT-0012,paired_by_logical_type_ordinal,,,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,7874CD8F060C97A8E3EADFC1C0649E5B6B8669F259E568471D5451D51DBACDB7,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0013
SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0013,SLISV-UNIT-57A2B4C8246B,closed_prose_unit,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,125,126,SLISV-STR-57A2B4C8246B-PART-0001,18,13,SLISV-STR-FDB6D361982F-CLOSED_PROSE_UNIT-0013,paired_by_logical_type_ordinal,,,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,D1CA08D80F20E5046F3650AFD85831494754A033BD2DDC826D63EF823792B585,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0014
SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0014,SLISV-UNIT-57A2B4C8246B,closed_prose_unit,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,128,130,SLISV-STR-57A2B4C8246B-PART-0001,19,14,SLISV-STR-FDB6D361982F-CLOSED_PROSE_UNIT-0014,paired_by_logical_type_ordinal,,,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,A8877296FF978E0827CCF8A3FE5DC7042E9B3C84A2C70605B3AF55BB6DF4036D,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0015
SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0015,SLISV-UNIT-57A2B4C8246B,closed_prose_unit,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,132,133,SLISV-STR-57A2B4C8246B-PART-0001,20,15,SLISV-STR-FDB6D361982F-CLOSED_PROSE_UNIT-0015,paired_by_logical_type_ordinal,,,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,13A73CEB2346AB704C64D7D2EADD32DDB611EC86BC9F64F7711013EE8EB64901,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0016
SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0016,SLISV-UNIT-57A2B4C8246B,closed_prose_unit,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,135,144,SLISV-STR-57A2B4C8246B-PART-0001,21,16,SLISV-STR-FDB6D361982F-CLOSED_PROSE_UNIT-0016,paired_by_logical_type_ordinal,,,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,95C7A3E7BB623B45978A7BEF364B459205893309C596268D4D852CD98B7E1E3A,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0017
SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0017,SLISV-UNIT-57A2B4C8246B,closed_prose_unit,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,146,147,SLISV-STR-57A2B4C8246B-PART-0001,22,17,SLISV-STR-FDB6D361982F-CLOSED_PROSE_UNIT-0017,paired_by_logical_type_ordinal,,,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,364A587861A1964448E55EAEA9F68A769CBD8D2714A69BD1E149C2A012E545FA,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-57A2B4C8246B-SECTION-0001
SLISV-STR-57A2B4C8246B-SECTION-0001,SLISV-UNIT-57A2B4C8246B,section,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,147,317,SLISV-STR-57A2B4C8246B-PART-0001,23,1,SLISV-STR-FDB6D361982F-SECTION-0001,paired_by_logical_type_ordinal,eq:kap-1|eq:kap-2|eq:kap-3|satz:kap-II,eq:kap-1|eq:kap-3|satz:kap-II,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,E284BF9535865141BF239588B141D9EBA4412051BD3F8ED8C9972D84C64CDCE8,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX section command; extent to next same/higher heading,SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0018
SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0018,SLISV-UNIT-57A2B4C8246B,closed_prose_unit,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,149,154,SLISV-STR-57A2B4C8246B-SECTION-0001,24,18,SLISV-STR-FDB6D361982F-CLOSED_PROSE_UNIT-0018,paired_by_logical_type_ordinal,,,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,1507D215086AAB5920CA4F705E661544ECB03C67BBBC0DA2CEB521D64740DF63,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0019
SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0019,SLISV-UNIT-57A2B4C8246B,closed_prose_unit,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,156,168,SLISV-STR-57A2B4C8246B-THEOREM-0003,25,19,SLISV-STR-FDB6D361982F-CLOSED_PROSE_UNIT-0019,paired_by_logical_type_ordinal,satz:kap-II,,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,3809092D1F8C03CAB8D11D2F68E27E38217CDBA3F3C913FD2684C40B612CCDD5,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-57A2B4C8246B-THEOREM-0003
SLISV-STR-57A2B4C8246B-THEOREM-0003,SLISV-UNIT-57A2B4C8246B,theorem,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,156,168,SLISV-STR-57A2B4C8246B-SECTION-0001,26,3,SLISV-STR-FDB6D361982F-THEOREM-0003,paired_by_logical_type_ordinal,satz:kap-II,,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,3809092D1F8C03CAB8D11D2F68E27E38217CDBA3F3C913FD2684C40B612CCDD5,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX environment satz,SLISV-STR-57A2B4C8246B-EQUATION_DISPLAY-0003
SLISV-STR-57A2B4C8246B-EQUATION_DISPLAY-0003,SLISV-UNIT-57A2B4C8246B,equation_display,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,159,161,SLISV-STR-57A2B4C8246B-THEOREM-0003,27,3,SLISV-STR-FDB6D361982F-EQUATION_DISPLAY-0003,paired_by_logical_type_ordinal,,,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,CD0F9CC5EE61B1148E38375A4886E48970E38358589F0228F4AC73D32937A34B,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX \[ ... \] display,SLISV-STR-57A2B4C8246B-EQUATION_DISPLAY-0004
SLISV-STR-57A2B4C8246B-EQUATION_DISPLAY-0004,SLISV-UNIT-57A2B4C8246B,equation_display,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,163,165,SLISV-STR-57A2B4C8246B-THEOREM-0003,28,4,SLISV-STR-FDB6D361982F-EQUATION_DISPLAY-0004,paired_by_logical_type_ordinal,,,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,9087B9AACA1E6A138773A1F5A0401BA219120B63891874D4D3097747B3AA0A92,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX \[ ... \] display,SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0020
SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0020,SLISV-UNIT-57A2B4C8246B,closed_prose_unit,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,170,192,SLISV-STR-57A2B4C8246B-SECTION-0001,29,20,SLISV-STR-FDB6D361982F-CLOSED_PROSE_UNIT-0020,paired_by_logical_type_ordinal,eq:kap-1,,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,5AAE4C83454BFBCE0BE27F013A7F2B8D810E5D9D6A06FD42581DDC956EA7B708,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-57A2B4C8246B-EQUATION_DISPLAY-0005
SLISV-STR-57A2B4C8246B-EQUATION_DISPLAY-0005,SLISV-UNIT-57A2B4C8246B,equation_display,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,179,187,SLISV-STR-57A2B4C8246B-SECTION-0001,30,5,SLISV-STR-FDB6D361982F-EQUATION_DISPLAY-0005,paired_by_logical_type_ordinal,eq:kap-1,,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,E94DBD34A4A9489381ED88A411780041F6476296E0D8FE4959796656CED4CCBD,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX environment equation,SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0021
SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0021,SLISV-UNIT-57A2B4C8246B,closed_prose_unit,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,194,197,SLISV-STR-57A2B4C8246B-SECTION-0001,31,21,SLISV-STR-FDB6D361982F-CLOSED_PROSE_UNIT-0021,paired_by_logical_type_ordinal,,,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,71BC812B5676E24B0B5181C6F7439AAF2EB3A7804DC9CE4FB6D251C745AA7434,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0022
SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0022,SLISV-UNIT-57A2B4C8246B,closed_prose_unit,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,199,202,SLISV-STR-57A2B4C8246B-SECTION-0001,32,22,SLISV-STR-FDB6D361982F-CLOSED_PROSE_UNIT-0022,paired_by_logical_type_ordinal,,eq:kap-1,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,0E0500DEB8BED034A00519BA394B6CB818B03C680F8E8B67425B833D33AE3F8B,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0023
SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0023,SLISV-UNIT-57A2B4C8246B,closed_prose_unit,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,204,210,SLISV-STR-57A2B4C8246B-SECTION-0001,33,23,SLISV-STR-FDB6D361982F-CLOSED_PROSE_UNIT-0023,paired_by_logical_type_ordinal,,eq:kap-1,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,F9796006FEF46245C3C5B9684D179FBCAFF8529A8DEA2E6AAD5AAD848FD20766,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0024
SLISV-STR-57A2B4C8246B-CLOSED_PROSE_UNIT-0024,SLISV-UNIT-57A2B4C8246B,closed_prose_unit,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,212,224,SLISV-STR-57A2B4C8246B-SECTION-0001,34,24,SLISV-STR-FDB6D361982F-CLOSED_PROSE_UNIT-0024,paired_by_logical_type_ordinal,eq:kap-2,,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,8C0C66FCB10E631BF010999F09EC6A046A6E05AE027EBB2A6FC27C69A7C6F49E,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-57A2B4C8246B-EQUATION_DISPLAY-0006
SLISV-STR-57A2B4C8246B-EQUATION_DISPLAY-0006,SLISV-UNIT-57A2B4C8246B,equation_display,isv-Latn,Latin,editable_authority,private-source/Noether_Post45_SourceFidelity_Interslavic_v001.tex,214,216,SLISV-STR-57A2B4C8246B-SECTION-0001,35,6,SLISV-STR-FDB6D361982F-EQUATION_DISPLAY-0006,paired_by_logical_type_ordinal,,,,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,1D3519EACC5FDA32634CEAEDC0967B1640D739DED8D4DDD46B2057FA71A7C715,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX \[ ... \] display,SLISV-STR-57A2B4C8246B-EQUATION_DISPLAY-0007
