row_id,language_lane,english_concept,target_rendering,witness_id,exact_term_hits_recorded,hit_cap_note,source_use_decision,next_action,non_claim_boundary,requested_frontier,previous_cjk_frontier,observed_checkout_head,current_frontier_effect
term-zh-hans-0019,simplified_chinese,automorphism,自同构,zh-Hans-src-001,10,capped at 10 line fingerprints per row/witness,has exact native-source TeX line fingerprint(s); usable for source-context/manual review only,review exact source line/context in local ZIP and compare PDF before any reviewer packet use,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0023,simplified_chinese,semisimple,半单,zh-Hans-src-001,8,all discovered line fingerprints recorded for row/witness in scanned TeX cache,has exact native-source TeX line fingerprint(s); usable for source-context/manual review only,review exact source line/context in local ZIP and compare PDF before any reviewer packet use,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0025,simplified_chinese,character,特征标,zh-Hans-src-001,1,all discovered line fingerprints recorded for row/witness in scanned TeX cache,has exact native-source TeX line fingerprint(s); usable for source-context/manual review only,review exact source line/context in local ZIP and compare PDF before any reviewer packet use,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0028,simplified_chinese,representation theory,表示论,zh-Hans-src-001,2,all discovered line fingerprints recorded for row/witness in scanned TeX cache,has exact native-source TeX line fingerprint(s); usable for source-context/manual review only,review exact source line/context in local ZIP and compare PDF before any reviewer packet use,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0029,simplified_chinese,principal ideal,主理想,zh-Hans-src-001,10,capped at 10 line fingerprints per row/witness,has exact native-source TeX line fingerprint(s); usable for source-context/manual review only,review exact source line/context in local ZIP and compare PDF before any reviewer packet use,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0030,simplified_chinese,commutative ring,交换环,zh-Hans-src-001,10,capped at 10 line fingerprints per row/witness,has exact native-source TeX line fingerprint(s); usable for source-context/manual review only,review exact source line/context in local ZIP and compare PDF before any reviewer packet use,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0031,simplified_chinese,quotient ring,商环,zh-Hans-src-001,6,all discovered line fingerprints recorded for row/witness in scanned TeX cache,has exact native-source TeX line fingerprint(s); usable for source-context/manual review only,review exact source line/context in local ZIP and compare PDF before any reviewer packet use,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0032,simplified_chinese,maximal ideal,极大理想,zh-Hans-src-001,10,capped at 10 line fingerprints per row/witness,has exact native-source TeX line fingerprint(s); usable for source-context/manual review only,review exact source line/context in local ZIP and compare PDF before any reviewer packet use,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0034,simplified_chinese,prime ideal,素理想,zh-Hans-src-001,10,capped at 10 line fingerprints per row/witness,has exact native-source TeX line fingerprint(s); usable for source-context/manual review only,review exact source line/context in local ZIP and compare PDF before any reviewer packet use,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0003,simplified_chinese,basis theorem,基定理,zh-Hans-src-002,1,all discovered line fingerprints recorded for row/witness in scanned TeX cache,has exact native-source TeX line fingerprint(s); usable for source-context/manual review only,review exact source line/context in local ZIP and compare PDF before any reviewer packet use,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0007,simplified_chinese,field,域,zh-Hans-src-002,10,capped at 10 line fingerprints per row/witness,has exact native-source TeX line fingerprint(s); usable for source-context/manual review only,review exact source line/context in local ZIP and compare PDF before any reviewer packet use,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0008,simplified_chinese,division ring,除环,zh-Hans-src-002,5,all discovered line fingerprints recorded for row/witness in scanned TeX cache,has exact native-source TeX line fingerprint(s); usable for source-context/manual review only,review exact source line/context in local ZIP and compare PDF before any reviewer packet use,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0010,simplified_chinese,finite-dimensional,有限维,zh-Hans-src-002,10,capped at 10 line fingerprints per row/witness,has exact native-source TeX line fingerprint(s); usable for source-context/manual review only,review exact source line/context in local ZIP and compare PDF before any reviewer packet use,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0011,simplified_chinese,right module,右模,zh-Hans-src-002,10,capped at 10 line fingerprints per row/witness,has exact native-source TeX line fingerprint(s); usable for source-context/manual review only,review exact source line/context in local ZIP and compare PDF before any reviewer packet use,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0012,simplified_chinese,submodule,子模,zh-Hans-src-002,10,capped at 10 line fingerprints per row/witness,has exact native-source TeX line fingerprint(s); usable for source-context/manual review only,review exact source line/context in local ZIP and compare PDF before any reviewer packet use,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0015,simplified_chinese,module homomorphism,模同态,zh-Hans-src-002,10,capped at 10 line fingerprints per row/witness,has exact native-source TeX line fingerprint(s); usable for source-context/manual review only,review exact source line/context in local ZIP and compare PDF before any reviewer packet use,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0018,simplified_chinese,endomorphism,自同态,zh-Hans-src-002,10,capped at 10 line fingerprints per row/witness,has exact native-source TeX line fingerprint(s); usable for source-context/manual review only,review exact source line/context in local ZIP and compare PDF before any reviewer packet use,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0019,simplified_chinese,automorphism,自同构,zh-Hans-src-002,10,capped at 10 line fingerprints per row/witness,has exact native-source TeX line fingerprint(s); usable for source-context/manual review only,review exact source line/context in local ZIP and compare PDF before any reviewer packet use,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0023,simplified_chinese,semisimple,半单,zh-Hans-src-002,10,capped at 10 line fingerprints per row/witness,has exact native-source TeX line fingerprint(s); usable for source-context/manual review only,review exact source line/context in local ZIP and compare PDF before any reviewer packet use,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0025,simplified_chinese,character,特征标,zh-Hans-src-002,0,all discovered line fingerprints recorded for row/witness in scanned TeX cache,no exact TeX line hit in scanned native archive; retain manual-review/recovery status,"search alternate term variants, PDFs, and external/native source bodies; do not promote generated draft",generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0028,simplified_chinese,representation theory,表示论,zh-Hans-src-002,4,all discovered line fingerprints recorded for row/witness in scanned TeX cache,has exact native-source TeX line fingerprint(s); usable for source-context/manual review only,review exact source line/context in local ZIP and compare PDF before any reviewer packet use,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0029,simplified_chinese,principal ideal,主理想,zh-Hans-src-002,4,all discovered line fingerprints recorded for row/witness in scanned TeX cache,has exact native-source TeX line fingerprint(s); usable for source-context/manual review only,review exact source line/context in local ZIP and compare PDF before any reviewer packet use,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0030,simplified_chinese,commutative ring,交换环,zh-Hans-src-002,10,capped at 10 line fingerprints per row/witness,has exact native-source TeX line fingerprint(s); usable for source-context/manual review only,review exact source line/context in local ZIP and compare PDF before any reviewer packet use,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0031,simplified_chinese,quotient ring,商环,zh-Hans-src-002,1,all discovered line fingerprints recorded for row/witness in scanned TeX cache,has exact native-source TeX line fingerprint(s); usable for source-context/manual review only,review exact source line/context in local ZIP and compare PDF before any reviewer packet use,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0032,simplified_chinese,maximal ideal,极大理想,zh-Hans-src-002,2,all discovered line fingerprints recorded for row/witness in scanned TeX cache,has exact native-source TeX line fingerprint(s); usable for source-context/manual review only,review exact source line/context in local ZIP and compare PDF before any reviewer packet use,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
term-zh-hans-0034,simplified_chinese,prime ideal,素理想,zh-Hans-src-002,0,all discovered line fingerprints recorded for row/witness in scanned TeX cache,no exact TeX line hit in scanned native archive; retain manual-review/recovery status,"search alternate term variants, PDFs, and external/native source bodies; do not promote generated draft",generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not visual inventory/not term spine/not sign rendering/not translation completion,eb15c5dd5c0da522921a0342911aeb804c8cc3f4,732b5139b66ff3a849ce16d6c79a66a168b061e2,4ad9b266e47c2981979d46d2856bd5e3c3da861c,source-term exact TeX line fingerprints remain current supporting source-context evidence at eb15; source line bodies are not republished
