unit_id,start_line,end_line,chars,utf8_bytes,source_sha256,source_path,start_excerpt
P18,11191,11219,2525,2551,AF70CA850C29D2F708063EF8354D13A4F99C824F1C35FA37B65094DAAA51C045,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,% Paper 18: source-visible conference contribution begins here.
P19,11220,12370,130338,131485,DFD7279862CD65341F6EFF3DA8155261DD79BA5CA08D3D73A02C8587F22E4B34,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,{\Large\bfseries Idealtheorie in Ringbereichen.}\par
P20,12371,12582,20941,21163,44A8343BD50B9178737D4AAB6A70BDD17E92B0BACB0172294F443E1F1DB33E10,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\section*{20. Ein algebraisches Kriterium für absolute Irreduzibilität.}
P21,12583,12674,9916,10001,25FC435747190F4A18AB0AFD1456473658856C159FE54B46E2E1BAF6CDD7D3AD,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\section*{21. Formale Variationsrechnung und Differentialinvarianten}
P22,12675,13506,79570,80252,15D42EBE2883194F496D84D37573029446F1FA3713348B9D81D300A8DCEFD7C1,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\section*{22. Zur Theorie der Polynomideale und Resultanten}
P23,13507,13630,22360,22633,15D485648EB211273E39A4B478659E68C5B60414AF5648B0116FD58702ECBE09,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\section*{23. Algebraische und Differentialinvarianten}
P24,13631,14119,96910,97998,68C8AF8C01AA8B2837BA72203AEDC5AB98E8809298C43142B70A6C0B1BE34AE2,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\section*{24. Eliminationstheorie und allgemeine Idealtheorie}
P25,14120,14178,13079,13248,60F3335CA5AB41A5D660E54983261ADAA0506334ABBD81A61D15A53B8F3B7258,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\section*{25. Eliminationstheorie und Idealtheorie.}
P26,14179,14191,1026,1038,9709DCA79782E4E1A6844B99FB3BBBC57CE4914773E8DDCDC3C8712E3C8EC3D7,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\section*{26. Abstrakter Aufbau der Idealtheorie im algebraischen Zahlkörper.}
P27,14192,14200,1642,1661,4197C0DA2E8D27214813B1F29C081256F3B3A2C7E3D093A938783ED21B8617C3,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\section*{27. Hilbertsche Anzahlen in der Idealtheorie.}
P28,14201,14215,1409,1420,F4CF5829011306550A094F0D794734DD395E50C0ED5FD14B5D3FE716039E5DA9,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\section*{28. Gruppencharaktere und Idealtheorie.}
P29,14216,14315,21002,21223,891D952F2CC33C7B8B3BAEA05ACB65B2D659469667ED1D5C5CAECFA64B973F9B,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\section*{29. Der Endlichkeitssatz der Invarianten endlicher linearer Gruppen der Charakteristik $p$.}
P30,14316,15576,107827,108880,697FD687DE03F319D106E3D19D21D13062E3CC6BF7BA8B1D5808971DD879212E,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\section*{30. Abstrakter Aufbau der Idealtheorie in algebraischen Zahl- und Funktionenkörpern.}
P31,15577,16068,80360,81067,D6B3F636CD5BF45EDC725449B8A84E8A442C90DC43C619820AF27566333D205E,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\section*{31. Der Diskriminantensatz für die Ordnungen eines algebraischen Zahl- oder Funktionenkörpers.}
P32,16069,16237,22452,22812,F27D12E201C4A3D4780D059D701CB32C4A8055418A2063C3D963A81BDDB556CA,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\section*{32. Gemeinsam mit R. Brauer: Über minimale Zerfällungskörper irreduzibler Darstellungen}
P33,16238,16311,9343,9407,2DA9F57168A2AED355D3067246F46856E9CA22478A6C0927A743AA5DEE15259B,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\section*{33. Hyperkomplexe Grössen und Darstellungstheorie in arithmetischer Auffassung}
P34,16312,18335,125667,126620,244C787B9186F773D176E6724D67BAF08C8B00C0D303565187070928F252B580,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\section*{34. Hyperkomplexe Größen und Darstellungstheorie}
P35,18336,18599,33102,33974,6769280871EA0257D7C63DB265F3111EC30A777B278F1DDBD77BBD1DF78DED47,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\section*{35. Über Maximalbereiche aus ganzzahligen Funktionen.}
P36,18600,18613,635,644,9474842663DE42505D0239DA2ABA1FBF22048ECC89A8D042C3403F69F549C7A6,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\section*{36. Idealdifferentiation und Differente}
P37,18614,18805,21895,22101,B0C9C13740BAC244C673F60846542569FA296315A80F6261340E2BE5031EBBD3,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\section*{37. Normalbasis bei Körpern ohne höhere Verzweigung}
P38,18806,19026,26456,26853,33744951A70FE09D570135D0FC12076EFE0EDDA74DE3AD9CE4DF1A336B4B3E28,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\section*{38. Gemeinsam mit R. Brauer und H. Hasse: Beweis eines Hauptsatzes in der Theorie der Algebren}
P39,19027,19121,18504,18685,A0068835CFBA8F0CFC85D4E8A86E3EA022B83846D7051EE5F90652256E9DE8F3,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\section*{39. Hyperkomplexe Systeme in ihren Beziehungen zur kommutativen Algebra und Zahlentheorie}
P40,19122,19769,82546,83455,7965805D3A75C3354C85BC7A3E4725F07BF869A8833FC19D74E32BE369427937,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\section*{40. Nichtkommutative Algebren}
P41,19770,19923,26771,27110,FE2C2B22C884DF204DA733A90594668855D0930C1DD822B527D46ADA5BB695E6,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\section*{41. Der Hauptgeschlechtssatz für relativ-galoissche Zahlkörper.}
P42,19924,20156,23721,23912,B6BB3A6267BA8495FC19914A72768351E4923B13374634701AF3CBDE659883CC,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\section*{42. Zerfallende verschränkte Produkte und ihre Maximalordnungen}
P43,20157,20984,88817,89406,ACC81DC3D9303A6D2D358506AFF477EBFA10B6CDA0F251210461462F31F3511F,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\section*{43. Idealdifferentiation und Differente.}
BOOK_TITLE_INTRO,20985,21060,4784,4817,EE0961B423D3DE5325AFF57DDE559CE64817FBE1CB8F1D1A1B290BC9ECA020F6,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,{\LARGE\bfseries Algebra der hyperkomplexen Größen\par}
BOOK_S01,21061,21088,1835,1840,0F1710DAE06E6F55E55E84904AD8D5FA0789C3C56A057E9FBB43F955A34A3A04,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 1. Definition der direkten Darstellung}\label{definition-der-direkten-darstellung}
BOOK_S02,21089,21098,964,974,A3AA3EFEEBF94086BDD3A6D87D8387541EE1B354E9984A08E363C6B6D174D800,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 2. Darstellungsklassen}\label{darstellungsklassen}
BOOK_S03,21099,21116,1426,1432,9D7E0692722A3C86C224ABA3F486F10586059EADB62DD25263CCC512368ED72F,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{\texorpdfstring{\(\S\) 3. Darstellungsmoduln}{\textbackslash S 3. Darstellungsmoduln}}\label{s-3.-darstellungsmoduln}
BOOK_S04,21117,21259,7171,7201,7D170972E675BDA90D9FFE5BD14EEA8CB4A45384BB27624AAEA3E75774B65E9F,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 4. Der Zusammenhang zwischen Darstellungsmoduln und Darstellungen}\label{der-zusammenhang-zwischen-darstellungsmoduln-und-darstellungen}
BOOK_S05,21260,21290,1683,1695,9B15D32A1EAAC8559A1C2D077821BCFAEEFD5F289EEA74311DC3242A44E3CA12,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 5. Koeffizientenerweiterung hyperkomplexer Systeme}\label{koeffizientenerweiterung-hyperkomplexer-systeme}
BOOK_S06,21291,21308,2228,2246,9EF0D3E1622FF6557C044C0A4C5DDC9EAC099EC276993FC182F566E3C9C8D0FD,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 6. Die irreduziblen Darstellungen kommutativer Systeme}\label{die-irreduziblen-darstellungen-kommutativer-systeme}
BOOK_S07,21309,21320,1639,1660,4603A4471E23543D64144118C8372A6BBCFDF381947634A7E8E19BAF0F7C7008,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 7. Die Isomorphismen eines Körpers}\label{die-isomorphismen-eines-koerpers}
BOOK_S08,21321,21326,949,967,B4DAFAEC7F654C8D0F9B1FCACBBEA48943BF1288F517E443190AB32F7DB1821E,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 8. Der Zerfällungskörper}\label{der-zerfaellungskoerper}
BOOK_S09,21327,21330,585,588,F211164EECD2A61F4C92FD0FE2B6C74D8C750A17D358D73E7C9924F9A0C7E683,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 9. Die Isomorphismen von \(Z_1\) auf die \(Z_i\)}\label{die-isomorphismen-von-z1-auf-die-zi}
BOOK_S10,21331,21334,603,606,CFB51D0781491EFB0C7D02C6F8DC4197292F337DDF76D57B3A9DB8A0E78EB00D,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 10. Die Galoissche Gruppe}\label{die-galoissche-gruppe}
BOOK_S11,21335,21437,6839,6894,2C2495D9984090E992033A5F3BF73ACD4DD376D556EE599F06790AB424B110A7,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 11. Der Hauptsatz der Galoisschen Theorie}\label{der-hauptsatz-der-galoisschen-theorie}
BOOK_S12,21438,21487,1710,1718,0DE90FA0B01B8173AB1FCFFB4992CD1ADFB70EA53B1E556AA65B485BE8672251,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 12. Die formale Bedeutung der Komponenten \(e_i\)}\label{die-formale-bedeutung-der-komponenten-ei}
BOOK_S13,21488,21545,3403,3415,71BDCA7347EC8DD465D8F776DB8A9EF5EBE0AA208FC62F4174928C7B3ABE96CB,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 13. Der allgemeine Fortsetzungssatz}\label{der-allgemeine-fortsetzungssatz}
BOOK_S14,21546,21591,1889,1900,D3C277C5446D4E9D00767A54B5AF30E3E9BCC61EFAAB03DF84D82FB1BF262F3F,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 14. Der Gruppenring}\label{der-gruppenring}
BOOK_S15,21592,21639,3587,3611,A43E44A38C07A4AE8130BDD20BD2934F1767E207A7400C448D20A6B51F1E7D12,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 15. Die Gruppenringe Abelscher Gruppen}\label{die-gruppenringe-abelscher-gruppen}
BOOK_S16,21640,21667,774,780,10DBC2FFCE7020D4C1805EC3C5DA0B2A70155F8C57A8B0768CD9F4DDC7529EA9,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 16. Die Charakterenrelationen}\label{die-charakterenrelationen}
BOOK_S17,21668,21791,7542,7586,5BD5FB78048B1AED062F963670A517A4556FD4AFD7B8AC456DCA661584A92376,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 17. Die Galoissche Theorie Abelscher Gruppen}\label{die-galoissche-theorie-abelscher-gruppen}
BOOK_S18,21792,21938,5519,5546,D84013CB2CFB8C505455DE434FDCBD3E9FAD110766543A7AFE55A101A6165BE5,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 18. Ein Hilfssatz}\label{ein-hilfssatz}
