"active_row_id","language_code","name","family","branch","native_source_status","scoped_sufficiency_or_gap_scope","exact_blocker_or_next_gate","recovery_action","applied_8f7_gate_id","post_8f7_decision","no_claim_boundary"
"R6-ACTIVE-015","srn","Sranan / Saramaccan / Ndyuka / Guyanese Creole","Creole/contact","Creole/contact","source_canon_insufficient","source_acquisition_or_gap_only","no accepted source-authority row, term row, excerpt, reuse, translation, constructed surface, or pilot | no accepted source-authority row, term row, excerpt, reuse, translation, constructed surface, or pilot | Find Suriname/Sranan or related named-language math/STEM source; keep Saramaccan/Ndyuka/Guyanese separate.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-016","srn","Sranan/Saramaccan/Ndyuka/Guyanese","Creole/contact","Creole/contact","source_canon_insufficient","source_acquisition_or_gap_only","Find language-specific STEM sources; keep each named language separate.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-017","tpi","Tok Pisin","Creole/contact","Creole/contact","source_canon_insufficient","source_acquisition_or_gap_only","Use NOETHER_R6_TOK_PISIN_PNG_FODE_SOURCE_ROUTE_ADDENDUM_20260705.csv for Tok Pisin/PNG route/context provenance; exact Tok Pisin mathematics/STEM body, source-owner/reviewer return, and reuse decision remain required.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-019","u","Ecuador EIB","Current gap retry","Current gap retry","source_canon_insufficient","source_acquisition_or_gap_only","Use NOETHER_R6_ECUADOR_EIB_KICHWA_CNIB_ROUTE_RETRY_ADDENDUM_20260705.csv as route blocker/provenance metadata only; resolve official CNIB/Kichwa PDF source-body access or source-owner route before any support movement.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-020","gn","Guarani/Paraguay","Current gap retry","Current gap retry","source_canon_insufficient","source_acquisition_or_gap_only","Resolve MEC page/direct file links through allowed browser/API/source-owner/manual route; if captured later, record exact URL, local path, byte count, SHA-256, language/topic tags, source-owner/reviewer route, and reuse/license signal before support movement.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-021","kri","Krio/Sierra Leone","Current gap retry","Current gap retry","source_canon_insufficient","source_acquisition_or_gap_only","Retry via browser/manual stack; classify as national curriculum context, not Krio STEM witness until language-specific evidence exists.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-022","u","Mexico CONALITEG Indigenous books","Current gap retry","Current gap retry","source_canon_insufficient","source_acquisition_or_gap_only","Use NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv as catalogue-route blocker/provenance metadata only; resolve linked book/viewer/PDF source-body access or source-owner route before any support movement.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-023","pap","Papiamento/Papiamentu - Aruba","Current gap retry","Current gap retry","source_canon_insufficient","source_acquisition_or_gap_only","Use NOETHER_R6_ARUBA_PAPIAMENTO_SOURCE_ROUTE_RETRY_ADDENDUM_20260705.csv as route blocker/provenance metadata only; resolve EA.AW PDF source-body access, official mirror/archive, or source-owner route before any support movement.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-024","u","Quechua/Bolivia","Current gap retry","Current gap retry","source_canon_insufficient","source_acquisition_or_gap_only","Record Bolivia Quechua/EIB source-owner or qualified reviewer route plus reuse/license decision before source-authority, terms, excerpts, OCR reuse, translation, visual inventory, pilot, or package payload movement.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-025","u","Uspanteko/Guatemala","Current gap retry","Current gap retry","source_canon_insufficient","source_acquisition_or_gap_only","Use NOETHER_R6_GUATEMALA_USPANTEKO_DIGEBI_SOURCE_CAPTURE_ADDENDUM_20260705.csv as capture provenance only; record DIGEBI/source-owner or qualified Uspanteko education reviewer route plus reuse/license decision before source-authority, terms, excerpts, translation, visual inventory, pilot, or package payload movement.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-026","u","Aymara","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","no Quechua/Aymara bridge, copied excerpt, term promotion, translation, constructed crosswalk, surface, or pilot | Retry through browser/manual/source-owner route before treating live URL as stable; do not change license/source-authority state.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-027","u","Bolivia Quechua","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","Record Bolivia Quechua/EIB source-owner or qualified reviewer route plus reuse/license decision before source-authority, terms, excerpts, OCR reuse, translation, visual inventory, pilot, or package payload movement.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-028","u","Bolivia Quechua candidate","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","no accepted source authority, crosswalk, terms, excerpts, reuse, translation, constructed surface, or pilot","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-029","u","Bolivia Quechua longitudes","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","Record Bolivia Quechua/EIB source-owner or qualified reviewer route plus reuse/license decision before source-authority, terms, excerpts, OCR reuse, translation, visual inventory, pilot, or package payload movement.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-030","u","Bolivia Red Minedu repository","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","Record Bolivia Quechua/EIB source-owner or qualified reviewer route plus reuse/license decision before source-authority, terms, excerpts, OCR reuse, translation, visual inventory, pilot, or package payload movement.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-031","u","Ecuador EIB","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","Use NOETHER_R6_ECUADOR_EIB_KICHWA_CNIB_ROUTE_RETRY_ADDENDUM_20260705.csv as route blocker/provenance metadata only; resolve official CNIB/Kichwa PDF source-body access and keep each Ecuador CNIB language/level separate before support movement.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-032","u","Ecuador Ministry EIB pages","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","Use NOETHER_R6_ECUADOR_EIB_KICHWA_CNIB_ROUTE_RETRY_ADDENDUM_20260705.csv for the CNIB/Kichwa route blocker; keep R6-IA-P3-005 unresolved separately until the EGB Intercultural Bilingue page is retried.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-033","u","Guatemala DIGEBI product pages","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","Use NOETHER_R6_GUATEMALA_USPANTEKO_DIGEBI_SOURCE_CAPTURE_ADDENDUM_20260705.csv as capture provenance only; record DIGEBI/source-owner or qualified Uspanteko education reviewer route plus reuse/license decision before source-authority, terms, excerpts, translation, visual inventory, pilot, or package payload movement.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-034","u","Guatemala Uspanteko","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","Use NOETHER_R6_GUATEMALA_USPANTEKO_DIGEBI_SOURCE_CAPTURE_ADDENDUM_20260705.csv as capture provenance only; record DIGEBI/source-owner or qualified Uspanteko education reviewer route plus reuse/license decision before source-authority, terms, excerpts, translation, visual inventory, pilot, or package payload movement.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-035","u","Hnahnu/Otomi","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","Use NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv as catalogue-route blocker/provenance metadata only; resolve linked book/viewer/PDF source-body access or source-owner route before any support movement.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-036","u","Maya","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","Use NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv as catalogue-route blocker/provenance metadata only; resolve linked book/viewer/PDF source-body access or source-owner route before any support movement.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-037","u","Mexico CONALITEG Indigenous primary","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","Use NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv as catalogue-route blocker/provenance metadata only; resolve linked book/viewer/PDF source-body access or source-owner route before any support movement.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-038","u","Mexico CONALITEG viewers/catalogue","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","Use NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv as catalogue-route blocker/provenance metadata only; resolve linked book/viewer/PDF source-body access or source-owner route before any support movement.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-039","u","Mexico CONALITEG/Nanahuatzin","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","Use NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv as catalogue-route blocker/provenance metadata only; resolve linked book/viewer/PDF source-body access or source-owner route before any support movement.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-040","u","Mexico Nahuatl/Hnahnu/Maya/Nanahuatzin","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","Use NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv as catalogue-route blocker/provenance metadata only; resolve linked book/viewer/PDF source-body access or source-owner route before any support movement.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-041","u","Nahuatl","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","Use NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv as catalogue-route blocker/provenance metadata only; resolve linked book/viewer/PDF source-body access or source-owner route before any support movement.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-042","u","Nahuatl / Indigenous-language education candidate","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","If pursued, inspect repository source-body language and mathematics content under a separate capture policy, record file hashes, license scope, source-owner/reviewer route, and B3 payload boundary before any movement.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-043","gn","Paraguay Guarani","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","Resolve MEC page/direct file links through allowed browser/API/source-owner/manual route; if captured later, record exact URL, local path, byte count, SHA-256, language/topic tags, source-owner/reviewer route, and reuse/license signal before support movement.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-044","gn","Paraguay Guarani/Matematica PRODEPA","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","Resolve MEC page/direct file links through allowed browser/API/source-owner/manual route; if captured later, record exact URL, local path, byte count, SHA-256, language/topic tags, source-owner/reviewer route, and reuse/license signal before support movement.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-045","u","Paraguay MEC CMS","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","Resolve MEC page/direct file links through allowed browser/API/source-owner/manual route; if captured later, record exact URL, local path, byte count, SHA-256, language/topic tags, source-owner/reviewer route, and reuse/license signal before support movement.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-046","u","Peru Quechua/Aymara","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","Wait for reviewer/source-owner/reuse returns; no duplication.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-047","u","Peru Quechua/Aymara existing reader","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","Do not duplicate Peru EIB reader; wait for reviewer/source-owner/reuse returns.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-048","u","Quechua Central","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","no Quechua macrostandard, copied excerpt, term promotion, translation, constructed crosswalk, surface, or pilot | Retry through browser/manual/source-owner route before treating live URL as stable; do not change license/source-authority state.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-049","u","Quechua Chanka","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","no Quechua macrostandard, copied excerpt, term promotion, translation, constructed crosswalk, surface, or pilot | Retry through browser/manual/source-owner route before treating live URL as stable; do not change license/source-authority state.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
"R6-ACTIVE-050","gn","Quechua/Kichwa, Aymara, Guarani, and adjacent Indigenous-language targets","Indigenous Americas","Indigenous Americas","source_canon_insufficient","source_acquisition_or_gap_only","Continue official source capture and reviewer/source-owner routes; do not infer technical register from TeX gap.","continue source-canon/source-body acquisition and reviewer/source-owner route; no generated draft support from this row","8F7D-GATE-0022","gap/recovery only; do not create translation, pilot, visual inventory, term spine, or bridge output","R6 row ledger entry; no native review, source certification, accepted terminology, gate promotion, or completion claim."
