source,lane,source_use_label,path,path_exists_now,files,bytes,manifest_path,sha256sums_path,next_action,claim_boundary
212df coordinator source-body queue,RTL Persianate Arabic full,native-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\worktrees\payload-20260705-split4\language-source-bodies\rtl-persianate-arabic-20260705-r3-full-source-bodies,False,209,341530609,C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\worktrees\payload-20260705-split4\language-source-bodies\rtl-persianate-arabic-20260705-r3-full-source-bodies\MANIFEST.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\worktrees\payload-20260705-split4\language-source-bodies\rtl-persianate-arabic-20260705-r3-full-source-bodies\SHA256SUMS.txt,"cite exact source-body route if present; if path not materialized, request B3 route/rematerialization","source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,B3,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/B3_UPLOADER_READY_ARTIFACT_INDEX_C7FB.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,B3,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/B3_UPLOADER_READY_ARTIFACT_INDEX_C7FB.json,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,B3,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/B3_UPLOADER_READY_SUMMARY_C7FB.md,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_ADVERSE_DO_NOT_USE_LEDGER_C7FB.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_ADVERSE_DO_NOT_USE_LEDGER_C7FB.json,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_AUTHORITY_BOUNDARY_LEDGER_C7FB.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_AUTHORITY_BOUNDARY_LEDGER_C7FB.json,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_BRANCH_WEIGHT_LEDGER_C7FB.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_BRANCH_WEIGHT_LEDGER_C7FB.json,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_MARGINAL_INTELLIGIBILITY_LEDGER_C7FB.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_MARGINAL_INTELLIGIBILITY_LEDGER_C7FB.json,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-gated draft/pretranslation/interlinear support,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_MARKER_INTERLINEAR_LEDGER_C7FB.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-gated draft/pretranslation/interlinear support,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_MARKER_INTERLINEAR_LEDGER_C7FB.json,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_NORMALIZATION_LEDGER_C7FB.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_NORMALIZATION_LEDGER_C7FB.json,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_SOURCE_USE_LEDGER_C7FB.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_SOURCE_USE_LEDGER_C7FB.json,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/DO_NOT_USE_APPLICATION_ROWS_C7FB.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/DO_NOT_USE_APPLICATION_ROWS_C7FB.json,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/FABLE_REQUIREMENTS_ACKNOWLEDGED_20260706.md,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/FABLE_REQUIREMENT_COVERAGE_C7FB.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/FABLE_REQUIREMENT_COVERAGE_C7FB.json,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/FINAL_VALIDATION.json,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/MANIFEST.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/PACKAGE_SUMMARY.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/PACKAGE_SUMMARY.json,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/README.md,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/SHA256SUMS.txt,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/SIBLING_RECOVERY_WAKE_ROWS_C7FB.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/SIBLING_RECOVERY_WAKE_ROWS_C7FB.json,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/STANDARDIZATION_RECOVERY_ROWS_C7FB.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/STANDARDIZATION_RECOVERY_ROWS_C7FB.json,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/STANDARDIZATION_SOURCE_BODY_INDEX_C7FB.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/STANDARDIZATION_SOURCE_BODY_INDEX_C7FB.json,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/STANDARDIZATION_SOURCE_SIGNAL_COUNTS_C7FB.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
