pdf_page,dpi,width_px,height_px,baseline_pixel_sha256,final_pixel_sha256,pixel_exact,word_text_equal,changed_word_boxes,maximum_word_coordinate_delta_points,status
11,180,1489,2105,E703B46AD44F5475F6E7A7161454C6E997B6CE3B02CD525061E8878E2735E5A2,E703B46AD44F5475F6E7A7161454C6E997B6CE3B02CD525061E8878E2735E5A2,true,true,0,0.000000000,PASS_PIXEL_EXACT
12,180,1489,2105,51D83782ED5308693A36C36E0CB30E813F96F187DBEE11F6336FCDAC826C3366,51D83782ED5308693A36C36E0CB30E813F96F187DBEE11F6336FCDAC826C3366,true,true,0,0.000000000,PASS_PIXEL_EXACT
13,180,1489,2105,FCAD9021D1A9292F44D48225DCA85449277873E8A6D4FEF85EB3269441281A93,FCAD9021D1A9292F44D48225DCA85449277873E8A6D4FEF85EB3269441281A93,true,true,0,0.000000000,PASS_PIXEL_EXACT
14,180,1489,2105,4C222CC97FABE37D6EBF21B7FD1A3C88BAC91AC0494928F9E3B0204E23973AF8,4C222CC97FABE37D6EBF21B7FD1A3C88BAC91AC0494928F9E3B0204E23973AF8,true,true,0,0.000000000,PASS_PIXEL_EXACT
15,180,1489,2105,73B9EC4B69A8D2CE302D8E164D982A540CD645F479CF29FD02A1B3DF699EB3AB,73B9EC4B69A8D2CE302D8E164D982A540CD645F479CF29FD02A1B3DF699EB3AB,true,true,0,0.000000000,PASS_PIXEL_EXACT
16,180,1489,2105,50D2F8E1469F16F4B1F157F92C2C56C01DA45F937A57F0011D76B200B7436936,50D2F8E1469F16F4B1F157F92C2C56C01DA45F937A57F0011D76B200B7436936,true,true,0,0.000000000,PASS_PIXEL_EXACT
17,180,1489,2105,AA79C5401A56A26F17E0A31FD6950AAF57444015D037B9D308100107E0AAD420,AA79C5401A56A26F17E0A31FD6950AAF57444015D037B9D308100107E0AAD420,true,true,0,0.000000000,PASS_PIXEL_EXACT
18,180,1489,2105,65FB592EB2376A4C921760C1756F60A153B0C18C8BD6FC38FCD04C4B4541345C,65FB592EB2376A4C921760C1756F60A153B0C18C8BD6FC38FCD04C4B4541345C,true,true,0,0.000000000,PASS_PIXEL_EXACT
19,180,1489,2105,55C4F06A39CF2C3A37843DDD43B22B19ECEB6BA0DF40FBDF2DACA1A36C25E17E,55C4F06A39CF2C3A37843DDD43B22B19ECEB6BA0DF40FBDF2DACA1A36C25E17E,true,true,0,0.000000000,PASS_PIXEL_EXACT
20,180,1489,2105,FA32C79AEF61B8B4BA011C918AA83AB98A57C43721AA26AC68AB70A860941306,FA32C79AEF61B8B4BA011C918AA83AB98A57C43721AA26AC68AB70A860941306,true,true,0,0.000000000,PASS_PIXEL_EXACT
21,180,1489,2105,62D4A667E14CDF76A7C1444912454A507AE6CE46650C22DE0CC25BCB9D206882,62D4A667E14CDF76A7C1444912454A507AE6CE46650C22DE0CC25BCB9D206882,true,true,0,0.000000000,PASS_PIXEL_EXACT
22,180,1489,2105,A5F652296D52F6EB7DE38D402E7AE1AC3CDB208A0D18F72449230E1C74FBFEE7,A5F652296D52F6EB7DE38D402E7AE1AC3CDB208A0D18F72449230E1C74FBFEE7,true,true,0,0.000000000,PASS_PIXEL_EXACT
23,180,1489,2105,A2FB4D9921E5D187B0447709B45F47E60D12CF27CD3987F25E5B2FD3FD71E7BC,A2FB4D9921E5D187B0447709B45F47E60D12CF27CD3987F25E5B2FD3FD71E7BC,true,true,0,0.000000000,PASS_PIXEL_EXACT
24,180,1489,2105,3FC2FEA896036DE028E962008F63BF0353C907475B7D02E9FF16F1CFF69B5E31,3FC2FEA896036DE028E962008F63BF0353C907475B7D02E9FF16F1CFF69B5E31,true,true,0,0.000000000,PASS_PIXEL_EXACT
25,180,1489,2105,3A186A65612EA18D243F5478FBF9BA4300F05E644D50C9CBA3381AD77B45A809,3A186A65612EA18D243F5478FBF9BA4300F05E644D50C9CBA3381AD77B45A809,true,true,0,0.000000000,PASS_PIXEL_EXACT
26,180,1489,2105,4F34B11D9035E24166F27D64B628EE93194B91BC53C9AFE96CC106F49C8F6023,4F34B11D9035E24166F27D64B628EE93194B91BC53C9AFE96CC106F49C8F6023,true,true,0,0.000000000,PASS_PIXEL_EXACT
27,180,1489,2105,1D5A794291BF471FA13CCB4095D93AD681745C36E59D873E87AE04B8D7183766,1D5A794291BF471FA13CCB4095D93AD681745C36E59D873E87AE04B8D7183766,true,true,0,0.000000000,PASS_PIXEL_EXACT
28,180,1489,2105,198217AAE6E28B04E2E6A0C7763CB954540243B1FADAEB2C7416AD87F416DFDC,198217AAE6E28B04E2E6A0C7763CB954540243B1FADAEB2C7416AD87F416DFDC,true,true,0,0.000000000,PASS_PIXEL_EXACT
29,180,1489,2105,539436EDF23FE1CA3D3743B785E59A5EFAC7CF9CAF732CA08384FC875AC66E40,539436EDF23FE1CA3D3743B785E59A5EFAC7CF9CAF732CA08384FC875AC66E40,true,true,0,0.000000000,PASS_PIXEL_EXACT
30,180,1489,2105,FB38DAB08B80FD0C5D3B53FBE0800740D440C489CBC1DDB5D53A1E3B82383C53,FB38DAB08B80FD0C5D3B53FBE0800740D440C489CBC1DDB5D53A1E3B82383C53,true,true,0,0.000000000,PASS_PIXEL_EXACT
31,180,1489,2105,C58C592DED03E1348C527E002E8565AF6EC1DD410E933DB5A262DFAFAF5A8591,C58C592DED03E1348C527E002E8565AF6EC1DD410E933DB5A262DFAFAF5A8591,true,true,0,0.000000000,PASS_PIXEL_EXACT
32,180,1489,2105,3D69514E32C8DD9F1392F00A9004FE4F742B2D4A6023FE2A729E5483165A3BBD,3D69514E32C8DD9F1392F00A9004FE4F742B2D4A6023FE2A729E5483165A3BBD,true,true,0,0.000000000,PASS_PIXEL_EXACT
33,180,1489,2105,8F6A4DB8B0A03A2BE54B506AE7CC45C03E9483A6402BECAF27C863046A554F4B,8F6A4DB8B0A03A2BE54B506AE7CC45C03E9483A6402BECAF27C863046A554F4B,true,true,0,0.000000000,PASS_PIXEL_EXACT
34,180,1489,2105,2431A0BEB3CEA7C8F447A55A20D5E5282D0A1B213C0EE4BCCD193CE5D124701D,2431A0BEB3CEA7C8F447A55A20D5E5282D0A1B213C0EE4BCCD193CE5D124701D,true,true,0,0.000000000,PASS_PIXEL_EXACT
35,180,1489,2105,B2EFBAE9BF74EF68370D0490E373326A1CBDF6BBC072C37E6A14151B389DF56C,B2EFBAE9BF74EF68370D0490E373326A1CBDF6BBC072C37E6A14151B389DF56C,true,true,0,0.000000000,PASS_PIXEL_EXACT
36,180,1489,2105,20A00B85ADAD75F9D1AECC04452ED278D487D15647EFA5932F975F2D68C5FD6D,20A00B85ADAD75F9D1AECC04452ED278D487D15647EFA5932F975F2D68C5FD6D,true,true,0,0.000000000,PASS_PIXEL_EXACT
37,180,1489,2105,1370D62A57A5BD6D3AE2672B0D3FCEDCCB8E6B63475135A46B3692FBCF72BA25,1370D62A57A5BD6D3AE2672B0D3FCEDCCB8E6B63475135A46B3692FBCF72BA25,true,true,0,0.000000000,PASS_PIXEL_EXACT
38,180,1489,2105,0DD2C68F9848464D8B5E7E58875E9AF47068753813E77AE44EAA49EBEC58E1AE,0DD2C68F9848464D8B5E7E58875E9AF47068753813E77AE44EAA49EBEC58E1AE,true,true,0,0.000000000,PASS_PIXEL_EXACT
39,180,1489,2105,52F5852250F68A71BB14692B9B2EB6CAF4663FB51D85E0661ED0C7E0F9E0A1CB,52F5852250F68A71BB14692B9B2EB6CAF4663FB51D85E0661ED0C7E0F9E0A1CB,true,true,0,0.000000000,PASS_PIXEL_EXACT
40,180,1489,2105,48EC194C90FE10EDE496EC4B9CEABAC0F514683B2AE11930E9698A41DC7905FE,48EC194C90FE10EDE496EC4B9CEABAC0F514683B2AE11930E9698A41DC7905FE,true,true,0,0.000000000,PASS_PIXEL_EXACT
41,180,1489,2105,769D06E1EAE6C638DC5751C07843F5445B77903E97458EFD1AF392E55FD50296,769D06E1EAE6C638DC5751C07843F5445B77903E97458EFD1AF392E55FD50296,true,true,0,0.000000000,PASS_PIXEL_EXACT
42,180,1489,2105,23006E91B6F71C3C3021665EDFEF095745365515A148F569FD716E9CD9402BA5,23006E91B6F71C3C3021665EDFEF095745365515A148F569FD716E9CD9402BA5,true,true,0,0.000000000,PASS_PIXEL_EXACT
43,180,1489,2105,B8E5D30986DAF19434FDA1467D692CA0C6D4025036E6443BEDC253A07975C0D2,B8E5D30986DAF19434FDA1467D692CA0C6D4025036E6443BEDC253A07975C0D2,true,true,0,0.000000000,PASS_PIXEL_EXACT
44,180,1489,2105,24FBFF91F7744EF0B1685FCE4F9C263688CB6F91B95B264630CD33F95D1CD503,24FBFF91F7744EF0B1685FCE4F9C263688CB6F91B95B264630CD33F95D1CD503,true,true,0,0.000000000,PASS_PIXEL_EXACT
45,180,1489,2105,EBA0E6C313506B2A6D8703FCAE0046FB1260D979C96A3099F80387E2D8C4E1C9,EBA0E6C313506B2A6D8703FCAE0046FB1260D979C96A3099F80387E2D8C4E1C9,true,true,0,0.000000000,PASS_PIXEL_EXACT
46,180,1489,2105,105715DAB4D4ACEBD6B909680235627F4818E13D8F935F5A1A7A897B189A1EC7,105715DAB4D4ACEBD6B909680235627F4818E13D8F935F5A1A7A897B189A1EC7,true,true,0,0.000000000,PASS_PIXEL_EXACT
47,180,1489,2105,2E492AE87A104FA0A3075520A8A851CF94826C6F92379CAC58AAD7B6AA0B1F10,2E492AE87A104FA0A3075520A8A851CF94826C6F92379CAC58AAD7B6AA0B1F10,true,true,0,0.000000000,PASS_PIXEL_EXACT
48,180,1489,2105,181E4BDD3AD47C23F8AD40EDE5460856CC47C63730A20B8825EB6F17701A4D7A,181E4BDD3AD47C23F8AD40EDE5460856CC47C63730A20B8825EB6F17701A4D7A,true,true,0,0.000000000,PASS_PIXEL_EXACT
49,180,1489,2105,B601EB001F9E3917FF96843C607DF12EB3CB056F728C555F13F98EA1288C1959,B601EB001F9E3917FF96843C607DF12EB3CB056F728C555F13F98EA1288C1959,true,true,0,0.000000000,PASS_PIXEL_EXACT
50,180,1489,2105,D8AA0B20556FE2F5076B8BDD09B533CDBACD823ABCEFEFDCA64F9CBE33BD1556,D8AA0B20556FE2F5076B8BDD09B533CDBACD823ABCEFEFDCA64F9CBE33BD1556,true,true,0,0.000000000,PASS_PIXEL_EXACT
51,180,1489,2105,B7CC049EB9B97524CB50EE4533318436AC55CBB31F7E4C610F02C519EED00EDD,B7CC049EB9B97524CB50EE4533318436AC55CBB31F7E4C610F02C519EED00EDD,true,true,0,0.000000000,PASS_PIXEL_EXACT
52,180,1489,2105,27F2C501C96814DC984A6405475865585AE9F3617B4F3EF7EE983ABE559BBC2F,27F2C501C96814DC984A6405475865585AE9F3617B4F3EF7EE983ABE559BBC2F,true,true,0,0.000000000,PASS_PIXEL_EXACT
53,180,1489,2105,06AD59493C3884D71CA565451851B7B7A6B25C6F83BB59C9BC89992374490124,06AD59493C3884D71CA565451851B7B7A6B25C6F83BB59C9BC89992374490124,true,true,0,0.000000000,PASS_PIXEL_EXACT
54,180,1489,2105,E6AF94F890BCC22A17BB1306555366378B633EA9775EF07E58DF69D483EC707D,E6AF94F890BCC22A17BB1306555366378B633EA9775EF07E58DF69D483EC707D,true,true,0,0.000000000,PASS_PIXEL_EXACT
55,180,1489,2105,AB8000CA45DEF0A0A09A0FDB2741E7A0CEB84B82ABCFD76A0D270A836BACE3D6,AB8000CA45DEF0A0A09A0FDB2741E7A0CEB84B82ABCFD76A0D270A836BACE3D6,true,true,0,0.000000000,PASS_PIXEL_EXACT
56,180,1489,2105,CD185D93847C18D8C1FB5F9B444DC29CB583EA01DC85BC9530FEAFD73F8EF018,CD185D93847C18D8C1FB5F9B444DC29CB583EA01DC85BC9530FEAFD73F8EF018,true,true,0,0.000000000,PASS_PIXEL_EXACT
57,180,1489,2105,39072494ED4377E8C0C9E03E8F25BBA47832D531433CE3C86972BE8D2EC81A13,39072494ED4377E8C0C9E03E8F25BBA47832D531433CE3C86972BE8D2EC81A13,true,true,0,0.000000000,PASS_PIXEL_EXACT
58,180,1489,2105,F08037AE89E334912AC31B758F08D099B9EC61C84F250EA5DD018A5C19555E7C,F08037AE89E334912AC31B758F08D099B9EC61C84F250EA5DD018A5C19555E7C,true,true,0,0.000000000,PASS_PIXEL_EXACT
59,180,1489,2105,7178F3C1A4B177F0A807AFB493E054A82644AB451AEC1E5E367A02F866F4EBD6,7178F3C1A4B177F0A807AFB493E054A82644AB451AEC1E5E367A02F866F4EBD6,true,true,0,0.000000000,PASS_PIXEL_EXACT
60,180,1489,2105,D0F8948CE3B8627EC2E43651EBA602B38B7A25F466CA30DE160B50F838ACA7BA,D0F8948CE3B8627EC2E43651EBA602B38B7A25F466CA30DE160B50F838ACA7BA,true,true,0,0.000000000,PASS_PIXEL_EXACT
61,180,1489,2105,E749703EE1A6B4AEC6D8DC3F1AF439F58F1CEDE4A05582AC4402B61EF35FD255,E749703EE1A6B4AEC6D8DC3F1AF439F58F1CEDE4A05582AC4402B61EF35FD255,true,true,0,0.000000000,PASS_PIXEL_EXACT
62,180,1489,2105,9350AE27BDDD70160DD2FDC3D2F5B4D7A242387AB7E6579A51095F80D4900587,9350AE27BDDD70160DD2FDC3D2F5B4D7A242387AB7E6579A51095F80D4900587,true,true,0,0.000000000,PASS_PIXEL_EXACT
63,180,1489,2105,56EF1E8720399E6152B4923AB7973952901521F39A555F210F4AB889194C39DB,56EF1E8720399E6152B4923AB7973952901521F39A555F210F4AB889194C39DB,true,true,0,0.000000000,PASS_PIXEL_EXACT
64,180,1489,2105,9C05A9F5E04331D024FFC1967008E536C55C0F63C703686EC5AC12C94FF856BF,9C05A9F5E04331D024FFC1967008E536C55C0F63C703686EC5AC12C94FF856BF,true,true,0,0.000000000,PASS_PIXEL_EXACT
65,180,1489,2105,2EC8C31088B769F813C66EC2ECE3B47E969D316CE5F529CA1B118A8020D48AA1,2EC8C31088B769F813C66EC2ECE3B47E969D316CE5F529CA1B118A8020D48AA1,true,true,0,0.000000000,PASS_PIXEL_EXACT
66,180,1489,2105,60DF95810151D7F06E1E7ECAFC1412D10EAB724F2D537FB774B4B338B9733159,60DF95810151D7F06E1E7ECAFC1412D10EAB724F2D537FB774B4B338B9733159,true,true,0,0.000000000,PASS_PIXEL_EXACT
67,180,1489,2105,19C7847E483AE6A2166E6EB82AA7F01BB4C9AE28BBD05EA506CADE4BE3EF7443,19C7847E483AE6A2166E6EB82AA7F01BB4C9AE28BBD05EA506CADE4BE3EF7443,true,true,0,0.000000000,PASS_PIXEL_EXACT
68,180,1489,2105,9DBE357DA42F503209EA3F4353F8DAAF3473947FA42A43553EF6A456115E2829,9DBE357DA42F503209EA3F4353F8DAAF3473947FA42A43553EF6A456115E2829,true,true,0,0.000000000,PASS_PIXEL_EXACT
69,180,1489,2105,7BB7C7716EE575E2C535785F8DAB360A55ED1C9755EC325CD2F56C6F56907A47,7BB7C7716EE575E2C535785F8DAB360A55ED1C9755EC325CD2F56C6F56907A47,true,true,0,0.000000000,PASS_PIXEL_EXACT
70,180,1489,2105,BE59F5000FFA37DBC5BB1CDA7FF2F554F1CCABA99B0D4DB829318CE74304B571,BE59F5000FFA37DBC5BB1CDA7FF2F554F1CCABA99B0D4DB829318CE74304B571,true,true,0,0.000000000,PASS_PIXEL_EXACT
71,180,1489,2105,EBCE1F97F8C65F8C8FA331BA3698C9EE6187F65AD7CFB7D48990191E7FC11BFE,EBCE1F97F8C65F8C8FA331BA3698C9EE6187F65AD7CFB7D48990191E7FC11BFE,true,true,0,0.000000000,PASS_PIXEL_EXACT
72,180,1489,2105,0A6F9975A52E131E8FDAD2708EA688C504084D2C9A62BEA445E7F9A1FA97F598,0A6F9975A52E131E8FDAD2708EA688C504084D2C9A62BEA445E7F9A1FA97F598,true,true,0,0.000000000,PASS_PIXEL_EXACT
73,180,1489,2105,DA7579471B03D3BEE75A21CF90AF3AF75A16EADB10B44FF2D2A964D8FB3C0EDA,DA7579471B03D3BEE75A21CF90AF3AF75A16EADB10B44FF2D2A964D8FB3C0EDA,true,true,0,0.000000000,PASS_PIXEL_EXACT
74,180,1489,2105,BA21859CC3CEF68D064CD9003CA36C66D2B8C293B380DBF8B90A2F74D040DF5C,BA21859CC3CEF68D064CD9003CA36C66D2B8C293B380DBF8B90A2F74D040DF5C,true,true,0,0.000000000,PASS_PIXEL_EXACT
75,180,1489,2105,287D1B3BDA5947ED3D260793A3F3CAA45B8D1BC8CDDF2938305AAF6B993E545A,287D1B3BDA5947ED3D260793A3F3CAA45B8D1BC8CDDF2938305AAF6B993E545A,true,true,0,0.000000000,PASS_PIXEL_EXACT
76,180,1489,2105,9D4FB5D59843565CE2449480AE787DFCB077F69096471B973F3997042D7CBB1A,9D4FB5D59843565CE2449480AE787DFCB077F69096471B973F3997042D7CBB1A,true,true,0,0.000000000,PASS_PIXEL_EXACT
77,180,1489,2105,6E48B4931ADFF535F14D0BE063D51E78800E39208BDCA33972F8907ACCDA2F6C,6E48B4931ADFF535F14D0BE063D51E78800E39208BDCA33972F8907ACCDA2F6C,true,true,0,0.000000000,PASS_PIXEL_EXACT
78,180,1489,2105,11505EE26D2970CBFA8121C1E44814DDFFF4CB7A2E1B2D39F5FCEBEED04EEFAF,11505EE26D2970CBFA8121C1E44814DDFFF4CB7A2E1B2D39F5FCEBEED04EEFAF,true,true,0,0.000000000,PASS_PIXEL_EXACT
79,180,1489,2105,4FF7B68C355E2967EA0AAC174E919B63F41461E07A7EF388E6535AB9800378DE,4FF7B68C355E2967EA0AAC174E919B63F41461E07A7EF388E6535AB9800378DE,true,true,0,0.000000000,PASS_PIXEL_EXACT
80,180,1489,2105,A68D02B33E5ABF0C078C677C9744193D3D441806F1C019F51BA249CAC9E023A7,A68D02B33E5ABF0C078C677C9744193D3D441806F1C019F51BA249CAC9E023A7,true,true,0,0.000000000,PASS_PIXEL_EXACT
81,180,1489,2105,13D1891A137EDC7AA36478C3B993C5FE5F12F71A4A250BD2DE7D13915ED48410,13D1891A137EDC7AA36478C3B993C5FE5F12F71A4A250BD2DE7D13915ED48410,true,true,0,0.000000000,PASS_PIXEL_EXACT
82,180,1489,2105,FB17B715AA91C4AEA891D75AC8559059751F18DC55A668091E2F81671057AF4C,FB17B715AA91C4AEA891D75AC8559059751F18DC55A668091E2F81671057AF4C,true,true,0,0.000000000,PASS_PIXEL_EXACT
83,180,1489,2105,954D2B13FDC270AB8F646F6ACC8577D7000CB72343A60779604CA279C1A15968,954D2B13FDC270AB8F646F6ACC8577D7000CB72343A60779604CA279C1A15968,true,true,0,0.000000000,PASS_PIXEL_EXACT
84,180,1489,2105,F38B40A0B5CC62871A878B6D87223AB7DF16E2D185F91087B3DF4B7B898696F8,F38B40A0B5CC62871A878B6D87223AB7DF16E2D185F91087B3DF4B7B898696F8,true,true,0,0.000000000,PASS_PIXEL_EXACT
85,180,1489,2105,B284C82AC305BB637C602F10C27CA533545A63A4DF55A4D28529F6BB07171638,B284C82AC305BB637C602F10C27CA533545A63A4DF55A4D28529F6BB07171638,true,true,0,0.000000000,PASS_PIXEL_EXACT
86,180,1489,2105,210BF1150EE4DA538E53E9164790C5E42E8D146EC92660C85AAA1D7DF50D1940,210BF1150EE4DA538E53E9164790C5E42E8D146EC92660C85AAA1D7DF50D1940,true,true,0,0.000000000,PASS_PIXEL_EXACT
87,180,1489,2105,A238B4AA39AEC413AEC07696F9E16F024A6B0152399D231D265983D3FF1B18C9,A238B4AA39AEC413AEC07696F9E16F024A6B0152399D231D265983D3FF1B18C9,true,true,0,0.000000000,PASS_PIXEL_EXACT
88,180,1489,2105,D9D9375D42FB0AF9C15B22E8239278093C01853D0B97DF8E442BAD66958133E1,D9D9375D42FB0AF9C15B22E8239278093C01853D0B97DF8E442BAD66958133E1,true,true,0,0.000000000,PASS_PIXEL_EXACT
89,180,1489,2105,748FBF60B198E2F8A935B772A0107699D00F1D1F1519DE2E6431FEC0A94C98FE,748FBF60B198E2F8A935B772A0107699D00F1D1F1519DE2E6431FEC0A94C98FE,true,true,0,0.000000000,PASS_PIXEL_EXACT
90,180,1489,2105,F75C18311D10DBADB3ECBB701FE88D86899E332D00A941530D312BBCEC043EA8,F75C18311D10DBADB3ECBB701FE88D86899E332D00A941530D312BBCEC043EA8,true,true,0,0.000000000,PASS_PIXEL_EXACT
91,180,1489,2105,D41D1A4E5891BAB0F2622B5688AA6BDC8750F94D2E1637243466F8B79509C05F,D41D1A4E5891BAB0F2622B5688AA6BDC8750F94D2E1637243466F8B79509C05F,true,true,0,0.000000000,PASS_PIXEL_EXACT
92,180,1489,2105,9106E0A02E0F2D254FE6769622E59E136AC12015F662DC5E40E2E25363F10A0E,9106E0A02E0F2D254FE6769622E59E136AC12015F662DC5E40E2E25363F10A0E,true,true,0,0.000000000,PASS_PIXEL_EXACT
93,180,1489,2105,0917B9B2432592D3D27882499976EF1D2FA8B505C3D6BDD34602F6DA0E16B0B6,0917B9B2432592D3D27882499976EF1D2FA8B505C3D6BDD34602F6DA0E16B0B6,true,true,0,0.000000000,PASS_PIXEL_EXACT
94,180,1489,2105,929E7C8BBCCF74999451E6EEF1D0015A8C984DC88CBC20D0B8B119EB2EC50942,929E7C8BBCCF74999451E6EEF1D0015A8C984DC88CBC20D0B8B119EB2EC50942,true,true,0,0.000000000,PASS_PIXEL_EXACT
95,180,1489,2105,1235238BEB7836015A5080BA438497511EB82B6EE9C349EA0CB65B8CCAC7B546,1235238BEB7836015A5080BA438497511EB82B6EE9C349EA0CB65B8CCAC7B546,true,true,0,0.000000000,PASS_PIXEL_EXACT
96,180,1489,2105,BC3C2D5139E51DC2E99269B9A2BE357A138EE8AC1B9410DF3DCD2418168DE838,BC3C2D5139E51DC2E99269B9A2BE357A138EE8AC1B9410DF3DCD2418168DE838,true,true,0,0.000000000,PASS_PIXEL_EXACT
97,180,1489,2105,A5F4B38234AD69D1918732E6FEB01B1F0A650C06E9610708E01DEC40C0D47EAA,A5F4B38234AD69D1918732E6FEB01B1F0A650C06E9610708E01DEC40C0D47EAA,true,true,0,0.000000000,PASS_PIXEL_EXACT
98,180,1489,2105,1E17970DCF34307CFE3CA31E0E79CF55721938DA3FE4E9F0C6EBB31A52AFC0EF,1E17970DCF34307CFE3CA31E0E79CF55721938DA3FE4E9F0C6EBB31A52AFC0EF,true,true,0,0.000000000,PASS_PIXEL_EXACT
99,180,1489,2105,14EE4B6ACD4FD664BC22B0FCC3F512D475A56180C00A94692508511C3B96CCB0,14EE4B6ACD4FD664BC22B0FCC3F512D475A56180C00A94692508511C3B96CCB0,true,true,0,0.000000000,PASS_PIXEL_EXACT
100,180,1489,2105,EFF368B3F80037E02EDCE7A47DAA8FA66960F508B9CAF02279276E69C0BEAD8F,EFF368B3F80037E02EDCE7A47DAA8FA66960F508B9CAF02279276E69C0BEAD8F,true,true,0,0.000000000,PASS_PIXEL_EXACT
101,180,1489,2105,9A92041B6FA7003E6C450546053B8334956E95967A170978710A11B4D02C4349,9A92041B6FA7003E6C450546053B8334956E95967A170978710A11B4D02C4349,true,true,0,0.000000000,PASS_PIXEL_EXACT
102,180,1489,2105,9B6CDAA3877EA7EDD7664B13C93260E6AEDD97E58B0CF5CD87F6663005BCBED6,53F29BA747E0C0C17FCB71B0FF7837C5FB87FD8841163BFD164F683A4CDB9653,false,true,9,0.010925293,PASS_SUBPIXEL_TEXT_GEOMETRY
103,180,1489,2105,E009A40C9E36A1F62A78383911F325D4BC888ED61DC647D1E61C5AD67309AC58,E009A40C9E36A1F62A78383911F325D4BC888ED61DC647D1E61C5AD67309AC58,true,true,0,0.000000000,PASS_PIXEL_EXACT
104,180,1489,2105,6127656C318E75ECC5311F0D3B3B837F97D47D1E2B91F0E06A3EF4097EA250D8,6127656C318E75ECC5311F0D3B3B837F97D47D1E2B91F0E06A3EF4097EA250D8,true,true,0,0.000000000,PASS_PIXEL_EXACT
105,180,1489,2105,8D2EA64A815F32879DF79CC87D84053E2BA71BA7BFD3F7C701D7B907321E3707,8D2EA64A815F32879DF79CC87D84053E2BA71BA7BFD3F7C701D7B907321E3707,true,true,0,0.000000000,PASS_PIXEL_EXACT
106,180,1489,2105,DD1105B12DFBE00F0D261A30BF9BDFC799DF152EA38FAFDC225F5130C72DF950,DD1105B12DFBE00F0D261A30BF9BDFC799DF152EA38FAFDC225F5130C72DF950,true,true,0,0.000000000,PASS_PIXEL_EXACT
107,180,1489,2105,1413CDAC8495D185A66F23D5837F4F271C4FC295AC62C5EAD1B96BEFDF42E253,1413CDAC8495D185A66F23D5837F4F271C4FC295AC62C5EAD1B96BEFDF42E253,true,true,0,0.000000000,PASS_PIXEL_EXACT
108,180,1489,2105,D8BA2A79201634F4FA53A22FAF75A6E180EAB369AE4D0E98879D93610C30AE0B,D8BA2A79201634F4FA53A22FAF75A6E180EAB369AE4D0E98879D93610C30AE0B,true,true,0,0.000000000,PASS_PIXEL_EXACT
