unit_id,source_start_line,source_end_line,source_chars,source_sha256,target_start_line,target_end_line,target_chars,target_sha256,target_document_sha256,status,review_evidence,notes
P11,7855,8060,25404,DE540AFFE512CF39871019A946F7CEBA9FFF04ADFB54FA1D531E5A40ADA5CBA1,6794,7046,25552,6EF713E7E93C7FD0D63E824178767080CD1CDCFC30856421B1B40C003853EC94,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\PAPERS_01_19_R823_REVIEW_V3.csv#unit_id=P11; method=Line-by-line German/Spanish review against the live R823 slice; theorem, proof, displays, and notes checked; finding=Confirmed the full theorem/proof translation, all mathematical displays and qualifiers, the source note topology, and the publication ending; no content omission remains.","Confirmed the full theorem/proof translation, all mathematical displays and qualifiers, the source note topology, and the publication ending; no content omission remains."
P12,8061,8461,18524,CD538526814F2E5812FE1D8C03ACF2BBDB0FED7F45ECC7DE5802394B07E05652,7047,7442,19116,421583CFB1C3C1062053B7EBAAFE683AB843A8B3EF864C4E849CAACAFC91EC5B,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\PAPERS_01_19_R823_REVIEW_V3.csv#unit_id=P12; method=Line-by-line German/Spanish review against the live R823 slice; symbols, formulas, prose, and notes checked; finding=Corrected formula and notation transcriptions and verified the complete Spanish proof and source-note sequence against the R823 slice.",Corrected formula and notation transcriptions and verified the complete Spanish proof and source-note sequence against the R823 slice.
P13,8462,9077,57221,F785988F9923D89D4F352A95EC40070FC0938A8416B5A8C32835CAA63CC04C3F,7443,8072,58180,EB241C135B4C5E1D735E9701F3D55DE8F0797A9CA125EEF8B7757B14FF1F2F07,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\PAPERS_01_19_R823_REVIEW_V3.csv#unit_id=P13; method=Line-by-line German/Spanish review plus explicit R704-to-R823 delta review; note topology checked; finding=Propagated the R823 unindexed sum, restored the relative-invariant-factor and backward-transformation notes, and split the two source notes that had been merged around formula (1).","Propagated the R823 unindexed sum, restored the relative-invariant-factor and backward-transformation notes, and split the two source notes that had been merged around formula (1)."
P14,9078,9256,62923,9DB240C8CC76AFBE3C95853AAB0F58BA9965EE5AFC301B2EF52F072033854964,8073,8294,63765,16948B6A3BC33EE4C1758A2234E6D19816BE00407B0FF98B2ACFB54388431282,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\PAPERS_01_19_R823_REVIEW_V3.csv#unit_id=P14; method=Line-by-line German/Spanish review plus explicit R704-to-R823 delta review; formula layout and names checked; finding=Propagated the R823 inline g-equation structure, restored B(z,s)\varphi(z,s), and corrected Fuëter while preserving all formulas, notes, and source order.","Propagated the R823 inline g-equation structure, restored B(z,s)\varphi(z,s), and corrected Fuëter while preserving all formulas, notes, and source order."
P15,9257,9876,47167,DD8FD99E948DC0D16831B35E82C02483446867BEA949C9673D1E864366ABD49B,8295,8944,47023,3AD3D18FF70D582E31832E542E668BD7D14DC27FCEF652D60FC8BC8626C207AC,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\PAPERS_01_19_R823_REVIEW_V3.csv#unit_id=P15; method=Line-by-line German/Spanish review plus explicit R704-to-R823 delta review; symbol-by-symbol formula audit; finding=Propagated the R823 varrho/rho distinctions, x exponents in F=c\xi_{12}^x and c(12)^x, explicit products, P^(nu), S_0^(nu), equality, and the distinct final substitution.","Propagated the R823 varrho/rho distinctions, x exponents in F=c\xi_{12}^x and c(12)^x, explicit products, P^(nu), S_0^(nu), equality, and the distinct final substitution."
P16,9877,10043,16710,D3B4FD013B380BAC9C5C5A6144D61345F2E4578051DAEE1C09FE94E0E73AB777,8945,9157,18375,850B2721D0C84FE68FBE5655B5122B1ACDA1600FC56B9815BCA9C9B8AE45255E,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\PAPERS_01_19_R823_REVIEW_V3.csv#unit_id=P16; method=Line-by-line German/Spanish review against the live R823 slice; all formulas, indices, and notes checked; finding=Corrected formula transcriptions and verified the full source sequence, including every displayed relation, index range, qualification, source note, and ending.","Corrected formula transcriptions and verified the full source sequence, including every displayed relation, index range, qualification, source note, and ending."
P17,10044,11190,93178,E2C254B35629D7211201AB449A487EB90305A29E3D2F533064D4C9B10C0F2A91,9158,10256,91627,7FEB967407549E6772BB64F049577A5FA5B22C1623B9AC797FDB0466DD19C0F5,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\PAPERS_01_19_R823_REVIEW_V3.csv#unit_id=P17; method=Line-by-line German/Spanish review against the live R823 slice; formula, congruence, note, and terminology audit; finding=Corrected t_{1\varkappa}a_\varkappa, t_{ii}a_i=a_i, the MQ/PQ/NP/QP congruences, xi-(y/x)eta, and F(xi,eta); normalized Polynombereich and Modulbasis to anillo de polinomios and base del módulo/base como módulo.","Corrected t_{1\varkappa}a_\varkappa, t_{ii}a_i=a_i, the MQ/PQ/NP/QP congruences, xi-(y/x)eta, and F(xi,eta); normalized Polynombereich and Modulbasis to anillo de polinomios and base del módulo/base como módulo."
P18,11191,11219,2525,AF70CA850C29D2F708063EF8354D13A4F99C824F1C35FA37B65094DAAA51C045,10257,10291,2531,46F701DDB52FA79511E8D5F5150AB239627F5818096AF4821CF67EE07AB4CE8B,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\PAPERS_01_19_R823_REVIEW_V3.csv#unit_id=P18; method=Line-by-line German/Spanish review against the live R823 slice; session heading, result statement, formulas, and attribution checked; finding=Verified the complete congress-session unit and corrected the result-form transcription while preserving Hentzelt attribution, formulas, and the source endpoint.","Verified the complete congress-session unit and corrected the result-form transcription while preserving Hentzelt attribution, formulas, and the source endpoint."
P19,11220,12370,130338,DFD7279862CD65341F6EFF3DA8155261DD79BA5CA08D3D73A02C8587F22E4B34,10292,11428,125578,FD769F8DE9CE603B78317794AC51A9ABB02C6AAAB46AF2DC805A037B5BE583DC,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\PAPERS_01_19_R823_REVIEW_V3.csv#unit_id=P19; method=Line-by-line German/Spanish review plus explicit R704-to-R823 delta review; definitions, lemmas, final divisor system, and ring terminology audited; finding=Propagated the R823 A_i, r_e, varrho, L_i, explicit products, Lemma III, B_e/B_{e+1}, and final divisor-system notation; normalized every ring-sense Polynombereich occurrence and heading to anillo de polinomios while retaining true dominio íntegro and domain/region senses.","Propagated the R823 A_i, r_e, varrho, L_i, explicit products, Lemma III, B_e/B_{e+1}, and final divisor-system notation; normalized every ring-sense Polynombereich occurrence and heading to anillo de polinomios while retaining true dominio íntegro and domain/region senses."
P20,12371,12582,20941,44A8343BD50B9178737D4AAB6A70BDD17E92B0BACB0172294F443E1F1DB33E10,11429,11652,20991,1D9128847F4F54E0621729A5EE9E27DC11E7197D516306EFC19B1BD98BCAFE9F,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_p20_34_source_reconciliation_v3.csv#unit_id=P20; method=Manual bilingual source-delta review against the exact R823 paper unit; prose, formulas, headings, notes, and canonical register checked.; finding=The absolute-irreducibility criterion, determinant argument, displayed equations, note, and publication ending remain reconciled; no follow-up register trigger occurs in this unit.","The absolute-irreducibility criterion, determinant argument, displayed equations, note, and publication ending remain reconciled; no follow-up register trigger occurs in this unit."
P21,12583,12674,9916,25FC435747190F4A18AB0AFD1456473658856C159FE54B46E2E1BAF6CDD7D3AD,11653,11781,10125,9F6C35AC1FDD5D0CBB9B599B1509EF6E822A91C6405E3F569E31402B9A5423BC,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_p20_34_source_reconciliation_v3.csv#unit_id=P21; method=Manual bilingual source-delta review against the exact R823 paper unit; prose, formulas, headings, notes, and canonical register checked.; finding=The formal variational-calculus argument, differential-invariant formulas, headings, and notes were checked against R823; no canonical-register replacement was required.","The formal variational-calculus argument, differential-invariant formulas, headings, and notes were checked against R823; no canonical-register replacement was required."
P22,12675,13506,79570,15D42EBE2883194F496D84D37573029446F1FA3713348B9D81D300A8DCEFD7C1,11782,12583,79289,E0629E4D81AE6A0C10F5F4BD4C58BF55CFFFF1A3D197216148CBC19F258E6C8A,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_p20_34_source_reconciliation_v3.csv#unit_id=P22; method=Manual bilingual source-delta review against the exact R823 paper unit; prose, formulas, headings, notes, and canonical register checked.; finding=Both Hentzelt installments remain complete; the previously repaired u_{mu r}, t_{mu r}, and x_{i+lambda} indices remain intact, and four Modulbasis calques now read base del módulo.","Both Hentzelt installments remain complete; the previously repaired u_{mu r}, t_{mu r}, and x_{i+lambda} indices remain intact, and four Modulbasis calques now read base del módulo."
P23,13507,13630,22360,15D485648EB211273E39A4B478659E68C5B60414AF5648B0116FD58702ECBE09,12584,12758,22154,75C8A994996BB75BA718BBD0060BDD438B12EA37E3F2EDABB8CBA2D97F453F42,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_p20_34_source_reconciliation_v3.csv#unit_id=P23; method=Manual bilingual source-delta review against the exact R823 paper unit; prose, formulas, headings, notes, and canonical register checked.; finding=The algebraic/differential invariant comparison, formula sequence, and notes remain source-aligned; the follow-up terminology search found no affected calque.","The algebraic/differential invariant comparison, formula sequence, and notes remain source-aligned; the follow-up terminology search found no affected calque."
P24,13631,14119,96910,68C8AF8C01AA8B2837BA72203AEDC5AB98E8809298C43142B70A6C0B1BE34AE2,12759,13278,100212,3214D6850DC84C92FF4FC7FB06ED55C233E7CD7D0A092F14557BF0B29D45177A,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_p20_34_source_reconciliation_v3.csv#unit_id=P24; method=Manual bilingual source-delta review against the exact R823 paper unit; prose, formulas, headings, notes, and canonical register checked.; finding=The complete elimination/ideal-theory paper and its formulas remain reconciled; Polynombereich is now anillo de polinomios, Primfunktion is polinomio irreducible, and Primärfunktion is potencia de un polinomio irreducible throughout.","The complete elimination/ideal-theory paper and its formulas remain reconciled; Polynombereich is now anillo de polinomios, Primfunktion is polinomio irreducible, and Primärfunktion is potencia de un polinomio irreducible throughout."
P25,14120,14178,13079,60F3335CA5AB41A5D660E54983261ADAA0506334ABBD81A61D15A53B8F3B7258,13279,13329,13403,CDDCDF00C6B21E16E524980528621B7779796D95E9E27BB7B1919951BAAFAF03,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_p20_34_source_reconciliation_v3.csv#unit_id=P25; method=Manual bilingual source-delta review against the exact R823 paper unit; prose, formulas, headings, notes, and canonical register checked.; finding=The concise elimination/ideal-theory notice remains complete and source-aligned; its single Polynombereich reference now uses anillo de polinomios.",The concise elimination/ideal-theory notice remains complete and source-aligned; its single Polynombereich reference now uses anillo de polinomios.
P26,14179,14191,1026,9709DCA79782E4E1A6844B99FB3BBBC57CE4914773E8DDCDC3C8712E3C8EC3D7,13330,13341,1080,64F979A682EB7CDB75D3437969C9F6A83A899869BEBD273E62166EEA7B937A4C,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_p20_34_source_reconciliation_v3.csv#unit_id=P26; method=Manual bilingual source-delta review against the exact R823 paper unit; prose, formulas, headings, notes, and canonical register checked.; finding=The abstract construction notice was checked sentence by sentence against R823; title, assertion, and bibliographic ending are complete, with no affected register term.","The abstract construction notice was checked sentence by sentence against R823; title, assertion, and bibliographic ending are complete, with no affected register term."
P27,14192,14200,1642,4197C0DA2E8D27214813B1F29C081256F3B3A2C7E3D093A938783ED21B8617C3,13342,13349,1745,6507296995998FC739B5968686957AEF60BE3838BA76EDCE729DBB83A33E88A8,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_p20_34_source_reconciliation_v3.csv#unit_id=P27; method=Manual bilingual source-delta review against the exact R823 paper unit; prose, formulas, headings, notes, and canonical register checked.; finding=The Hilbert-number notice remains complete; the reference to Hilbert's polynomial setting now reads anillo de polinomios while the genuine función característica terminology is preserved.",The Hilbert-number notice remains complete; the reference to Hilbert's polynomial setting now reads anillo de polinomios while the genuine función característica terminology is preserved.
P28,14201,14215,1409,F4CF5829011306550A094F0D794734DD395E50C0ED5FD14B5D3FE716039E5DA9,13350,13363,1463,2F7763144EE81636D076A0E045490CCDAC4AF295D02066ABE08EA7EF6EA4B3D9,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_p20_34_source_reconciliation_v3.csv#unit_id=P28; method=Manual bilingual source-delta review against the exact R823 paper unit; prose, formulas, headings, notes, and canonical register checked.; finding=The group-character/ideal-theory notice, its theorem summary, and bibliographic ending remain source-aligned; no follow-up register trigger occurs.","The group-character/ideal-theory notice, its theorem summary, and bibliographic ending remain source-aligned; no follow-up register trigger occurs."
P29,14216,14315,21002,891D952F2CC33C7B8B3BAEA05ACB65B2D659469667ED1D5C5CAECFA64B973F9B,13364,13460,20727,DEC60E31F42021892E121394091C6A3A26E58893EC79BC8C09B8C27A46D89C00,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_p20_34_source_reconciliation_v3.csv#unit_id=P29; method=Manual bilingual source-delta review against the exact R823 paper unit; prose, formulas, headings, notes, and canonical register checked.; finding=The finite-invariant theorem proof and module-finiteness argument remain reconciled; the ring isomorphism formerly called dominio polinómico now reads anillo de polinomios.",The finite-invariant theorem proof and module-finiteness argument remain reconciled; the ring isomorphism formerly called dominio polinómico now reads anillo de polinomios.
P30,14316,15576,107827,697FD687DE03F319D106E3D19D21D13062E3CC6BF7BA8B1D5808971DD879212E,13461,14270,104741,9C60FFD90DA332A5D0D291140F38C65427BEF92483D4B74F6E5B986FAE080DAA,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_p20_34_source_reconciliation_v3.csv#unit_id=P30; method=Manual bilingual source-delta review against the exact R823 paper unit; prose, formulas, headings, notes, and canonical register checked.; finding=The repaired chain indices/exponent, non-unital module indices, fractional-ideal formulas, and Dedekind congruences remain intact; two ring-sense domains now read anillo de polinomios, and all Quotientenring occurrences remain anillo de cocientes.","The repaired chain indices/exponent, non-unital module indices, fractional-ideal formulas, and Dedekind congruences remain intact; two ring-sense domains now read anillo de polinomios, and all Quotientenring occurrences remain anillo de cocientes."
P31,15577,16068,80360,D6B3F636CD5BF45EDC725449B8A84E8A442C90DC43C619820AF27566333D205E,14271,14766,68206,1C893A7196629C268F1392E774639EBF2E3D0BD34AD67C79C11162D498BD11EE,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_p20_34_source_reconciliation_v3.csv#unit_id=P31; method=Manual bilingual source-delta review against the exact R823 paper unit; prose, formulas, headings, notes, and canonical register checked.; finding=The restored author block, matrix orientation, basis transformation, discriminant blocks, primary-basis argument, and conjugate determinant derivation remain intact; Primfunktion and Polynombereich now use polinomio irreducible and anillo de polinomios, while localization remains anillo de cocientes.","The restored author block, matrix orientation, basis transformation, discriminant blocks, primary-basis argument, and conjugate determinant derivation remain intact; Primfunktion and Polynombereich now use polinomio irreducible and anillo de polinomios, while localization remains anillo de cocientes."
P32,16069,16237,22452,F27D12E201C4A3D4780D059D701CB32C4A8055418A2063C3D963A81BDDB556CA,14767,14911,22399,3AAC84A687DC0F305939ADB9F0895DE6D7FD0A60A32537572182C98440B12B3B,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_p20_34_source_reconciliation_v3.csv#unit_id=P32; method=Manual bilingual source-delta review against the exact R823 paper unit; prose, formulas, headings, notes, and canonical register checked.; finding=The Brauer collaboration metadata and splitting-field argument remain reconciled, including the repaired b^2p^2 beta and varrho formulas; no follow-up register term occurs.","The Brauer collaboration metadata and splitting-field argument remain reconciled, including the repaired b^2p^2 beta and varrho formulas; no follow-up register term occurs."
P33,16238,16311,9343,2DA9F57168A2AED355D3067246F46856E9CA22478A6C0927A743AA5DEE15259B,14912,14967,8971,E17C43A43E9558E6CC3ED7B02EA6B07E62F64BA17970EDD57D081FE21D553FF4,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_p20_34_source_reconciliation_v3.csv#unit_id=P33; method=Manual bilingual source-delta review against the exact R823 paper unit; prose, formulas, headings, notes, and canonical register checked.; finding=The exact congress title/author block, group-ring definition, two-problem structure, and scoped notes (1)-(2) remain intact; the erroneous Paper 34 introduction remains absent and no register change was needed.","The exact congress title/author block, group-ring definition, two-problem structure, and scoped notes (1)-(2) remain intact; the erroneous Paper 34 introduction remains absent and no register change was needed."
