unit_id,target_start_line,target_end_line,target_chars,target_utf8_bytes,target_sha256,target_document_sha256,target_root_tex,start_excerpt
P11,6794,7046,25552,25856,6EF713E7E93C7FD0D63E824178767080CD1CDCFC30856421B1B40C003853EC94,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,{\Large\bfseries 11. Ecuaciones con grupo prescrito}\par
P12,7047,7442,19116,19299,421583CFB1C3C1062053B7EBAAFE683AB843A8B3EF864C4E849CAACAFC91EC5B,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,{\Large\bfseries 12. Invariantes de expresiones diferenciales arbitrarias}\par
P13,7443,8072,58180,58723,EB241C135B4C5E1D735E9701F3D55DE8F0797A9CA125EEF8B7757B14FF1F2F07,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,{\Large\bfseries 13. Problemas variacionales invariantes}\par
P14,8073,8294,63765,64789,16948B6A3BC33EE4C1758A2234E6D19816BE00407B0FF98B2ACFB54388431282,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,{\Large\bfseries 14. La teoría aritmética de las funciones algebraicas de una variable en su relación con las demás teorías y con la teoría de los cuerpos numér
P15,8295,8944,47023,47540,3AD3D18FF70D582E31832E542E668BD7D14DC27FCEF652D60FC8BC8626C207AC,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,{\Large\bfseries 15. La finitud del sistema de invariantes enteros de las formas binarias}\par
P16,8945,9157,18375,18608,850B2721D0C84FE68FBE5655B5122B1ACDA1600FC56B9815BCA9C9B8AE45255E,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,{\Large\bfseries 16. Sobre el desarrollo en serie en la teoría de formas.}\\[0.5em]
P17,9158,10256,91627,92651,7FEB967407549E6772BB64F049577A5FA5B22C1623B9AC797FDB0466DD19C0F5,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,"% Paper 17: los metadatos de publicación se conservan en el registro de procedencia, no en el texto del lector."
P18,10257,10291,2531,2560,46F701DDB52FA79511E8D5F5150AB239627F5818096AF4821CF67EE07AB4CE8B,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,% Paper 18: la contribución visible en la fuente comienza con la sesión del congreso.
P19,10292,11428,125578,127130,FD769F8DE9CE603B78317794AC51A9ABB02C6AAAB46AF2DC805A037B5BE583DC,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,{\Large\bfseries 19. Teoría de ideales en dominios de anillos.}\par
P20,11429,11652,20991,21211,1D9128847F4F54E0621729A5EE9E27DC11E7197D516306EFC19B1BD98BCAFE9F,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\section*{20. Un criterio algebraico para la irreducibilidad absoluta}
P21,11653,11781,10125,10251,9F6C35AC1FDD5D0CBB9B599B1509EF6E822A91C6405E3F569E31402B9A5423BC,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\section*{21. Cálculo variacional formal e invariantes diferenciales}
P22,11782,12583,79289,80094,E0629E4D81AE6A0C10F5F4BD4C58BF55CFFFF1A3D197216148CBC19F258E6C8A,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\section*{22. Reelaboración de un trabajo de K. Hentzelt:\\ sobre la teoría de los ideales de polinomios y las resultantes}
P23,12584,12758,22154,22440,75C8A994996BB75BA718BBD0060BDD438B12EA37E3F2EDABB8CBA2D97F453F42,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\section*{23. Invariantes algebraicos y diferenciales}
P24,12759,13278,100212,101293,3214D6850DC84C92FF4FC7FB06ED55C233E7CD7D0A092F14557BF0B29D45177A,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\section*{24. Teoría de la eliminación y teoría general de ideales}
P25,13279,13329,13403,13575,CDDCDF00C6B21E16E524980528621B7779796D95E9E27BB7B1919951BAAFAF03,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\section*{25. Teoría de la eliminación y teoría de ideales}
P26,13330,13341,1080,1099,64F979A682EB7CDB75D3437969C9F6A83A899869BEBD273E62166EEA7B937A4C,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\section*{26. Construcción abstracta de la teoría de ideales en el cuerpo algebraico de números}
P27,13342,13349,1745,1782,6507296995998FC739B5968686957AEF60BE3838BA76EDCE729DBB83A33E88A8,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\section*{27. Números hilbertianos en la teoría de ideales}
P28,13350,13363,1463,1482,2F7763144EE81636D076A0E045490CCDAC4AF295D02066ABE08EA7EF6EA4B3D9,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\section*{28. Caracteres de grupos y teoría de ideales}
P29,13364,13460,20727,20932,DEC60E31F42021892E121394091C6A3A26E58893EC79BC8C09B8C27A46D89C00,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\section*{29. El teorema de finitud de los invariantes de grupos lineales finitos de característica $p$}
P30,13461,14270,104741,106214,9C60FFD90DA332A5D0D291140F38C65427BEF92483D4B74F6E5B986FAE080DAA,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\section*{30. Construcción abstracta de la teoría de ideales en cuerpos algebraicos de números y de funciones}
P31,14271,14766,68206,68839,1C893A7196629C268F1392E774639EBF2E3D0BD34AD67C79C11162D498BD11EE,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\section*{31. El teorema del discriminante para los órdenes de un cuerpo algebraico de números o de funciones}
P32,14767,14911,22399,22695,3AAC84A687DC0F305939ADB9F0895DE6D7FD0A60A32537572182C98440B12B3B,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\section*{32. En colaboración con R. Brauer: Sobre los cuerpos de descomposición minimales de representaciones irreducibles}
P33,14912,14967,8971,9121,E17C43A43E9558E6CC3ED7B02EA6B07E62F64BA17970EDD57D081FE21D553FF4,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\section*{33. Magnitudes hipercomplejas y teoría de representaciones en formulación aritmética}
P34,14968,16908,125902,127276,E9E11E4549249EDD51237B37874AC08E4FC10E8D483D7FD4E6237670487C99FD,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\section*{34. Magnitudes hipercomplejas y teoría de representaciones}
P35,16909,17092,30392,30684,B35BB71862D0ABFFC9CBF236B254C978730B693AE5325E804E6BC1B4A592794A,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\section*{35. Sobre dominios maximales de funciones de coeficientes enteros}
P36,17093,17104,608,620,C672359D57E23B5DA742C0A789402EA441A05716A31E4C7C0B308C7D6849D308,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\section*{36. Diferenciación de ideales y diferente}
P37,17105,17291,22173,22399,2D1449B6557E6903B148E47453B2B3861BE3C08F8C4FEB2E4ACD0C4269B16D19,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\section*{37. Base normal en cuerpos sin ramificación superior}
P38,17292,17491,26061,26490,AE687C0BAB383110788516DC090BD4937B169FB1CAE748672EFA934BF1C62F91,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\section*{38. En colaboración con R. Brauer y H. Hasse: Demostración de un teorema principal en la teoría de las álgebras}
P39,17492,17607,16973,17261,D67BC46B4D251CAD0E811E06E572DA2EF6CC0B4B4A98557D5C668E4AEE022FA5,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\section*{39. Sistemas hipercomplejos en sus relaciones con el álgebra conmutativa y la teoría de números}
P40,17608,18434,82515,83748,F2CCA042F91DE22B47B015B0EB19BBD79D677EF283B495ACCD711D577E78D52F,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\section*{40. Álgebras no conmutativas}
P41,18435,18683,26348,26693,49E5EF4C89E738F66FB8B2BD92802DB8AC785315D85EC17DD2081A137CD05F43,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\section*{41. El teorema del género principal para cuerpos numéricos relativamente galoisianos}
P42,18684,18976,24772,25049,7CBE2DC73FF679CD4643033C2844B2BF53B443D5AE921E0E130EE9D7225052B2,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\section*{42. Productos cruzados escindidos y sus órdenes maximales}
P43,18977,19790,91380,92219,74ED14F6A27F278AE071C92C36D69F0B45B109DF5218C7E66F5F81BF15CA843D,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\section*{43. Diferenciación de ideales y diferente.}
BOOK_TITLE_INTRO,19791,19867,5034,5113,81E70F2C68C5556E74110D7B0FE0E1E3F97574A0E45FF5F133401353C9A71922,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,{\LARGE\bfseries Álgebra de las magnitudes hipercomplejas\par}
BOOK_S01,19868,19895,1702,1725,1C0E463D97EDA9AE38011FB1386F2BED3E8A43790ACCC91A94B5948CE53E5F70,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 1. Definición de la representación directa}
BOOK_S02,19896,19905,973,984,3CBE105F07C52B8B6E6B9D72273983E7E76E7E5481FF423D1D3A1BAB319F5D65,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 2. Clases de representaciones}
BOOK_S03,19906,19923,1338,1363,1D56E46A5E2105009A762F8F66856DECA3BC4F7C2AF2FE92FDD006A75A5705E5,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 3. Módulos de representación}
BOOK_S04,19924,20084,6548,6615,F46F3C252804E494F846F526BBDE74249015D090B208F331FACAC9C7368CF5CF,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 4. Relación entre los módulos de representación y las representaciones}
BOOK_S05,20085,20119,1608,1617,120931F380D76A7ED5FE6728BF3591EA92487C9387E375AA06D9451BA3F67F2A,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 5. Extensión de coeficientes de sistemas hipercomplejos}
BOOK_S06,20120,20143,2069,2091,28E0401363CCE079D0E18131853FBFA5F800DE4523E3C504C6EF743D27641E22,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 6. Las representaciones irreducibles de los sistemas conmutativos}
BOOK_S07,20144,20155,1543,1560,66406ED2FE221AA522047590BC23EFB90CFFA88F4EFA42918A4A28DCEE9254FB,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 7. Los isomorfismos de un cuerpo}
BOOK_S08,20156,20167,960,967,FCBD314A1E18803FE1F2295C48308B34F9BA2B9063C5BA605F87BB7F05E48106,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 8. El cuerpo de descomposición}
BOOK_S09,20168,20177,519,523,7CA99676680FDA3E199630D48CBD0DB9F6B55D968AB10C2188DF88D0C71560A8,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 9. Los isomorfismos de $Z_1$ sobre los $Z_i$}
BOOK_S10,20178,20181,557,560,73451903CB39634002AD39E51D19712EC4B86BE458F7B8F1F6325CABB611B428,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 10. El grupo de Galois}
BOOK_S11,20182,20319,6338,6362,00FE77C73FF03836894D09D1534C371448DC1FE87011AD50954452CAD04B706B,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 11. El teorema fundamental de la teoría de Galois}
BOOK_S12,20320,20379,1461,1468,D5198828E3B2DC4D404BC759C219DE1C8FED88758A2A12F312D99ECAF00C6004,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 12. Significado formal de las componentes $e_i$}
BOOK_S13,20380,20467,3505,3538,106883759C21B5D7991A0037DB3E04796E7FACAF71E703F7B8B20A7AD5BFE08B,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 13. El teorema general de prolongación}
BOOK_S14,20468,20514,1929,1939,020B3B38251C6FA94AF20E528E41B99A1320F7CBEDE6DD3BE951CCC1DBD6D94E,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 14. El anillo de grupo}\label{el-anillo-de-grupo}
BOOK_S15,20515,20559,3774,3812,4A378E97564BDC89F5B74E210AB449F306F6A910C2CEB94574B006FC9F30337F,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 15. Los anillos de grupo de los grupos abelianos}\label{los-anillos-de-grupo-de-los-grupos-abelianos}
BOOK_S16,20560,20587,837,841,1BF214B2C515357219F8CCEC2051C8A4DA64D3C83877B7AD8B38EEDAD701E0FC,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 16. Las relaciones de caracteres}\label{las-relaciones-de-caracteres}
BOOK_S17,20588,20708,7724,7769,E8831E330CD0BBF9FB9B0C43C179E346C172909D36D3236C4C6B0C6BE514C61B,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 17. La teoría de Galois de los grupos abelianos}\label{la-teoria-de-galois-de-los-grupos-abelianos}
BOOK_S18,20709,20855,5641,5672,F37BB059535A046C9554EAB2F091E6867C9EA014ED1D4784E567A4FFE8E25E89,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 18. Un lema}\label{un-lema}
BOOK_S19,20856,21008,9643,9733,D4E782262508EFFCC56667A7CB42992547DB10CC68A68C3A3C6DFBB0CC39B559,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 19. Representaciones de sistemas hipercomplejos simples bilaterales en cuerpos de extensión no conmutativos de sus cuerpos de coeficientes}\label
BOOK_S20,21009,21173,14370,14496,9B12F88A2E6434E147E13450F814750F23434036899FF4BCDB7F6D862B3C233A,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 20. Cuerpos no conmutativos}\label{nichtkommutative-koerper}
BOOK_S21,21174,21259,7537,7581,E2F9F4441029D568DAC0AD45D496D3F1252C7CD1955DD5BDBC631EE0EBC0D951,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 21. La teoría de Galois de los cuerpos no conmutativos}\label{die-galoissche-theorie-der-nichtkommutativen-koerper}
BOOK_S22,21260,21355,8731,8771,FC787EADA031644A79CCC4822B1D17D78764A027732591339DDF6F6EFB9217BF,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 22. El grupo de los cuerpos con centro dado}\label{die-gruppe-der-koerper-mit-gegebenem-zentrum}
BOOK_S23,21356,21497,7629,7679,13A5EFCFDF17AB97AC2FC4FFB7A09272224FEF5C1478C09FB886576D7325327B,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 23. Sistemas de factores}\label{faktorensysteme}
BOOK_S24,21498,21899,21848,21967,D614EBE4E740A960E925A70F77E804FBC2D02BEA887CB11685F395D561437486,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 24. Multiplicación de sistemas de factores}\label{multiplikation-von-faktorensystemen}
BOOK_S25,21900,22189,12351,12450,7C6B8E8D3E21A2A9245210B75DC9C8EB127E3510DBF49893EFA42B6B0DE3E30F,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 25. Representación normal de \(\mathfrak K_r\) con subcuerpo conmutativo maximal de Galois\protect\footnotemark}
