"category","item_id","status","source_url","local_path","sha256","bytes","last_write","topic_or_scope","evidence_note","non_claim_boundary"
"r2_register_state","normalized_register","preserved_zero_source_level_tex","","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PROGRAM_NORMALIZED_REGISTER_20260704.csv","5BFD1920A01B1079A1C1047553ABD4313276185B8EA4C7D26A809B22092A49D7","75220","2026-07-04T22:12:28+02:00","R2 Pan-Turkic source-canon witness/gap register","rows=61; row_kinds=exact_candidate_witness=7; explicit_hard_blocker_gap=8; ocr_source_witness=2; source_witness=44; language_counts=Kyrgyz=13; Tatar=14; Tatar-region lead=1; Turkmen=13; Uyghur=20; evidence_tiers=explicit_gap_or_blocker=8; html_or_web_fallback=29; pdf_or_text_fallback=24; source_level_tex_or_archive_rows=0; explicit_hard_blocker_gap_rows=8","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"r2_hard_blocker_state","EHR-TT-NR-001","blocked_exact_source_or_reviewer_gate","none_exact_source_not_found_explicit_gap_row","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_CONSOLIDATED_SOURCE_CANON_REGISTER_20260704.csv#EHR-TT-NR-001","no_source_hash_explicit_gap_row; consolidated_register_sha256=DB1666F6614B4CB322883F947943E268AFDE91D0416000A93864B94EEA194F88","","","hard blocker; Noetherian ring","Tatar: Exact phrase searches returned non-target or non-Tatar results such as Russian Noether-theorem/Noether-biography pages, not a Tatar mathematical source row; domain-biased tt.wikipedia.org search produced no exact row. 0 hits for Нётер боҗрасы; Нетер боҗрасы; Нөтер боҗрасы in current local source-canon capture directories. Next gate: Exact Tatar source row, reviewer return, or OCR-capable scan of a relevant Tatar algebra source.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"r2_hard_blocker_state","EHR-TT-PR-001","blocked_exact_source_or_reviewer_gate","none_exact_source_not_found_explicit_gap_row","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_CONSOLIDATED_SOURCE_CANON_REGISTER_20260704.csv#EHR-TT-PR-001","no_source_hash_explicit_gap_row; consolidated_register_sha256=DB1666F6614B4CB322883F947943E268AFDE91D0416000A93864B94EEA194F88","","","hard blocker; Polynomial ring","Tatar: Exact phrase searches for полиномнар боҗрасы / күпбуыннар боҗрасы drifted to unrelated English/Russian or broad Tatar textbook/materials pages, not an exact Tatar polynomial-ring source row. 0 hits for полиномнар боҗрасы; күпбуыннар боҗрасы; күпбуын боҗрасы. Next gate: Exact Tatar source row, reviewer return, or OCR-capable scan of a relevant Tatar algebra source.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"r2_hard_blocker_state","EHR-KY-NR-001","blocked_exact_source_or_reviewer_gate","none_exact_source_not_found_explicit_gap_row","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_CONSOLIDATED_SOURCE_CANON_REGISTER_20260704.csv#EHR-KY-NR-001","no_source_hash_explicit_gap_row; consolidated_register_sha256=DB1666F6614B4CB322883F947943E268AFDE91D0416000A93864B94EEA194F88","","","hard blocker; Noetherian ring","Kyrgyz: Exact phrase searches returned Russian Emmy Noether/Noether-theorem pages or unrelated English Noetherian-ring mentions, not a Kyrgyz mathematical source row; domain-biased ky.wikipedia.org search produced no exact row. 0 hits for Нётер шакеги; Нетер шакеги; Нөтер шакеги. Next gate: Exact Kyrgyz source row, reviewer return, or Kyrgyz-capable OCR of relevant scanned mathematical sources.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"r2_hard_blocker_state","EHR-KY-PR-001","blocked_exact_source_or_reviewer_gate","none_exact_source_not_found_explicit_gap_row","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_CONSOLIDATED_SOURCE_CANON_REGISTER_20260704.csv#EHR-KY-PR-001","no_source_hash_explicit_gap_row; consolidated_register_sha256=DB1666F6614B4CB322883F947943E268AFDE91D0416000A93864B94EEA194F88","","","hard blocker; Polynomial ring","Kyrgyz: Exact phrase searches returned Kyrgyz base Көп мүчө / school-polynomial materials and unrelated English pages, not an exact polynomial-ring source row. 0 hits for көп мүчөлөр шакеги; көп мүчөлөр алкагы; полиномдор шакеги; полиномдор алкагы. Next gate: Exact Kyrgyz source row, reviewer return, or Kyrgyz-capable OCR of relevant scanned mathematical sources.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"r2_hard_blocker_state","EHR-TK-NR-001","blocked_exact_source_or_reviewer_gate","none_exact_source_not_found_explicit_gap_row","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_CONSOLIDATED_SOURCE_CANON_REGISTER_20260704.csv#EHR-TK-NR-001","no_source_hash_explicit_gap_row; consolidated_register_sha256=DB1666F6614B4CB322883F947943E268AFDE91D0416000A93864B94EEA194F88","","","hard blocker; Noetherian ring","Turkmen: Exact searches for Nýoter/Noeter/Nöter halkasy returned no Turkmen exact source row; visible results were unrelated media, English ring-theory pages, or non-Turkmen material. 0 hits for Nýoter halkasy; Noeter halkasy; Nöter halkasy; Noether halkasy. Next gate: Exact Turkmen source row, reviewer return, or Turkmen-capable OCR/source package.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"r2_hard_blocker_state","EHR-TK-PR-001","blocked_exact_source_or_reviewer_gate","none_exact_source_not_found_explicit_gap_row","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_CONSOLIDATED_SOURCE_CANON_REGISTER_20260704.csv#EHR-TK-PR-001","no_source_hash_explicit_gap_row; consolidated_register_sha256=DB1666F6614B4CB322883F947943E268AFDE91D0416000A93864B94EEA194F88","","","hard blocker; Polynomial ring","Turkmen: Exact searches for polinom halkasy, polinomlar halkasy, köpagza halkasy, and köp agzaly halka did not produce an exact Turkmen polynomial-ring source row; a Turkmen mathematical dictionary lead for Köpagza is polynomial/base-only, not polynomial ring. 0 hits for polinom halkasy; polinomlar halkasy; köpagza halkasy; köp agzaly halka. Next gate: Exact Turkmen source row, reviewer return, or Turkmen-capable OCR/source package.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"r2_hard_blocker_state","EHR-UG-NR-001","blocked_exact_source_or_reviewer_gate","none_exact_source_not_found_explicit_gap_row","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_CONSOLIDATED_SOURCE_CANON_REGISTER_20260704.csv#EHR-UG-NR-001","no_source_hash_explicit_gap_row; consolidated_register_sha256=DB1666F6614B4CB322883F947943E268AFDE91D0416000A93864B94EEA194F88","","","hard blocker; Noetherian ring","Uyghur: Existing and current UYGUR.COM rows provide exact/adjoining dictionary witnesses, including نوئېتېر ھالقىسى, سول نوئېتېر ھالقىسى, and Noetherian-scheme pages. Machine-text scan found نوئېتېر ھالقىسى in current UYGUR.COM captures; earlier source-canon table also records the exact noeter_halqisi row. Next gate: License/authority/native-domain review or reviewer return before downstream term use.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"r2_hard_blocker_state","EHR-UG-PR-001","blocked_exact_source_or_reviewer_gate","none_exact_source_not_found_explicit_gap_row","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_CONSOLIDATED_SOURCE_CANON_REGISTER_20260704.csv#EHR-UG-PR-001","no_source_hash_explicit_gap_row; consolidated_register_sha256=DB1666F6614B4CB322883F947943E268AFDE91D0416000A93864B94EEA194F88","","","hard blocker; Polynomial ring","Uyghur: Existing UYGUR.COM row provides exact dictionary witness for كۆپ ئەزالىق ھالقا; current sweep adds polynomial-adjacent bir_namelumluq_kop_ezaliq. Current machine-text scan over new captures did not hit كۆپ ئەزالىق ھالقا because the exact row is in earlier captured source-canon evidence, not the two newer capture directories. Next gate: License/authority/native-domain review or reviewer return before downstream term use.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"post_followup_local_output_drift","after_20260704T222554","none_observed_before_this_artifact","","C:\Users\memo_\Documents\Codex\2026-07-04\noether-*\outputs","","","2026-07-04T22:33:58+02:00","cross-lane output drift recheck","files_newer_than_cutoff_before_this_artifact=0; package_333_to_336 movement is recorded from Git/package manifests","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
