relative_path,role,bytes,sha256,dimensions,notes
02_source/P04/P04_Crelle139_pp118_154_ORIGINAL.pdf,source-original,72444867,d7f7ce6d4b311ffd968ed47dc9c1478cffcf9f446a86bf90263e0c9d1b41c9ef,,original scan authority or derivative generated from it; not OCR authority
02_source/P04/focus/P04_p154_final_marker_SatzVII_focus.png,source-focus,1299864,3178e705bc04e1c72d3745f2f9f7eb3387f053641a2e93c1e0c4a5d562c28479,2400x2653,original scan authority or derivative generated from it; not OCR authority
02_source/P04/focus/P04_p154_five_source_strips_contact.jpg,source-focus,352435,fa23448c0584d78552a2c5b42aa2f179d4ee9f9e809e5ab4f94b846af412eebb,910x1608,original scan authority or derivative generated from it; not OCR authority
02_source/P04/focus/p144_formula54_zoom.png,source-focus,962379,d371c9bf4407a9d70f6482e01f524b9ae4c5297195cfdfed2bcaf0223bd8259a,7000x1500,original scan authority or derivative generated from it; not OCR authority
02_source/P04/focus/p144_psigma_zoom.png,source-focus,1867666,9bfe01df1176b515b4658539a9b8f99cc4d283f58b6fb8f21ca9935d8aaea77b,5600x2320,original scan authority or derivative generated from it; not OCR authority
02_source/P04/focus/p152_footnote_zoom.png,source-focus,1752276,1eabef5ee6898be4d944b37575daf9aca3207f3b931377c63d331064db188f40,6800x2300,original scan authority or derivative generated from it; not OCR authority
02_source/P04/full_pages/P04_p144_source_600dpi.jpg,source-full-page,2973585,34775ddcab83dd4033f4d8e59c1c9fe1e62c17140d59df374a1dc0d5811336d8,3888x5649,original scan authority or derivative generated from it; not OCR authority
02_source/P04/full_pages/P04_p145_source_600dpi.jpg,source-full-page,3270306,c1856ce66d48760450ec9e4a181d38d28aed506a87de7327d176974fd04dd0c1,3888x5649,original scan authority or derivative generated from it; not OCR authority
02_source/P04/full_pages/P04_p146_source_600dpi.jpg,source-full-page,3587313,39e234891018cfd43670fce2920558f21cf019d9ffe726fbc0354f0525773c6c,3888x5649,original scan authority or derivative generated from it; not OCR authority
02_source/P04/full_pages/P04_p147_source_600dpi.jpg,source-full-page,2621733,33f57d48a796c5e9410e8df323ab50a25b6a5a92fa4e817c3b149a781530b466,3888x5649,original scan authority or derivative generated from it; not OCR authority
02_source/P04/full_pages/P04_p148_source_600dpi.jpg,source-full-page,3140988,0c59da780dd759b3aea510d40967d917e4e281244a2c37eba623109bb6f126d4,3888x5649,original scan authority or derivative generated from it; not OCR authority
02_source/P04/full_pages/P04_p149_source_600dpi.jpg,source-full-page,3260466,b3fae8923761fb5f61e54bf6ad072df80d6689b1facc4236b9af0bb102e82c32,3888x5649,original scan authority or derivative generated from it; not OCR authority
02_source/P04/full_pages/P04_p150_source_600dpi.jpg,source-full-page,2850221,4e5709c6aeb706a0da24748bed02fb9b9dcd43b576b03e47baebe3e6eca426a9,3888x5649,original scan authority or derivative generated from it; not OCR authority
02_source/P04/full_pages/P04_p151_source_600dpi.jpg,source-full-page,3697811,319ed26dd2df687d67c63818898fb1ca13eb492c4d7663b1de0c8a2ce6058478,3888x5649,original scan authority or derivative generated from it; not OCR authority
02_source/P04/full_pages/P04_p152_source_600dpi.jpg,source-full-page,3738389,2f57b2eb3d431a8db70ec5eed11325b3f0732c7bb3f3ca9b4b3814e71cd60c86,3888x5649,original scan authority or derivative generated from it; not OCR authority
02_source/P04/full_pages/P04_p153_source_600dpi.jpg,source-full-page,4223328,cc7696e070115111ca09d3bc01653fcea38f2c615266e357be6761fbe9fb1fa9,3888x5649,original scan authority or derivative generated from it; not OCR authority
02_source/P04/full_pages/P04_p154_source_600dpi.jpg,source-full-page,3353546,ea4449c35013255fbc25b0f0fe9ed93811bd37e5ef1899eb7ea296a4147d9d50,3888x5649,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p144_strip_1.png,source-strip,411501,817674a9c70764de22d4dc87717d8dfea47f84d5905abe6c90f75d57ed157183,3655x1213,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p144_strip_2.png,source-strip,475466,4203771e71a71fb39dc573febe97513b20f1b5a1ff7ed670582fe5af8f916dc5,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p144_strip_3.png,source-strip,531209,714f154863a0d6aace2d17b218ed57180c7bef9db1066e16f13b8b66547ccd9e,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p144_strip_4.png,source-strip,562548,46f051da65dab9dedc6b5105f5d1ba1133fbd81533ac02bffa13ea7f1709a524,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p144_strip_5.png,source-strip,304899,10cadd1c1c73352fe9d20063a2317bfb10de95f7d71ac2c165c5cec9523ecbfd,3655x1214,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p145_strip_1.png,source-strip,343427,9a5413cc2a664c9ade136e5051191533d2521f357ab865827639e76e5ef48226,3655x1213,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p145_strip_2.png,source-strip,501094,dc7da340cac689cfc70a0113aefd89d6f8ce04a3e1e831936a9d4427859d0899,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p145_strip_3.png,source-strip,647907,ff60d0709c29819669da9c69cf29bd980f612c7e9ee835367b5d930f3799a733,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p145_strip_4.png,source-strip,590696,1d93ec676178e0aea4749c050e54351e8d47bd7a18ca319a447b88a0279f527f,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p145_strip_5.png,source-strip,290897,bb4cb653576aa57af45904c0ae6e6f657086d0d4ce801a3786282572c9bc818e,3655x1214,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p146_strip_1.png,source-strip,344102,c366b1f11d20fafb406735c180d445feea289f3adbb31cf92ea248f0aaa210ac,3655x1213,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p146_strip_2.png,source-strip,619242,4c315efad33f6a398e67f3b51a4aba366146617b1525397965f82f3a87daf49a,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p146_strip_3.png,source-strip,688343,3537c0f663c4992f2751cd1f134fcbe37d61e4467f7a1f06da4701f2cf88c8ef,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p146_strip_4.png,source-strip,674827,c89c059c7a52f56097844bc8337ba1ee72b99ca8a5e6bbb633610c1d0ac91f49,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p146_strip_5.png,source-strip,326506,90cde102a082ce24fd8880d06288d5955d926b9e81b8019f1749938466b5875d,3655x1214,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p147_strip_1.png,source-strip,325006,f40daa69b7b5a0bb0a4bfb6b444ffbcc7147b881f3861e55c5312e312e44193b,3655x1213,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p147_strip_2.png,source-strip,478209,6e1d04df9d552e159679163dad2bc808c9086527446c0012957ee69a225e23f3,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p147_strip_3.png,source-strip,419457,66426307b914d91131267d208d1f31f5bdf0fa1e7c725f7021b6241583ef6ae2,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p147_strip_4.png,source-strip,489749,0d744882412cfe7f9a6d807ead1451959a2b930906eadffd500bae149369afa6,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p147_strip_5.png,source-strip,247550,6210cbd0a5bd3c49b162f80bfb1bd730c222a29c35dafdecf31591c2ed9fdb3c,3655x1214,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p148_strip_1.png,source-strip,320462,0b5b8643208b399b39430f3665136bfebce82f70895e369f693738db8c792864,3655x1213,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p148_strip_2.png,source-strip,548254,90c227fa08c23a49ebf003827c3b42970726a5de7ecc56163bc6a8de51b4b032,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p148_strip_3.png,source-strip,633996,b840b209f197cf533721057679381fe9f23d6f33d798cdef02f9a013e196b4c9,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p148_strip_4.png,source-strip,532813,98d0933f48a9a6197689739d0415f4bc51d75ef62cc5c02d1b5be94f143354f5,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p148_strip_5.png,source-strip,232874,109046c33c51b079ee20a4ac5fc3041564ae558e381fa551a79805c16c23ebdb,3655x1214,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p149_strip_1.png,source-strip,395811,8efd9b575b6ad3e8fac4c479be45c6326669871af924e0d5f7de33a03363648b,3655x1213,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p149_strip_2.png,source-strip,589237,cec6eaea41b7e661f9b377c15e9766a72c64dd4c37d6bfb88d3617f8ede880cf,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p149_strip_3.png,source-strip,663287,74a4f888203dcba91e421d190e52e70a73d8d9ec0eef6d30bfc4c4e1469699f7,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p149_strip_4.png,source-strip,518358,d0242d5d3c54ffbf41c9cbe94f94e1e638dbfc18cbcf4fc129b748547dd2c6df,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p149_strip_5.png,source-strip,314996,9e5892849bb79fe07990df4569f09801b63f30407e431d65da257e6ccc1628cb,3655x1214,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p150_strip_1.png,source-strip,302964,dd1b6febf925014ed919eb7e11c0e82321517d754f83d3e4eea39f1f0ec11d5c,3655x1213,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p150_strip_2.png,source-strip,419823,a292974902d6a147db4dc23ebd75c1da02ef3ebfd8998dd618e460575e88bbb8,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p150_strip_3.png,source-strip,579020,9e5b5adb6846fa7884c30233b95e55083c8c5c8134e62cf4f13dcbd5f9e371db,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p150_strip_4.png,source-strip,563644,0e6270ffb70a12fcea2c0086e2cdf690be159830b70a112ffec595ca4473aa97,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p150_strip_5.png,source-strip,341045,e0fc99993801ad6647e4cf3e026f6b0f1428a613f105b09df6dcda2feb1009d8,3655x1214,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p151_strip_1.png,source-strip,471541,5b605997d4352dd24ba2ed9ff15e2f450891943b040dc516aece47de926df297,3655x1213,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p151_strip_2.png,source-strip,563930,9b183f4c685b689591af4ef2335a6caddc7f27412171bc4290b8b60b7210c0c3,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p151_strip_3.png,source-strip,646793,e8f23f8375d1d7b5b90edd74f4e60abaefddc570e4ed47a36d92989406db97b0,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p151_strip_4.png,source-strip,742094,313394e117cf5a3746d51e2caf1860987d6df2788fbed930f31a179d478ec177,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p151_strip_5.png,source-strip,322643,70c794d112d398ad91dfef6dda816c4faaaf4d81b7172cecea68b07493e59448,3655x1214,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p152_strip_1.png,source-strip,376137,675822045e42d9c38e1fcb57f6b7b6936ee14ec0f9ff376f5340bd1f8553469d,3655x1213,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p152_strip_2.png,source-strip,681553,68f50cde0b6316c1e62e6b1c1f9f94fda5c16660cfc84e6629894f6822df0a1d,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p152_strip_3.png,source-strip,631797,455b433b4b7e731cb93d07ac905046f9beb2ff2dd676623d5a7338f71bb9698b,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p152_strip_4.png,source-strip,661585,bfcdd63863b3abfb1a58cc47f8b0e0a4a19eb8b4dcc61b23047c11f8b6af7468,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p152_strip_5.png,source-strip,397927,77a730a1da9e015d1e15b086a8747ce4c0273103b43f6e446c0b34a3326ce873,3655x1214,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p153_strip_1.png,source-strip,471614,2c239a8ed6b77ad628ed39ce4f7b1d0d5e8f2691ab742f32b300555ae5403d2d,3655x1213,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p153_strip_2.png,source-strip,746729,0fab1d495dddb33d714729f130485c1b2a82112e8bd1b2a6dc6a9e8a9030eb4e,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p153_strip_3.png,source-strip,707068,434e0f298bb050e488a8c02ee1e7a777681c0ec571e7784d5695a8dbcdb85b51,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p153_strip_4.png,source-strip,741279,1d047256283ab4ed3ec8895a1b98f539a42a1468251d0b0b0968e296549289fe,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p153_strip_5.png,source-strip,385273,4aba2cd0317880309c5f0dee692229b12eff6235104167cf6fdfe3e249e2ee00,3655x1214,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p154_strip_1.png,source-strip,474515,0ce692d2b6bb7858dd39dea51fd3e455125a1aa7c78c0f5bd6123cc1dc1bb74d,3655x1213,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p154_strip_2.png,source-strip,750055,05cd560c4da23932128c5ce8a947726e739a10d70eb639c071863f3828c7c2dc,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p154_strip_3.png,source-strip,680063,dc3b5e8342811442589c6d2f9b6faa983e2b70ed926333414e743162a2acea6c,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p154_strip_4.png,source-strip,508486,592d62552af088bed7db8560107af204573c179ee87e9067d8a4c6174658c12f,3655x1298,original scan authority or derivative generated from it; not OCR authority
02_source/P04/strips/P04_p154_strip_5.png,source-strip,6064,6bbdb7a4961d01f1932d1c2914cf6dcce2bf2fd6f89a801a49828763516171a1,3655x1214,original scan authority or derivative generated from it; not OCR authority
