evidence_id,collection,source_relative_path,public_payload_path,bytes,sha256,mime_extension,width_px,height_px,dpi,rotation_degrees,evidence_role,linked_output_page,linked_unit_id,parent_asset,parent_asset_sha256_or_binding,authority_class,qa_disposition,rights_status,publication_disposition
VE-B6D0241A1EFAB6B9C89D,french_r823_final_494p,page-014.png,images/french_r823_final_494p/page-014.png,220932,B6D0241A1EFAB6B9C89D5784B5FCF5C2814CE7B1BE8FF4A26DF876B436D2B703,.png,993,1404,120x120,0,target_page_render,14,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-EF942E7AC4CC3137DF3C,french_r823_final_494p,page-015.png,images/french_r823_final_494p/page-015.png,237391,EF942E7AC4CC3137DF3C837356886246E68D10917BABC0808A4BF88B5EDA9A84,.png,993,1404,120x120,0,target_page_render,15,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-F15C5C06EA6FB6AE715A,french_r823_final_494p,page-016.png,images/french_r823_final_494p/page-016.png,213632,F15C5C06EA6FB6AE715AE39AE04C4C2340835452BDDF7BB670163A5374A307EC,.png,993,1404,120x120,0,target_page_render,16,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-75334DA011993CAE0898,french_r823_final_494p,page-017.png,images/french_r823_final_494p/page-017.png,74341,75334DA011993CAE0898724E00A091D8B9EDD52758682079A9C28D752FC19100,.png,993,1404,120x120,0,target_page_render,17,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-5C0476A08BEC0FFB67BE,french_r823_final_494p,page-018.png,images/french_r823_final_494p/page-018.png,261744,5C0476A08BEC0FFB67BEE15EF8D1FE46BADE8EE70D0AA464DEA8FCEAE2E9DB92,.png,993,1404,120x120,0,target_page_render,18,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-240551C5D2D3B9DA8C44,french_r823_final_494p,page-019.png,images/french_r823_final_494p/page-019.png,152343,240551C5D2D3B9DA8C44695AE1E99DD8292404F4207DFFCCA67853CA1C446F4C,.png,993,1404,120x120,0,target_page_render,19,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-3DBF7F129FD457EA7E72,french_r823_final_494p,page-020.png,images/french_r823_final_494p/page-020.png,170179,3DBF7F129FD457EA7E726347B6EE61A8BDDD65D148590FA48569FF42133CB52B,.png,993,1404,120x120,0,target_page_render,20,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-F1583D63E69EA9974F77,french_r823_final_494p,page-021.png,images/french_r823_final_494p/page-021.png,193341,F1583D63E69EA9974F7705BEFDDD4352ED12A77F01D9A1E2FCA35DAA4ABE4726,.png,993,1404,120x120,0,target_page_render,21,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-4F38D4030EE8AD70F45B,french_r823_final_494p,page-022.png,images/french_r823_final_494p/page-022.png,266127,4F38D4030EE8AD70F45B436F412C8240F9E24C663600B0DB321E504801E44984,.png,993,1404,120x120,0,target_page_render,22,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-660628FA03BF001CDC8D,french_r823_final_494p,page-023.png,images/french_r823_final_494p/page-023.png,240659,660628FA03BF001CDC8DD77622E6FAFC793C10B88C57DE99E12B1DFFAB52A14F,.png,993,1404,120x120,0,target_page_render,23,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-5B7FFF04A5DB869EACF2,french_r823_final_494p,page-024.png,images/french_r823_final_494p/page-024.png,189096,5B7FFF04A5DB869EACF2423BDC094D4C2D21D39C5684A098AB57066E8BB2A46A,.png,993,1404,120x120,0,target_page_render,24,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-FFF8A29466D62293D966,french_r823_final_494p,page-025.png,images/french_r823_final_494p/page-025.png,217417,FFF8A29466D62293D9666CB81F2599A531846566823AE1C87F981CDE0EB2B84F,.png,993,1404,120x120,0,target_page_render,25,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-C1ACE614E2A25F57FE60,french_r823_final_494p,page-026.png,images/french_r823_final_494p/page-026.png,205880,C1ACE614E2A25F57FE603286D855D393E3238A9E271C18450B90FCCAD9DA7BF1,.png,993,1404,120x120,0,target_page_render,26,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-2240B4EF927C55870888,french_r823_final_494p,page-027.png,images/french_r823_final_494p/page-027.png,224631,2240B4EF927C55870888F01C3BCF6CBDD02D04C9889617DA210B722870323E7E,.png,993,1404,120x120,0,target_page_render,27,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-AF4CCE92C7E8FCF9D738,french_r823_final_494p,page-028.png,images/french_r823_final_494p/page-028.png,236062,AF4CCE92C7E8FCF9D738293DB84B2BC8A723255CFCC661C0861611C19607ABD9,.png,993,1404,120x120,0,target_page_render,28,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-89FEB9AF346B7FF67C61,french_r823_final_494p,page-029.png,images/french_r823_final_494p/page-029.png,251767,89FEB9AF346B7FF67C6193013378C0CE51034B7CC61635A0AF8C2D861DB4CDD5,.png,993,1404,120x120,0,target_page_render,29,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-90652F2F56402D494C4F,french_r823_final_494p,page-030.png,images/french_r823_final_494p/page-030.png,196100,90652F2F56402D494C4F29D69F2EF4C6D20C31F78F3EFF2A5B67F7C83DDD0A0D,.png,993,1404,120x120,0,target_page_render,30,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-63E2C04AD0ABBE2D4D26,french_r823_final_494p,page-031.png,images/french_r823_final_494p/page-031.png,49929,63E2C04AD0ABBE2D4D26A48E9536A7D0CF55B2C780642D5B466C4620A53ECC2F,.png,993,1404,120x120,0,target_page_render,31,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-46F2396AA79908F63185,french_r823_final_494p,page-032.png,images/french_r823_final_494p/page-032.png,218667,46F2396AA79908F631857498EE40F015911CB0E70C1D43DED6BF4099704889BA,.png,993,1404,120x120,0,target_page_render,32,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-36A305D93E5DDD328939,french_r823_final_494p,page-033.png,images/french_r823_final_494p/page-033.png,190760,36A305D93E5DDD328939F8EC8A28B0E777C112003F46CEB9192B9E61876EAD95,.png,993,1404,120x120,0,target_page_render,33,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-F3A56594F798594C6CFB,french_r823_final_494p,page-034.png,images/french_r823_final_494p/page-034.png,197168,F3A56594F798594C6CFB50BBF78556EB827646B58211564C84D20D477E65B676,.png,993,1404,120x120,0,target_page_render,34,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-E7FB1C3B65AA9E080BBA,french_r823_final_494p,page-035.png,images/french_r823_final_494p/page-035.png,213248,E7FB1C3B65AA9E080BBA265F3EDBA54552A89155A2FDA638A064B21D1C470DFE,.png,993,1404,120x120,0,target_page_render,35,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-1AC66A1BFF5099CDB4F5,french_r823_final_494p,page-036.png,images/french_r823_final_494p/page-036.png,217799,1AC66A1BFF5099CDB4F5AD8B4C81847DFB971C871C5D8B70D752A7FE378E4164,.png,993,1404,120x120,0,target_page_render,36,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-C9E18C998F8335F25D32,french_r823_final_494p,page-037.png,images/french_r823_final_494p/page-037.png,208830,C9E18C998F8335F25D32290773F6F9D8A7E01FD8E7F6C98921967165C0E9DDD5,.png,993,1404,120x120,0,target_page_render,37,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-60D0299FAA0B0747B544,french_r823_final_494p,page-038.png,images/french_r823_final_494p/page-038.png,233909,60D0299FAA0B0747B544EAB251E6271FBE896D372FD922712B79B3CAD57F258F,.png,993,1404,120x120,0,target_page_render,38,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-EB72EACE1EF3A7E6AAFF,french_r823_final_494p,page-039.png,images/french_r823_final_494p/page-039.png,259529,EB72EACE1EF3A7E6AAFF9E16EDEBE3CC419E7484A33FB2204FFCF8CCC24BB9C1,.png,993,1404,120x120,0,target_page_render,39,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-5F51DF83B57E7C2AEAC1,french_r823_final_494p,page-040.png,images/french_r823_final_494p/page-040.png,235043,5F51DF83B57E7C2AEAC1CFC8DC24CA68475E4C1514385FC05E657DE521F7CA9D,.png,993,1404,120x120,0,target_page_render,40,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-405646AE962D58D6F51A,french_r823_final_494p,page-041.png,images/french_r823_final_494p/page-041.png,235495,405646AE962D58D6F51A9A76D5992F2282A2679FCA2111AAACFE10F2B38C27A2,.png,993,1404,120x120,0,target_page_render,41,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-2638FF3334BF612595C1,french_r823_final_494p,page-042.png,images/french_r823_final_494p/page-042.png,225248,2638FF3334BF612595C12630E3B49CAEBEBCF2E91F00A5D977919800E8D35B7C,.png,993,1404,120x120,0,target_page_render,42,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-D092B2681DE3EF9FB9A3,french_r823_final_494p,page-043.png,images/french_r823_final_494p/page-043.png,227291,D092B2681DE3EF9FB9A348AF5A27CBC567DD42A92B71ACA7123BD86345F87FD0,.png,993,1404,120x120,0,target_page_render,43,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-26E02443FC35EEADFF44,french_r823_final_494p,page-044.png,,91392,26E02443FC35EEADFF4415D2167D80D84FACB0A6B71023C22D342687773F073C,.png,1404,993,120x120,0,target_page_render,44,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,already_public_existing_noether_package
VE-3C74E37397F1A698A4D3,french_r823_final_494p,page-045.png,,99361,3C74E37397F1A698A4D319917B9F51E63F8AB6F7BBDD93F0D357C0CD64428D3B,.png,1404,993,120x120,0,target_page_render,45,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,already_public_existing_noether_package
VE-3932028D4E3593F64D24,french_r823_final_494p,page-046.png,images/french_r823_final_494p/page-046.png,396774,3932028D4E3593F64D2439AB0E43DAF0C34D2A235AD24C30F7C85D0CDF4AF670,.png,993,1404,120x120,0,target_page_render,46,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-0EB095AFB93347946D4C,french_r823_final_494p,page-047.png,images/french_r823_final_494p/page-047.png,249286,0EB095AFB93347946D4C7418119ED86ADA1B8F32E663EADD4E8DBBFD8E8330AD,.png,993,1404,120x120,0,target_page_render,47,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-EAD6A2F6039DEE47AE7A,french_r823_final_494p,page-048.png,images/french_r823_final_494p/page-048.png,409684,EAD6A2F6039DEE47AE7A6792D906934424DCFBB6044B6B347F17CF09F2E16FF9,.png,993,1404,120x120,0,target_page_render,48,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-E72A9D124BE29EF68107,french_r823_final_494p,page-049.png,images/french_r823_final_494p/page-049.png,351702,E72A9D124BE29EF68107EDB34870C04B2D0F6887F8D0DA1BB468CD78BB3F4FAF,.png,993,1404,120x120,0,target_page_render,49,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-C03163319E7B33A13883,french_r823_final_494p,page-050.png,images/french_r823_final_494p/page-050.png,275272,C03163319E7B33A138830CD0CCC2304260C0E8F496988F5FAB0CF8152B476BA5,.png,993,1404,120x120,0,target_page_render,50,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-8CB8604CD2BC4DCD81BD,french_r823_final_494p,page-051.png,images/french_r823_final_494p/page-051.png,138658,8CB8604CD2BC4DCD81BD63675CFD8B48D1C8196F6F6A6A51212081CFE73A3A4B,.png,993,1404,120x120,0,target_page_render,51,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
VE-665C89C4595A40E7D786,french_r823_final_494p,page-052.png,images/french_r823_final_494p/page-052.png,344861,665C89C4595A40E7D78625B554228A10B4660E617418BEB6DF084B9DDCD02E70,.png,993,1404,120x120,0,target_page_render,52,,02d_Noether_French_R823_Cumulative_WorkingTranslation_20260718.pdf,6D6B23B3E196F0A76D179AFC359675EF97784D3091C391AFAA56FD6211F2FC9E,project_generated_target_render_or_QA_composite,retained_from_frozen_review_evidence,project_generated_render_of_public-domain_Noether_working_text,open_payload_new
