binding_id,decision_id,target_id,layer,tex_path,locator,state
ILL-BIND-20260804-0041,ILL-TR-20260804-0010,ILL-CCD:LNM239:INTRO:p011,en,tex/volume_I/en/front/008_intro.tex,whole_page,active
ILL-BIND-20260804-0042,ILL-NORM-20260804-0008,ILL-CCD:LNM239:INTRO:p011,fr_diplomatic,tex/volume_I/fr_diplomatic/front/008_intro.tex,carrier_lineation,active
ILL-BIND-20260804-0043,ILL-NORM-20260804-0008,ILL-CCD:LNM239:INTRO:p011,fr_corrected,tex/volume_I/fr_corrected/front/008_intro.tex,carrier_normalization,active
ILL-BIND-20260804-0044,ILL-NORM-20260804-0008,ILL-CCD:LNM239:INTRO:p011,en,tex/volume_I/en/front/008_intro.tex,native_tex_presentation,active
ILL-BIND-20260804-0045,ILL-TX-20260804-0009,ILL-CCD:LNM239:INTRO:p012,fr_diplomatic,tex/volume_I/fr_diplomatic/front/009_intro.tex,whole_page,active
ILL-BIND-20260804-0046,ILL-SC-20260804-0009,ILL-CCD:LNM239:INTRO:p012:p3,fr_corrected,tex/volume_I/fr_corrected/front/009_intro.tex,missing_comma_space,active_correction
ILL-BIND-20260804-0047,ILL-TR-20260804-0011,ILL-CCD:LNM239:INTRO:p012,en,tex/volume_I/en/front/009_intro.tex,whole_page,active
ILL-BIND-20260804-0048,ILL-NORM-20260804-0009,ILL-CCD:LNM239:INTRO:p012,fr_diplomatic,tex/volume_I/fr_diplomatic/front/009_intro.tex,carrier_lineation,active
ILL-BIND-20260804-0049,ILL-NORM-20260804-0009,ILL-CCD:LNM239:INTRO:p012,fr_corrected,tex/volume_I/fr_corrected/front/009_intro.tex,carrier_normalization,active
ILL-BIND-20260804-0050,ILL-NORM-20260804-0009,ILL-CCD:LNM239:INTRO:p012,en,tex/volume_I/en/front/009_intro.tex,native_tex_presentation,active
ILL-BIND-20260804-0051,ILL-TX-20260804-0009,ILL-CCD:LNM239:INTRO:p012:d1,shared_native_tex,tex/common/tri1.tex,IllusieTransitivityTriangle,active
ILL-BIND-20260805-0052,ILL-TX-20260804-0010,ILL-CCD:LNM239:INTRO:p013,fr_diplomatic,tex/volume_I/fr_diplomatic/front/010_intro.tex,whole_page,active
ILL-BIND-20260805-0053,ILL-SC-20260804-0010,ILL-CCD:LNM239:INTRO:p013:p1,fr_corrected,tex/volume_I/fr_corrected/front/010_intro.tex,space_before_comma_after_chapter_V,active_correction
ILL-BIND-20260805-0054,ILL-TR-20260804-0012,ILL-CCD:LNM239:INTRO:p013,en,tex/volume_I/en/front/010_intro.tex,whole_page,active
ILL-BIND-20260805-0055,ILL-NORM-20260804-0010,ILL-CCD:LNM239:INTRO:p013,fr_diplomatic,tex/volume_I/fr_diplomatic/front/010_intro.tex,source_carrier_presentation,active
ILL-BIND-20260805-0056,ILL-NORM-20260804-0010,ILL-CCD:LNM239:INTRO:p013,fr_corrected,tex/volume_I/fr_corrected/front/010_intro.tex,corrected_presentation,active
ILL-BIND-20260805-0057,ILL-NORM-20260804-0010,ILL-CCD:LNM239:INTRO:p013,en,tex/volume_I/en/front/010_intro.tex,native_tex_presentation,active
ILL-BIND-20260805-0058,ILL-TX-20260804-0011,ILL-CCD:LNM239:INTRO:p014,fr_diplomatic,tex/volume_I/fr_diplomatic/front/011_intro.tex,whole_page,active
ILL-BIND-20260805-0059,ILL-SC-20260804-0011,ILL-CCD:LNM239:INTRO:p014:p1,fr_corrected,tex/volume_I/fr_corrected/front/011_intro.tex,space_before_comma_after_lisse,active_correction
ILL-BIND-20260805-0060,ILL-TR-20260804-0013,ILL-CCD:LNM239:INTRO:p014,en,tex/volume_I/en/front/011_intro.tex,whole_page,active
ILL-BIND-20260805-0061,ILL-NORM-20260804-0011,ILL-CCD:LNM239:INTRO:p014,fr_diplomatic,tex/volume_I/fr_diplomatic/front/011_intro.tex,source_carrier_presentation,active
ILL-BIND-20260805-0062,ILL-NORM-20260804-0011,ILL-CCD:LNM239:INTRO:p014,fr_corrected,tex/volume_I/fr_corrected/front/011_intro.tex,corrected_presentation,active
ILL-BIND-20260805-0063,ILL-NORM-20260804-0011,ILL-CCD:LNM239:INTRO:p014,en,tex/volume_I/en/front/011_intro.tex,native_tex_presentation,active
ILL-BIND-20260805-0064,ILL-TX-20260804-0012,ILL-CCD:LNM239:INTRO:p015,fr_diplomatic,tex/volume_I/fr_diplomatic/front/012_intro.tex,whole_page,active
ILL-BIND-20260805-0065,ILL-SC-20260804-0012,ILL-CCD:LNM239:INTRO:p015:p2,fr_corrected,tex/volume_I/fr_corrected/front/012_intro.tex,unaccented_capital_A_preserved,active_zero_correction
ILL-BIND-20260805-0066,ILL-TR-20260804-0014,ILL-CCD:LNM239:INTRO:p015,en,tex/volume_I/en/front/012_intro.tex,whole_page,active
ILL-BIND-20260805-0067,ILL-NORM-20260804-0012,ILL-CCD:LNM239:INTRO:p015,fr_diplomatic,tex/volume_I/fr_diplomatic/front/012_intro.tex,source_carrier_presentation,active
ILL-BIND-20260805-0068,ILL-NORM-20260804-0012,ILL-CCD:LNM239:INTRO:p015,fr_corrected,tex/volume_I/fr_corrected/front/012_intro.tex,carrier_normalization,active
ILL-BIND-20260805-0069,ILL-NORM-20260804-0012,ILL-CCD:LNM239:INTRO:p015,en,tex/volume_I/en/front/012_intro.tex,native_tex_presentation,active
ILL-BIND-20260805-0070,ILL-TX-20260804-0013,ILL-CCD:LNM239:FM:XIV,fr_diplomatic,tex/volume_I/fr_diplomatic/front/013_blank.tex,whole_page,active
ILL-BIND-20260805-0071,ILL-SC-20260804-0013,ILL-CCD:LNM239:FM:XIV,fr_corrected,tex/volume_I/fr_corrected/front/013_blank.tex,blank_page_zero_correction,active_zero_correction
ILL-BIND-20260805-0072,ILL-TR-20260804-0015,ILL-CCD:LNM239:FM:XIV,en,tex/volume_I/en/front/013_blank.tex,blank_page_identity,active
ILL-BIND-20260805-0073,ILL-NORM-20260804-0013,ILL-CCD:LNM239:FM:XIV,fr_diplomatic,tex/volume_I/fr_diplomatic/front/013_blank.tex,source_carrier_classification,active
ILL-BIND-20260805-0074,ILL-NORM-20260804-0013,ILL-CCD:LNM239:FM:XIV,fr_corrected,tex/volume_I/fr_corrected/front/013_blank.tex,clean_blank_presentation,active
ILL-BIND-20260805-0075,ILL-NORM-20260804-0013,ILL-CCD:LNM239:FM:XIV,en,tex/volume_I/en/front/013_blank.tex,clean_blank_presentation,active
ILL-BIND-20260805-0076,ILL-TX-20260804-0014,ILL-CCD:LNM239:FM:XV,fr_diplomatic,tex/volume_I/fr_diplomatic/front/014_prelim.tex,whole_page,active
ILL-BIND-20260805-0077,ILL-SC-20260804-0014,ILL-CCD:LNM239:CONV,fr_corrected,tex/volume_I/fr_corrected/front/014_prelim.tex,printed_singular_standard_preserved,active_zero_correction
ILL-BIND-20260805-0078,ILL-TR-20260804-0016,ILL-CCD:LNM239:FM:XV,en,tex/volume_I/en/front/014_prelim.tex,whole_page,active
ILL-BIND-20260805-0079,ILL-NORM-20260804-0014,ILL-CCD:LNM239:FM:XV,fr_diplomatic,tex/volume_I/fr_diplomatic/front/014_prelim.tex,source_carrier_presentation,active
ILL-BIND-20260805-0080,ILL-NORM-20260804-0014,ILL-CCD:LNM239:FM:XV,fr_corrected,tex/volume_I/fr_corrected/front/014_prelim.tex,carrier_normalization,active
ILL-BIND-20260805-0081,ILL-NORM-20260804-0014,ILL-CCD:LNM239:FM:XV,en,tex/volume_I/en/front/014_prelim.tex,native_tex_presentation,active
ILL-BIND-20260805-0082,ILL-TX-20260804-0014,ILL-CCD:LNM239:PREREQ:GUIDE:d1,shared,tex/common/guide1.tex,native_chapter_dependency_diagram,active
ILL-BIND-20260805-0083,ILL-TX-20260804-0015,ILL-CCD:LNM239:FM:P018,fr_diplomatic,tex/volume_I/fr_diplomatic/front/015_blank.tex,whole_page,active
ILL-BIND-20260805-0084,ILL-SC-20260804-0015,ILL-CCD:LNM239:FM:P018,fr_corrected,tex/volume_I/fr_corrected/front/015_blank.tex,blank_page_zero_correction,active_zero_correction
ILL-BIND-20260805-0085,ILL-TR-20260804-0017,ILL-CCD:LNM239:FM:P018,en,tex/volume_I/en/front/015_blank.tex,blank_page_identity,active
ILL-BIND-20260805-0086,ILL-NORM-20260804-0015,ILL-CCD:LNM239:FM:P018,fr_diplomatic,tex/volume_I/fr_diplomatic/front/015_blank.tex,source_carrier_classification,active
ILL-BIND-20260805-0087,ILL-NORM-20260804-0015,ILL-CCD:LNM239:FM:P018,fr_corrected,tex/volume_I/fr_corrected/front/015_blank.tex,clean_blank_presentation,active
ILL-BIND-20260805-0088,ILL-NORM-20260804-0015,ILL-CCD:LNM239:FM:P018,en,tex/volume_I/en/front/015_blank.tex,clean_blank_presentation,active
ILL-BIND-20260805-0089,ILL-TX-20260804-0016,ILL-CCD:LNM239:CH1:p001,fr_diplomatic,tex/volume_I/fr_diplomatic/ch1/001_p001.tex,whole_page,active
ILL-BIND-20260805-0090,ILL-SC-20260804-0016,ILL-CCD:LNM239:CH1:p001,fr_corrected,tex/volume_I/fr_corrected/ch1/001_p001.tex,explicit_zero_textual_correction_and_carrier_join,active_zero_correction
ILL-BIND-20260805-0091,ILL-TR-20260804-0018,ILL-CCD:LNM239:CH1:p001,en,tex/volume_I/en/ch1/001_p001.tex,whole_page,active
ILL-BIND-20260805-0092,ILL-NORM-20260804-0016,ILL-CCD:LNM239:CH1:p001,fr_diplomatic,tex/volume_I/fr_diplomatic/ch1/001_p001.tex,source_carrier_lineation,active
ILL-BIND-20260805-0093,ILL-NORM-20260804-0016,ILL-CCD:LNM239:CH1:p001,fr_corrected,tex/volume_I/fr_corrected/ch1/001_p001.tex,native_tex_corrected_presentation,active
ILL-BIND-20260805-0094,ILL-NORM-20260804-0016,ILL-CCD:LNM239:CH1:p001,en,tex/volume_I/en/ch1/001_p001.tex,native_tex_english_presentation,active
ILL-BIND-20260805-0095,ILL-TX-20260804-0017,ILL-CCD:LNM239:CH1:p002,fr_diplomatic,tex/volume_I/fr_diplomatic/ch1/002_p002.tex,whole_page,active
ILL-BIND-20260805-0096,ILL-SC-20260804-0017,ILL-CCD:LNM239:CH1:p002,fr_corrected,tex/volume_I/fr_corrected/ch1/002_p002.tex,one_post_comma_spacing_correction_and_carrier_joins,active
ILL-BIND-20260805-0097,ILL-TR-20260804-0019,ILL-CCD:LNM239:CH1:p002,en,tex/volume_I/en/ch1/002_p002.tex,whole_page,active
ILL-BIND-20260805-0098,ILL-NORM-20260804-0017,ILL-CCD:LNM239:CH1:p002,fr_diplomatic,tex/volume_I/fr_diplomatic/ch1/002_p002.tex,source_carrier_lineation,active
ILL-BIND-20260805-0099,ILL-NORM-20260804-0017,ILL-CCD:LNM239:CH1:p002,fr_corrected,tex/volume_I/fr_corrected/ch1/002_p002.tex,native_tex_corrected_presentation,active
ILL-BIND-20260805-0100,ILL-NORM-20260804-0017,ILL-CCD:LNM239:CH1:p002,en,tex/volume_I/en/ch1/002_p002.tex,native_tex_english_presentation,active
ILL-BIND-20260805-0101,ILL-TX-20260804-0018,ILL-CCD:LNM239:CH1:p003,fr_diplomatic,tex/volume_I/fr_diplomatic/ch1/003_p003.tex,whole_page,active
ILL-BIND-20260805-0102,ILL-SC-20260804-0018,ILL-CCD:LNM239:CH1:p003,fr_corrected,tex/volume_I/fr_corrected/ch1/003_p003.tex,two_punctuation_corrections,active
ILL-BIND-20260805-0103,ILL-TR-20260804-0020,ILL-CCD:LNM239:CH1:p003,en,tex/volume_I/en/ch1/003_p003.tex,whole_page,active
ILL-BIND-20260805-0104,ILL-NORM-20260804-0018,ILL-CCD:LNM239:CH1:p003,fr_diplomatic,tex/volume_I/fr_diplomatic/ch1/003_p003.tex,source_carrier_presentation,active
ILL-BIND-20260805-0105,ILL-NORM-20260804-0018,ILL-CCD:LNM239:CH1:p003,fr_corrected,tex/volume_I/fr_corrected/ch1/003_p003.tex,native_tex_corrected_presentation,active
ILL-BIND-20260805-0106,ILL-NORM-20260804-0018,ILL-CCD:LNM239:CH1:p003,en,tex/volume_I/en/ch1/003_p003.tex,native_tex_english_presentation,active
ILL-BIND-20260805-0107,ILL-TX-20260804-0019,ILL-CCD:LNM239:CH1:p004,fr_diplomatic,tex/volume_I/fr_diplomatic/ch1/004_p004.tex,whole_page,active
ILL-BIND-20260805-0108,ILL-SC-20260804-0019,ILL-CCD:LNM239:CH1:p004,fr_corrected,tex/volume_I/fr_corrected/ch1/004_p004.tex,zero_textual_correction_one_carrier_join,active
ILL-BIND-20260805-0109,ILL-TR-20260804-0021,ILL-CCD:LNM239:CH1:p004,en,tex/volume_I/en/ch1/004_p004.tex,whole_page,active
ILL-BIND-20260805-0110,ILL-NORM-20260804-0019,ILL-CCD:LNM239:CH1:p004,fr_diplomatic,tex/volume_I/fr_diplomatic/ch1/004_p004.tex,source_carrier_presentation,active
ILL-BIND-20260805-0111,ILL-NORM-20260804-0019,ILL-CCD:LNM239:CH1:p004,fr_corrected,tex/volume_I/fr_corrected/ch1/004_p004.tex,native_tex_corrected_presentation,active
ILL-BIND-20260805-0112,ILL-NORM-20260804-0019,ILL-CCD:LNM239:CH1:p004,en,tex/volume_I/en/ch1/004_p004.tex,native_tex_english_presentation,active
ILL-BIND-20260805-0113,ILL-REV-20260805-0021,ILL-CCD:LNM239:FM:COVER,fr_corrected,tex/volume_I/fr_corrected/front/000_cover.tex,clean_author_and_work_edition_cover,active
ILL-BIND-20260805-0114,ILL-REV-20260805-0021,ILL-CCD:LNM239:FM:COVER,en,tex/volume_I/en/front/000_cover.tex,clean_author_and_work_edition_cover,active
