entity_id,corpus_id,volume_id,kind,parent_id,source_number,source_page_id,physical_page,printed_page,source_span_id,fr_diplomatic_label,fr_corrected_label,en_label,authority_source_id,authority_sha256,status,decision_id,notes
ILL-CCD:LNM239:SUB:IC:MS:CORRECTIONS,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,publisher_statement,ILL-CCD:LNM239:SUB:IC:MS,,illusie:I:pdf:p002-p018,2,inside-cover,ILL-SP-239-002-16,Corrections to the typescript should be made by sticking the amended text,Corrections to the typescript should be made by sticking the amended text,Corrections to the typescript should be made by sticking the amended text,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0001,"Source language is English; diplomatic, corrected, and English labels are intentional identity pass-throughs."
ILL-CCD:LNM239:SUB:IC:MS:COPIES,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,publisher_statement,ILL-CCD:LNM239:SUB:IC:MS,,illusie:I:pdf:p002-p018,2,inside-cover,ILL-SP-239-002-17,Authors receive 75 free copies,Authors receive 75 free copies,Authors receive 75 free copies,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0001,"Source language is English; diplomatic, corrected, and English labels are intentional identity pass-throughs."
ILL-CCD:LNM239:SUB:IC:MS:DIMENSIONS,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,publisher_statement,ILL-CCD:LNM239:SUB:IC:MS,,illusie:I:pdf:p002-p018,2,inside-cover,ILL-SP-239-002-18,18 x 26.5 cm (7 x 10½ inches),18 x 26.5 cm (7 x 10½ inches),18 x 26.5 cm (7 x 10½ inches),illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0001,"Source language is English; diplomatic, corrected, and English labels are intentional identity pass-throughs."
ILL-CCD:LNM239:SUB:IC:MS:STATIONERY,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,publisher_statement,ILL-CCD:LNM239:SUB:IC:MS,,illusie:I:pdf:p002-p018,2,inside-cover,ILL-SP-239-002-19,The publishers will be pleased to supply on request special stationery,The publishers will be pleased to supply on request special stationery,The publishers will be pleased to supply on request special stationery,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0001,"Source language is English; diplomatic, corrected, and English labels are intentional identity pass-throughs."
ILL-CCD:LNM239:SUB:IC:MS:SUBMISSION,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,publisher_statement,ILL-CCD:LNM239:SUB:IC:MS,,illusie:I:pdf:p002-p018,2,inside-cover,ILL-SP-239-002-20,"Manuscripts in English, German or French should be sent to Prof. Dr. A. Dold or Prof. Dr. B. Eckmann","Manuscripts in English, German or French should be sent to Prof. Dr. A. Dold or Prof. Dr. B. Eckmann","Manuscripts in English, German or French should be sent to Prof. Dr. A. Dold or Prof. Dr. B. Eckmann",illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0001,"Source language is English; diplomatic, corrected, and English labels are intentional identity pass-throughs."
ILL-CCD:LNM239:SUB:IC:CAT,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,publisher_catalogue,ILL-CCD:LNM239:FM:IC,,illusie:I:pdf:p002-p018,2,inside-cover,ILL-SP-239-002-21,Lecture Notes in Physics,Lecture Notes in Physics,Lecture Notes in Physics,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0001,"Source language is English; diplomatic, corrected, and English labels are intentional identity pass-throughs."
ILL-CCD:LNM239:SUB:IC:CAT:HEAD,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,publisher_catalogue_heading,ILL-CCD:LNM239:SUB:IC:CAT,,illusie:I:pdf:p002-p018,2,inside-cover,ILL-SP-239-002-22,Bisher erschienen/Already published,Bisher erschienen/Already published,Bisher erschienen/Already published,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0001,"Source language is English; diplomatic, corrected, and English labels are intentional identity pass-throughs."
ILL-CCD:LNM239:SUB:IC:CAT:V01,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,external_catalogue_entry,ILL-CCD:LNM239:SUB:IC:CAT,Vol. 1,illusie:I:pdf:p002-p018,2,inside-cover,ILL-SP-239-002-23,"J. C. Erdmann, Wärmeleitung in Kristallen, theoretische Grundlagen und fortgeschrittene experimentelle Methoden","J. C. Erdmann, Wärmeleitung in Kristallen, theoretische Grundlagen und fortgeschrittene experimentelle Methoden","J. C. Erdmann, Wärmeleitung in Kristallen, theoretische Grundlagen und fortgeschrittene experimentelle Methoden",illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0001,"Source language is English; diplomatic, corrected, and English labels are intentional identity pass-throughs. Publisher catalogue listing only; not an Illusie citation."
ILL-CCD:LNM239:SUB:IC:CAT:V02,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,external_catalogue_entry,ILL-CCD:LNM239:SUB:IC:CAT,Vol. 2,illusie:I:pdf:p002-p018,2,inside-cover,ILL-SP-239-002-24,"K. Hepp, Théorie de la renormalisation","K. Hepp, Théorie de la renormalisation","K. Hepp, Théorie de la renormalisation",illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0001,"Source language is English; diplomatic, corrected, and English labels are intentional identity pass-throughs. Publisher catalogue listing only; not an Illusie citation."
ILL-CCD:LNM239:SUB:IC:CAT:V03,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,external_catalogue_entry,ILL-CCD:LNM239:SUB:IC:CAT,Vol. 3,illusie:I:pdf:p002-p018,2,inside-cover,ILL-SP-239-002-25,"A. Martin, Scattering Theory: Unitarity, Analytic and Crossing","A. Martin, Scattering Theory: Unitarity, Analytic and Crossing","A. Martin, Scattering Theory: Unitarity, Analytic and Crossing",illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0001,"Source language is English; diplomatic, corrected, and English labels are intentional identity pass-throughs. Publisher catalogue listing only; not an Illusie citation."
ILL-CCD:LNM239:SUB:IC:CAT:V04,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,external_catalogue_entry,ILL-CCD:LNM239:SUB:IC:CAT,Vol. 4,illusie:I:pdf:p002-p018,2,inside-cover,ILL-SP-239-002-26,"G. Ludwig, Deutung des Begriffs physikalische Theorie und axiomatische Grundlegung der Hilbertraumstruktur der Quantenmechanik durch Hauptsätze des Messens","G. Ludwig, Deutung des Begriffs physikalische Theorie und axiomatische Grundlegung der Hilbertraumstruktur der Quantenmechanik durch Hauptsätze des Messens","G. Ludwig, Deutung des Begriffs physikalische Theorie und axiomatische Grundlegung der Hilbertraumstruktur der Quantenmechanik durch Hauptsätze des Messens",illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0001,"Source language is English; diplomatic, corrected, and English labels are intentional identity pass-throughs. Publisher catalogue listing only; not an Illusie citation."
ILL-CCD:LNM239:SUB:IC:CAT:V05,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,external_catalogue_entry,ILL-CCD:LNM239:SUB:IC:CAT,Vol. 5,illusie:I:pdf:p002-p018,2,inside-cover,ILL-SP-239-002-27,"M. Schaaf, The Reduction of the Product of Two Irreducible Unitary Representations of the Proper Orthochronous Quantummechanical Poincaré Group","M. Schaaf, The Reduction of the Product of Two Irreducible Unitary Representations of the Proper Orthochronous Quantummechanical Poincaré Group","M. Schaaf, The Reduction of the Product of Two Irreducible Unitary Representations of the Proper Orthochronous Quantummechanical Poincaré Group",illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0001,"Source language is English; diplomatic, corrected, and English labels are intentional identity pass-throughs. Publisher catalogue listing only; not an Illusie citation."
ILL-CCD:LNM239:SUB:IC:CAT:V06,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,external_catalogue_entry,ILL-CCD:LNM239:SUB:IC:CAT,Vol. 6,illusie:I:pdf:p002-p018,2,inside-cover,ILL-SP-239-002-28,"Group Representations in Mathematics and Physics, edited by V. Bargmann","Group Representations in Mathematics and Physics, edited by V. Bargmann","Group Representations in Mathematics and Physics, edited by V. Bargmann",illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0001,"Source language is English; diplomatic, corrected, and English labels are intentional identity pass-throughs. Publisher catalogue listing only; not an Illusie citation."
ILL-CCD:LNM239:SUB:IC:CAT:V07,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,external_catalogue_entry,ILL-CCD:LNM239:SUB:IC:CAT,Vol. 7,illusie:I:pdf:p002-p018,2,inside-cover,ILL-SP-239-002-29,"R. Balescu, J. L. Lebowitz, I. Prigogine, P. Résibois, Z. W. Salsburg, Lectures in Statistical Physics","R. Balescu, J. L. Lebowitz, I. Prigogine, P. Résibois, Z. W. Salsburg, Lectures in Statistical Physics","R. Balescu, J. L. Lebowitz, I. Prigogine, P. Résibois, Z. W. Salsburg, Lectures in Statistical Physics",illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0001,"Source language is English; diplomatic, corrected, and English labels are intentional identity pass-throughs. Publisher catalogue listing only; not an Illusie citation."
ILL-CCD:LNM239:SUB:IC:CAT:V08,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,external_catalogue_entry,ILL-CCD:LNM239:SUB:IC:CAT,Vol. 8,illusie:I:pdf:p002-p018,2,inside-cover,ILL-SP-239-002-30,"Proceedings of the Second International Conference on Numerical Methods in Fluid Dynamics, edited by M. Holt","Proceedings of the Second International Conference on Numerical Methods in Fluid Dynamics, edited by M. Holt","Proceedings of the Second International Conference on Numerical Methods in Fluid Dynamics, edited by M. Holt",illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0001,"Source language is English; diplomatic, corrected, and English labels are intentional identity pass-throughs. Publisher catalogue listing only; not an Illusie citation."
ILL-CCD:LNM239:FM:TP,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,title_page,ILL-CCD:LNM239:FM:FRONT,I,illusie:I:pdf:p002-p018,3,I,ILL-SP-239-003-01,Page de titre,Page de titre,Title page,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0002,Language-neutral root for physical p.3.
ILL-CCD:LNM239:FM:TP:SERIES,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,series_statement,ILL-CCD:LNM239:FM:TP,239,illusie:I:pdf:p002-p018,3,I,ILL-SP-239-003-02,Lecture Notes in Mathematics 239,Lecture Notes in Mathematics 239,Lecture Notes in Mathematics 239,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0002,Already-English publisher series matter.
ILL-CCD:LNM239:FM:TP:AUTHOR,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,author_credit,ILL-CCD:LNM239:FM:TP,Luc Illusie,illusie:I:pdf:p002-p018,3,I,ILL-SP-239-003-03,Luc Illusie,Luc Illusie,Luc Illusie,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0002,
ILL-CCD:LNM239:FM:TP:AFFIL,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,affiliation,ILL-CCD:LNM239:FM:TP,CNRS,illusie:I:pdf:p002-p018,3,I,ILL-SP-239-003-04,Centre National de la Recherche Scientifique — Paris/France,Centre National de la Recherche Scientifique — Paris/France,Centre National de la Recherche Scientifique — Paris/France,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0002,Institutional proper name remains unchanged in English.
ILL-CCD:LNM239:FM:TP:TITLE,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,work_title,ILL-CCD:LNM239:FM:TP,I,illusie:I:pdf:p002-p018,3,I,ILL-SP-239-003-05,Complexe Cotangent et Déformations I,Complexe Cotangent et Déformations I,Cotangent Complex and Deformations I,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0004,
