occurrence_id,term_id,sense_ids,concept,language,surface_query,normalization_group,logical_source_id,record_id,source_sha256,license_status,locator_path,line_number,quote,quote_sha256,source_domain,evidence_tier,sense_review_status,acceptance,semantic_review_status,reviewed_sense_ids,adverse_to_sense_ids,held_for_sense_ids,review_reason_code,review_note,evidence_role,review_tier,reviewer_model_claim,bridge_form_promotion_eligible,human_observation
OCC-3A624F791BE8AE0E,T14,T14-S1 | T14-S2 | T14-S3,product,fr,produit,T14:fr:produit,TRANSFER-1508.04495v1-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_chapitre1.tex,TRANSFER-0006,34AB8D749F6B9198FCD63A0E3B44ACF27BA3DA37FC6C60188B371BF39F41488E,arxiv_distribution_license_not_reuse_clear,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_chapitre1.tex,10,"l'action d'un groupe fini par $k$-automorphismes sur un produit tensoriel de la forme $\g \otimes S$, où $\g$ est une algèbre …",BA72E3E0F8EC730C041CD23430391C21F689F35FDA48857494746A207E30EF04,mathematics_mixed,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,rejected_adverse_or_wrong_sense,,,,tensor_product_unmodeled,"The occurrence is the distinct compound tensor product, not any modeled T14 sense.",adverse_false_friend_source_defect_or_provenance_boundary,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-B4AEC435302C4B75,T14,T14-S1 | T14-S2 | T14-S3,product,pt,produto,T14:pt:produto,WIKI-pt-193830-71904594,WIKIHTML-PT-193830-71904594,681C1360B30519250BF7E45563DEB80F345FD7145DCAF36ECAEF89C00712C5D0,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\pt\WIKIHTML-193830-71904594.txt,1005,fórmula do produto de Euler,7A0A7D2C044F70FA886A6D30D0390ED60741B2267D548A525CBF733D6FF167B8,group_theory,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,T14-S1,,,multiplicative_product_context,Full stored quote and adjacent source lines inspected; the explicit modeled sense is matched.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-7BE5570564DAFDAE,T14,T14-S1 | T14-S2 | T14-S3,product,pt,produto,T14:pt:produto,WIKI-pt-44171-72178684,WIKITEXT-PT-44171-72178684,9AD8C18F9B4283D019CA5DDAADD605D95ABA17C2AE25D96D2FD57721C7AE1956,declared_cc_by_sa_4_0_project_terms_pending_page_match,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\downloaded_wikimedia\pt\44171_72178684_Álgebra.wikitext,29,"operação algébrica é uma [[Função (matemática)|função]] de uma [[Produto cartesiano|potência cartesiana de um conjunto nesse conjunto]], expressa formalmente como <math>\omega: A^n …",D43AFA0AC7B171FE129EDB54D9B729BFB577D499E6A753A2D65FCF4E929E4466,abstract_algebra,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,T14-S3,,,direct_or_cartesian_product_context,Full stored quote and adjacent source lines inspected; the explicit modeled sense is matched.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-67DA8C04582F72F3,T14,T14-S1 | T14-S2 | T14-S3,product,pt,produto,T14:pt:produto,WIKI-pt-60301-68734795,WIKIHTML-PT-60301-68734795,E242C0297FB17E1248FC5E01F55430DAE8691F57B55EAF70F6B05DF4EB72E2AB,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\pt\WIKIHTML-60301-68734795.txt,414,produto de matrizes,F6E5D04B6E34937820CA67A584301A8C422BF0908891B5FBBA767ECF4213B325,abstract_algebra,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,T14-S1,,,multiplicative_product_context,Full stored quote and adjacent source lines inspected; the explicit modeled sense is matched.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-575DEDACE17E4844,T14,T14-S1 | T14-S2 | T14-S3,product,gl,produto,T14:gl:produto,WIKI-gl-167091-7442913,WIKIHTML-GL-167091-7442913,28C3F8ABDB18EA7B77A8B611E3169A2B4AE4FE09037FD1272E9C06217ABE6307,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\gl\WIKIHTML-167091-7442913.txt,377,foi primeiramente un produto dos,4CF286847D9532211FEBBC17D077FF950827F9F6F63ABC05A75845E3110FA747,proof_register,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,rejected_adverse_or_wrong_sense,,T14-S1,,ordinary_causal_result,"Product describes a historical causal result, not multiplication.",adverse_false_friend_source_defect_or_provenance_boundary,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-1AE2087FD4C69969,T14,T14-S1 | T14-S2 | T14-S3,product,gl,produto,T14:gl:produto,WIKI-gl-169282-7404099,WIKIHTML-GL-169282-7404099,D7EFD0780ABE7DAA443CCE280D946E0B5B19EAD4BFB770B89197D4AB30718C5B,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\gl\WIKIHTML-169282-7404099.txt,380,que está pechado baixo o produto e a inversa. Tal grupo actúa sobre o espazo vectorial,B79FF84F8ABC4861E0E8444B92CAAFA500D3BB1C2F066DCFD762AB3D29022618,group_theory,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,T14-S1,,,multiplicative_product_context,Full stored quote and adjacent source lines inspected; the explicit modeled sense is matched.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-58B7F85C42732507,T14,T14-S1 | T14-S2 | T14-S3,product,gl,produto,T14:gl:produto,WIKI-gl-209642-6945035,WIKIHTML-GL-209642-6945035,639F9C1386FDC1626745B699311EE87DCE516D423567DC8FF13AAA2B6FC75338,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\gl\WIKIHTML-209642-6945035.txt,215,"elemento distinto de cero é invertible respecto do produto. Polo tanto, un corpo é un conxunto",153B542933CF71265D969054A54DD62E3F222E0B44049A61CA9521B6F7664205,field_theory,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,T14-S1,,,multiplicative_product_context,Full stored quote and adjacent source lines inspected; the explicit modeled sense is matched.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-866549268EF99357,T14,T14-S1 | T14-S2 | T14-S3,product,ca,producte,T14:ca:producte,WIKI-ca-151836-36710349,WIKIHTML-CA-151836-36710349,8031691E3AE369F0C96F3140524D5D0981A751AFD7185D38571685149CE8E338,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\ca\WIKIHTML-151836-36710349.txt,225,", el producte",0A0597C3C87F4DFA8901B27C32D5329ED79C8DF11B2A9F2337986A51184F068E,module_theory,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,T14-S1,,,multiplicative_product_context,Full stored quote and adjacent source lines inspected; the explicit modeled sense is matched.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-6A20983E3E964DEB,T14,T14-S1 | T14-S2 | T14-S3,product,ca,producte,T14:ca:producte,WIKI-ca-290598-37629739,WIKIHTML-CA-290598-37629739,4483145488DFD767A8B931CDB77F99AC18C515D55D463DB07938C10AA1235180,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\ca\WIKIHTML-290598-37629739.txt,458,i Grassman va introduir el producte exterior.,AA50D9400E0BA31D1FEDEE9FB4B0679CF8113DF36588B4BB256E692C670A39F0,abstract_algebra,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,held_insufficient_context_or_unmodeled_sense,,,,exterior_product_compound_needs_sense,Mathematical exterior-product compound requires a separate sense or compound edge before assignment.,held_not_support_not_adverse,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-964C6351AC8E7AE0,T14,T14-S1 | T14-S2 | T14-S3,product,ca,producte,T14:ca:producte,WIKI-ca-41933-37220674,WIKITEXT-CA-41933-37220674,95F87E5056E424ADE187E62601BA6AD70CA86321D9FA79F0331F9EF0497BBEC7,declared_cc_by_sa_4_0_project_terms_pending_page_match,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\downloaded_wikimedia\ca\41933_37220674_Anell_matemàtiques.wikitext,1,"[[operació binària|operacions binàries]], que anomenarem ''suma'' (+) i ''producte'' (·) (tot i que no són necessàriament la [[suma]] i el [[Multiplicació|producte]] …",EA4F537DA2D9EFF8B668A5AF86D66BB80CBFDAB3A51B981B3D0CA0766621B85D,ring_theory,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,T14-S1,,,multiplicative_product_context,Full stored quote and adjacent source lines inspected; the explicit modeled sense is matched.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-536B5CF1BF2844F2,T14,T14-S1 | T14-S2 | T14-S3,product,it,prodotto,T14:it:prodotto,TRANSFER-hexwell_university_notes/it/algebra/forigo/algebra.tex-language-source-bodies/romance-germanic-baselines/bodies/italian/hexwell_university_notes/hexwell_university_notes_it_algebra_forigo_algebra.tex_algebra.tex,TRANSFER-0021,A1DB1D48D3C1A5AAE7426E8218D7EDB93A49CDD7297F61A861EDA292CEFD829E,unresolved_no_explicit_grant,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\italian\hexwell_university_notes\hexwell_university_notes_it_algebra_forigo_algebra.tex_algebra.tex,246,\section{Prodotto Cartesiano},F377C297EAF7FCE4FAADB6B18262FFE479809E8BA33A50983B95BA5E6E00144A,abstract_algebra,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,T14-S3,,,direct_or_cartesian_product_context,Full stored quote and adjacent source lines inspected; the explicit modeled sense is matched.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-1E7337EA09D84541,T14,T14-S1 | T14-S2 | T14-S3,product,it,prodotto,T14:it:prodotto,TRANSFER-hexwell_university_notes/it/analisi1/analisi.tex-language-source-bodies/romance-germanic-baselines/bodies/italian/hexwell_university_notes/hexwell_university_notes_it_analisi1_analisi.tex_analisi.tex,TRANSFER-0022,8186F77B0B0B05762CFF120E0292BEE283439B63EF2CC666F8B6539670B4A829,unresolved_no_explicit_grant,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\italian\hexwell_university_notes\hexwell_university_notes_it_analisi1_analisi.tex_analisi.tex,332,{Relazione d'ordine $\leq$ e le operazioni somma e prodotto su $\overbar\R$},8F3C209BD773D8CC98FA03FAC8648954DFEE6C35D9933D1540081F578F7A0941,analysis,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,T14-S1,,,multiplicative_product_context,Full stored quote and adjacent source lines inspected; the explicit modeled sense is matched.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-5027536F60E1521B,T14,T14-S1 | T14-S2 | T14-S3,product,it,prodotto,T14:it:prodotto,WIKI-it-31716-145498082,WIKIHTML-IT-31716-145498082,226CC995643D3F1B325D1BD30D5BD66FA6B18141E2B5AFC2BAB34262C59D9A12,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\it\WIKIHTML-31716-145498082.txt,211,prodotto,2C3C315F9F7DDDA0463B741E6B80C9B758F890BF546A9575EEE4FB0F84B556C5,field_theory,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,T14-S1,,,multiplicative_product_context,Full stored quote and adjacent source lines inspected; the explicit modeled sense is matched.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-3C37DC0098E5DFB9,T14,T14-S1 | T14-S2 | T14-S3,product,ro,produs,T14:ro:produs,WIKI-ro-2608752-17715620,WIKIHTML-RO-2608752-17715620,9C7C48919E27E698DC5CEFC8D7A31CDEA58AC25DFF65C0D95A9001D51CAB9464,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\ro\WIKIHTML-2608752-17715620.txt,41,Orice polinom este un produs de polinoame de gradul întâi,48626F2A8AB2B2638EED5D7340B49E462F181CF0FD973C5889D9DEDC96E44786,abstract_algebra,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,T14-S1,,,multiplicative_product_context,Full stored quote and adjacent source lines inspected; the explicit modeled sense is matched.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-A59BA5D3C0F196B5,T14,T14-S1 | T14-S2 | T14-S3,product,ro,produs,T14:ro:produs,WIKI-ro-88-17753407,WIKIHTML-RO-88-17753407,D30B7D0638B61BAEA299F1C856CA8127325B5C6C80A911B75F8FD6AE58B75A77,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\ro\WIKIHTML-88-17753407.txt,1341,"Einstein la următoarea întrebare: „de ce matematica, un produs al gândirii umane prin excelență, este atât de potrivit pentru studiul realității? …",D35DCBED1619927A698C1B827EC0655307DB6CE5245D16F77BF78045253F4E2B,mathematics_general,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,rejected_adverse_or_wrong_sense,,T14-S1,,ordinary_causal_result,"Product describes a result of human thought, not multiplication.",adverse_false_friend_source_defect_or_provenance_boundary,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-65A723BAEE193003,T15,T15-S1 | T15-S2 | T15-S3,factor,es,factor,T15:es:factor,TRANSFER-1312.6798v1-language-source-bodies/romance-germanic-baselines/bodies/spanish/arxiv_1312_6798v1/1312.6798v1_uqc.tex,TRANSFER-0025,0C26CC9B4DA307FB85A3EB40559693F7CB3CF694894D8E83644F527FDFB7AD7B,unresolved,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\spanish\arxiv_1312_6798v1\1312.6798v1_uqc.tex,1416,"1, \dots, t$), entonces $gr(F_0(U))$ es un factor del \'{a}lgebra de",61FC45C44FF5ACCD6A202954F6FFDBD69FCC02B8401F44390B3EFF3586BC536C,mathematics_mixed,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,T15-S2,,,quotient_or_factor_object_context,Full stored quote and adjacent source lines inspected; the explicit modeled sense is matched.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-52402A5D8ADE6FFE,T15,T15-S1 | T15-S2 | T15-S3,factor,es,factor,T15:es:factor,WIKI-es-60286-171959514,WIKITEXT-ES-60286-171959514,D1397E6FCC62486AB37230105425C948C6E1A27ECE495E22964721CF1A613961,declared_cc_by_sa_4_0_project_terms_pending_page_match,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\downloaded_wikimedia\es\60286_171959514_Demostración_matemática.wikitext,60,"2''a''&nbsp;+&nbsp;2''b''&nbsp;= 2(''a''+''b''). Por lo tanto ''x''+''y'' tiene un factor de 2 y, por definición, es par. Por lo tanto la suma …",DC6ABCC14FCE4898431EDE9F7E46D20529A5162F5BA7AD6A39899648CB65E5A8,proof_register,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,T15-S1,,,multiplicative_factor_context,Full stored quote and adjacent source lines inspected; the explicit modeled sense is matched.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
