occurrence_id,term_id,sense_ids,concept,language,surface_query,normalization_group,logical_source_id,record_id,source_sha256,license_status,locator_path,line_number,quote,quote_sha256,source_domain,evidence_tier,sense_review_status,acceptance,semantic_review_status,reviewed_sense_ids,adverse_to_sense_ids,held_for_sense_ids,review_reason_code,review_note,evidence_role,review_tier,reviewer_model_claim,bridge_form_promotion_eligible,human_observation
OCC-86B38FE76D068CCD,T22,T22-S1 | T22-S2,basis,fr,base,T22:fr:base,TRANSFER-1508.04495v1-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_annexeA.tex,TRANSFER-0003,B70390149B359B112C82429C48B0D3EB10271DEE9FAD0B7E19FF8CDFDA4CC88B,arxiv_distribution_license_not_reuse_clear,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_annexeA.tex,92,"- f, e + f\}$ est aussi une base de $\mathfrak{sl}_2(S)$ comme $S$-algèbre de Lie, on peut penser à faire une …",02D1123542091218767657A93783B81A51A13A58E8D9784F71A8165B3AEAC644,mathematics_mixed,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,T22-S1,,,linear_or_free_module_basis,Full stored quote and adjacent source lines inspected; the explicit modeled sense is matched.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-EC69DDB13A370D6F,T22,T22-S1 | T22-S2,basis,fr,base,T22:fr:base,TRANSFER-1508.04495v1-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_annexeB.tex,TRANSFER-0004,A87A204A8010BA13CD8AD6BCB9593B3D7E470108667EDE2EE590D1E5C36BF687,arxiv_distribution_license_not_reuse_clear,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_annexeB.tex,52,Fixons une base $\{\ov{m}_j\}_{j \in J}$ de $(M/M^2)$ et fixons $\{\partial_j\}_{j \in J}$ la base …,B9F8F3FDA27A41E528D02CEB1210F7659FFFB878623D506D613DE59F4039AF70,mathematics_mixed,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,T22-S1,,,linear_or_free_module_basis,Full stored quote and adjacent source lines inspected; the explicit modeled sense is matched.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-5CFD61B9462BBABB,T22,T22-S1 | T22-S2,basis,pt,base,T22:pt:base,WIKI-pt-193830-71904594,WIKIHTML-PT-193830-71904594,681C1360B30519250BF7E45563DEB80F345FD7145DCAF36ECAEF89C00712C5D0,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\pt\WIKIHTML-193830-71904594.txt,1214,está na base da,4F140334483F43D61FE825EE83C9B3B8B607C7F231B8F0EFE8E2C54640A5FA3D,group_theory,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,rejected_adverse_or_wrong_sense,,T22-S1,,ordinary_foundation_false_friend,Ordinary foundation/premise wording is adverse to accepting the surface as a linear basis.,adverse_false_friend_source_defect_or_provenance_boundary,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-0DDA66745C8B3089,T22,T22-S1 | T22-S2,basis,pt,base,T22:pt:base,WIKI-pt-44171-72178684,WIKITEXT-PT-44171-72178684,9AD8C18F9B4283D019CA5DDAADD605D95ABA17C2AE25D96D2FD57721C7AE1956,declared_cc_by_sa_4_0_project_terms_pending_page_match,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\downloaded_wikimedia\pt\44171_72178684_Álgebra.wikitext,24,"[[Grupo (matemática)|grupos]], [[Anel (matemática)|anéis]] e [[Corpo (matemática)|corpos]], com base no número de operações que utilizam e nas leis que seguem, chamadas …",E67C495D1C54F6A73CC9C66239767ECA494AF7FC9EE3EC57FF33077AC51EFC20,abstract_algebra,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,rejected_adverse_or_wrong_sense,,T22-S1,,ordinary_foundation_false_friend,Ordinary foundation/premise wording is adverse to accepting the surface as a linear basis.,adverse_false_friend_source_defect_or_provenance_boundary,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-6D923BEA1FBAA10D,T22,T22-S1 | T22-S2,basis,pt,base,T22:pt:base,WIKI-pt-60301-68734795,WIKIHTML-PT-60301-68734795,E242C0297FB17E1248FC5E01F55430DAE8691F57B55EAF70F6B05DF4EB72E2AB,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\pt\WIKIHTML-60301-68734795.txt,289,primeiro e servem de motivação e como uma base para estudos futuros. A verdadeira ordem histórica do desenvolvimento da álgebra foi …,CC46B2C5DF4AC3A224E4C3B88F2E7C88B47C93869AFDA20E5FB5B6E525C84209,abstract_algebra,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,rejected_adverse_or_wrong_sense,,T22-S1,,ordinary_foundation_false_friend,Ordinary foundation/premise wording is adverse to accepting the surface as a linear basis.,adverse_false_friend_source_defect_or_provenance_boundary,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-9785ABD072D803F5,T22,T22-S1 | T22-S2,basis,gl,base,T22:gl:base,WIKI-gl-167091-7442913,WIKIHTML-GL-167091-7442913,28C3F8ABDB18EA7B77A8B611E3169A2B4AE4FE09037FD1272E9C06217ABE6307,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\gl\WIKIHTML-167091-7442913.txt,324,"que se proba unha proposición, pódese empregar coma base para probar outras proposicións. A un teorema pódeselle chamar tamén",D1AA93A95E4908E1EB48F2618F241B90DDB2A72729B4FBD18F45395BE056FDA5,proof_register,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,rejected_adverse_or_wrong_sense,,T22-S1,,ordinary_foundation_false_friend,Ordinary foundation/premise wording is adverse to accepting the surface as a linear basis.,adverse_false_friend_source_defect_or_provenance_boundary,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-1A47F57D2230F4E4,T22,T22-S1 | T22-S2,basis,gl,base,T22:gl:base,WIKI-gl-209662-7399914,WIKIHTML-GL-209662-7399914,1AD85C58AECDFBB402A6680C702D2D5B44E6292B6ECA3B3B48DBC4AE4107724D,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\gl\WIKIHTML-209662-7399914.txt,352,dos enteiros coas súas dúas operacións serviu de base para a formulación do concepto de anel. A razón pola cal estas …,31A1652C4C9868B301E2DECE1EA49495724BCEA48D1DC352A0C0EE920BDF068D,ring_theory,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,rejected_adverse_or_wrong_sense,,T22-S1,,ordinary_foundation_false_friend,Ordinary foundation/premise wording is adverse to accepting the surface as a linear basis.,adverse_false_friend_source_defect_or_provenance_boundary,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-BAF4B149C822FB8B,T22,T22-S1 | T22-S2,basis,gl,base,T22:gl:base,WIKI-gl-317094-6945037,WIKIHTML-GL-317094-6945037,E2F7481FC3B765F2B6634E2F9C8364CDCBB2EAAF75D686F7D04AC6534E9AF34A,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\gl\WIKIHTML-317094-6945037.txt,532,"é un módulo que ten unha base libre, ou equivalentemente, un que é isomorfo a unha",7C251A0448D76ABC302D41A394144E9F25A90FAD36FD9232CB39CFE23A311122,module_theory,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,T22-S1,,,linear_or_free_module_basis,Full stored quote and adjacent source lines inspected; the explicit modeled sense is matched.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-0069CA0483C13084,T22,T22-S1 | T22-S2,basis,ca,base,T22:ca:base,WIKI-ca-290598-37629739,WIKIHTML-CA-290598-37629739,4483145488DFD767A8B931CDB77F99AC18C515D55D463DB07938C10AA1235180,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\ca\WIKIHTML-290598-37629739.txt,260,i finalment es van acabar unificant sobre la base d'un conjunt de conceptes en comú. Aquesta unificació es va donar en …,E6EAF0BB1036A3C824EAF04CE708B4F96CE28B29EBED3CC7977FD6C2980871F9,abstract_algebra,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,rejected_adverse_or_wrong_sense,,T22-S1,,ordinary_foundation_false_friend,Ordinary foundation/premise wording is adverse to accepting the surface as a linear basis.,adverse_false_friend_source_defect_or_provenance_boundary,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-468CE1233B81ADC4,T22,T22-S1 | T22-S2,basis,ca,base,T22:ca:base,WIKI-ca-54406-36480260,WIKIHTML-CA-54406-36480260,D426B7C588E924F826BA86AE0A3C5047CA152CFE313CC399C0726ED207CF9344,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\ca\WIKIHTML-54406-36480260.txt,701,categòric — aquesta és l'estructura que aporta la base de la majoria de tractaments formals del,AA477A4A0C660A8426D9F04E33D84C9466EED4283A14EA6629680CE898A903A9,mathematics_general,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,rejected_adverse_or_wrong_sense,,T22-S1,,ordinary_foundation_false_friend,Ordinary foundation/premise wording is adverse to accepting the surface as a linear basis.,adverse_false_friend_source_defect_or_provenance_boundary,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-577C8F25268C0B21,T22,T22-S1 | T22-S2,basis,it,base,T22:it:base,TRANSFER-hexwell_university_notes/it/algebra/forigo/algebra.tex-language-source-bodies/romance-germanic-baselines/bodies/italian/hexwell_university_notes/hexwell_university_notes_it_algebra_forigo_algebra.tex_algebra.tex,TRANSFER-0021,A1DB1D48D3C1A5AAE7426E8218D7EDB93A49CDD7297F61A861EDA292CEFD829E,unresolved_no_explicit_grant,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\italian\hexwell_university_notes\hexwell_university_notes_it_algebra_forigo_algebra.tex_algebra.tex,819,lunghezza moltiplicata per lo scalare e verso in base al segno. \\,13A7450789D89E5D38392C0A1F10F3213E3B6FEAF7F982FF4A742AC19231A9B4,abstract_algebra,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,rejected_adverse_or_wrong_sense,,T22-S1,,Italian_in_base_al_adverbial,Italian in base al means according to and is not the mathematical basis noun.,adverse_false_friend_source_defect_or_provenance_boundary,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-8D109F7F1BC76B47,T22,T22-S1 | T22-S2,basis,it,base,T22:it:base,TRANSFER-hexwell_university_notes/it/analisi1/analisi.tex-language-source-bodies/romance-germanic-baselines/bodies/italian/hexwell_university_notes/hexwell_university_notes_it_analisi1_analisi.tex_analisi.tex,TRANSFER-0022,8186F77B0B0B05762CFF120E0292BEE283439B63EF2CC666F8B6539670B4A829,unresolved_no_explicit_grant,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\italian\hexwell_university_notes\hexwell_university_notes_it_analisi1_analisi.tex_analisi.tex,136,Il caso base nell'induzione può essere anche un numero $\neq 0$.,8A081DFABAE932968B94F3449799C60618D1774B002E47C45D4CDFFE87957B6B,analysis,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,rejected_adverse_or_wrong_sense,,,,induction_base_case_unmodeled,Logical induction base case is outside the modeled basis senses.,adverse_false_friend_source_defect_or_provenance_boundary,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-9414F0167831A397,T22,T22-S1 | T22-S2,basis,it,base,T22:it:base,WIKI-it-31716-145498082,WIKIHTML-IT-31716-145498082,226CC995643D3F1B325D1BD30D5BD66FA6B18141E2B5AFC2BAB34262C59D9A12,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\it\WIKIHTML-31716-145498082.txt,527,base,CAE662172FD450BB0CD710A769079C05BFC5D8E35EFA6576EDC7D0377AFDD4A2,field_theory,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,T22-S1,,,linear_or_free_module_basis,Full stored quote and adjacent source lines inspected; the explicit modeled sense is matched.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-1616C5C1C91BBEE9,T22,T22-S1 | T22-S2,basis,ro,baza,T22:ro:baza,WIKI-ro-1106041-16295374,WIKIHTML-RO-1106041-16295374,1ADEE17E836FD8574FEBE14147B47EBE8E04A35972FB93952BE8347D320696D8,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\ro\WIKIHTML-1106041-16295374.txt,216,cu axiome – propoziții privind acești termeni de bază nedefiniți considerate ca fiind adevărate prin evidență și simț comun – și …,35615C1DC144CDBA614ACD24B9975F406855C9E9A1413D2DA93E04140FEF524E,proof_register,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,rejected_adverse_or_wrong_sense,,T22-S1,,Romanian_basic_terms_adjectival,"Romanian bază is adjectival in basic terms, not a linear basis.",adverse_false_friend_source_defect_or_provenance_boundary,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-6E9A5EE2D89EE690,T22,T22-S1 | T22-S2,basis,ro,baza,T22:ro:baza,WIKI-ro-2398153-17567738,WIKIHTML-RO-2398153-17567738,7EA192CF87FA81183609981BF8355DFB8959286D9FB95B0D3DF535B071B2FB1B,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\ro\WIKIHTML-2398153-17567738.txt,1222,stă la baza,878C720BAB0E1744215FB450A64A4AE201DD31B428433DEB3A2057650183DF08,group_theory,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,rejected_adverse_or_wrong_sense,,T22-S1,,ordinary_foundation_false_friend,Ordinary foundation/premise wording is adverse to accepting the surface as a linear basis.,adverse_false_friend_source_defect_or_provenance_boundary,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
OCC-DFC1021A4322A1C0,T23,T23-S1 | T23-S2 | T23-S3,rank,es,rango,T23:es:rango,TRANSFER-2209.02110v1-language-source-bodies/romance-germanic-baselines/bodies/spanish/arxiv_2209_02110v1/2209.02110v1_monoides.tex,TRANSFER-0026,DCDCE1163036490CC4228AFE92E66A58C143843B8525FC22B5E8E58B4242F73D,unresolved,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\spanish\arxiv_2209_02110v1\2209.02110v1_monoides.tex,1208,"Sea Q un monoide \textit{sharp} fino, d el rango de $Q^{gp}$ y $h:Q \to \bb{N}$ un homomorfismo local. Para cada número …",B758AC0541379E8D1260173A10666389EE60014DE75012E3D17FBA055ECBD6B4,mathematics_mixed,mechanical_context_candidate,unreviewed_context_window,candidate_not_promoted,accepted_sense_match,T23-S3,,,generic_module_rank,Full stored quote and adjacent source lines inspected; the explicit modeled sense is matched.,sense_matching_source_context,codex_internal_manual_context_review_20260717,semantic_curation_not_human_validation,false,false
