review_sequence,occurrence_id,term_id,concept,language,source_candidate_sense_ids,surface_query,normalization_group,logical_source_id,record_id,source_sha256,license_status,locator_path,line_number,quote,quote_sha256,source_domain,source_evidence_tier,row_review_decision,support_sense_ids,held_candidate_sense_ids,adverse_targets,support_event_count,adverse_event_count,hold_event_count,review_events_json,reason_code,review_note,evidence_context_class,evidence_family_ids,family_roles,preexisting_review_refs,deduplication_status,review_report,review_report_sha256,review_authority,promotion_status,human_observation_count,pilot_claim
11,OCC-B981452A2FA39810,T51,domain,ca,T51-S1 | T51-S2 | T51-S3 | T51-S4,domini,T51:ca:domini,WIKI-ca-290598-37629739,WIKIHTML-CA-290598-37629739,4483145488DFD767A8B931CDB77F99AC18C515D55D463DB07938C10AA1235180,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\ca\WIKIHTML-290598-37629739.txt,508,domini de factorització única,5469F07EBC4C6F0249F076D431826DEADA15E3A1B5B948A3FF2FC5345CE964F1,abstract_algebra,mechanical_context_candidate,accepted_sense_match,T51-S2,,,1,0,0,"[{""event_id"":""REV-OCC-B981452A2FA39810-SUPPORT-T51-S2"",""event_type"":""support"",""term_id"":""T51"",""sense_id"":""T51-S2"",""target"":""T51-S2"",""reason_code"":""UNIQUE_FACTORIZATION_DOMAIN_CATALAN"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",UNIQUE_FACTORIZATION_DOMAIN_CATALAN,the compound names a standard integral-domain subtype.,running_body_semantic_match_internal,,,,not_preexisting,review_t51_t55.md,B35769D8624E88A4AF3042D5129450D180E18732A6BC8F9DA81F87AA59033CAB,codex_internal_semantic_review_not_human,not_promoted,0,False
12,OCC-CA9AFA39138B5CBE,T51,domain,ca,T51-S1 | T51-S2 | T51-S3 | T51-S4,domini,T51:ca:domini,WIKI-ca-54406-36480260,WIKIHTML-CA-54406-36480260,D426B7C588E924F826BA86AE0A3C5047CA152CFE313CC399C0726ED207CF9344,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\ca\WIKIHTML-54406-36480260.txt,201,domini racional,5ACC441DADF9317A6C4F7B54AAA0F34B87A797249D5EA3FB6FA8A77B22582D7D,mathematics_general,mechanical_context_candidate,held,,T51-S4,,0,0,1,"[{""event_id"":""REV-OCC-CA9AFA39138B5CBE-HOLD-T51-S4"",""event_type"":""hold"",""term_id"":""T51"",""sense_id"":""T51-S4"",""target"":""T51-S4"",""reason_code"":""HISTORICAL_RATIONAL_DOMAIN_FIELD_NAME"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",HISTORICAL_RATIONAL_DOMAIN_FIELD_NAME,"adjacent lines explain that `domini racional` was an older name for today’s commutative field. The algebraic type resolves to field, but the passage does not make it a coefficient field or coefficient ring. Hold rather than overextend T51-S4.",held_sense_underdetermined_running_body,FAM-T51-CA-IT-HISTORICAL-RATIONAL-DOMAIN,catalan_historical_location,,not_preexisting,review_t51_t55.md,B35769D8624E88A4AF3042D5129450D180E18732A6BC8F9DA81F87AA59033CAB,codex_internal_semantic_review_not_human,not_promoted,0,False
13,OCC-619024F2BD7A7AE3,T51,domain,it,T51-S1 | T51-S2 | T51-S3 | T51-S4,dominio,T51:it:dominio,TRANSFER-hexwell_university_notes/it/algebra/forigo/algebra.tex-language-source-bodies/romance-germanic-baselines/bodies/italian/hexwell_university_notes/hexwell_university_notes_it_algebra_forigo_algebra.tex_algebra.tex,TRANSFER-0021,A1DB1D48D3C1A5AAE7426E8218D7EDB93A49CDD7297F61A861EDA292CEFD829E,unresolved_no_explicit_grant,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\italian\hexwell_university_notes\hexwell_university_notes_it_algebra_forigo_algebra.tex_algebra.tex,313,"``Funzione'' si riferisce alla terna: associazione di elementi, dominio e codominio, non solo all'associazione di elementi. Specificare solo un'associazione non definisce …",144DD4B3AE6755FE6123016CFFDF95FD844C64997C2FA8706BEB8E21BC933AF3,abstract_algebra,mechanical_context_candidate,accepted_sense_match,T51-S1,,,1,0,0,"[{""event_id"":""REV-OCC-619024F2BD7A7AE3-SUPPORT-T51-S1"",""event_type"":""support"",""term_id"":""T51"",""sense_id"":""T51-S1"",""target"":""T51-S1"",""reason_code"":""FUNCTION_TRIPLE_DOMAIN"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",FUNCTION_TRIPLE_DOMAIN,"a function is defined as association, domain, and codomain; the input-set role is explicit.",running_body_semantic_match_internal,,,,not_preexisting,review_t51_t55.md,B35769D8624E88A4AF3042D5129450D180E18732A6BC8F9DA81F87AA59033CAB,codex_internal_semantic_review_not_human,not_promoted,0,False
14,OCC-9908F445986C807D,T51,domain,it,T51-S1 | T51-S2 | T51-S3 | T51-S4,dominio,T51:it:dominio,TRANSFER-hexwell_university_notes/it/analisi1/analisi.tex-language-source-bodies/romance-germanic-baselines/bodies/italian/hexwell_university_notes/hexwell_university_notes_it_analisi1_analisi.tex_analisi.tex,TRANSFER-0022,8186F77B0B0B05762CFF120E0292BEE283439B63EF2CC666F8B6539670B4A829,unresolved_no_explicit_grant,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\italian\hexwell_university_notes\hexwell_university_notes_it_analisi1_analisi.tex_analisi.tex,426,$A = \dom(f)$ (dominio di $f$) \\,BC01C7DB5F5CA8E7035C81990FBA96A9D57EA25B87C100FE8F44AF178C74A2F5,analysis,mechanical_context_candidate,accepted_sense_match,T51-S1,,,1,0,0,"[{""event_id"":""REV-OCC-9908F445986C807D-SUPPORT-T51-S1"",""event_type"":""support"",""term_id"":""T51"",""sense_id"":""T51-S1"",""target"":""T51-S1"",""reason_code"":""FUNCTION_DOMAIN_NOTATION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",FUNCTION_DOMAIN_NOTATION,`A = dom(f)` is directly glossed as the domain of f.,running_body_semantic_match_internal,,,,not_preexisting,review_t51_t55.md,B35769D8624E88A4AF3042D5129450D180E18732A6BC8F9DA81F87AA59033CAB,codex_internal_semantic_review_not_human,not_promoted,0,False
15,OCC-F9596D467596017F,T51,domain,it,T51-S1 | T51-S2 | T51-S3 | T51-S4,dominio,T51:it:dominio,WIKI-it-31716-145498082,WIKIHTML-IT-31716-145498082,226CC995643D3F1B325D1BD30D5BD66FA6B18141E2B5AFC2BAB34262C59D9A12,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\it\WIKIHTML-31716-145498082.txt,254,"che definì il campo di frazioni razionali come ""dominio di razionalità"".",D2407FA7E5ED459005252AFC89FF017514C470743777DD5E0AB9B1EB1567D5B6,field_theory,mechanical_context_candidate,held,,T51-S4,,0,0,1,"[{""event_id"":""REV-OCC-F9596D467596017F-HOLD-T51-S4"",""event_type"":""hold"",""term_id"":""T51"",""sense_id"":""T51-S4"",""target"":""T51-S4"",""reason_code"":""HISTORICAL_DOMAIN_OF_RATIONALITY"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",HISTORICAL_DOMAIN_OF_RATIONALITY,"Kronecker’s historical `dominio di razionalità` is resolved by the source to a field of rational fractions, but no coefficient role is asserted. Preserve it as historical-modern evidence and hold T51-S4.",held_sense_underdetermined_running_body,FAM-T51-CA-IT-HISTORICAL-RATIONAL-DOMAIN,italian_historical_location,,not_preexisting,review_t51_t55.md,B35769D8624E88A4AF3042D5129450D180E18732A6BC8F9DA81F87AA59033CAB,codex_internal_semantic_review_not_human,not_promoted,0,False
16,OCC-AAA8A6B2B6580849,T51,domain,ro,T51-S1 | T51-S2 | T51-S3 | T51-S4,domeniu,T51:ro:domeniu,WIKI-ro-12164-17778278,WIKIHTML-RO-12164-17778278,33D905FE61CF9704753FCE22573D97B81117E7014C3CE5A64350F1C3E5401B3A,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\ro\WIKIHTML-12164-17778278.txt,217,domeniu de integritate,01385FCE118D67B5767CB409200BD51A46FA227E5102964CC6A5A47239C09360,ring_theory,mechanical_context_candidate,accepted_sense_match,T51-S2,,,1,0,0,"[{""event_id"":""REV-OCC-AAA8A6B2B6580849-SUPPORT-T51-S2"",""event_type"":""support"",""term_id"":""T51"",""sense_id"":""T51-S2"",""target"":""T51-S2"",""reason_code"":""INTEGRAL_DOMAIN_ROMANIAN"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",INTEGRAL_DOMAIN_ROMANIAN,explicit `domeniu de integritate`.,running_body_semantic_match_internal,,,,not_preexisting,review_t51_t55.md,B35769D8624E88A4AF3042D5129450D180E18732A6BC8F9DA81F87AA59033CAB,codex_internal_semantic_review_not_human,not_promoted,0,False
17,OCC-1751B673CE6E7315,T51,domain,ro,T51-S1 | T51-S2 | T51-S3 | T51-S4,domeniu,T51:ro:domeniu,WIKI-ro-2398153-17567738,WIKIHTML-RO-2398153-17567738,7EA192CF87FA81183609981BF8355DFB8959286D9FB95B0D3DF535B071B2FB1B,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\ro\WIKIHTML-2398153-17567738.txt,606,instrumente pentru studiul lor. Grupurile topologice formează un domeniu natural pentru,0119CA8E9377F6DF712CC593D56AA07368BAB842B8AC438709BE3329037FBBA6,group_theory,mechanical_context_candidate,accepted_sense_match,T51-S3,,,1,0,0,"[{""event_id"":""REV-OCC-1751B673CE6E7315-SUPPORT-T51-S3"",""event_type"":""support"",""term_id"":""T51"",""sense_id"":""T51-S3"",""target"":""T51-S3"",""reason_code"":""NATURAL_REALM_OF_STUDY_ROMANIAN"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",NATURAL_REALM_OF_STUDY_ROMANIAN,Romanian parallel of the topological-group realm sentence.,running_body_semantic_match_internal,FAM-T51-PT-GL-RO-NATURAL-DOMAIN-PARALLEL,romanian_parallel,,not_preexisting,review_t51_t55.md,B35769D8624E88A4AF3042D5129450D180E18732A6BC8F9DA81F87AA59033CAB,codex_internal_semantic_review_not_human,not_promoted,0,False
18,OCC-85BA736E885A186F,T51,domain,ro,T51-S1 | T51-S2 | T51-S3 | T51-S4,domeniu,T51:ro:domeniu,WIKI-ro-2608752-17715620,WIKIHTML-RO-2608752-17715620,9C7C48919E27E698DC5CEFC8D7A31CDEA58AC25DFF65C0D95A9001D51CAB9464,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\ro\WIKIHTML-2608752-17715620.txt,211,întâi sunt ireductibile” este trivial adevărată pentru orice domeniu. Dacă,7DB2BE9ED6B47533B251785079A55FEB32B180519D75979ACF7FB1DE5815475B,abstract_algebra,mechanical_context_candidate,accepted_sense_match,T51-S2,,,1,0,0,"[{""event_id"":""REV-OCC-85BA736E885A186F-SUPPORT-T51-S2"",""event_type"":""support"",""term_id"":""T51"",""sense_id"":""T51-S2"",""target"":""T51-S2"",""reason_code"":""POLYNOMIAL_OVER_ANY_DOMAIN"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",POLYNOMIAL_OVER_ANY_DOMAIN,"surrounding polynomial text quantifies over any algebraic domain K; the statement relies on the integral-domain setting, not a geographic or function-input sense.",running_body_semantic_match_internal,,,,not_preexisting,review_t51_t55.md,B35769D8624E88A4AF3042D5129450D180E18732A6BC8F9DA81F87AA59033CAB,codex_internal_semantic_review_not_human,not_promoted,0,False
19,OCC-012801B74C58AC2F,T55,two-sided,es,T55-S1 | T55-S2,bilateral,T55:es:bilateral,WIKI-es-9303-172514148,WIKITEXT-ES-9303-172514148,9551103B656BF02CE03BE7ED701B67B4EBBFF345C17D41B0F2F50187E880C168,declared_cc_by_sa_4_0_project_terms_pending_page_match,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\downloaded_wikimedia\es\9303_172514148_Anillo_matemática.wikitext,4,es un [[semigrupo]] y se verifica la distributiva bilateral de • respecto de +. Suele denominarse «suma» y «producto» a las …,F8B358C6FEC01699541DEC432DD68ED14E69B7B06E2998ACA53EA1C129B334EF,ring_theory,mechanical_context_candidate,rejected_adverse,,,T55-S1 | T55-S2 | T55-form-admission,0,3,0,"[{""event_id"":""REV-OCC-012801B74C58AC2F-ADVERSE-T55-S1"",""event_type"":""adverse"",""term_id"":""T55"",""sense_id"":""T55-S1"",""target"":""T55-S1"",""reason_code"":""BILATERAL_DISTRIBUTIVITY_NOT_TWO_SIDED_OBJECT"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-012801B74C58AC2F-ADVERSE-T55-S2"",""event_type"":""adverse"",""term_id"":""T55"",""sense_id"":""T55-S2"",""target"":""T55-S2"",""reason_code"":""BILATERAL_DISTRIBUTIVITY_NOT_TWO_SIDED_OBJECT"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-012801B74C58AC2F-ADVERSE-T55-form-admission"",""event_type"":""adverse"",""term_id"":""T55"",""sense_id"":"""",""target"":""T55-form-admission"",""reason_code"":""BILATERAL_DISTRIBUTIVITY_NOT_TWO_SIDED_OBJECT"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",BILATERAL_DISTRIBUTIVITY_NOT_TWO_SIDED_OBJECT,"the ring introduction says multiplication is bilaterally distributive over addition. This describes distributivity from both sides, not a two-sided ideal and not a two-sided inverse.",wrong_sense_running_body,,,,not_preexisting,review_t51_t55.md,B35769D8624E88A4AF3042D5129450D180E18732A6BC8F9DA81F87AA59033CAB,codex_internal_semantic_review_not_human,not_promoted,0,False
20,OCC-B8C945B43773C4B0,T57,right,es,T57-S1 | T57-S2,derecha,T57:es:derecha,TRANSFER-1312.6798v1-language-source-bodies/romance-germanic-baselines/bodies/spanish/arxiv_1312_6798v1/1312.6798v1_uqc.tex,TRANSFER-0025,0C26CC9B4DA307FB85A3EB40559693F7CB3CF694894D8E83644F527FDFB7AD7B,unresolved,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\spanish\arxiv_1312_6798v1\1312.6798v1_uqc.tex,79,por la derecha) finitamente generado sobre $R$. El \emph{n\'{u}mero,F7BCD18EDCA4C311960F8A0D83D15B6CD440717FABC874D957912DD9EE1D984D,mathematics_mixed,mechanical_context_candidate,accepted_sense_match,T57-S1,,,1,0,0,"[{""event_id"":""REV-OCC-B8C945B43773C4B0-SUPPORT-T57-S1"",""event_type"":""support"",""term_id"":""T57"",""sense_id"":""T57-S1"",""target"":""T57-S1"",""reason_code"":""RIGHT_MODULE_SIDE"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",RIGHT_MODULE_SIDE,`módulo (por la derecha)` explicitly assigns the scalar-action side.,running_body_semantic_match_internal,FAM-T57-T58-ES-MODULE-SIDE-SHARED,right_term_same_phrase,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
21,OCC-EFF06F5B8C23B3E6,T57,right,es,T57-S1 | T57-S2,derecha,T57:es:derecha,TRANSFER-2209.02110v1-language-source-bodies/romance-germanic-baselines/bodies/spanish/arxiv_2209_02110v1/2209.02110v1_monoides.tex,TRANSFER-0026,DCDCE1163036490CC4228AFE92E66A58C143843B8525FC22B5E8E58B4242F73D,unresolved,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\spanish\arxiv_2209_02110v1\2209.02110v1_monoides.tex,562,"la categoría de monoides; dado que tiene adjunta derecha, automáticamente conmuta con la formación de límites directos.",E3C021B57CA8CC760539B70E562F602648D39C49AA9E5DBE247EE864ABB5F681,mathematics_mixed,mechanical_context_candidate,rejected_adverse,,,T57-S1 | T57-form-admission,0,2,0,"[{""event_id"":""REV-OCC-EFF06F5B8C23B3E6-ADVERSE-T57-S1"",""event_type"":""adverse"",""term_id"":""T57"",""sense_id"":""T57-S1"",""target"":""T57-S1"",""reason_code"":""RIGHT_ADJOINT_NOT_RIGHT_ACTION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-EFF06F5B8C23B3E6-ADVERSE-T57-form-admission"",""event_type"":""adverse"",""term_id"":""T57"",""sense_id"":"""",""target"":""T57-form-admission"",""reason_code"":""RIGHT_ADJOINT_NOT_RIGHT_ACTION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",RIGHT_ADJOINT_NOT_RIGHT_ACTION,"`adjunta derecha` is a right adjoint, not the side of a module action or an ordinary direction.",wrong_sense_running_body,,,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
22,OCC-03E02A041358CA51,T57,right,es,T57-S1 | T57-S2,derecha,T57:es:derecha,TRANSFER-2307.03598v1-language-source-bodies/romance-germanic-baselines/bodies/spanish/arxiv_2307_03598v1/2307.03598v1_Paper_D-modulos_CNMXXII.tex,TRANSFER-0027,7CB92E7F60B1657B88128CDAF1166DC71BC39C2919F392981DF454661E28FF20,unresolved,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\spanish\arxiv_2307_03598v1\2307.03598v1_Paper_D-modulos_CNMXXII.tex,379,"la categor�a de $D(n)$-m�dulos a izquierda y a derecha. Para efectos de las definiciones que se dar�n en esta secci�n, se …",E6326ABEED32C75526BF3BC4D0C714406747D4692F7DC868E7C8B007C49CBE5A,module_theory,mechanical_context_candidate,accepted_sense_match,T57-S1,,,1,0,0,"[{""event_id"":""REV-OCC-03E02A041358CA51-SUPPORT-T57-S1"",""event_type"":""support"",""term_id"":""T57"",""sense_id"":""T57-S1"",""target"":""T57-S1"",""reason_code"":""RIGHT_D_MODULE_CATEGORY"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",RIGHT_D_MODULE_CATEGORY,the text distinguishes left and right D(n)-module categories.,running_body_semantic_match_internal,FAM-T57-T58-ES-DMODULE-SHARED,right_term_same_line,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
23,OCC-8C87DFF6ACAF4A76,T57,right,fr,T57-S1 | T57-S2,droite,T57:fr:droite,TRANSFER-0911.2903v2-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_0911_2903v2/0911.2903v2_Exp.1014.B.Keller.tex,TRANSFER-0001,73390B421593C602CCCB45B88EF9FC4AC29831A7684187D95DF9DD0D29D811FF,arxiv_distribution_license_not_reuse_clear,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_0911_2903v2\0911.2903v2_Exp.1014.B.Keller.tex,940,% Tout plan $P$ de $\C^{n+3}$ donne une droite dans ce,D92498D5A984C995147A83026FEA806889B99AF64651869BBE998C6442095E7A,mathematics_mixed,mechanical_context_candidate,rejected_adverse,,,T57-form-admission,0,1,0,"[{""event_id"":""REV-OCC-8C87DFF6ACAF4A76-ADVERSE-T57-form-admission"",""event_type"":""adverse"",""term_id"":""T57"",""sense_id"":"""",""target"":""T57-form-admission"",""reason_code"":""GEOMETRIC_LINE_HOMOGRAPH_IN_COMMENT"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",GEOMETRIC_LINE_HOMOGRAPH_IN_COMMENT,`une droite` means a geometric line and is also commented out.,wrong_sense_commented_source,,,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
24,OCC-6631E520C295DF09,T57,right,fr,T57-S1 | T57-S2,droite,T57:fr:droite,TRANSFER-1508.04495v1-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_chapitre3.tex,TRANSFER-0008,1F95C04BE1959DDAEC3AF3566D9F39D38B815C88FCFBA1BDCA0BBCDE5D88D63E,arxiv_distribution_license_not_reuse_clear,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_chapitre3.tex,187,"que $\Q$ est vu comme un $\Q$-module à droite. Le module $O$ est donc un $\Q$-module à droite, et ce par …",78132F3ABF75C3F736BA55E8EEBD3D63C784D214848ED9219569ACBE16F4FED7,mathematics_mixed,mechanical_context_candidate,accepted_sense_match,T57-S1,,,1,0,0,"[{""event_id"":""REV-OCC-6631E520C295DF09-SUPPORT-T57-S1"",""event_type"":""support"",""term_id"":""T57"",""sense_id"":""T57-S1"",""target"":""T57-S1"",""reason_code"":""RIGHT_Q_MODULE"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",RIGHT_Q_MODULE,both Q and O are explicitly viewed as right Q-modules.,running_body_semantic_match_internal,,,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
25,OCC-F88DF8ED26B8DABD,T57,right,fr,T57-S1 | T57-S2,droite,T57:fr:droite,TRANSFER-1712.04728v2-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1712_04728v2/1712.04728v2_GoingFrench.tex,TRANSFER-0014,0C621CE96BE32CDABAA46C5AB8B14CEC4E43E5BBFC1EC6E6271BBF3945923BC7,arxiv_distribution_license_not_reuse_clear,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1712_04728v2\1712.04728v2_GoingFrench.tex,3484,\sigma_i\psi_{i}(x_{i+1})$: il y a donc un terme à droite égal à un terme à gauche.\\,D4F1216DE36386654336DFC22B18242D70C7967F37C2EBAF713D92F28FBD837C,mathematics_mixed,mechanical_context_candidate,accepted_sense_match,T57-S2,,T57-S1,1,1,0,"[{""event_id"":""REV-OCC-F88DF8ED26B8DABD-SUPPORT-T57-S2"",""event_type"":""support"",""term_id"":""T57"",""sense_id"":""T57-S2"",""target"":""T57-S2"",""reason_code"":""RIGHT_HAND_POSITION_IN_EQUATION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-F88DF8ED26B8DABD-ADVERSE-T57-S1"",""event_type"":""adverse"",""term_id"":""T57"",""sense_id"":""T57-S1"",""target"":""T57-S1"",""reason_code"":""RIGHT_HAND_POSITION_IN_EQUATION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",RIGHT_HAND_POSITION_IN_EQUATION,"a term on the right is equated with a term on the left; this is positional, not an action side.",running_body_semantic_match_internal,,,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
26,OCC-A78C792E7BD5D25E,T57,right,pt,T57-S1 | T57-S2,direita,T57:pt:direita,WIKI-pt-193830-71904594,WIKIHTML-PT-193830-71904594,681C1360B30519250BF7E45563DEB80F345FD7145DCAF36ECAEF89C00712C5D0,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\pt\WIKIHTML-193830-71904594.txt,816,"grupo e as arestas correspondem à multiplicação à direita no grupo. Dados dois elementos, constrói-se a",ABB6304B0278C7AAF954169E9A1B18C7FC87BF33E798CE7C72FB4D92355B3EBB,group_theory,mechanical_context_candidate,accepted_sense_match,T57-S1,,,1,0,0,"[{""event_id"":""REV-OCC-A78C792E7BD5D25E-SUPPORT-T57-S1"",""event_type"":""support"",""term_id"":""T57"",""sense_id"":""T57-S1"",""target"":""T57-S1"",""reason_code"":""RIGHT_GROUP_MULTIPLICATION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",RIGHT_GROUP_MULTIPLICATION,graph edges correspond to multiplication on the right in the group.,running_body_semantic_match_internal,FAM-PT-GROUP-ARTICLE-SHARED-DOCUMENT | FAM-T57-PT-GL-CAYLEY-PARALLEL,T57_context | portuguese_location,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
27,OCC-4D6952F971F7CA30,T57,right,pt,T57-S1 | T57-S2,direita,T57:pt:direita,WIKI-pt-44171-72178684,WIKITEXT-PT-44171-72178684,9AD8C18F9B4283D019CA5DDAADD605D95ABA17C2AE25D96D2FD57721C7AE1956,declared_cc_by_sa_4_0_project_terms_pending_page_match,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\downloaded_wikimedia\pt\44171_72178684_Álgebra.wikitext,137,"algumas estruturas algébricas. Por exemplo, a parte superior direita mostra que um magma se torna um [[semigrupo]] se a sua operação …",2B2D6BE6B7DC1D14E7DA5DF764FA4F9D4E06000D8E61FDDCC7EE08D72812E214,abstract_algebra,mechanical_context_candidate,accepted_sense_match,T57-S2,,T57-S1,1,1,0,"[{""event_id"":""REV-OCC-4D6952F971F7CA30-SUPPORT-T57-S2"",""event_type"":""support"",""term_id"":""T57"",""sense_id"":""T57-S2"",""target"":""T57-S2"",""reason_code"":""UPPER_RIGHT_DIAGRAM_POSITION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-4D6952F971F7CA30-ADVERSE-T57-S1"",""event_type"":""adverse"",""term_id"":""T57"",""sense_id"":""T57-S1"",""target"":""T57-S1"",""reason_code"":""UPPER_RIGHT_DIAGRAM_POSITION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",UPPER_RIGHT_DIAGRAM_POSITION,`parte superior direita` identifies the upper-right region of a diagram.,running_body_semantic_match_internal,FAM-PT-ALGEBRA-ARTICLE-SHARED-DOCUMENT,T57_context,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
