"hash_id","relative_path","bytes","sha256","evidence_role","status"
"SGA2-VIII-L24-HASH-016","independent-target-page-1-300dpi.png","249924","7D21010814FE54843EB064AD88FFC80188E9BDBCF20726825758163A6C4FBC89","independent_target_render_300dpi","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-017","independent-target-page-1-600dpi.png","509208","390A5E8C42B0CDA838032190F2C81954A5B920232B9458B3D26EF4CA2FEEB2AC","independent_target_render_600dpi","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-018","MACHINE_READABLE_EVIDENCE_SCHEMA.md","1570","AAC31BBAF2DD9CB9D846BAF53FA66A41602B91F4D8B7D91B3412CD7D2AD54A55","machine_evidence_schema","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-019","PDFDESTS.txt","175","F97A6B91F86D5CCB98F980764B48C7658873DAE44B34FA799AD75581DA9C7C04","self_gate_pdf_destination_report","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-020","PDFFONTS.txt","1520","A3E03929DED3A44EA55F9761107526FB4BA87D211293A981BAB8FF01E434B66B","self_gate_pdf_font_report","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-021","PDFINFO.txt","689","BC840DEF63CE12BA5994430B51129909593D2AF4D8B2086282B8730F0CC9AE1D","self_gate_pdf_information_report","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-022","PUBLICATION_READINESS.md","1253","AB059E0F9FA06C9DCD18FF88D5B0AF0DB9088B48022BF5DAB7C301947142130D","publication_readiness_caveat","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-023","RENDERED_VISUAL_QA.md","1715","BBEB5DEA9FA2C1527F381944ED9AFCF526543DA237F695C47A80AB180F20DF88","self_gate_rendered_visual_qa_receipt","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-024","REVIEW_FREEZE.md","915","B78A02580829699CFC5E725ACA4D8629316F30D6F8B933E01306DA70FD73DC6E","review_freeze_control","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-025","SGA2_Expose_VIII_Lemma_2_4_Reduction_and_Statement_English_SourceAligned.pdf","231209","B94EF7A72A3C1A9B363FBA9F632B8BAFE1535DCBEF365C618EE7C20D33423FEB","bounded_reader_pdf","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-026","SGA2_Expose_VIII_Lemma_2_4_Reduction_and_Statement_English_SourceAligned.tex","1885","0F1477028F6C2004622BF3D67B296024DD38EC92EC9788F86F812901349ECC3E","bounded_editable_tex","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-027","SOURCE_ALIGNMENT_COVERAGE.csv","9271","4F7EF2B9455BB49CB1BD740E32EB0E0B884814CFE2AD2215AE56C4BA5292D188","source_alignment_coverage_ledger","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-028","STRUCTURAL_INDEX.jsonl","19837","1154BB69D87BF3A97835829B3140C61D3894B17463696E1BC123B068392A43B8","structural_hierarchy_ledger","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-029","target-page-1-300dpi.png","249924","7D21010814FE54843EB064AD88FFC80188E9BDBCF20726825758163A6C4FBC89","self_gate_target_render_300dpi","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-030","target-page-1-600dpi.png","509208","390A5E8C42B0CDA838032190F2C81954A5B920232B9458B3D26EF4CA2FEEB2AC","self_gate_target_render_600dpi","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-031","TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv","9145","772B702B6B4FE4F53103B586DBFFD91884AC408CBCAE8AE6BB9393893AB569AE","terminology_and_rejected_choice_ledger","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-032","UNIT_STATUS.md","2470","976448454865FAA227ADA3416F1E1E1DFEFBE73964DDEDF8F9BF4E44AC3C7545","unit_status_control","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-L24-HASH-033","ZENODO_PAYLOAD_MANIFEST.csv","12392","EDD98812BF7FE6C76C6503263FFCDFB9E443B92E79ED9C7AAD0C54E36D8A502C","archive_payload_descriptor","proposed_public_independently_sealed_archive_handoff_eligible"
