"master_row_id","origin_artifact","origin_role","origin_path","row_kind","lane","target_language_or_access_target","source_title","source_author_or_owner","topic_tags","evidence_tier","source_type","source_url","local_path","license_or_access_signal","sha256_or_other_hash","source_language","is_target_language_witness","is_source_level_tex_or_archive","is_pdf_docx_or_text_fallback","gap_or_blocker_note","non_claim_boundary","witness_id","origin_row_id","retrieval_status","routed_consumer_lane","source_upload_policy","cross_lane_alignment_note","r3_relevance","created_utc"
"r3_normalized_witness::fa_wikipedia_linear_algebra_raw","r3_source_canon_program_alignment","r3_normalized_witness","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.csv","target_language_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Persian/Farsi source-canon sublane","Persian/Farsi (Iran), fa_IR","Persian Wikipedia: جبر خطی","Persian Wikipedia contributors / Wikimedia Foundation hosting","linear_algebra","B_editable_raw_text_source_fallback","mediawiki_raw_wikitext","https://fa.wikipedia.org/wiki/%D8%AC%D8%A8%D8%B1_%D8%AE%D8%B7%DB%8C","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_wikipedia_linear_algebra_raw.wiki.txt","Wikimedia project text license signal: CC BY-SA/GFDL per Wikimedia terms.","DF9405B192998944DC6007C6E286117CD60B3DD626A43943FD00406B90638D2A","Persian/Farsi","True","False","True","Persian/Farsi raw source witness for linear algebra. | Review-only.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push. fa_IR, prs_AF, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic evidence remain separate unless their own source gates close.","fa_wikipedia_linear_algebra_raw","","fetched_and_hashed","Persianate/Tajik source-canon lane, fa_IR only","Source-level witness may be referenced by manifest/hash; B3 decides publication packaging and reuse boundaries.","Route as Persian/Farsi provenance witness. Persianate/Tajik lane has stronger fa_IR algebra sources; no Dari/Tajik/Urdu/Hindustani/Pan-Turkic inheritance.","","20260704T203059Z"
"r3_normalized_witness::fa_wikipedia_spectral_graph_theory_raw","r3_source_canon_program_alignment","r3_normalized_witness","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.csv","target_language_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Persian/Farsi source-canon sublane","Persian/Farsi (Iran), fa_IR","Persian Wikipedia: نظریه طیفی گراف‌ها","Persian Wikipedia contributors / Wikimedia Foundation hosting","eigenvalues_eigenvectors_adjacent","B_editable_raw_text_source_fallback","mediawiki_raw_wikitext","https://fa.wikipedia.org/wiki/%D9%86%D8%B8%D8%B1%DB%8C%D9%87_%D8%B7%DB%8C%D9%81%DB%8C_%DA%AF%D8%B1%D8%A7%D9%81%E2%80%8C%D9%87%D8%A7","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_wikipedia_spectral_graph_theory_raw.wiki.txt","Wikimedia project text license signal: CC BY-SA/GFDL per Wikimedia terms.","04F1885129C0618BDB6136E989C1F9A4BAE88553A2A2F4D54FE6CF5F30D2124B","Persian/Farsi","True","False","True","Persian/Farsi adjacent eigenvalue/eigenvector source witness. | Adjacent linear algebra only; no bridge promotion.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push. fa_IR, prs_AF, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic evidence remain separate unless their own source gates close.","fa_wikipedia_spectral_graph_theory_raw","","fetched_and_hashed","Persianate/Tajik source-canon lane, fa_IR only","Source-level witness may be referenced by manifest/hash; B3 decides publication packaging and reuse boundaries.","Route as Persian/Farsi provenance witness. Persianate/Tajik lane has stronger fa_IR algebra sources; no Dari/Tajik/Urdu/Hindustani/Pan-Turkic inheritance.","","20260704T203059Z"
"r3_normalized_witness::fa_pdf_iut_matrix_linear_algebra_course_plan","r3_source_canon_program_alignment","r3_normalized_witness","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.csv","target_language_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Persian/Farsi source-canon sublane","Persian/Farsi (Iran), fa_IR","IUT course plan: مبانی ماتریس‌ها و جبر خطی","Isfahan University of Technology course-plan host","matrix_linear_algebra_course_plan","B_pdf_provenance_fallback","pdf","https://people.iut.ac.ir/sites/default/files/users/aetemad/course_files/mbny_mtrys.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_pdf_iut_matrix_linear_algebra_course_plan.pdf","No open license found in search snippet; university PDF provenance only.","BD3F261FA03400860538814FE06CFF23F2107C11CDE04F971F32EBB6DAEBBDA6","Persian/Farsi","True","False","True","Persian/Farsi PDF provenance for matrix/linear algebra course scope. | Citation/provenance only unless license/reuse gate closes.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push. fa_IR, prs_AF, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic evidence remain separate unless their own source gates close.","fa_pdf_iut_matrix_linear_algebra_course_plan","","fetched_and_hashed","Persianate/Tajik source-canon lane, fa_IR only","PDF/HTML fallback provenance: publish manifest/hash/URL and avoid redistribution claims unless B3 creates a gated source-canon package.","Route as Persian/Farsi provenance witness. Persianate/Tajik lane has stronger fa_IR algebra sources; no Dari/Tajik/Urdu/Hindustani/Pan-Turkic inheritance.","","20260704T203059Z"
"r3_normalized_witness::fa_pdf_ui_bool_family_invariant_theory_mention","r3_source_canon_program_alignment","r3_normalized_witness","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.csv","target_language_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Persian/Farsi source-canon sublane","Persian/Farsi (Iran), fa_IR","Persian PDF article mentioning theory of invariants in Boole history","University of Isfahan journal/site host","invariant_theory_history_mention","B_pdf_publication_fallback","pdf","https://math-sci.ui.ac.ir/article_26970_d91f274c8ded18d3f891fcd35d104c22.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_pdf_ui_bool_family_invariant_theory_mention.pdf","Journal/site PDF provenance; license not closed in this pass.","45FD7BD2BE2BD599366C6976FDE67EAD723205578B252EE42DA1E74EA0B846B4","Persian/Farsi","True","False","True","Persian specialist TeX/arXiv invariant-theory source still open. | Persian/Farsi publication witness for invariant-theory mention only. | Weak/history witness; not a specialist term promotion.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push. fa_IR, prs_AF, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic evidence remain separate unless their own source gates close.","fa_pdf_ui_bool_family_invariant_theory_mention","","fetched_and_hashed","Persianate/Tajik source-canon lane, fa_IR only","PDF/HTML fallback provenance: publish manifest/hash/URL and avoid redistribution claims unless B3 creates a gated source-canon package.","Route as Persian/Farsi provenance witness. Persianate/Tajik lane has stronger fa_IR algebra sources; no Dari/Tajik/Urdu/Hindustani/Pan-Turkic inheritance.","","20260704T203059Z"
"r3_normalized_witness::tg_wikipedia_linear_algebra_raw","r3_source_canon_program_alignment","r3_normalized_witness","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.csv","target_language_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Tajik Cyrillic separate-gate source-canon sublane","Tajik Cyrillic, tg_Cyrl_TJ","Tajik Wikipedia: Алгебраи хаттӣ","Tajik Wikipedia contributors / Wikimedia Foundation hosting","linear_algebra","B_editable_raw_text_source_fallback","mediawiki_raw_wikitext","https://tg.wikipedia.org/wiki/%D0%90%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0%D0%B8_%D1%85%D0%B0%D1%82%D1%82%D3%A3","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\tg_wikipedia_linear_algebra_raw.wiki.txt","Wikimedia project text license signal: CC BY-SA/GFDL per Wikimedia terms.","FBF1074CC8AFEAA2681E5D548AB4CACEACED30A85D34F5072F4AF8F690C355A3","Tajik Cyrillic","True","False","True","Tajik TeX/arXiv source package not found in this pass. | Tajik source witness for linear algebra only. | Separate Tajik gate; Persian/Farsi does not authorize it.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push. fa_IR, prs_AF, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic evidence remain separate unless their own source gates close.","tg_wikipedia_linear_algebra_raw","","fetched_and_hashed","Persianate/Tajik source-canon lane, tg_Cyrl_TJ separate gate only","Source-level witness may be referenced by manifest/hash; B3 decides publication packaging and reuse boundaries.","Route only to Tajik Cyrillic separate gate. It is adjacent linear-algebra witness material, not abstract algebra or invariant-theory closure.","","20260704T203059Z"
"r3_normalized_witness::tg_wikipedia_linear_dependence_raw","r3_source_canon_program_alignment","r3_normalized_witness","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.csv","target_language_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Tajik Cyrillic separate-gate source-canon sublane","Tajik Cyrillic, tg_Cyrl_TJ","Tajik Wikipedia: Вобастагии хаттӣ","Tajik Wikipedia contributors / Wikimedia Foundation hosting","linear_dependence","B_editable_raw_text_source_fallback","mediawiki_raw_wikitext","https://tg.wikipedia.org/wiki/%D0%92%D0%BE%D0%B1%D0%B0%D1%81%D1%82%D0%B0%D0%B3%D0%B8%D0%B8_%D1%85%D0%B0%D1%82%D1%82%D3%A3","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\tg_wikipedia_linear_dependence_raw.wiki.txt","Wikimedia project text license signal: CC BY-SA/GFDL per Wikimedia terms.","995CFD1334B1657A5B3995A61E22C59096ABA839B2F159534C4A98AF738648DA","Tajik Cyrillic","True","False","True","Tajik source witness for linear dependence. | Separate Tajik gate; no Farsi inheritance.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push. fa_IR, prs_AF, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic evidence remain separate unless their own source gates close.","tg_wikipedia_linear_dependence_raw","","fetched_and_hashed","Persianate/Tajik source-canon lane, tg_Cyrl_TJ separate gate only","Source-level witness may be referenced by manifest/hash; B3 decides publication packaging and reuse boundaries.","Route only to Tajik Cyrillic separate gate. It is adjacent linear-algebra witness material, not abstract algebra or invariant-theory closure.","","20260704T203059Z"
"r3_normalized_witness::dari_knu_opac_linear_algebra_record","r3_source_canon_program_alignment","r3_normalized_witness","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.csv","target_language_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Dari/Afghan Persian separate-gate source-canon sublane","Dari/Afghan Persian, prs_AF","Khatam Al-Nabieen University library OPAC record for جبر خطی / Hoffman","Khatam Al-Nabieen University / Afghan Persian source host or OPAC","linear_algebra_library_record","C_catalog_or_metadata_provenance","html","https://library.knu.edu.af/opac/index.php?cls_plan=1&id=2088&lvl=class_nbr_see","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\dari_knu_opac_linear_algebra_record.html","Library/catalog provenance; no reuse license found.","E8BD851458C1EC5BED1DCC121CF7B979FA43B2106507E510F953E4093F109241","Dari/Afghan Persian","True","False","True","Direct Dari TeX/source package not found. | Dari/Afghan Persian library provenance for linear algebra record. | Separate Dari gate; no Farsi inheritance.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push. fa_IR, prs_AF, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic evidence remain separate unless their own source gates close.","dari_knu_opac_linear_algebra_record","","fetched_and_hashed","Persianate/Tajik source-canon lane, prs_AF separate gate only","PDF/HTML fallback provenance: publish manifest/hash/URL and avoid redistribution claims unless B3 creates a gated source-canon package.","Route only to Dari/Afghan Persian separate gate. It does not inherit fa_IR authority and does not authorize Tajik, Urdu, Hindustani, or Pan-Turkic rows.","","20260704T203059Z"
"r3_normalized_witness::dari_knu_linear_algebra_pdf_candidate_8809","r3_source_canon_program_alignment","r3_normalized_witness","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.csv","fetch_or_access_blocker","R3 Arabic/Persianate/Adjacent Linear Algebra - Dari/Afghan Persian separate-gate source-canon sublane","Dari/Afghan Persian, prs_AF","KNU OPAC candidate PDF 8809.PDF for جبر خطی","Khatam Al-Nabieen University / Afghan Persian source host or OPAC","linear_algebra_pdf_candidate","D_failed_or_unusable_candidate_until_retrieved","pdf","https://library.knu.edu.af/opac/temp/8809.PDF","","Catalog-linked PDF candidate; license not closed.","","Dari/Afghan Persian","False","False","True","If fetch fails, use OPAC record as provenance only. | Response status code does not indicate success: 404 (Not Found). | Dari/Afghan Persian PDF candidate, hash if retrievable. | Separate Dari gate; no Farsi inheritance.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push. fa_IR, prs_AF, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic evidence remain separate unless their own source gates close.","dari_knu_linear_algebra_pdf_candidate_8809","","fetch_failed","Persianate/Tajik source-canon lane, prs_AF separate gate only","Do not publish a missing payload; publish candidate URL, failure, and blocker only.","Route only to Dari/Afghan Persian separate gate. It does not inherit fa_IR authority and does not authorize Tajik, Urdu, Hindustani, or Pan-Turkic rows.","","20260704T203059Z"
"r3_normalized_witness::dari_knu_software_engineering_curriculum_linear_algebra","r3_source_canon_program_alignment","r3_normalized_witness","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.csv","target_language_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Dari/Afghan Persian separate-gate source-canon sublane","Dari/Afghan Persian, prs_AF","KNU software engineering curriculum PDF with linear algebra syllabus","Khatam Al-Nabieen University / Afghan Persian source host or OPAC","linear_algebra_curriculum","B_pdf_provenance_fallback","pdf","https://old.knu.edu.af/wp-content/uploads/2023/12/%D9%86%D8%B6%D8%A7%D8%A8-%D8%AF%D8%B1%D8%B3%DB%8C-%D8%AF%DB%8C%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D9%86%D8%AA-%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C-%D9%86%D8%B1%D9%85%E2%80%8C%D8%A7%D9%81%D8%B2%D8%A7%D8%B1.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\dari_knu_software_engineering_curriculum_linear_algebra.pdf","University curriculum provenance; no reuse license found.","960C27E2A150E660616BF98DF251ED22188169D0392A5C62A91FE75E7F2120C8","Dari/Afghan Persian","True","False","True","Dari/Afghan Persian curriculum witness for linear algebra syllabus. | Separate Dari gate; no Farsi inheritance.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push. fa_IR, prs_AF, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic evidence remain separate unless their own source gates close.","dari_knu_software_engineering_curriculum_linear_algebra","","fetched_and_hashed","Persianate/Tajik source-canon lane, prs_AF separate gate only","PDF/HTML fallback provenance: publish manifest/hash/URL and avoid redistribution claims unless B3 creates a gated source-canon package.","Route only to Dari/Afghan Persian separate gate. It does not inherit fa_IR authority and does not authorize Tajik, Urdu, Hindustani, or Pan-Turkic rows.","","20260704T203059Z"
"r3_normalized_witness::gap_ar_invariant_theory_tex_arxiv","r3_source_canon_program_alignment","r3_normalized_witness","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.csv","explicit_gap","R3 Arabic/Persianate/Adjacent Linear Algebra - Arabic source-canon sublane","Controlled Arabic / Arabic RTL","Arabic direct TeX/arXiv invariant-theory source package","not found in this source-canon pass","invariant_theory_tex_arxiv","G_explicit_gap_no_source_witness_found","gap","","","not applicable: explicit source gap; no source witness located in this pass","","Arabic","False","False","False","Search found Arabic mentions (e.g. Frank Grosshans/Wolf Prize) but not a direct Arabic TeX/arXiv/source archive for the invariant-theory term cluster. | Do not route invariant-theory Arabic bridge terms from weak mentions. | Arabic invariant theory direct specialist source remains open.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push.","gap_ar_invariant_theory_tex_arxiv","","gap_logged","novel_or_blocked_gap_registry","No source payload; publish gap row, URL/search notes where available, and blocker only.","Arabic invariant-theory TeX/arXiv/source-package witness remains an explicit gap; Arabic RTL lane has algebra PDFs but this row is not closed by them.","","20260704T203059Z"
"r3_normalized_witness::gap_fa_invariant_theory_tex_arxiv","r3_source_canon_program_alignment","r3_normalized_witness","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.csv","explicit_gap","R3 Arabic/Persianate/Adjacent Linear Algebra - Persian/Farsi source-canon sublane","Persian/Farsi (Iran), fa_IR","Persian/Farsi TeX/arXiv invariant-theory source package","not found in this source-canon pass","invariant_theory_tex_arxiv","G_explicit_gap_no_source_witness_found","gap","","","not applicable: explicit source gap; no source witness located in this pass","","Persian/Farsi","False","False","False","Persian invariant theory wikitext and one PDF mention found; no Persian TeX/arXiv/source archive found in this pass. | Persian wiki/PDF witnesses are review-only until specialist source closes. | No bridge promotion.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push. fa_IR, prs_AF, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic evidence remain separate unless their own source gates close.","gap_fa_invariant_theory_tex_arxiv","","gap_logged","novel_or_blocked_gap_registry","No source payload; publish gap row, URL/search notes where available, and blocker only.","Persian/Farsi invariant-theory TeX/arXiv/source-package witness remains an explicit gap; Persianate lane has algebra PDFs and linear-algebra TeX but no promotion from this row.","","20260704T203059Z"
"r3_normalized_witness::gap_dari_tajik_tex_arxiv","r3_source_canon_program_alignment","r3_normalized_witness","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.csv","explicit_gap","R3 Arabic/Persianate/Adjacent Linear Algebra - Dari/Tajik explicit source gap","Dari/Tajik separate-gate gap row","Dari/Tajik direct TeX/arXiv source packages","not found in this source-canon pass","linear_algebra_invariant_theory_tex_arxiv","G_explicit_gap_no_source_witness_found","gap","","","not applicable: explicit source gap; no source witness located in this pass","","Dari/Tajik unresolved source gap","False","False","False","Tajik MediaWiki and Afghan/Dari PDF/catalog provenance found; no TeX/arXiv/source package found. | Dari and Tajik stay separate; Farsi cannot authorize them. | No merged Persianate bridge.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push. fa_IR, prs_AF, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic evidence remain separate unless their own source gates close.","gap_dari_tajik_tex_arxiv","","gap_logged","novel_or_blocked_gap_registry","No source payload; publish gap row, URL/search notes where available, and blocker only.","Dari/Tajik TeX/arXiv/source-package witness remains an explicit separate-gate gap; fa_IR evidence cannot fill it.","","20260704T203059Z"
"external_lane_pointer::AR-SRC-ALG-001","r3_source_canon_program_alignment","external_lane_pointer","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_EXTERNAL_LANE_WITNESS_POINTERS_20260704T201707Z.csv","external_lane_pointer","Arabic RTL source-canon lane - external pointer for R3 alignment","Controlled Arabic / Arabic RTL","Arabic RTL source witness AR-SRC-ALG-001: algebra; ring; field; ideal; group; polynomial; representation","Mustansiriyah University source host","algebra; ring; field; ideal; group; polynomial; representation","direct_arabic_mathematical_source","PDF","https://uomustansiriyah.edu.iq/media/attachments/192/192_2019_10_20%2108_53_36_PM.pdf","sources/non_slavic_reference_corpus/20260630T092000Z_controlled_arabic_abstract_algebra_source_retry/downloads/mustansiriyah_abstract_algebra_2019.pdf","CC-BY-ND-4.0 stated in PDF","FAA47DEBCB0157EBB28B4A0D0FAECDC7C52950802CE51C66A4F92DA2446F97E0","Arabic","True","False","True","no_native_review_or_term_approval","External source-canon pointer only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push.","","AR-SRC-ALG-001","","","","","Arabic algebra/ring/source witness pointer for R3 source-canon alignment; R3 does not supersede the Arabic RTL lane table.","20260704T203059Z"
"external_lane_pointer::AR-SRC-RING-002","r3_source_canon_program_alignment","external_lane_pointer","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_EXTERNAL_LANE_WITNESS_POINTERS_20260704T201707Z.csv","external_lane_pointer","Arabic RTL source-canon lane - external pointer for R3 alignment","Controlled Arabic / Arabic RTL","Arabic RTL source witness AR-SRC-RING-002: ring theory; ideals","Mustansiriyah University source host","ring theory; ideals","direct_arabic_mathematical_source","PDF","https://uomustansiriyah.edu.iq/media/lectures/12/12_2019_05_29%2101_03_09_PM.pdf","sources/non_slavic_reference_corpus/20260702T013000Z_controlled_arabic_algebra_source_refresh/downloads/mustansiriyah_ring_theory_2019.pdf","no_explicit_open_license_found","811C3BAE2363895F344AD1B6382629239E35C5A1CA47012A576207BFD851023A","Arabic","True","False","True","no_term_approval","External source-canon pointer only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push.","","AR-SRC-RING-002","","","","","Arabic algebra/ring/source witness pointer for R3 source-canon alignment; R3 does not supersede the Arabic RTL lane table.","20260704T203059Z"
"external_lane_pointer::AR-SRC-RF-003","r3_source_canon_program_alignment","external_lane_pointer","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_EXTERNAL_LANE_WITNESS_POINTERS_20260704T201707Z.csv","external_lane_pointer","Arabic RTL source-canon lane - external pointer for R3 alignment","Controlled Arabic / Arabic RTL","Arabic RTL source witness AR-SRC-RF-003: rings; fields; ideals; polynomial rings","Majmaah University source host","rings; fields; ideals; polynomial rings","official_course_register_witness","PDF","https://www.mu.edu.sa/sites/default/files/content/2017/06/%D8%A7%D9%84%D8%AD%D9%84%D9%82%D8%A7%D8%AA%20%D9%88%D8%A7%D9%84%D8%AD%D9%82%D9%88%D9%84.pdf","sources/non_slavic_reference_corpus/20260702T013000Z_controlled_arabic_algebra_source_refresh/downloads/majmaah_rings_fields_2017_course_spec.pdf","no_explicit_open_license_found","A6C1B7EC48616AF3347ED537715DA1DAC98EE32C6E70D821F185BF81168F22D9","Arabic","True","False","True","course_register_only","External source-canon pointer only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push.","","AR-SRC-RF-003","","","","","Arabic algebra/ring/source witness pointer for R3 source-canon alignment; R3 does not supersede the Arabic RTL lane table.","20260704T203059Z"
"external_lane_pointer::AR-SRC-RF-004","r3_source_canon_program_alignment","external_lane_pointer","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_EXTERNAL_LANE_WITNESS_POINTERS_20260704T201707Z.csv","external_lane_pointer","Arabic RTL source-canon lane - external pointer for R3 alignment","Controlled Arabic / Arabic RTL","Arabic RTL source witness AR-SRC-RF-004: rings; fields; algebra course rows","Majmaah University source host","rings; fields; algebra course rows","official_course_register_witness","PDF","https://www.mu.edu.sa/sites/default/files/content/2016/04/21.pdf","sources/non_slavic_reference_corpus/20260702T013000Z_controlled_arabic_algebra_source_refresh/downloads/majmaah_program_spec_rings_fields_2016.pdf","no_explicit_open_license_found","026CBF94316E174C7D273819BC6ED3F15609B0BB09459F045228ACB71856E1D6","Arabic","True","False","True","course_register_only","External source-canon pointer only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push.","","AR-SRC-RF-004","","","","","Arabic algebra/ring/source witness pointer for R3 source-canon alignment; R3 does not supersede the Arabic RTL lane table.","20260704T203059Z"
