probe_id,platform,target_language_or_access_target,query,source_url,http_status,result_count,local_metadata_path,metadata_sha256,header_metadata_path,header_sha256,evidence_type,topic_language_tags,top_metadata_summary,license_or_access_signal,source_gate_decision,gap_or_blocker_note,promotion_allowed
R9-R2-Q-003-Zenodo,Zenodo,Hausa,hausa lissafi mathematics,https://zenodo.org/api/records?q=hausa+lissafi+mathematics&size=5,200,49647,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-003_zenodo_hausa_lissafi_mathematics.json,BA0BD781D16BADEECE26CB3B7F1B23695A36D1AB65BA3B37D73BA1046C96F022,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-003_zenodo_hausa_lissafi_mathematics_headers.json,F330678D9965B29703F2110FE4B8E7E64E4970ECB29AE55714A2D2D47A9C831A,record_search_metadata,lissafi; mathematics; Hausa,Dialectal Variation and Morphological Adaptation of Arabic Loanwords Among Hausa-Arabic Bilinguals in Northwestern Nigeria.|license=cc-by-4.0|url=None ; WAIWAYE A KAN AZUZZUWAN AIKATAU NA HAUSA|license=cc-by-4.0|url=None ; Cimakar Hausawa (Abincin Hausawa)|license=cc-by-4.0|url=None,metadata-only; inspect candidate license/access fields before any body capture,candidate_metadata_found_requires_manual_gate,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-003-InternetArchive,InternetArchive,Hausa,hausa lissafi mathematics,https://archive.org/advancedsearch.php?q=hausa+lissafi+mathematics&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=creator&fl%5B%5D=licenseurl&fl%5B%5D=date&fl%5B%5D=subject&fl%5B%5D=language&rows=5&page=1&output=json,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-003_internetarchive_hausa_lissafi_mathematics.json,38ADE3B3DDBED823D549C38925AE2D44B14BAA7FBCB98B48C59BF051F9206529,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-003_internetarchive_hausa_lissafi_mathematics_headers.json,E9F79A033679B01F821592BD5B374D79CB087EBF4A81E283C0801A5ACF66F7CC,advancedsearch_metadata,lissafi; mathematics; Hausa,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-004-GitHub,GitHub,Hausa,hausa math dataset,https://api.github.com/search/repositories?q=hausa+math+dataset&per_page=5,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-004_github_hausa_math_dataset.json,4AF480B8EE5B87B369A76C49BD22C9A783908272EBFFBE97898F8AB0F0772A5F,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-004_github_hausa_math_dataset_headers.json,0FD48A5B7DF9641927298F53DF5D61591BD5DCBE0D339FC7F137681DF5141DE7,repository_search_metadata,math dataset; Hausa,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-004-HuggingFace,HuggingFace,Hausa,hausa math dataset,https://huggingface.co/api/datasets?search=hausa+math+dataset&limit=5,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-004_huggingface_hausa_math_dataset.json,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-004_huggingface_hausa_math_dataset_headers.json,F1F7CBCF36457C0A436D1F74D93B5883049AE4B501D945ECEE6AEE47567601BD,dataset_search_metadata,math dataset; Hausa,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-004-Zenodo,Zenodo,Hausa,hausa math dataset,https://zenodo.org/api/records?q=hausa+math+dataset&size=5,200,265949,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-004_zenodo_hausa_math_dataset.json,31208C67FEECDE1E8F52C2DBA58E0223E36471AA0BC9D2E808A54AD05E08440A,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-004_zenodo_hausa_math_dataset_headers.json,FD2B1C180992A1A1B151EB5B3E4AA840CED8471082E4C2CDB4A80B0F0BE680E4,record_search_metadata,math dataset; Hausa,HausaMovieReview: A Manually Annotated Sentiment Dataset for Hausa Language NLP|license=cc-by-4.0|url=None ; COMPRISE_Data08_H-VOA-NER_V1.0|license=cc-by-4.0|url=None ; Dialectal Variation and Morphological Adaptation of Arabic Loanwords Among Hausa-Arabic Bilinguals in Northwestern Nigeria.|license=cc-by-4.0|url=None,metadata-only; inspect candidate license/access fields before any body capture,candidate_metadata_found_requires_manual_gate,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-004-InternetArchive,InternetArchive,Hausa,hausa math dataset,https://archive.org/advancedsearch.php?q=hausa+math+dataset&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=creator&fl%5B%5D=licenseurl&fl%5B%5D=date&fl%5B%5D=subject&fl%5B%5D=language&rows=5&page=1&output=json,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-004_internetarchive_hausa_math_dataset.json,1B30CB6E72BB626527C728552B02C2062616998C2648C810F35811F68DFACEE1,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-004_internetarchive_hausa_math_dataset_headers.json,827B6A0796A5D1FA906356D7AF2975187EC38CC3C14A89B60703F03AD48B88F0,advancedsearch_metadata,math dataset; Hausa,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-005-GitHub,GitHub,Somali,somali xisaab mathematics,https://api.github.com/search/repositories?q=somali+xisaab+mathematics&per_page=5,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-005_github_somali_xisaab_mathematics.json,4AF480B8EE5B87B369A76C49BD22C9A783908272EBFFBE97898F8AB0F0772A5F,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-005_github_somali_xisaab_mathematics_headers.json,F6A68AC320552A73E58779384D5EC15143BFBB840E950E315ADF91280D65D858,repository_search_metadata,xisaab; mathematics; Somali,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-005-HuggingFace,HuggingFace,Somali,somali xisaab mathematics,https://huggingface.co/api/datasets?search=somali+xisaab+mathematics&limit=5,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-005_huggingface_somali_xisaab_mathematics.json,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-005_huggingface_somali_xisaab_mathematics_headers.json,F3057084704D1FB5B5C233AEC2898AF94D43CAC0FEC9FE724BDC613920E51F1C,dataset_search_metadata,xisaab; mathematics; Somali,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-005-Zenodo,Zenodo,Somali,somali xisaab mathematics,https://zenodo.org/api/records?q=somali+xisaab+mathematics&size=5,200,50235,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-005_zenodo_somali_xisaab_mathematics.json,8E6493CDC162C317FD6362EDC44FD53D4A6BECE3E2C6A3588589A797ED15A610,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-005_zenodo_somali_xisaab_mathematics_headers.json,F736C26E1CB4A3E3A000DB3D44B320C4B273ECAB0713C0CCAA3456C624651561,record_search_metadata,xisaab; mathematics; Somali,Teaching Robots in Mathematics Education: A Comparative Study of Automated Learning Resources on Cognitive Skills Development in Somali Primary Schools in Botswana|license=cc-by-4.0|url=None ; ANALYSIS OF CAUSES OF EXAMINATION MALPRACTICES IN SECONDARY SCHOOLS IN THE BANADIR REGION OF SOMALIA|license=cc-by-4.0|url=None ; Comparison of Sonographic-Based TI-RADS Classification and Cytological-Based Bethesda Scoring: 6-Month Experience in Somalia|license=cc-by-4.0|url=None,metadata-only; inspect candidate license/access fields before any body capture,candidate_metadata_found_requires_manual_gate,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-005-InternetArchive,InternetArchive,Somali,somali xisaab mathematics,https://archive.org/advancedsearch.php?q=somali+xisaab+mathematics&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=creator&fl%5B%5D=licenseurl&fl%5B%5D=date&fl%5B%5D=subject&fl%5B%5D=language&rows=5&page=1&output=json,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-005_internetarchive_somali_xisaab_mathematics.json,63C5315F96C1A113DE0D7ADE9911188B55FD11E21C946A16B704A1782BF81CBC,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-005_internetarchive_somali_xisaab_mathematics_headers.json,08A09D58CBCE1E2146B7B66D3E1ADEEDAEA082775CE658BE12F1EA445A4821CF,advancedsearch_metadata,xisaab; mathematics; Somali,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-006-GitHub,GitHub,Oromo,oromo herrega mathematics,https://api.github.com/search/repositories?q=oromo+herrega+mathematics&per_page=5,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-006_github_oromo_herrega_mathematics.json,4AF480B8EE5B87B369A76C49BD22C9A783908272EBFFBE97898F8AB0F0772A5F,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-006_github_oromo_herrega_mathematics_headers.json,743F0AA7F2C745F8B57351924A0BA833A7EFE2736438B97AC27085F1E12A1E7B,repository_search_metadata,herrega; mathematics; Oromo,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-006-HuggingFace,HuggingFace,Oromo,oromo herrega mathematics,https://huggingface.co/api/datasets?search=oromo+herrega+mathematics&limit=5,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-006_huggingface_oromo_herrega_mathematics.json,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-006_huggingface_oromo_herrega_mathematics_headers.json,B5AE68DBC31E56D75CD121D1615FFD34BFB44A27E0DCB9C11487E8C1D967C27D,dataset_search_metadata,herrega; mathematics; Oromo,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-006-Zenodo,Zenodo,Oromo,oromo herrega mathematics,https://zenodo.org/api/records?q=oromo+herrega+mathematics&size=5,200,49351,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-006_zenodo_oromo_herrega_mathematics.json,831AAAE4E4287D5D072B7C14A891B9480101DEE40AE1DE8C668203F9EAD45816,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-006_zenodo_oromo_herrega_mathematics_headers.json,1979D65456BE802BE7F1989942C42E0CA098C6B83D30C06F82A3D32D03C8DC2C,record_search_metadata,herrega; mathematics; Oromo,"The War-Peace Transformation: South Sudan's Future in a Picture|license=cc-by-4.0|url=None ; Singulatives in a sample of Cushitic languages: a comparative study|license=cc-by-4.0|url=None ; INDIGENOUS DEFENSE FORCE AND WAR DISCIPLINE GOVERNANCE OF GADA SYSTEM: THE CASE OF GUJI-OROMO, SOUTHERN ETHIOPIA|license=cc-by-4.0|url=None",metadata-only; inspect candidate license/access fields before any body capture,candidate_metadata_found_requires_manual_gate,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-006-InternetArchive,InternetArchive,Oromo,oromo herrega mathematics,https://archive.org/advancedsearch.php?q=oromo+herrega+mathematics&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=creator&fl%5B%5D=licenseurl&fl%5B%5D=date&fl%5B%5D=subject&fl%5B%5D=language&rows=5&page=1&output=json,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-006_internetarchive_oromo_herrega_mathematics.json,FFC9B03221BD9A40BA1F591D25F15E42B508C400191800BF28483548B0828DF4,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-006_internetarchive_oromo_herrega_mathematics_headers.json,AC49432430F9C1A61FACDAA1107D7943E88B753712AB2CDF030DCB43B4F075D3,advancedsearch_metadata,herrega; mathematics; Oromo,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-007-GitHub,GitHub,Tigrinya/Tigrigna,tigrinya mathematics,https://api.github.com/search/repositories?q=tigrinya+mathematics&per_page=5,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-007_github_tigrinya_mathematics.json,4AF480B8EE5B87B369A76C49BD22C9A783908272EBFFBE97898F8AB0F0772A5F,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-007_github_tigrinya_mathematics_headers.json,A2BCE13704A3167FED048A7C7368619D028D73B9F446164F34F3808A55F045CC,repository_search_metadata,mathematics; Tigrinya,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-007-HuggingFace,HuggingFace,Tigrinya/Tigrigna,tigrinya mathematics,https://huggingface.co/api/datasets?search=tigrinya+mathematics&limit=5,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-007_huggingface_tigrinya_mathematics.json,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-007_huggingface_tigrinya_mathematics_headers.json,8959887169E877B641A7F279C5628C61FA57395ED2CF7040B736BA9538B4D9BE,dataset_search_metadata,mathematics; Tigrinya,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-007-Zenodo,Zenodo,Tigrinya/Tigrigna,tigrinya mathematics,https://zenodo.org/api/records?q=tigrinya+mathematics&size=5,200,49277,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-007_zenodo_tigrinya_mathematics.json,C60A21DC8F913852826753C435F820E4A74200E018E2C48668BFB754C8D1BB40,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-007_zenodo_tigrinya_mathematics_headers.json,BB6B9226D4DA206F122E58E8D749139153538DECB871E5C190A8949816DBFABD,record_search_metadata,mathematics; Tigrinya,Typology of Tigrinya WH-interrogatives|license=cc-by-4.0|url=None ; Adapting TrOCR for Printed Tigrinya Text Recognition Word-Aware Loss Weighting for Cross-Script Transfer Learning|license=cc-by-4.0|url=None ; Ethiopia – Distribution of Mother-Tongues – a rare 1976 map uncovered|license=cc-by-4.0|url=None,metadata-only; inspect candidate license/access fields before any body capture,candidate_metadata_found_requires_manual_gate,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-007-InternetArchive,InternetArchive,Tigrinya/Tigrigna,tigrinya mathematics,https://archive.org/advancedsearch.php?q=tigrinya+mathematics&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=creator&fl%5B%5D=licenseurl&fl%5B%5D=date&fl%5B%5D=subject&fl%5B%5D=language&rows=5&page=1&output=json,200,1,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-007_internetarchive_tigrinya_mathematics.json,E59F07C991BB5137CE41916F67C2172D5EB7C65382E37BAAD67C755D886211A9,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-007_internetarchive_tigrinya_mathematics_headers.json,14042E7680075B4A9371632E29FC7AA62D7FAD48BDBAD7192366717FCD8B6865,advancedsearch_metadata,mathematics; Tigrinya,cia-readingroom-document-cia-rdp82-00850r000100040050-1|title=CIA Reading Room cia-rdp82-00850r000100040050-1: JPRS ID: 8414 TRANSLATIONS ON SUB-SAHARAN AFRICA|licenseurl=None,metadata-only; inspect candidate license/access fields before any body capture,candidate_metadata_found_requires_manual_gate,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-008-GitHub,GitHub,Afar/Qafar,afar mathematics qafar,https://api.github.com/search/repositories?q=afar+mathematics+qafar&per_page=5,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-008_github_afar_mathematics_qafar.json,4AF480B8EE5B87B369A76C49BD22C9A783908272EBFFBE97898F8AB0F0772A5F,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-008_github_afar_mathematics_qafar_headers.json,FE0BEAE62F40441FB31EEA6158A3AEEB0A82D603C7920D0C6077DFF5DFE1DD8F,repository_search_metadata,mathematics; Afar; Qafar,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-008-HuggingFace,HuggingFace,Afar/Qafar,afar mathematics qafar,https://huggingface.co/api/datasets?search=afar+mathematics+qafar&limit=5,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-008_huggingface_afar_mathematics_qafar.json,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-008_huggingface_afar_mathematics_qafar_headers.json,14B6E1BDC3F39B4BC6DA64FC7C1424142737A47FB74A7AD3DC95C65B9494C604,dataset_search_metadata,mathematics; Afar; Qafar,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
