"PackageNumber","Kind","PathCount","Bytes","SamplePath"
"325","noether_session_output_package","108","2269067","interlanguage-sidecar/20260704/noether_pc_packages_324_325_20260704/noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE325_20260704T215157_ROLLING_DELTA_AFTER_PACKAGE324/NOETHER_SESSION_OUTPUT_PACKAGE325_MANIFEST.csv"
"326","noether_session_output_package","134","2792965","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE326_20260704T221012_ROLLING_DELTA_AFTER_PACKAGE325/NOETHER_SESSION_OUTPUT_PACKAGE326_MANIFEST.csv"
"327","noether_session_output_package","81","1543707","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE327_20260704T221228_ROLLING_DELTA_AFTER_PACKAGE326/NOETHER_SESSION_OUTPUT_PACKAGE327_MANIFEST.csv"
"328","noether_session_output_package","86","1541598","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE328_20260704T221405_ROLLING_DELTA_AFTER_PACKAGE327/NOETHER_SESSION_OUTPUT_PACKAGE328_MANIFEST.csv"
"329","noether_session_output_package","85","1021719","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE329_20260704T221650_ROLLING_DELTA_AFTER_PACKAGE328/NOETHER_SESSION_OUTPUT_PACKAGE329_MANIFEST.csv"
"330","noether_session_output_package","76","1018950","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE330_20260704T221924_ROLLING_DELTA_AFTER_PACKAGE329/NOETHER_SESSION_OUTPUT_PACKAGE330_MANIFEST.csv"
"331","noether_session_output_package","76","959985","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE331_20260704T222125_ROLLING_DELTA_AFTER_PACKAGE330/NOETHER_SESSION_OUTPUT_PACKAGE331_MANIFEST.csv"
"332","noether_session_output_package","75","950512","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE332_20260704T222401_ROLLING_DELTA_AFTER_PACKAGE331/NOETHER_SESSION_OUTPUT_PACKAGE332_MANIFEST.csv"
"333","noether_session_output_package","63","717272","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE333_20260704T222545_ROLLING_DELTA_AFTER_PACKAGE332/NOETHER_SESSION_OUTPUT_PACKAGE333_MANIFEST.csv"
"334","noether_session_output_package","65","870877","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE334_20260704T222716_ROLLING_DELTA_AFTER_PACKAGE333/NOETHER_SESSION_OUTPUT_PACKAGE334_MANIFEST.csv"
"335","noether_session_output_package","64","1107980","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE335_20260704T222849_ROLLING_DELTA_AFTER_PACKAGE334/NOETHER_SESSION_OUTPUT_PACKAGE335_MANIFEST.csv"
"336","noether_session_output_package","64","1480525","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE336_20260704T223008_ROLLING_DELTA_AFTER_PACKAGE335/NOETHER_SESSION_OUTPUT_PACKAGE336_MANIFEST.csv"
"337","noether_session_output_package","58","1720411","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE337_20260704T223134_ROLLING_DELTA_AFTER_PACKAGE336/NOETHER_SESSION_OUTPUT_PACKAGE337_MANIFEST.csv"
"338","noether_session_output_package","65","1657293","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE338_20260704T223301_ROLLING_DELTA_AFTER_PACKAGE337/NOETHER_SESSION_OUTPUT_PACKAGE338_MANIFEST.csv"
"339","noether_session_output_package","61","1087010","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE339_20260704T223611_ROLLING_DELTA_AFTER_PACKAGE338/NOETHER_SESSION_OUTPUT_PACKAGE339_MANIFEST.csv"
"340","noether_session_output_package","61","773320","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE340_20260704T223745_ROLLING_DELTA_AFTER_PACKAGE339/NOETHER_SESSION_OUTPUT_PACKAGE340_MANIFEST.csv"
"341","noether_session_output_package","75","974635","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE341_20260704T223918_ROLLING_DELTA_AFTER_PACKAGE340/NOETHER_SESSION_OUTPUT_PACKAGE341_MANIFEST.csv"
"342","noether_session_output_package","77","1618549","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE342_20260704T224057_ROLLING_DELTA_AFTER_PACKAGE341/NOETHER_SESSION_OUTPUT_PACKAGE342_MANIFEST.csv"
"343","noether_session_output_package","113","2221578","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE343_20260704T224220_ROLLING_DELTA_AFTER_PACKAGE342/NOETHER_SESSION_OUTPUT_PACKAGE343_MANIFEST.csv"
"344","interlanguage_sidecar_package_reference","15","775816","interlanguage-sidecar/20260705/fable_chatgpt_interlingua_program_full/interlingua_program_20260704/user made flr with chat web stuff/PACKAGE344_345_C2_MAP_PATCH_QUEUE_20260704.csv"
"344","noether_session_output_package","109","1632284","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE344_20260704T224537_ROLLING_DELTA_AFTER_PACKAGE343/NOETHER_SESSION_OUTPUT_PACKAGE344_MANIFEST.csv"
"345","noether_session_output_package","137","3613266","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE345_20260704T224820_ROLLING_DELTA_AFTER_PACKAGE344/NOETHER_SESSION_OUTPUT_PACKAGE345_MANIFEST.csv"
"346","noether_session_output_package","180","4998417","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE346_20260704T225021_ROLLING_DELTA_AFTER_PACKAGE345/NOETHER_SESSION_OUTPUT_PACKAGE346_MANIFEST.csv"
"347","noether_session_output_package","124","2784244","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE347_20260704T225355_ROLLING_DELTA_AFTER_PACKAGE346/NOETHER_SESSION_OUTPUT_PACKAGE347_MANIFEST.csv"
"348","noether_session_output_package","85","1939995","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE348_20260704T225604_ROLLING_DELTA_AFTER_PACKAGE347/NOETHER_SESSION_OUTPUT_PACKAGE348_MANIFEST.csv"
"349","noether_session_output_package","138","3417448","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE349_20260704T225804_ROLLING_DELTA_AFTER_PACKAGE348/NOETHER_SESSION_OUTPUT_PACKAGE349_MANIFEST.csv"
"350","noether_session_output_package","155","3245988","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE350_20260704T230417_ROLLING_DELTA_AFTER_PACKAGE349/NOETHER_SESSION_OUTPUT_PACKAGE350_MANIFEST.csv"
"351","noether_session_output_package","150","2623260","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE351_20260704T230749_ROLLING_DELTA_AFTER_PACKAGE350/NOETHER_SESSION_OUTPUT_PACKAGE351_MANIFEST.csv"
"352","noether_session_output_package","278","5715510","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE352_20260704T231342_ROLLING_DELTA_AFTER_PACKAGE351/NOETHER_SESSION_OUTPUT_PACKAGE352_MANIFEST.csv"
"353","noether_session_output_package","214","4454436","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE353_20260705T013319_ROLLING_DELTA_AFTER_PACKAGE352/NOETHER_SESSION_OUTPUT_PACKAGE353_MANIFEST.csv"
"354","noether_session_output_package","31","264310","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE354_20260705T013650_ROLLING_DELTA_AFTER_PACKAGE353/NOETHER_SESSION_OUTPUT_PACKAGE354_MANIFEST.csv"
"355","noether_session_output_package","23","65904","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE355_20260705T013832_ROLLING_DELTA_AFTER_PACKAGE354/NOETHER_SESSION_OUTPUT_PACKAGE355_MANIFEST.csv"
"356","noether_session_output_package","24","145577","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE356_20260705T014008_ROLLING_DELTA_AFTER_PACKAGE355/NOETHER_SESSION_OUTPUT_PACKAGE356_MANIFEST.csv"
"357","noether_session_output_package","23","251420","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE357_20260705T014136_ROLLING_DELTA_AFTER_PACKAGE356/NOETHER_SESSION_OUTPUT_PACKAGE357_MANIFEST.csv"
"358","noether_session_output_package","30","178388","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE358_20260705T014303_ROLLING_DELTA_AFTER_PACKAGE357/NOETHER_SESSION_OUTPUT_PACKAGE358_MANIFEST.csv"
"359","noether_session_output_package","31","97534","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE359_20260705T014425_ROLLING_DELTA_AFTER_PACKAGE358/NOETHER_SESSION_OUTPUT_PACKAGE359_MANIFEST.csv"
"360","noether_session_output_package","32","217106","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE360_20260705T014830_ROLLING_DELTA_AFTER_PACKAGE359/NOETHER_SESSION_OUTPUT_PACKAGE360_MANIFEST.csv"
"361","noether_session_output_package","55","1115293","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE361_20260705T014959_ROLLING_DELTA_AFTER_PACKAGE360/NOETHER_SESSION_OUTPUT_PACKAGE361_MANIFEST.csv"
"362","noether_session_output_package","46","1034295","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE362_20260705T015123_ROLLING_DELTA_AFTER_PACKAGE361/NOETHER_SESSION_OUTPUT_PACKAGE362_MANIFEST.csv"
"363","noether_session_output_package","20","59260","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE363_20260705T015246_ROLLING_DELTA_AFTER_PACKAGE362/NOETHER_SESSION_OUTPUT_PACKAGE363_MANIFEST.csv"
"364","noether_session_output_package","24","137340","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE364_20260705T015554_ROLLING_DELTA_AFTER_PACKAGE363/NOETHER_SESSION_OUTPUT_PACKAGE364_MANIFEST.csv"
"365","noether_session_output_package","29","208552","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE365_20260705T015724_ROLLING_DELTA_AFTER_PACKAGE364/NOETHER_SESSION_OUTPUT_PACKAGE365_MANIFEST.csv"
"366","noether_session_output_package","32","618159","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE366_20260705T015855_ROLLING_DELTA_AFTER_PACKAGE365/NOETHER_SESSION_OUTPUT_PACKAGE366_MANIFEST.csv"
"367","noether_session_output_package","34","1115119","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE367_20260705T020036_ROLLING_DELTA_AFTER_PACKAGE366/NOETHER_SESSION_OUTPUT_PACKAGE367_MANIFEST.csv"
"368","noether_session_output_package","34","1275562","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE368_20260705T020211_ROLLING_DELTA_AFTER_PACKAGE367/NOETHER_SESSION_OUTPUT_PACKAGE368_MANIFEST.csv"
"369","noether_session_output_package","29","759405","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE369_20260705T020346_ROLLING_DELTA_AFTER_PACKAGE368/NOETHER_SESSION_OUTPUT_PACKAGE369_MANIFEST.csv"
"370","noether_session_output_package","21","505035","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE370_20260705T020508_ROLLING_DELTA_AFTER_PACKAGE369/NOETHER_SESSION_OUTPUT_PACKAGE370_MANIFEST.csv"
"371","noether_session_output_package","36","887447","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE371_20260705T020644_ROLLING_DELTA_AFTER_PACKAGE370/NOETHER_SESSION_OUTPUT_PACKAGE371_MANIFEST.csv"
"372","noether_session_output_package","43","580721","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE372_20260705T020828_ROLLING_DELTA_AFTER_PACKAGE371/NOETHER_SESSION_OUTPUT_PACKAGE372_MANIFEST.csv"
"373","noether_session_output_package","145","2861685","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE373_20260705T021202_ROLLING_DELTA_AFTER_PACKAGE372/NOETHER_SESSION_OUTPUT_PACKAGE373_MANIFEST.csv"
"374","noether_session_output_package","151","3615937","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE374_20260705T024510_ROLLING_DELTA_AFTER_PACKAGE373/NOETHER_SESSION_OUTPUT_PACKAGE374_MANIFEST.csv"
"375","noether_session_output_package","36","1258381","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE375_20260705T024659_ROLLING_DELTA_AFTER_PACKAGE374/NOETHER_SESSION_OUTPUT_PACKAGE375_MANIFEST.csv"
"376","noether_session_output_package","26","1053100","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE376_20260705T024824_ROLLING_DELTA_AFTER_PACKAGE375/NOETHER_SESSION_OUTPUT_PACKAGE376_MANIFEST.csv"
"377","noether_session_output_package","164","4026595","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE377_20260705T024951_ROLLING_DELTA_AFTER_PACKAGE376/NOETHER_SESSION_OUTPUT_PACKAGE377_MANIFEST.csv"
"378","generic_package_reference","2","1503608","publish_staging/interlanguage-methodology/20260705_noether_pc_package378/Noether_PC_Interlanguage_Package378_RollingDelta_20260705.zip"
"378","noether_session_output_package","169","3896328","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE378_20260705T033039_ROLLING_DELTA_AFTER_PACKAGE377/NOETHER_SESSION_OUTPUT_PACKAGE378_MANIFEST.csv"
"378","pending_zenodo_upload_package","1","1536","manifests/pending-zenodo-uploads/20260705_noether_pc_package378_interlanguage_refresh.json"
"378","source_intake_manifest_package","2","3589","manifests/source-intake/20260705_noether_pc_package378_import.json"
"379","noether_session_output_package","27","222943","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE379_20260705T033223_ROLLING_DELTA_AFTER_PACKAGE378/NOETHER_SESSION_OUTPUT_PACKAGE379_MANIFEST.csv"
"380","noether_session_output_package","25","633944","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE380_20260705T033346_ROLLING_DELTA_AFTER_PACKAGE379/NOETHER_SESSION_OUTPUT_PACKAGE380_MANIFEST.csv"
"381","noether_session_output_package","28","593681","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE381_20260705T033902_ROLLING_DELTA_AFTER_PACKAGE380/NOETHER_SESSION_OUTPUT_PACKAGE381_MANIFEST.csv"
"382","noether_session_output_package","38","416690","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE382_20260705T034204_ROLLING_DELTA_AFTER_PACKAGE381/NOETHER_SESSION_OUTPUT_PACKAGE382_MANIFEST.csv"
"383","noether_session_output_package","46","682722","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE383_20260705T034407_ROLLING_DELTA_AFTER_PACKAGE382/NOETHER_SESSION_OUTPUT_PACKAGE383_MANIFEST.csv"
"384","noether_session_output_package","50","836176","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE384_20260705T034518_ROLLING_DELTA_AFTER_PACKAGE383/NOETHER_SESSION_OUTPUT_PACKAGE384_MANIFEST.csv"
"385","noether_session_output_package","38","606201","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE385_20260705T034642_ROLLING_DELTA_AFTER_PACKAGE384/NOETHER_SESSION_OUTPUT_PACKAGE385_MANIFEST.csv"
"386","noether_session_output_package","35","470158","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE386_20260705T034753_ROLLING_DELTA_AFTER_PACKAGE385/NOETHER_SESSION_OUTPUT_PACKAGE386_MANIFEST.csv"
"387","noether_session_output_package","36","689984","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE387_20260705T034904_ROLLING_DELTA_AFTER_PACKAGE386/NOETHER_SESSION_OUTPUT_PACKAGE387_MANIFEST.csv"
"388","noether_session_output_package","27","435449","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE388_20260705T035014_ROLLING_DELTA_AFTER_PACKAGE387/NOETHER_SESSION_OUTPUT_PACKAGE388_MANIFEST.csv"
"389","noether_session_output_package","22","93349","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE389_20260705T035131_ROLLING_DELTA_AFTER_PACKAGE388/NOETHER_SESSION_OUTPUT_PACKAGE389_MANIFEST.csv"
"390","noether_session_output_package","24","152731","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE390_20260705T035306_ROLLING_DELTA_AFTER_PACKAGE389/NOETHER_SESSION_OUTPUT_PACKAGE390_MANIFEST.csv"
"391","noether_session_output_package","30","282722","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE391_20260705T035412_ROLLING_DELTA_AFTER_PACKAGE390/NOETHER_SESSION_OUTPUT_PACKAGE391_MANIFEST.csv"
"392","noether_session_output_package","45","407199","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE392_20260705T035520_ROLLING_DELTA_AFTER_PACKAGE391/NOETHER_SESSION_OUTPUT_PACKAGE392_MANIFEST.csv"
"393","noether_session_output_package","41","417983","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE393_20260705T035632_ROLLING_DELTA_AFTER_PACKAGE392/NOETHER_SESSION_OUTPUT_PACKAGE393_MANIFEST.csv"
"394","noether_session_output_package","28","340010","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE394_20260705T035754_ROLLING_DELTA_AFTER_PACKAGE393/NOETHER_SESSION_OUTPUT_PACKAGE394_MANIFEST.csv"
"395","noether_session_output_package","27","209043","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE395_20260705T035902_ROLLING_DELTA_AFTER_PACKAGE394/NOETHER_SESSION_OUTPUT_PACKAGE395_MANIFEST.csv"
"396","noether_session_output_package","22","128460","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE396_20260705T040053_ROLLING_DELTA_AFTER_PACKAGE395/NOETHER_SESSION_OUTPUT_PACKAGE396_MANIFEST.csv"
"397","noether_session_output_package","31","215704","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE397_20260705T040223_ROLLING_DELTA_AFTER_PACKAGE396/NOETHER_SESSION_OUTPUT_PACKAGE397_MANIFEST.csv"
"398","noether_session_output_package","34","197060","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE398_20260705T040334_ROLLING_DELTA_AFTER_PACKAGE397/NOETHER_SESSION_OUTPUT_PACKAGE398_MANIFEST.csv"
"399","noether_session_output_package","49","1246402","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE399_20260705T040448_ROLLING_DELTA_AFTER_PACKAGE398/NOETHER_SESSION_OUTPUT_PACKAGE399_MANIFEST.csv"
"400","noether_session_output_package","61","1861197","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE400_20260705T040605_ROLLING_DELTA_AFTER_PACKAGE399/NOETHER_SESSION_OUTPUT_PACKAGE400_MANIFEST.csv"
"401","noether_session_output_package","31","728645","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE401_20260705T040723_ROLLING_DELTA_AFTER_PACKAGE400/NOETHER_SESSION_OUTPUT_PACKAGE401_MANIFEST.csv"
"402","noether_session_output_package","26","252850","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE402_20260705T040833_ROLLING_DELTA_AFTER_PACKAGE401/NOETHER_SESSION_OUTPUT_PACKAGE402_MANIFEST.csv"
"403","generic_package_reference","2","106078","publish_staging/interlanguage-methodology/20260705_noether_pc_package403/Noether_PC_Interlanguage_Package403_RollingDelta_20260705.zip"
"403","noether_session_output_package","63","1260355","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE403_20260705T041425_ROLLING_DELTA_AFTER_PACKAGE402/NOETHER_SESSION_OUTPUT_PACKAGE403_MANIFEST.csv"
"403","pending_zenodo_upload_package","1","1170","manifests/pending-zenodo-uploads/20260705_noether_pc_package403_interlanguage_refresh.json"
"403","source_intake_manifest_package","2","2457","manifests/source-intake/20260705_noether_pc_package403_import.json"
"404","generic_package_reference","2","590122","publish_staging/interlanguage-methodology/20260705_noether_pc_package404/Noether_PC_Interlanguage_Package404_RollingDelta_20260705.zip"
"404","noether_session_output_package","58","1209390","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE404_20260705T042342_ROLLING_DELTA_AFTER_PACKAGE403/NOETHER_SESSION_OUTPUT_PACKAGE404_MANIFEST.csv"
"404","pending_zenodo_upload_package","1","1246","manifests/pending-zenodo-uploads/20260705_noether_pc_package404_interlanguage_refresh.json"
"404","source_intake_manifest_package","2","15900","manifests/source-intake/20260705_noether_pc_package404_import.json"
"405","generic_package_reference","2","38210","publish_staging/interlanguage-methodology/20260705_noether_pc_package405/Noether_PC_Interlanguage_Package405_RollingDelta_20260705.zip"
"405","noether_session_output_package","32","365542","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE405_20260705T042523_ROLLING_DELTA_AFTER_PACKAGE404/NOETHER_SESSION_OUTPUT_PACKAGE405_MANIFEST.csv"
"405","pending_zenodo_upload_package","1","1145","manifests/pending-zenodo-uploads/20260705_noether_pc_package405_interlanguage_refresh.json"
"405","source_intake_manifest_package","2","4658","manifests/source-intake/20260705_noether_pc_package405_import.json"
