"Lane","Path","RelativePath","Extension","Bytes","LastWriteUtc","SHA256"
"noether-r2-pan-turkic-hard-blockers","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_212DFB_FOLLOWUP_GAP_AUDIT_20260706\B3_UPLOADER_READY_SUMMARY_212DFB.csv","noether-r2-pan-turkic-hard-blockers\outputs\R2_212DFB_FOLLOWUP_GAP_AUDIT_20260706\B3_UPLOADER_READY_SUMMARY_212DFB.csv",".csv","825","2026-07-06T07:49:17.8930759Z","13D305B710FFE33FE16BBB510AF6769AA09C4D4552B9E6F4997965E4EC513AE3"
"noether-r2-pan-turkic-hard-blockers","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_212DFB_FOLLOWUP_GAP_AUDIT_20260706\SOURCE_WITNESS_COUNTS_212DFB.csv","noether-r2-pan-turkic-hard-blockers\outputs\R2_212DFB_FOLLOWUP_GAP_AUDIT_20260706\SOURCE_WITNESS_COUNTS_212DFB.csv",".csv","10391","2026-07-06T07:49:17.8910770Z","8FA86B3513020D51A686D6A0DC24DD3EAA137055B7FAD7B5336CF96D40ADD3D2"
"noether-r2-pan-turkic-hard-blockers","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_212DFB_FOLLOWUP_GAP_AUDIT_20260706\SOURCE_BODY_ROLLUP_212DFB.csv","noether-r2-pan-turkic-hard-blockers\outputs\R2_212DFB_FOLLOWUP_GAP_AUDIT_20260706\SOURCE_BODY_ROLLUP_212DFB.csv",".csv","479","2026-07-06T07:49:17.8803428Z","14640D96A6020B305DF2F580160CE6C94FAE3F83EAC6B3AA60CA29633C2A62D4"
"noether-r2-pan-turkic-hard-blockers","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_212DFB_FOLLOWUP_GAP_AUDIT_20260706\ZERO_ROW_HARD_BLOCKER_RECORDS_212DFB.csv","noether-r2-pan-turkic-hard-blockers\outputs\R2_212DFB_FOLLOWUP_GAP_AUDIT_20260706\ZERO_ROW_HARD_BLOCKER_RECORDS_212DFB.csv",".csv","5976","2026-07-06T07:49:17.8783335Z","88A5C174E808ECD75019A8ED1D4945D759561FFA5C2CB914832DFFC69EC461F2"
"noether-r2-pan-turkic-hard-blockers","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_212DFB_FOLLOWUP_GAP_AUDIT_20260706\FABLE_SOURCE_USE_ADVERSE_BRANCH_WEIGHT_212DFB.csv","noether-r2-pan-turkic-hard-blockers\outputs\R2_212DFB_FOLLOWUP_GAP_AUDIT_20260706\FABLE_SOURCE_USE_ADVERSE_BRANCH_WEIGHT_212DFB.csv",".csv","4185","2026-07-06T07:49:17.8773252Z","77378CC924D77A349BA785C6C3739384925C3FBEFB32B1B62DEC9D1F4CE97FF7"
"noether-r2-pan-turkic-hard-blockers","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_212DFB_FOLLOWUP_GAP_AUDIT_20260706\DRAFT_PRETRANSLATION_INTERLINEAR_SOURCE_GATED_212DFB.csv","noether-r2-pan-turkic-hard-blockers\outputs\R2_212DFB_FOLLOWUP_GAP_AUDIT_20260706\DRAFT_PRETRANSLATION_INTERLINEAR_SOURCE_GATED_212DFB.csv",".csv","6810","2026-07-06T07:49:17.8753140Z","0B55B88D8EE2261B523522B5EAE6E103616CFC626C3C02B4EB0AB70B311317F1"
"noether-r2-pan-turkic-hard-blockers","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_212DFB_FOLLOWUP_GAP_AUDIT_20260706\SOURCE_CONTEXT_NOTES_212DFB.csv","noether-r2-pan-turkic-hard-blockers\outputs\R2_212DFB_FOLLOWUP_GAP_AUDIT_20260706\SOURCE_CONTEXT_NOTES_212DFB.csv",".csv","5874","2026-07-06T07:49:17.8733026Z","040AF089EE52DCFFBB486303B737571F1C866E25D5EED01042CEFE656629FF56"
"noether-r2-pan-turkic-hard-blockers","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_212DFB_FOLLOWUP_GAP_AUDIT_20260706\ACTIVE_RECOVERY_SEARCH_HITS_212DFB.csv","noether-r2-pan-turkic-hard-blockers\outputs\R2_212DFB_FOLLOWUP_GAP_AUDIT_20260706\ACTIVE_RECOVERY_SEARCH_HITS_212DFB.csv",".csv","173409","2026-07-06T07:49:17.8692899Z","5F1B44897569931789E67A719E5CDDEC69F0DEE350FE257F9D851037513D1057"
"noether-r2-pan-turkic-hard-blockers","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_212DFB_FOLLOWUP_GAP_AUDIT_20260706\ACTIVE_RECOVERY_SEARCHES_212DFB.csv","noether-r2-pan-turkic-hard-blockers\outputs\R2_212DFB_FOLLOWUP_GAP_AUDIT_20260706\ACTIVE_RECOVERY_SEARCHES_212DFB.csv",".csv","5275","2026-07-06T07:49:17.8566779Z","12B54D7BFA923EFA197A1371A52C0D4EABC01B7AB47890F411FF3C16A875B4AF"
"noether-r2-pan-turkic-hard-blockers","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_212DFB_FOLLOWUP_GAP_AUDIT_20260706\EXACT_ROW_SOURCE_WITNESS_TABLE_212DFB.csv","noether-r2-pan-turkic-hard-blockers\outputs\R2_212DFB_FOLLOWUP_GAP_AUDIT_20260706\EXACT_ROW_SOURCE_WITNESS_TABLE_212DFB.csv",".csv","9503","2026-07-06T07:49:17.8500797Z","7891319268F59B09ECBEF2BA94D36BB99349AB464B66FF31DD41844C554301DB"
"noether-olp-relation-function-support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706\SHA256SUMS.txt","noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706\SHA256SUMS.txt",".txt","981","2026-07-06T07:49:09.0755999Z","FAC127F6D68DCDC9F2C3C417F922B61E567F60E7C81A4E75EF845EE3931A94ED"
"noether-olp-relation-function-support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706\MANIFEST.csv","noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706\MANIFEST.csv",".csv","1215","2026-07-06T07:49:09.0582960Z","A611BF1B71D7E0DE59773B2D2B5C9490219F6FABCA18063B9FCEDD98A23CAEDC"
"noether-olp-relation-function-support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706\PACKAGE_VALIDATION.json","noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706\PACKAGE_VALIDATION.json",".json","542","2026-07-06T07:49:09.0326411Z","68BE484978727AC3DE84AE1E2946B5C992A26604AF45EB50FFAB060E2BCDCF27"
"noether-olp-relation-function-support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706\B3_UPLOADER_READY_SUMMARY.csv","noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706\B3_UPLOADER_READY_SUMMARY.csv",".csv","988","2026-07-06T07:49:08.8997849Z","FA8484285ACDC243E4DCFBD13862310B59ED51E624CCB3279FBD9E02C4D919AE"
"noether-olp-relation-function-support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706.sha256","noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706.sha256",".sha256","109","2026-07-06T07:49:08.8715105Z","02E2DBC43860FE6D1EFD8166FEC620FE5FA61AA1DAAB5ADDB3453F624AC9EE14"
"noether-olp-relation-function-support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706.md","noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706.md",".md","831","2026-07-06T07:49:08.8504532Z","B7033968D2638F7B6D978EC738B42D4685C9D60FB8294820EE045B1D0131ED9E"
"noether-olp-relation-function-support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706\LOGBOOK_EXCERPT.md","noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706\LOGBOOK_EXCERPT.md",".md","733","2026-07-06T07:49:08.4347934Z","699B21626B612D808B9AF055FE556FD25E1D57D9ACF5814D5B91825EF4523612"
"noether-olp-relation-function-support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706\README.md","noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706\README.md",".md","1040","2026-07-06T07:49:08.4327874Z","5F5528E1158CAE03B3DC2E08B2F6C1BF4811143807EA5ABF0BD8D5E51DB55044"
"noether-olp-relation-function-support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706\ZERO_CLAIM_LEDGER.csv","noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706\ZERO_CLAIM_LEDGER.csv",".csv","1356","2026-07-06T07:49:08.3788555Z","58CE9D51B33B5E1D8F0EFE86C6E1AC9ACE63E898BAE4254F5051ED636EFBBABA"
"noether-olp-relation-function-support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706\BLOCKER_ROWS.csv","noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706\BLOCKER_ROWS.csv",".csv","11037","2026-07-06T07:49:08.3768491Z","B4A5AB48C74F733C7971611625A2BBD045766A3A4C2E18EF279BD42BC79B2088"
"noether-olp-relation-function-support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706\TEMPLATE_SLOT_AUDIT.csv","noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706\TEMPLATE_SLOT_AUDIT.csv",".csv","1526","2026-07-06T07:49:08.3748428Z","7A34A631DBC69D818D0E7B63EEDF1A84A2A660F05A5671EDB5F4F0DED406EE12"
"noether-olp-relation-function-support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706\REVIEW_ONLY_VS_REAL_RETURN_AUDIT.csv","noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706\REVIEW_ONLY_VS_REAL_RETURN_AUDIT.csv",".csv","1668","2026-07-06T07:49:08.3715834Z","28D9D75F3779236689AB5270772E8BCCCD5E7B5E5F04B1019F5E5AEC6A2A7768"
"noether-olp-relation-function-support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706\SOURCE_BODY_WITNESS_STATUS.csv","noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706\SOURCE_BODY_WITNESS_STATUS.csv",".csv","3993","2026-07-06T07:49:08.3682138Z","88454D4D70B2868FC7D3329553870B0F16C437B6170648728C66956EA2D664A8"
"noether-olp-relation-function-support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706\ARTIFACT_MAP.csv","noether-olp-relation-function-support\outputs\OLP_212DFB_FOLLOWUP_GAP_AUDIT_20260706\ARTIFACT_MAP.csv",".csv","10701","2026-07-06T07:49:08.3662007Z","6397587E474867D619B2CE681424E74DB904A1769FCC68A18A1C91C942BC3FA1"
"noether-persianate-tajik-source-evidence-draft-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\SHA256_VERIFICATION_20260706.csv","noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\SHA256_VERIFICATION_20260706.csv",".csv","2057","2026-07-06T07:48:48.7125220Z","2EAC9249FD478637235328744058588FEEA75C0149FC29D564FDC75AC7C56F9C"
"noether-persianate-tajik-source-evidence-draft-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\SHA256SUMS.txt","noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\SHA256SUMS.txt",".txt","1278","2026-07-06T07:48:48.7031904Z","FE0024BA88F9F5BEA3FEC17A7B9E54F2A4504023D23E18FF92C28C9590E41BA2"
"noether-persianate-tajik-source-evidence-draft-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\MANIFEST.csv","noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\MANIFEST.csv",".csv","3077","2026-07-06T07:48:48.7011830Z","B748C3550713CA00D152C210E6391F2C21CA68625A767C2DD617DCDB47CE4BE3"
"noether-persianate-tajik-source-evidence-draft-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\README.md","noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\README.md",".md","826","2026-07-06T07:48:48.6580399Z","EF8BDF0DE06432D5067C9A25EB403FB5B9E060C12C7921E6CE4FC3D6660C539C"
"noether-persianate-tajik-source-evidence-draft-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\SUMMARY_COUNTS_212DFB_FOLLOWUP_CONTINUATION.csv","noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\SUMMARY_COUNTS_212DFB_FOLLOWUP_CONTINUATION.csv",".csv","294","2026-07-06T07:48:48.6570411Z","70B364089EE4BB162E25EAED3775A31814FAAB21379B0CEF8E74D76F61D593A3"
"noether-persianate-tajik-source-evidence-draft-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\B3_UPLOADER_READY_SUMMARY_212DFB_FOLLOWUP_CONTINUATION.csv","noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\B3_UPLOADER_READY_SUMMARY_212DFB_FOLLOWUP_CONTINUATION.csv",".csv","998","2026-07-06T07:48:48.6273096Z","267A20F44A09F04B97148D6AAB7D384538C0FB4E56814EFC748E2BB57B918A3B"
"noether-persianate-tajik-source-evidence-draft-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\INPUT_ARTIFACT_AND_STATE_INDEX_212DFB.csv","noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\INPUT_ARTIFACT_AND_STATE_INDEX_212DFB.csv",".csv","2012","2026-07-06T07:48:48.6252958Z","2B7ACB80FA6E66DCE9F3AD3EDE8A661A71B17A7434ADB75A9AE11EEABCDF2135"
"noether-persianate-tajik-source-evidence-draft-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\FABLE_SOURCE_USE_ADVERSE_BRANCH_WEIGHT_CONTINUATION_212DFB.csv","noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\FABLE_SOURCE_USE_ADVERSE_BRANCH_WEIGHT_CONTINUATION_212DFB.csv",".csv","25058","2026-07-06T07:48:48.6159240Z","84DCBCB1A9C9B3DC3B9FDB3CC2FE0F4F373AC928355052F85095246970B9204C"
"noether-persianate-tajik-source-evidence-draft-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\BRANCH_BATCH_IMPACT_CONTINUATION_R3_R6_PT_B3_212DFB.csv","noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\BRANCH_BATCH_IMPACT_CONTINUATION_R3_R6_PT_B3_212DFB.csv",".csv","1630","2026-07-06T07:48:48.6159240Z","E7B2FC824EA8C8653E1DCFEBA2DD63CE732D22EF5A6FEF05455E56175E0A9A1A"
"noether-persianate-tajik-source-evidence-draft-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\SOURCE_BODY_WITNESS_STATUS_CONTINUATION_212DFB.csv","noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\SOURCE_BODY_WITNESS_STATUS_CONTINUATION_212DFB.csv",".csv","41073","2026-07-06T07:48:48.6139187Z","C1421573750BB1D6CE5FC343D8D22CFAF7D9C4FED0822B2C0593ACAEF6A6F9CA"
"noether-persianate-tajik-source-evidence-draft-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_CONTINUATION_212DFB.csv","noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_CONTINUATION_212DFB.csv",".csv","89736","2026-07-06T07:48:48.6099066Z","57656D5A49D814D8E6F8DA04DEE032F5ECC19DC5354D529DBCA66F775E579100"
"noether-persianate-tajik-source-evidence-draft-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\TAJIK_DISCOVERY_BLOCKERS_ACTIVE_RECOVERY_CONTINUATION_212DFB.csv","noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\TAJIK_DISCOVERY_BLOCKERS_ACTIVE_RECOVERY_CONTINUATION_212DFB.csv",".csv","1684","2026-07-06T07:48:48.6099066Z","827E52DC3DC7A02B0FB634243DABAA6F1AA086382905A5D5745477F2AD4FBB77"
"noether-persianate-tajik-source-evidence-draft-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\SOURCE_CONTEXT_NOTES_CONTINUATION_212DFB.csv","noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\SOURCE_CONTEXT_NOTES_CONTINUATION_212DFB.csv",".csv","57981","2026-07-06T07:48:48.6018975Z","83F27B15284D6C92414A264C4996095BFDA8FBC44B112EE0C248F75E162BD478"
"noether-persianate-tajik-source-evidence-draft-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\REMAINING_GAPS_AFTER_212DFB_BY_SUBLANE.csv","noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_FOLLOWUP_CONTINUATION_20260706\REMAINING_GAPS_AFTER_212DFB_BY_SUBLANE.csv",".csv","1620","2026-07-06T07:48:48.5978857Z","86DEF48DA9A205369D9CF4B7F56D0C76A3A81EDB984734CF9A5F58A82DDA83A4"
"noether-arabic-rtl-source-evidence-draft-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\ARABIC_RTL_212DFB_FOLLOWUP_GAP_AUDIT_20260706\SHA256SUMS.txt","noether-arabic-rtl-source-evidence-draft-lane\outputs\ARABIC_RTL_212DFB_FOLLOWUP_GAP_AUDIT_20260706\SHA256SUMS.txt",".txt","1367","2026-07-06T07:48:39.6460130Z","CE0BE46F572D1717123258085A81CB9E681DF13319AF4031EB948B927D838678"
"noether-arabic-rtl-source-evidence-draft-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\ARABIC_RTL_212DFB_FOLLOWUP_GAP_AUDIT_20260706\MANIFEST.csv","noether-arabic-rtl-source-evidence-draft-lane\outputs\ARABIC_RTL_212DFB_FOLLOWUP_GAP_AUDIT_20260706\MANIFEST.csv",".csv","5484","2026-07-06T07:48:39.5897341Z","F82BA61166E456B32AC4319A00E95F54F05D86CD458BED241AD794EF9BE65432"
