slug,pdf,page,png,width,height,mean_gray,stddev_gray,black_fraction,trim_box,trim_x,trim_y,trim_area_fraction,blankish,dark_or_inverted
00_pdf__gauss_werke_band01,00_pdf__gauss_werke_band01.pdf,251,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01\page_00251.png,745,1053,0.96763,0.12775,0.08837,657x958+0+0,0,0,0.80232,False,False
00_pdf__gauss_werke_band01,00_pdf__gauss_werke_band01.pdf,252,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01\page_00252.png,745,1053,0.95634,0.14487,0.12249,568x958+0+0,0,0,0.69363,False,False
00_pdf__gauss_werke_band01,00_pdf__gauss_werke_band01.pdf,253,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01\page_00253.png,745,1053,0.95355,0.15028,0.12921,568x958+0+0,0,0,0.69363,False,False
00_pdf__gauss_werke_band01,00_pdf__gauss_werke_band01.pdf,254,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01\page_00254.png,745,1053,0.97592,0.1112,0.06572,575x958+0+0,0,0,0.70218,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,1,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00001.png,745,1053,0.9895,0.08336,0.02303,553x666+0+0,0,0,0.46948,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,2,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00002.png,745,1053,0.98119,0.10569,0.0464,564x689+0+0,0,0,0.49535,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,3,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00003.png,745,1053,0.98481,0.09103,0.0416,523x396+0+0,0,0,0.26401,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,4,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00004.png,745,1053,0.94358,0.16632,0.15458,568x958+0+0,0,0,0.69363,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,5,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00005.png,745,1053,0.96327,0.13325,0.10514,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,13,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00013.png,745,1053,0.96918,0.12432,0.08575,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,25,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00025.png,745,1053,0.93858,0.16786,0.17573,568x909+0+0,0,0,0.65815,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,37,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00037.png,745,1053,0.94538,0.16053,0.15472,567x909+0+0,0,0,0.657,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,49,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00049.png,745,1053,0.95363,0.15023,0.12986,568x857+0+0,0,0,0.6205,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,61,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00061.png,745,1053,0.98886,0.07802,0.0298,566x911+0+0,0,0,0.65728,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,73,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00073.png,745,1053,0.97715,0.10962,0.06197,567x910+0+0,0,0,0.65772,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,85,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00085.png,745,1053,0.98901,0.07861,0.02847,567x913+0+0,0,0,0.65989,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,97,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00097.png,745,1053,0.98694,0.0861,0.033,565x914+0+0,0,0,0.65828,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,109,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00109.png,745,1053,0.98581,0.08668,0.03838,567x910+0+0,0,0,0.65772,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,121,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00121.png,745,1053,0.97424,0.11569,0.07026,568x943+0+0,0,0,0.68277,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,133,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00133.png,745,1053,0.97997,0.10195,0.05398,568x943+0+0,0,0,0.68277,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,145,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00145.png,745,1053,0.97979,0.1053,0.05189,567x909+0+0,0,0,0.657,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,158,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00158.png,745,1053,0.97237,0.11788,0.07805,567x908+0+0,0,0,0.65627,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,170,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00170.png,745,1053,0.94542,0.16077,0.1542,567x909+0+0,0,0,0.657,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,182,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00182.png,745,1053,0.9649,0.13252,0.09606,575x911+0+0,0,0,0.66773,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,194,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00194.png,745,1053,0.94388,0.16182,0.16009,567x912+0+0,0,0,0.65916,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,206,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00206.png,745,1053,0.98782,0.08275,0.02959,296x914+0+0,0,0,0.34487,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,218,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00218.png,745,1053,0.98839,0.07656,0.03355,567x909+0+0,0,0,0.657,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,230,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00230.png,745,1053,0.94855,0.15563,0.14696,567x913+0+0,0,0,0.65989,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,242,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00242.png,745,1053,0.98572,0.08641,0.03852,426x909+0+0,0,0,0.49362,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,254,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00254.png,745,1053,0.96578,0.12933,0.09704,567x909+0+0,0,0,0.657,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,266,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00266.png,745,1053,0.94381,0.16174,0.15971,568x943+0+0,0,0,0.68277,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,278,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00278.png,745,1053,0.93875,0.16806,0.17494,568x943+0+0,0,0,0.68277,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,286,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00286.png,745,1053,0.93924,0.16741,0.17322,568x943+0+0,0,0,0.68277,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,287,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00287.png,745,1053,0.94492,0.16038,0.1573,568x943+0+0,0,0,0.68277,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,288,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00288.png,745,1053,0.95645,0.1463,0.12172,569x943+0+0,0,0,0.68397,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,289,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00289.png,745,1053,0.94685,0.15957,0.14942,657x943+0+0,0,0,0.78976,False,False
00_pdf__gauss_werke_band01_alternate,00_pdf__gauss_werke_band01_alternate.pdf,290,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band01_alternate\page_00290.png,745,1053,0.98502,0.08768,0.04199,583x943+0+0,0,0,0.7008,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,1,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00001.png,745,1053,0.99533,0.05128,0.01228,524x241+0+0,0,0,0.16098,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,2,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00002.png,745,1053,0.9503,0.155,0.14042,592x908+0+0,0,0,0.68521,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,3,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00003.png,745,1053,0.97061,0.12004,0.08419,568x908+0+0,0,0,0.65743,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,4,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00004.png,745,1053,0.97347,0.11675,0.07221,568x909+0+0,0,0,0.65815,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,5,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00005.png,745,1053,0.97712,0.10846,0.06286,567x909+0+0,0,0,0.657,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,11,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00011.png,745,1053,0.96991,0.12161,0.08539,567x911+0+0,0,0,0.65844,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,22,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00022.png,745,1053,0.97275,0.1177,0.07553,566x908+1+0,1,0,0.65512,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,33,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00033.png,567,851,0.98514,0.08599,0.04432,496x790+0+0,0,0,0.81208,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,43,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00043.png,567,851,0.95665,0.13893,0.13101,425x790+0+0,0,0,0.69583,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,53,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00053.png,567,851,0.97458,0.10575,0.08363,425x790+0+0,0,0,0.69583,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,64,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00064.png,745,1053,0.99278,0.06266,0.01914,568x958+0+0,0,0,0.69363,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,75,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00075.png,745,1053,0.96859,0.12648,0.08663,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,85,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00085.png,745,1053,0.96215,0.13578,0.10767,567x890+0+0,0,0,0.64326,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,95,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00095.png,745,1053,0.96136,0.13727,0.10905,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,106,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00106.png,745,1053,0.96027,0.13787,0.11367,568x958+0+0,0,0,0.69363,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,117,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00117.png,745,1053,0.96202,0.13629,0.10754,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,127,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00127.png,745,1053,0.97422,0.1136,0.07291,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,137,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00137.png,745,1053,0.9624,0.13581,0.10597,568x958+0+0,0,0,0.69363,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,148,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00148.png,745,1053,0.97132,0.11991,0.08015,607x958+0+0,0,0,0.74126,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,159,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00159.png,745,1053,0.96059,0.14337,0.10566,568x958+0+0,0,0,0.69363,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,169,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00169.png,745,1053,0.98105,0.10176,0.04926,568x958+0+0,0,0,0.69363,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,179,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00179.png,745,1053,0.97167,0.12087,0.0771,568x926+0+0,0,0,0.67046,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,190,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00190.png,745,1053,0.97209,0.11756,0.07981,568x909+0+0,0,0,0.65815,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,201,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00201.png,745,1053,0.97389,0.11756,0.07051,568x958+0+0,0,0,0.69363,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,211,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00211.png,745,1053,0.97271,0.11902,0.07455,568x958+0+0,0,0,0.69363,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,221,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00221.png,745,1053,0.98823,0.07728,0.0335,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,232,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00232.png,745,1053,0.97773,0.10697,0.06014,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,243,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00243.png,745,1053,0.97647,0.10981,0.06342,568x956+0+0,0,0,0.69218,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,249,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00249.png,745,1053,0.99548,0.04903,0.01168,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,250,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00250.png,745,1053,0.94591,0.16175,0.14533,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,251,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00251.png,745,1053,0.96204,0.13754,0.10239,568x957+0+0,0,0,0.69291,False,False
