bundle,language_or_lane,source_like_entries,bytes,sample_paths
Interlanguage_LaTeX_SourceBodies_Persian_RTL_Arabic_20260704.zip,slavic_linguistics,0,0,
Interlanguage_LaTeX_SourceBodies_Persian_RTL_Arabic_20260704.zip,chinese_japanese_cjk,0,0,
Interlanguage_LaTeX_SourceBodies_Persian_RTL_Arabic_20260704.zip,arabic_persian_rtl,1240,2809515,sources/fa_discrete_mathematics_persian/DiscreteMathematics-Persian-master/Contents/AoPS/body.tex | sources/fa_discrete_mathematics_persian/DiscreteMathematics-Persian-master/Contents/Appreciation.tex | sources/fa_discrete_mathematics_persian/DiscreteMathematics-Persian-master/Contents/CombinatorialAnalysis/CountingwithGeneratingFunctions/DiophantineEquation/body.tex | sources/fa_discrete_mathematics_persian/DiscreteMathematics-Persian-master/Contents/CombinatorialAnalysis/CountingwithGeneratingFunctions/DiophantineEquation/example1.tex | sources/fa_discrete_mathematics_persian/DiscreteMathematics-Persian-master/Contents/CombinatorialAnalysis/CountingwithGeneratingFunctions/DiophantineEquation/example2.tex | sources/fa_discrete_mathematics_persian/DiscreteMathematics-Persian-master/Contents/CombinatorialAnalysis/CountingwithGeneratingFunctions/DiophantineEquation/example3.tex | sources/fa_discrete_mathematics_persian/DiscreteMathematics-Persian-master/Contents/CombinatorialAnalysis/CountingwithGeneratingFunctions/ExponentialGeneratingFunctions/body.tex | sources/fa_discrete_mathematics_persian/DiscreteMathematics-Persian-master/Contents/CombinatorialAnalysis/CountingwithGeneratingFunctions/ExponentialGeneratingFunctions/example1.tex
Interlanguage_LaTeX_SourceBodies_Persian_RTL_Arabic_20260704.zip,romance_es_fr,0,0,
Interlanguage_LaTeX_SourceBodies_Persian_RTL_Arabic_20260704.zip,TOTAL_SOURCE_LIKE,1240,2809515,sources/fa_discrete_mathematics_persian/DiscreteMathematics-Persian-master/Contents/AoPS/body.tex | sources/fa_discrete_mathematics_persian/DiscreteMathematics-Persian-master/Contents/Appreciation.tex | sources/fa_discrete_mathematics_persian/DiscreteMathematics-Persian-master/Contents/CombinatorialAnalysis/CountingwithGeneratingFunctions/DiophantineEquation/body.tex | sources/fa_discrete_mathematics_persian/DiscreteMathematics-Persian-master/Contents/CombinatorialAnalysis/CountingwithGeneratingFunctions/DiophantineEquation/example1.tex | sources/fa_discrete_mathematics_persian/DiscreteMathematics-Persian-master/Contents/CombinatorialAnalysis/CountingwithGeneratingFunctions/DiophantineEquation/example2.tex | sources/fa_discrete_mathematics_persian/DiscreteMathematics-Persian-master/Contents/CombinatorialAnalysis/CountingwithGeneratingFunctions/DiophantineEquation/example3.tex | sources/fa_discrete_mathematics_persian/DiscreteMathematics-Persian-master/Contents/CombinatorialAnalysis/CountingwithGeneratingFunctions/ExponentialGeneratingFunctions/body.tex | sources/fa_discrete_mathematics_persian/DiscreteMathematics-Persian-master/Contents/CombinatorialAnalysis/CountingwithGeneratingFunctions/ExponentialGeneratingFunctions/example1.tex
Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704.zip,ukrainian,0,0,
Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704.zip,russian,2,1700,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Geometria y Topologia/tikz/CoverTorus.tex | sources/es_nunosempere_apuntes/Apuntes-d1eb04a6b97290f42c138baee24bfa95cea2bcb0/Geometria y Topologia/tikz/CoverTorus.tex
Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704.zip,interslavic,0,0,
Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704.zip,czech,0,0,
Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704.zip,polish,0,0,
Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704.zip,slovak,0,0,
Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704.zip,slovenian,0,0,
Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704.zip,croatian,0,0,
Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704.zip,serbian,2,878,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Ecuaciones diferenciales ordinarias/tikz/8-PoincareBendixson.tex | sources/es_nunosempere_apuntes/Apuntes-d1eb04a6b97290f42c138baee24bfa95cea2bcb0/Ecuaciones diferenciales ordinarias/tikz/8-PoincareBendixson.tex
Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704.zip,bulgarian,0,0,
Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704.zip,macedonian,0,0,
Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704.zip,belarusian,0,0,
Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704.zip,sorbian,0,0,
Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704.zip,slavic_linguistics,0,0,
Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704.zip,chinese_japanese_cjk,74,1166057,sources/fr_es_compact_corpus/tex_corpus/french/0611861v1/0611861_unpacked/art-djament-3.tex | sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/french/0611861v1/0611861_unpacked/art-djament-3.tex | sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/spanish/github_apuntes-uam-infomat_apuntes/Algebra Conmutativa/tikz/Hoja7Ej2.tex | sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tikz/Hoja7Ej2.tex | sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Analisis Matematico/tex/HojasEjercicios.tex | sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Automatas y lenguajes/tex/ejerciciosHoja1/ejsAutlen.tex | sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Automatas y lenguajes/tex/ejerciciosHoja2/HOJA2.tex | sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Automatas y lenguajes/tex/ejerciciosHoja3/HOJA3.tex
Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704.zip,arabic_persian_rtl,16,10716,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/EDP/tikz/Teorema-Unicidad-Frontera-Parabolica.tex | sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/EDP/tikz/Unicidad-Sol-Acotada-Cilindro-Parabolico.tex | sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/EDP/tikz/Unicidad-Sol-Acotada-Frontera-Parabolica.tex | sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/EDP/tikz/parabola.tex | sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Estadistica II/tikz/incremento_var_relativa.tex | sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/MNEDO-15/tikz/EJRC_interpolar_transformed.tex | sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Topologia I/tikz/III_Deformar_imposible.tex | sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Variable Compleja/tikz/ParabolaComplejos.tex
Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704.zip,romance_es_fr,266,12147395,sources/fr_es_compact_corpus/tex_corpus/french/0605499v2/indice1.tex | sources/fr_es_compact_corpus/tex_corpus/french/0605500v2/indice2.tex | sources/fr_es_compact_corpus/tex_corpus/french/0611861v1/0611861_unpacked/art-djament-3.tex | sources/fr_es_compact_corpus/tex_corpus/french/0611861v1/0611861_unpacked/article3-introb.tex | sources/fr_es_compact_corpus/tex_corpus/french/0611861v1/0611861_unpacked/f-nab.tex | sources/fr_es_compact_corpus/tex_corpus/french/0611861v1/0611861_unpacked/fgr-om.tex | sources/fr_es_compact_corpus/tex_corpus/french/0611861v1/0611861_unpacked/fom.tex | sources/fr_es_compact_corpus/tex_corpus/french/0611861v1/0611861_unpacked/grom.tex
Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704.zip,TOTAL_SOURCE_LIKE,1508,32949886,sources/fr_es_compact_corpus/tex_corpus/french/0605499v2/indice1.tex | sources/fr_es_compact_corpus/tex_corpus/french/0605500v2/indice2.tex | sources/fr_es_compact_corpus/tex_corpus/french/0611861v1/0611861_unpacked/art-djament-3.tex | sources/fr_es_compact_corpus/tex_corpus/french/0611861v1/0611861_unpacked/article3-introb.tex | sources/fr_es_compact_corpus/tex_corpus/french/0611861v1/0611861_unpacked/f-nab.tex | sources/fr_es_compact_corpus/tex_corpus/french/0611861v1/0611861_unpacked/fgr-om.tex | sources/fr_es_compact_corpus/tex_corpus/french/0611861v1/0611861_unpacked/fom.tex | sources/fr_es_compact_corpus/tex_corpus/french/0611861v1/0611861_unpacked/grom.tex
Interlanguage_LaTeX_SourceBodies_Slavic_Interslavic_Support_20260704.zip,ukrainian,272,4479126,sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/translations/endmatter/post44/source_fidelity/_working_chunks/ukrainian/part01_opening_chapters_I_VI.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/translations/endmatter/post44/source_fidelity/_working_chunks/ukrainian/part02_chapter_IV_continued_satz11.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/translations/endmatter/post44/source_fidelity/_working_chunks/ukrainian/part03_chapter_V_section22.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/translations/endmatter/post44/source_fidelity/_working_chunks/ukrainian/part04_chapter_V_section23.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/translations/endmatter/post44/source_fidelity/_working_chunks/ukrainian/part05_chapter_V_section24_opening_hilfssatz.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/translations/endmatter/post44/source_fidelity/_working_chunks/ukrainian/part06_chapter_V_section24_remainder.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/translations/endmatter/post44/source_fidelity/_working_chunks/ukrainian/part07_chapter_V_section25_normal_representation.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/translations/endmatter/post44/source_fidelity/_working_chunks/ukrainian/part08_chapter_V_section26_multiplication_crossed_representations.tex
Interlanguage_LaTeX_SourceBodies_Slavic_Interslavic_Support_20260704.zip,russian,272,4748860,sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/translations/endmatter/post44/source_fidelity/_working_chunks/russian/part01_opening_chapters_I_VI.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/translations/endmatter/post44/source_fidelity/_working_chunks/russian/part02_chapter_IV_continued_satz11.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/translations/endmatter/post44/source_fidelity/_working_chunks/russian/part03_chapter_V_section22.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/translations/endmatter/post44/source_fidelity/_working_chunks/russian/part04_chapter_V_section23.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/translations/endmatter/post44/source_fidelity/_working_chunks/russian/part05_chapter_V_section24_opening_hilfssatz.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/translations/endmatter/post44/source_fidelity/_working_chunks/russian/part06_chapter_V_section24_remainder.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/translations/endmatter/post44/source_fidelity/_working_chunks/russian/part07_chapter_V_section25_normal_representation.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/translations/endmatter/post44/source_fidelity/_working_chunks/russian/part08_chapter_V_section26_multiplication_crossed_representations.tex
Interlanguage_LaTeX_SourceBodies_Slavic_Interslavic_Support_20260704.zip,interslavic,524,7553288,sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/translations/endmatter/post44/source_fidelity/_working_chunks/interslavic/part01_opening_chapters_I_VI.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/translations/endmatter/post44/source_fidelity/_working_chunks/interslavic/part02_chapter_IV_continued_satz11.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/translations/endmatter/post44/source_fidelity/_working_chunks/interslavic/part03_chapter_V_section22.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/translations/endmatter/post44/source_fidelity/_working_chunks/interslavic/part04_chapter_V_section23.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/translations/endmatter/post44/source_fidelity/_working_chunks/interslavic/part05_chapter_V_section24_opening_hilfssatz.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/translations/endmatter/post44/source_fidelity/_working_chunks/interslavic/part06_chapter_V_section24_remainder.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/translations/endmatter/post44/source_fidelity/_working_chunks/interslavic/part07_chapter_V_section25_normal_representation.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/translations/endmatter/post44/source_fidelity/_working_chunks/interslavic/part08_chapter_V_section26_multiplication_crossed_representations.tex
Interlanguage_LaTeX_SourceBodies_Slavic_Interslavic_Support_20260704.zip,czech,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Interslavic_Support_20260704.zip,polish,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Interslavic_Support_20260704.zip,slovak,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Interslavic_Support_20260704.zip,slovenian,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Interslavic_Support_20260704.zip,croatian,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Interslavic_Support_20260704.zip,serbian,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Interslavic_Support_20260704.zip,bulgarian,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Interslavic_Support_20260704.zip,macedonian,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Interslavic_Support_20260704.zip,belarusian,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Interslavic_Support_20260704.zip,sorbian,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Interslavic_Support_20260704.zip,slavic_linguistics,1187,20907580,sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/sources/endmatter/post44/Noether_Post44_Algebra_der_hyperkomplexen_Groessen_German_TeX_witness_body.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/sources/endmatter/post45/Noether_Post45_Kapferer_Noether_Multiplizitaetsbedingungen_German_TeX_witness_body.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/sources/endmatter/postbibliography/Noether_PostBibliography_Terminal_Material_German_TeX_witness_body.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/sources/paper01/Noether_Paper01_English_FINAL_AUDITED_control_slice.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/sources/paper01/Noether_Paper01_English_local_control.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/sources/paper01/Noether_Paper01_German_FINAL_AUDITED_slice.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/sources/paper01/Noether_Paper01_German_local_restart_source.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/sources/paper02/Noether_Paper02_English_FINAL_AUDITED_control_slice.tex
Interlanguage_LaTeX_SourceBodies_Slavic_Interslavic_Support_20260704.zip,chinese_japanese_cjk,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Interslavic_Support_20260704.zip,arabic_persian_rtl,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Interslavic_Support_20260704.zip,romance_es_fr,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Interslavic_Support_20260704.zip,TOTAL_SOURCE_LIKE,1187,20907580,sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/sources/endmatter/post44/Noether_Post44_Algebra_der_hyperkomplexen_Groessen_German_TeX_witness_body.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/sources/endmatter/post45/Noether_Post45_Kapferer_Noether_Multiplizitaetsbedingungen_German_TeX_witness_body.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/sources/endmatter/postbibliography/Noether_PostBibliography_Terminal_Material_German_TeX_witness_body.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/sources/paper01/Noether_Paper01_English_FINAL_AUDITED_control_slice.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/sources/paper01/Noether_Paper01_English_local_control.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/sources/paper01/Noether_Paper01_German_FINAL_AUDITED_slice.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/sources/paper01/Noether_Paper01_German_local_restart_source.tex | sources/noether_slavic_review_support/Noether_Slavic_ExternalReview_RolePackets_SelfContained_20260628T200514Z/sources/paper02/Noether_Paper02_English_FINAL_AUDITED_control_slice.tex
Interlanguage_LaTeX_SourceBodies_Slavic_Linguistics_Arxiv_20260705.zip,ukrainian,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Linguistics_Arxiv_20260705.zip,russian,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Linguistics_Arxiv_20260705.zip,interslavic,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Linguistics_Arxiv_20260705.zip,czech,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Linguistics_Arxiv_20260705.zip,polish,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Linguistics_Arxiv_20260705.zip,slovak,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Linguistics_Arxiv_20260705.zip,slovenian,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Linguistics_Arxiv_20260705.zip,croatian,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Linguistics_Arxiv_20260705.zip,serbian,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Linguistics_Arxiv_20260705.zip,bulgarian,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Linguistics_Arxiv_20260705.zip,macedonian,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Linguistics_Arxiv_20260705.zip,belarusian,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Linguistics_Arxiv_20260705.zip,sorbian,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Linguistics_Arxiv_20260705.zip,slavic_linguistics,2,99183,sources/2404.00482/SLAVIC_NER_CORPORA_LREC_2024.bbl | sources/2404.00482/SLAVIC_NER_CORPORA_LREC_2024.tex
Interlanguage_LaTeX_SourceBodies_Slavic_Linguistics_Arxiv_20260705.zip,chinese_japanese_cjk,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Linguistics_Arxiv_20260705.zip,arabic_persian_rtl,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Linguistics_Arxiv_20260705.zip,romance_es_fr,0,0,
Interlanguage_LaTeX_SourceBodies_Slavic_Linguistics_Arxiv_20260705.zip,TOTAL_SOURCE_LIKE,49,88780831,sources/2003.14026/handbook-mte.bib | sources/2003.14026/handbook-mte.tex | sources/2403.12721/lrec-coling2024.sty | sources/2403.12721/main.bbl | sources/2403.12721/main.tex | sources/2403.18430/main_v4.bbl | sources/2403.18430/main_v4.tex | sources/2403.18430/references.bib
