package_path,source_use_label,language_or_scope,role,bytes,sha256,source_url,license_or_access_signal,witness_id,source_title,is_native_source_evidence,is_generated_draft,non_claim_boundary
native-source-bodies/ja/html-bodies/ando_LectureNote_20260704.html,native-source-body,ja,HTML source witness or source-routing body,6448,B1D2D8E8944F3AF55112248E14731FC400F35163B88D18E1B6958AA85CB9A4D6,https://www.math.s.chiba-u.ac.jp/~ando/LectureNote.html,Lecture-note page says the notes may be used freely unless distributed for a fee; no formal SPDX-style license found.,ja-pdf-002,Tetsuya Ando 代数学 lecture notes,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/ja/metadata/github_api_Seasawher_matsumura_master_48b9d10bab2d1c2525966cd17d7cf867731a88b0.json,audit-ledger,ja,metadata/audit ledger supporting source-body provenance,5299,D2AE98DD80CEE257504A5297394CAB32BA304EC396A01BE3C9140902C7E5F55A,https://github.com/Seasawher/matsumura,Repository page lists GPL-3.0; LICENSE present; repository archived/read-only.,ja-src-001,松村英之『可換環論』ノート,false,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/ja/pdf-bodies/ando_APP_ALG_applied_algebra_valuations_ordered_fields.pdf,native-source-body,ja,PDF mathematical source witness body,370818,04848BC4F6820BEE67930A37F51CA36F78B7692C6FC1B14DA239F851819F9581,https://www.math.s.chiba-u.ac.jp/~ando/LectureNote.html,Lecture-note page says the notes may be used freely unless distributed for a fee; no formal SPDX-style license found.,ja-pdf-002,Tetsuya Ando 代数学 lecture notes,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/ja/pdf-bodies/ando_DAISU1_algebra_i_group_theory.pdf,native-source-body,ja,PDF mathematical source witness body,247164,78203FDE040CAB1A3AD17B4B7F7AB5CC6F55A3BAB62E50E1AC95F84081A4291B,https://www.math.s.chiba-u.ac.jp/~ando/LectureNote.html,Lecture-note page says the notes may be used freely unless distributed for a fee; no formal SPDX-style license found.,ja-pdf-002,Tetsuya Ando 代数学 lecture notes,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/ja/pdf-bodies/ando_DAISU2_algebra_ii_commutative_rings_modules.pdf,native-source-body,ja,PDF mathematical source witness body,382308,57DE472260FE549E4DBECA3C2F6290DFB4BF3C88ACB98E7B484880B72F2180C0,https://www.math.s.chiba-u.ac.jp/~ando/LectureNote.html,Lecture-note page says the notes may be used freely unless distributed for a fee; no formal SPDX-style license found.,ja-pdf-002,Tetsuya Ando 代数学 lecture notes,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/ja/pdf-bodies/ando_DAISU3_algebra_iii_fields_galois.pdf,native-source-body,ja,PDF mathematical source witness body,326442,EB66C5BFA2081E22FFF88557D4D0D358AFA9D6E3FBFD54B66F4545DF52E7554A,https://www.math.s.chiba-u.ac.jp/~ando/LectureNote.html,Lecture-note page says the notes may be used freely unless distributed for a fee; no formal SPDX-style license found.,ja-pdf-002,Tetsuya Ando 代数学 lecture notes,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/ja/pdf-bodies/nagai_classical_invariant_theory_handbook.pdf,native-source-body,ja,PDF mathematical source witness body,272691,910AFA5992C953C1FAEAA5C512CC37FBE796B95F3752C967BA166567B355BB9C,https://www.mathsoc.jp/section/algebra/algsymp_past/algsymp12_files/nagai.pdf,No explicit license found in cached PDF/page context.,ja-pdf-003,古典不変式論ハンドブック,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/ja/pdf-bodies/ryoya_ando_commutative_algebra_ring.pdf,native-source-body,ja,PDF mathematical source witness body,2369294,30946107B13F379C40AB4C782778DB3C126E466951393917826821103A8793E5,https://ryoya9826.github.io/files/note/ring.pdf,Cached PDF text states CC-BY-SA 3.0.,ja-pdf-004,可換環論,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/ja/source-archives/Seasawher_matsumura_48b9d10bab2d1c2525966cd17d7cf867731a88b0.zip,native-source-body,ja,upstream source archive body,422621,BE714EDE5D12EB0FC9EFAD9067AF1CE84C1DC47B5F1D4EAE5A1B3948F3460772,https://github.com/Seasawher/matsumura,Repository page lists GPL-3.0; LICENSE present; repository archived/read-only.,ja-src-001,松村英之『可換環論』ノート,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/ko/weak-leads-and-gap-audits/ko_github_source_package_search_audit_20260704.json,audit-ledger,ko,Korean weak lead or source-acquisition evidence; not a Korean corpus,3212,246B3879206CD87AF9C83F682E963EA04BFB9C154FD1D3B1699FCF2BA24D7B1D,generated:github_api_search_audit,No reusable Korean algebra source package verified.,ko-gap-001,한국어 대수학 source-package search audit,false,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/ko/weak-leads-and-gap-audits/ko_kocw_modern_algebra_1_course_page_20260704.html,pointer-only,ko,Korean weak lead or source-acquisition evidence; not a Korean corpus,172958,DCCA6AF38D9BDE4344DD2B087C0D60A61EDB3C858AE506CB8EC72EC0BBC437E3,https://kocw.net/home/cview.do?ar=relateCourse&kemId=1165165&mty=p,No TeX/source-package license verified in cached page.,ko-lead-002,현대대수학1 KOCW course page,false,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/zh-Hans/metadata/github_api_wenweili_AlJabr-1_master_ae1e8747164059b35c19a2d5a7e4605be535517b.json,audit-ledger,zh-Hans,metadata/audit ledger supporting source-body provenance,7595,F016ADF3BE1EB193CE7DA896BF948F98BBB5F54CF674D312F0989AE5690F5D56,https://github.com/wenweili/AlJabr-1,Repository README/About lists CC-BY-4.0; LICENSE present.,zh-Hans-src-001,代数学方法 第一卷,false,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/zh-Hans/metadata/github_api_wenweili_AlJabr-2_master_adc65ba29255f04d669a8f8a88d9fa30b71aec5b.json,audit-ledger,zh-Hans,metadata/audit ledger supporting source-body provenance,10071,4730C7CB4F6FDBE6CC214337102BC07EC5BACDDD3574E3B17941AAEBC3D6F7C1,https://github.com/wenweili/AlJabr-2,Repository README/About lists CC-BY-4.0; LICENSE present.,zh-Hans-src-002,代数学方法 第二卷,false,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/zh-Hans/source-archives/wenweili_AlJabr-1_ae1e8747164059b35c19a2d5a7e4605be535517b.zip,native-source-body,zh-Hans,upstream source archive body,6050625,A9C48A33CA900C2D10715D9A23DE32390BDCA57B5F35CEE064C97917F4BD48BC,https://github.com/wenweili/AlJabr-1,Repository README/About lists CC-BY-4.0; LICENSE present.,zh-Hans-src-001,代数学方法 第一卷,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/zh-Hans/source-archives/wenweili_AlJabr-2_adc65ba29255f04d669a8f8a88d9fa30b71aec5b.zip,native-source-body,zh-Hans,upstream source archive body,6259808,0E92CA613A9CE875019ACFA8427F450D394BFBB0DDCDF36F8A74A50D6B40A145,https://github.com/wenweili/AlJabr-2,Repository README/About lists CC-BY-4.0; LICENSE present.,zh-Hans-src-002,代数学方法 第二卷,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
README.md,method-note,und,package support file,4174,6DEFD3E3E06BED439EB5C1B94BED5FE203CD04F4883C067FE7523EC6C82FFE3B,,,,,false,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
SOURCE_USE_LABELS.csv,manifest,und,package support file,536,21283C086740FBF0968AFF725C27860A5D900E930BFE1A664B5D09C089E737D7,,,,,false,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/ko/wiki-bodies/ko-wiki-abstract-algebra_추상대수학_wikitext_20260705.txt,native-source-body,ko,Korean mathematical/technical wikitext fallback source body,7127,8B9B34DBC29B4FB5BF690A2DC2DF85EAF518461D7F111E796458C215FFF4866D,https://ko.wikipedia.org/wiki/%EC%B6%94%EC%83%81%EB%8C%80%EC%88%98%ED%95%99,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",ko-wiki-abstract-algebra,추상대수학,true,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
native-source-bodies/ko/wiki-bodies/ko-wiki-abstract-algebra_추상대수학_api_revision_20260705.json,audit-ledger,ko,Korean MediaWiki API revision/provenance metadata with embedded source body,9704,C086050D1846F0650F662DB4DA5DE9ABF50E9ABFBFB3E2702E8AE70CED539900,https://ko.wikipedia.org/wiki/%EC%B6%94%EC%83%81%EB%8C%80%EC%88%98%ED%95%99,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",ko-wiki-abstract-algebra,추상대수학,false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
native-source-bodies/ko/wiki-bodies/ko-wiki-algebra_대수학_wikitext_20260705.txt,native-source-body,ko,Korean mathematical/technical wikitext fallback source body,15440,C45BB1D5AFFC3257A33E6A2EB47F089A120058AF88A43F084D3615D0B05BB7F5,https://ko.wikipedia.org/wiki/%EB%8C%80%EC%88%98%ED%95%99,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",ko-wiki-algebra,대수학,true,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
native-source-bodies/ko/wiki-bodies/ko-wiki-algebra_대수학_api_revision_20260705.json,audit-ledger,ko,Korean MediaWiki API revision/provenance metadata with embedded source body,18023,37C512F4B6376A23D9977E778F161B1930D849DDEF847302DD62D21BBC488087,https://ko.wikipedia.org/wiki/%EB%8C%80%EC%88%98%ED%95%99,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",ko-wiki-algebra,대수학,false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
native-source-bodies/ko/wiki-bodies/ko-wiki-ring-theory_환론_wikitext_20260705.txt,native-source-body,ko,Korean mathematical/technical wikitext fallback source body,2223,6CC203EE0DEA294BFBB81F31938CF8092C764E649AF42A2906A0F219F050C332,https://ko.wikipedia.org/wiki/%ED%99%98%EB%A1%A0,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",ko-wiki-ring-theory,환론,true,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
native-source-bodies/ko/wiki-bodies/ko-wiki-ring-theory_환론_api_revision_20260705.json,audit-ledger,ko,Korean MediaWiki API revision/provenance metadata with embedded source body,4572,4CB032A0A250EE9C6FD11217D7BDF53515FC1C3E473ACA5E8D9AA0F44646F419,https://ko.wikipedia.org/wiki/%ED%99%98%EB%A1%A0,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",ko-wiki-ring-theory,환론,false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
native-source-bodies/ko/wiki-bodies/ko-wiki-module_가군_wikitext_20260705.txt,native-source-body,ko,Korean mathematical/technical wikitext fallback source body,12564,3FC7F18513CF46BD4B3E90A8F1494A869F9DB9C981C1A61B14BA116C01A7B7F8,https://ko.wikipedia.org/wiki/%EA%B0%80%EA%B5%B0,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",ko-wiki-module,가군,true,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
native-source-bodies/ko/wiki-bodies/ko-wiki-module_가군_api_revision_20260705.json,audit-ledger,ko,Korean MediaWiki API revision/provenance metadata with embedded source body,15175,E29E9C645DE5BD238035A7D72E91375B09A8CFC0ECF95F295C2B055789DDD19F,https://ko.wikipedia.org/wiki/%EA%B0%80%EA%B5%B0,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",ko-wiki-module,가군,false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
native-source-bodies/ko/wiki-bodies/ko-wiki-galois-theory_갈루아_이론_wikitext_20260705.txt,native-source-body,ko,Korean mathematical/technical wikitext fallback source body,13773,95A1638D93049FD804640C6DE03177F8199BB83F1EF67415F71297B1153D29D8,https://ko.wikipedia.org/wiki/%EA%B0%88%EB%A3%A8%EC%95%84_%EC%9D%B4%EB%A1%A0,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",ko-wiki-galois-theory,갈루아 이론,true,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
native-source-bodies/ko/wiki-bodies/ko-wiki-galois-theory_갈루아_이론_api_revision_20260705.json,audit-ledger,ko,Korean MediaWiki API revision/provenance metadata with embedded source body,16578,42C57A5A8FDA775DF2388CF47D889C4F97B09675EDF3E5A710BF63B645CDD261,https://ko.wikipedia.org/wiki/%EA%B0%88%EB%A3%A8%EC%95%84_%EC%9D%B4%EB%A1%A0,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",ko-wiki-galois-theory,갈루아 이론,false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
native-source-bodies/ko/wiki-bodies/ko-wiki-group-theory_군론_wikitext_20260705.txt,native-source-body,ko,Korean mathematical/technical wikitext fallback source body,6102,126630EACFF9760F464331A29A6B01C5A620A39EFF880EDFEDDB4BA41DD17C0F,https://ko.wikipedia.org/wiki/%EA%B5%B0%EB%A1%A0,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",ko-wiki-group-theory,군론,true,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
native-source-bodies/ko/wiki-bodies/ko-wiki-group-theory_군론_api_revision_20260705.json,audit-ledger,ko,Korean MediaWiki API revision/provenance metadata with embedded source body,8430,C6DF528FAF593F311AA3023437FF8CC2A484440497E2B91BA9A933CDD0561296,https://ko.wikipedia.org/wiki/%EA%B5%B0%EB%A1%A0,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",ko-wiki-group-theory,군론,false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
native-source-bodies/ko/wiki-bodies/ko-wiki-field_체_수학_wikitext_20260705.txt,native-source-body,ko,Korean mathematical/technical wikitext fallback source body,11761,0978372DDD5F49CA377988F28DE4510E51BA2A5A7992530187D0897F0716FF75,https://ko.wikipedia.org/wiki/%EC%B2%B4_(%EC%88%98%ED%95%99),"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",ko-wiki-field,체 (수학),true,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
native-source-bodies/ko/wiki-bodies/ko-wiki-field_체_수학_api_revision_20260705.json,audit-ledger,ko,Korean MediaWiki API revision/provenance metadata with embedded source body,14285,C653D3D0164EFDB1DD761738681A27661F4A037A393F030A6B7EBCFE66D9DA03,https://ko.wikipedia.org/wiki/%EC%B2%B4_(%EC%88%98%ED%95%99),"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",ko-wiki-field,체 (수학),false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
native-source-bodies/ko/wiki-bodies/ko-wiki-ideal_아이디얼_wikitext_20260705.txt,native-source-body,ko,Korean mathematical/technical wikitext fallback source body,6552,B714179582B47955663117EBCDCB84315FE5D4558C27C10D7D66CDDBC282CE27,https://ko.wikipedia.org/wiki/%EC%95%84%EC%9D%B4%EB%94%94%EC%96%BC,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",ko-wiki-ideal,아이디얼,true,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
native-source-bodies/ko/wiki-bodies/ko-wiki-ideal_아이디얼_api_revision_20260705.json,audit-ledger,ko,Korean MediaWiki API revision/provenance metadata with embedded source body,9173,E33DFC0F820FCECEE11AE7A235ABE0BB6D854BA9F88EA533DD8BCA52AE929D69,https://ko.wikipedia.org/wiki/%EC%95%84%EC%9D%B4%EB%94%94%EC%96%BC,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",ko-wiki-ideal,아이디얼,false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
native-source-bodies/ko/wiki-bodies/ko-wiki-commutative-algebra_가환대수학_wikitext_20260705.txt,native-source-body,ko,Korean mathematical/technical wikitext fallback source body,6203,4908F61BE470329B2D34B8ADF71E1D17E3E7A2800409358791D9827A0C8FCBCD,https://ko.wikipedia.org/wiki/%EA%B0%80%ED%99%98%EB%8C%80%EC%88%98%ED%95%99,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",ko-wiki-commutative-algebra,가환대수학,true,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
native-source-bodies/ko/wiki-bodies/ko-wiki-commutative-algebra_가환대수학_api_revision_20260705.json,audit-ledger,ko,Korean MediaWiki API revision/provenance metadata with embedded source body,8861,3F9A1046B6FD3FB8A5B00D06D23BB0160D3DDE9329EC043FA83A5B7170092616,https://ko.wikipedia.org/wiki/%EA%B0%80%ED%99%98%EB%8C%80%EC%88%98%ED%95%99,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",ko-wiki-commutative-algebra,가환대수학,false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
native-source-bodies/ko/wiki-bodies/ko-wiki-linear-algebra_선형대수학_wikitext_20260705.txt,native-source-body,ko,Korean mathematical/technical wikitext fallback source body,100705,467FA4A2C47B5621C8BA9E3BAC7C6953D08577E655059D0949966541D91CF25A,https://ko.wikipedia.org/wiki/%EC%84%A0%ED%98%95%EB%8C%80%EC%88%98%ED%95%99,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",ko-wiki-linear-algebra,선형대수학,true,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
native-source-bodies/ko/wiki-bodies/ko-wiki-linear-algebra_선형대수학_api_revision_20260705.json,audit-ledger,ko,Korean MediaWiki API revision/provenance metadata with embedded source body,105486,7EC6D78F72A8F72BF7654FBE160F7B6BF436907304582C73503813928A55D260,https://ko.wikipedia.org/wiki/%EC%84%A0%ED%98%95%EB%8C%80%EC%88%98%ED%95%99,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",ko-wiki-linear-algebra,선형대수학,false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
native-source-bodies/ko/wiki-bodies/KO_WIKIPEDIA_SOURCE_BODY_RECOVERY_20260705.json,audit-ledger,ko,Korean source-body recovery audit/provenance,19986,F4677B702AC9E8FAB3FF1EE17708051D6FAF489F135B5EC182809E3E06A290C4,https://ko.wikipedia.org/w/api.php,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",ko-wiki-recovery-20260705,KO_WIKIPEDIA_SOURCE_BODY_RECOVERY_20260705.json,false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
native-source-bodies/ko/wiki-bodies/KO_WIKIPEDIA_SOURCE_BODY_RECOVERY_20260705.csv,audit-ledger,ko,Korean source-body recovery audit/provenance,14633,535C0AFC6D4A99A747441AEECD0754F98E9A2DB515E50FBD80E55A53B40957D2,https://ko.wikipedia.org/w/api.php,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",ko-wiki-recovery-20260705,KO_WIKIPEDIA_SOURCE_BODY_RECOVERY_20260705.csv,false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
