"lane","frontier","packet_path","csv_file","row_count","sha256"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","AUTHORITY_ETHICS_BOUNDARY_LEDGER_761BEC88.csv","2","50642EE811A08FD4C48C1140C9FC503B905E6E251041291B75688D50BA00694B"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","B3_HANDOFF_INDEX_761BEC88.csv","343","1C51B39540D7CDC4FE1D4DCA00DD40F3A8D059A7FA433ED12FD5E6D0CD1F1BA8"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","B3_VISIBLE_PRIOR_AUTHORITY_ROOTS_761BEC88.csv","24","567FCE54FA539A95C42DD17CE5CBAEB747D3184AFBC557BF9D6183621B7FCC27"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","BLOCKER_RECOVERY_SURFACE_LEDGER_761BEC88.csv","6","D42764B74866A4E29A9789E35DCE807D3121F957B5FD39E298B31D1B6E04FBFB"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","BRANCH_CHANGED_PATHS_4065F6A4_TO_761BEC88.csv","327","D07D7E0CA750B34E21DA2E000DD82DB7E5ED9610EAE615BEADBE79291724F32D"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","BRANCH_COMMITS_4065F6A4_TO_761BEC88.csv","1","D0D3A97E04500E390D68C2CCC45B486D43938EC69E30B5A4A580F924732ABCEE"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","BRANCH_WEIGHTING_LEDGER_761BEC88.csv","12","F63F846F2B85DEF9A94E06F037D0B356B3E4EEC76B8BB06217A6A59B98EDEF92"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","CURRENT_FRONTIER_VERIFICATION_761BEC88.csv","1","1AACE73D90392584ACB1EBEB1D50C83ADD04BD4E743C7F8899B6945E90F8CF5D"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","DO_NOT_USE_LEDGER_761BEC88.csv","12","6BD42D0358681C9A34F8D9F522D27A21FFE9D553D772F33B74E72ADC552D8927"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","GIT_OBJECT_EXTRACTED_BRANCH_ARTIFACTS_761BEC88.csv","327","217F417267E1A21E54A4C6C96BD662A7287EDE8EB9EB340C7D56F967AF914BAF"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","GIT_OBJECT_EXTRACTION_FAILURES_761BEC88.csv","1","FC25FAB9A5A165D30930B8080EA1A41A93735064D62B99A41EB496001B70D644"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","INTERSLAVIC_CORRECTION_LEDGER_761BEC88.csv","1","464244C3997A06939C0AC457A558EBC4572EAB3D5584DECCF32499A97B69CB75"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","MANIFEST.csv","367","9745F30960DEB7455D784B87DA966F367066A8F2BD4B295C8FE039903C9E906F"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","MARGINAL_INTELLIGIBILITY_LEDGER_761BEC88.csv","12","4169C4C4D62252CCF8CB6081A2C2C549606AB79AC8858B1D6A84D256E303FDED"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","NORMALIZATION_MARKER_TABLE_LEDGER_761BEC88.csv","12","8362DFB9FD652D8FA3379C10F393A0E947222CC85F9C0D124C5CC14C39D38D98"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","PACKAGE_SUMMARY_761BEC88.csv","1","A6AF4CA2701CA260BD02EE4BABA2A8BA1796F668A88AD85F1C881982540148EE"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","PAYLOAD_GROUP_COUNTS_761BEC88.csv","12","48138027B586E954F5DCBB5102FBC48A49A29C57455CAF2FECBE6EBE87C6F18A"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","SIBLING_WAKE_LEDGER_761BEC88.csv","13","8A9738F5A59E1F05DE3E7E0501BB1E7F9418DF0DFD5E0E4AACCE75702A0DEA7B"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0002_c83385c6b2_BRANCH_COMPARE_COMMITS_C033F393_TO_4065F6A4.csv","1","8DD1FCE38536CC718BCBD189D05880DCF2D121251AF392B8E187355EE055E892"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0003_507492593d_BRANCH_COMPARE_FILES_C033F393_TO_4065F6A4.csv","21","0411C8FE5B98E19AD40A7905BAC47DCFF84ED892BFA7C678166E345DEBBE3022"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0004_f4bc195049_BRANCH_COMPARE_SUMMARY_4065F6A4.csv","1","789A14415BAE951718D2A57F0D798E1E79B00B29F166724629FE004B6E2888D5"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0005_2707ea3d0b_EXACT_BLOCKER_RECOVERY_ROWS_4065F6A4.csv","3","0BAF791F730CE738D489F150740D328F59A066C066B7F975D2CBAE7BA797F214"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0006_305bd732e3_MANIFEST.csv","9","1266A9ED81BF5EBD3C177E6841FB82840A055FB75F3D984EB416D7415FD626B4"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0007_fde072cb4f_PARENT_PACKET_VISIBILITY_INVENTORY_4065F6A4.csv","1","FB3E04887B439376AD7C9665ADC75626A155986DA7F106D5B9D97F64C8EAFA2A"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0010_fc026aca9c_SOURCE_USE_GAP_FABLE_ADVERSE_CARRYFORWARD_4065F6A4.csv","3","5AF30D3BFAA97A632DECA7D6EA8D181841C6A7C03547B03A845B7020DA07B83B"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0013_fac5e14d92_BRANCH_REVERIFY_4065F6A4.csv","1","E89FA2AA7226B7359077A70DBE9F13E44B65D4C9849463946E956E301E858711"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0014_46dee9072a_EXACT_BLOCKER_RECOVERY_ROWS_4065F6A4_R9.csv","5","AA162D8CD9E486E0133717E745DA42FB64697C068ACB182EE20A5F6CA28DE61E"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0015_9795fdfe05_MANIFEST.csv","8","388EE8F9710F23AFADB311F6B19455A5E7A25BF967469CA20D8849C7F8268285"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0016_f07c797bc8_R9_PACKET_INVENTORY_4065F6A4.csv","1","429197F2FE0799BB70B067F1329CE323842AE64903D0B844D1648C0C2EFE9DB3"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0017_bafce51897_R9_SOURCE_USE_GAP_FABLE_ADVERSE_ROUTE_4065F6A4.csv","4","ED76D12CA457329EF2706A7A66102891E06A2DDBFE42168484F3E4C47A719AA0"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0020_ee1f773f1c_SIBLING_WAKE_LEDGER_4065F6A4_R9.csv","1","18C0DFEB6C61A5510DDC159BAA2030BADECCA52F79D8A79114B913FC062E04D0"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0023_7bfedffebd_AUTHORITY_ETHICS_BOUNDARY_LEDGER_4065F6A4.csv","2","8AF03A59D7E198FEBF0357F28A10CF4A3D4A0C0129E1DE9C2DFE99FDC4C0D157"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0025_fe943a48ae_B3_HANDOFF_INDEX_4065F6A4.csv","179","1CD43F9907928D3A18B3A6C4EADBEA3560BB8B9EFD5BB71A548EA1E12F0B2E2F"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0027_3b7fb5a418_B3_VISIBLE_PRIOR_AUTHORITY_ROOTS_4065F6A4.csv","19","9E1F842D54EF0E03DFE46BB4A7F62E8647040A1E3CF913792C7F5DD48D814141"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0029_ce14438529_BLOCKER_RECOVERY_SURFACE_LEDGER_4065F6A4.csv","6","2A292ED5F2F26E7A93C17F49A4AE847A9A2A1D8224D69643C3AFB9937E7C551D"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0031_8adc184e32_BRANCH_CHANGED_PATHS_18BBB185_TO_4065F6A4.csv","163","F33633D109A8BB8C1C7027D5006B55722BC20BAB578B969C19D79D2D154545DF"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0033_3a78c49f6a_BRANCH_COMMITS_18BBB185_TO_4065F6A4.csv","1","2F619AEDBD72475F540E1557269217CB81EA888AE049F06FE7DB881337BB5BF1"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0035_22dbd2949c_BRANCH_WEIGHTING_LEDGER_4065F6A4.csv","11","03ACD849E7FAE770F6DE0600F5E8D1803866E8FDCB6E7D14049F005847BC3677"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0037_58e8178b41_CURRENT_FRONTIER_VERIFICATION_4065F6A4.csv","1","5119339652AEAF800DFF3DBAC6F36073047509B925F22017C8AF8DA92C1B356A"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0039_db13ff2785_DO_NOT_USE_LEDGER_4065F6A4.csv","11","617924985F1A105DADA6F617B64FAFEE767A39C3949D3A1409B7D8C586FFDDC3"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0042_09578ac06d_GIT_OBJECT_EXTRACTED_BRANCH_ARTIFACTS_4065F6A4.csv","163","34269AE9B61F5FA66F66937F87BAFDD4D7580CA6769319D395B105AE67206D92"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0044_d00a99d182_GIT_OBJECT_EXTRACTION_FAILURES_4065F6A4.csv","1","718179A60EFAC8ACD662213CD985C8CE3749CE86C954C782BFBBE7732C125102"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0047_1a96e9040e_INTERSLAVIC_CORRECTION_LEDGER_4065F6A4.csv","1","ED03DB265FB22AADC564B1A8911D21A50CFE9DFE88C9CBEF1A4F4AEFEE56888C"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0049_bd48548ce8_MANIFEST.csv","203","9B5EFE52EEF2EB817C9C5EDD00B070282C2237F3A71960AB6D07CB132E911908"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0050_9c34752812_MARGINAL_INTELLIGIBILITY_LEDGER_4065F6A4.csv","11","C3B53714373232560497532AE7618D0EDEE96CB6539A9CD4A651A857A424048B"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0052_7ea05b5a34_NORMALIZATION_MARKER_TABLE_LEDGER_4065F6A4.csv","11","0EB292FF6238368BA5CD0AF959F4906DBDC0216181F83F7963E79F25F0B97497"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0054_87790aa8ca_PACKAGE_SUMMARY_4065F6A4.csv","1","F84670641D2814DAEC9A0DC1871902FB1FE5508D516CCA6BC1E46B1412D23BEC"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0056_fba1f7ff23_PAYLOAD_GROUP_COUNTS_4065F6A4.csv","11","009588BDF00182DE72AD8400813DB0EB290E1B0CF51DD5D86FF11B498B93E0C2"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0061_721a2faf2e_SIBLING_WAKE_LEDGER_4065F6A4.csv","11","2B8FB8EAFBFACE13824C092F3751E16A8175190E74A8B1BE9C8D119E21174AF9"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0063_61cf762076_SOURCE_USE_ADVERSE_COVERAGE_LEDGER_4065F6A4.csv","163","38A38857070379646B507D2612B8D8D5FEB1BF089507174162A439F319FB6933"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0066_776acc8215_0002_776acc8215_BRANCH_COMPARE_COMMITS_A55A9D0F_TO_18BBB185.csv","1","428E15ACD7093AD4B73810A2154E8251158964B3628DC95B5F23703B01289A92"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0067_e3437ba712_0003_e3437ba712_BRANCH_COMPARE_FILES_A55A9D0F_TO_18BBB185.csv","85","3CEE2F153AB1815DA26FB9F5D25A1B627E6B83A05E66A2E565CB5BFEB5FBC0C5"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0068_e196016867_0004_e196016867_BRANCH_COMPARE_SUMMARY_18BBB185.csv","1","E7FA00C0023F67E23C0246A0479329A7E82E0BC85A8F679BD7F478996E3FCF22"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0069_70bd8bb8fa_0005_70bd8bb8fa_CHILD_PACKET_INVENTORY_18BBB185.csv","15","E96B4BFE8904736012A80FE818A46C157AE929D3C9CC32E0307D63FE433BA238"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0070_e4c63c7133_0006_e4c63c7133_EIGHT_LANE_ROUTE_STATUS_ROWS_18BBB185.csv","8","4960B2667EAC9A3FB28DA706D9A9D824ABC329DC530A2AEFA0109B913A8A2870"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0071_9d65b8bf8f_0007_9d65b8bf8f_EXACT_BLOCKER_RECOVERY_ROWS_18BBB185.csv","8","A0AB09D09DD562DF6E7D28C8B98BBDABD26380E2AFDC1C487A1ED1E21897903C"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0072_28bb2ff57b_0008_28bb2ff57b_MANIFEST.csv","11","417CCEBA481AA742DF14A1B2E8F9F14E53861873D3E836348BDB3A2E1B0D1E14"
"Interlanguage/Fable authority","761BEC88","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707","0075_5d8ebe7448_0011_5d8ebe7448_SOURCE_USE_GAP_FABLE_ADVERSE_ROLLUP_18BBB185.csv","10","306868664495CB4FA7409804741B2CEFB7F9D06D60D60A1F2ED739BD976CCB90"
