"status","path","category","source_use_decision","notes"
"A","interlanguage-sidecar/rtl-persianate-arabic-7b77da5b-eb15-branch-visibility-source-use-gap-audit-20260706/R3_7B77DA5B_EB15_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260706_20260706T210933Z/carried-forward-732b-source-use-gap/B3_UPLOADER_READY_SUMMARY.csv","r3_7b77_packet_branch_visible","verify_branch_visible_copy_and_carry_exact_source_use_gap_rows","Branch-visible copy of local R3 7B77 source-use/gap audit; hash compare against local packet."
"A","interlanguage-sidecar/rtl-persianate-arabic-7b77da5b-eb15-branch-visibility-source-use-gap-audit-20260706/R3_7B77DA5B_EB15_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260706_20260706T210933Z/carried-forward-732b-source-use-gap/R3_732B5139_BLOCKERS_AND_RECOVERY_ROWS.csv","r3_7b77_packet_branch_visible","verify_branch_visible_copy_and_carry_exact_source_use_gap_rows","Branch-visible copy of local R3 7B77 source-use/gap audit; hash compare against local packet."
"A","interlanguage-sidecar/rtl-persianate-arabic-7b77da5b-eb15-branch-visibility-source-use-gap-audit-20260706/R3_7B77DA5B_EB15_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260706_20260706T210933Z/carried-forward-732b-source-use-gap/R3_732B5139_CARRIED_FORWARD_B63_SOURCE_USE_GAP_ROWS.csv","r3_7b77_packet_branch_visible","verify_branch_visible_copy_and_carry_exact_source_use_gap_rows","Branch-visible copy of local R3 7B77 source-use/gap audit; hash compare against local packet."
"A","interlanguage-sidecar/rtl-persianate-arabic-7b77da5b-eb15-branch-visibility-source-use-gap-audit-20260706/R3_7B77DA5B_EB15_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260706_20260706T210933Z/carried-forward-732b-source-use-gap/R3_732B5139_MANIFEST_REPAIR_NOTE.csv","r3_7b77_packet_branch_visible","verify_branch_visible_copy_and_carry_exact_source_use_gap_rows","Branch-visible copy of local R3 7B77 source-use/gap audit; hash compare against local packet."
"A","interlanguage-sidecar/rtl-persianate-arabic-7b77da5b-eb15-branch-visibility-source-use-gap-audit-20260706/R3_7B77DA5B_EB15_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260706_20260706T210933Z/carried-forward-732b-source-use-gap/R3_732B5139_MUTUAL_WAKE_APPENDIX.csv","r3_7b77_packet_branch_visible","verify_branch_visible_copy_and_carry_exact_source_use_gap_rows","Branch-visible copy of local R3 7B77 source-use/gap audit; hash compare against local packet."
"A","interlanguage-sidecar/rtl-persianate-arabic-7b77da5b-eb15-branch-visibility-source-use-gap-audit-20260706/R3_7B77DA5B_EB15_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260706_20260706T210933Z/carried-forward-732b-source-use-gap/R3_732B5139_REVIEW_ONLY_BOUNDARY_ROWS.csv","r3_7b77_packet_branch_visible","verify_branch_visible_copy_and_carry_exact_source_use_gap_rows","Branch-visible copy of local R3 7B77 source-use/gap audit; hash compare against local packet."
"A","interlanguage-sidecar/rtl-persianate-arabic-7b77da5b-eb15-branch-visibility-source-use-gap-audit-20260706/R3_7B77DA5B_EB15_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260706_20260706T210933Z/carried-forward-732b-source-use-gap/R3_732B5139_SOURCE_USE_FACT_CHANGE_AUDIT.csv","r3_7b77_packet_branch_visible","verify_branch_visible_copy_and_carry_exact_source_use_gap_rows","Branch-visible copy of local R3 7B77 source-use/gap audit; hash compare against local packet."
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_58566B83_R3_7B77_R6_EB15_7B77_BATCH_20260706_AUDIT.md","b3_transfer_audit_context","package_audit_context_only","B3 package audit context; no source certification or license clearance claim."
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_58566B83_R3_7B77_R6_EB15_7B77_BATCH_20260706_COMMIT_PAYLOAD_AUDIT.csv","b3_transfer_audit_context","package_audit_context_only","B3 package audit context; no source certification or license clearance claim."
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_58566B83_R3_7B77_R6_EB15_7B77_BATCH_20260706_MANIFEST.csv","b3_transfer_audit_context","package_audit_context_only","B3 package audit context; no source certification or license clearance claim."
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_58566B83_R3_7B77_R6_EB15_7B77_BATCH_20260706_PLACEHOLDER_REVIEW.csv","b3_transfer_audit_context","package_audit_context_only","B3 package audit context; no source certification or license clearance claim."
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_58566B83_R3_7B77_R6_EB15_7B77_BATCH_20260706_ROOT_SUMMARY.csv","b3_transfer_audit_context","package_audit_context_only","B3 package audit context; no source certification or license clearance claim."
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_58566B83_R3_7B77_R6_EB15_7B77_BATCH_20260706_SHA256SUMS.txt","b3_transfer_audit_context","package_audit_context_only","B3 package audit context; no source certification or license clearance claim."
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_58566B83_R3_7B77_R6_EB15_7B77_BATCH_20260706_VALIDATION.csv","b3_transfer_audit_context","package_audit_context_only","B3 package audit context; no source certification or license clearance claim."
"A","uploader-transfer/r6-7b77da5b-current-head-source-start-continuation-20260706/R6_7B77DA5B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/MANIFEST.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-7b77da5b-current-head-source-start-continuation-20260706/R6_7B77DA5B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/R6_7B77DA5B_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-7b77da5b-current-head-source-start-continuation-20260706/R6_7B77DA5B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/README.md","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-7b77da5b-current-head-source-start-continuation-20260706/R6_7B77DA5B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/SHA256SUMS.txt","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-7b77da5b-current-head-source-start-continuation-20260706/R6_7B77DA5B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/b3/B3_ROUTE.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-7b77da5b-current-head-source-start-continuation-20260706/R6_7B77DA5B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/blockers/R6_7B77DA5B_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-7b77da5b-current-head-source-start-continuation-20260706/R6_7B77DA5B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_7B77DA5B_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-7b77da5b-current-head-source-start-continuation-20260706/R6_7B77DA5B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_7B77DA5B_LOCAL_HEAD_NAMED_FILE_HITS.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-7b77da5b-current-head-source-start-continuation-20260706/R6_7B77DA5B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/ethics/R6_7B77DA5B_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-7b77da5b-current-head-source-start-continuation-20260706/R6_7B77DA5B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/fable/R6_7B77DA5B_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-7b77da5b-current-head-source-start-continuation-20260706/R6_7B77DA5B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/input-verification/R6_7B77DA5B_PRIOR_PACKAGE_SHA_VERIFY.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-7b77da5b-current-head-source-start-continuation-20260706/R6_7B77DA5B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/logs/LOGBOOK_EXCERPT_20260706.md","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-7b77da5b-current-head-source-start-continuation-20260706/R6_7B77DA5B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/mutual-watch/R6_7B77DA5B_MUTUAL_WATCH_OBSERVATION.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-7b77da5b-current-head-source-start-continuation-20260706/R6_7B77DA5B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/source-use/R6_7B77DA5B_SOURCE_USE_CONTINUATION_LEDGER.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-7b77da5b-current-head-source-start-continuation-20260706/R6_7B77DA5B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/witness-index/R6_7B77DA5B_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-7b77da5b-current-head-source-start-continuation-20260706/R6_7B77DA5B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/witness-index/R6_7B77DA5B_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-eb15c5dd-current-head-source-start-continuation-20260706/R6_EB15C5DD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/MANIFEST.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-eb15c5dd-current-head-source-start-continuation-20260706/R6_EB15C5DD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/R6_EB15C5DD_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-eb15c5dd-current-head-source-start-continuation-20260706/R6_EB15C5DD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/README.md","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-eb15c5dd-current-head-source-start-continuation-20260706/R6_EB15C5DD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/SHA256SUMS.txt","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-eb15c5dd-current-head-source-start-continuation-20260706/R6_EB15C5DD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/b3/B3_ROUTE.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-eb15c5dd-current-head-source-start-continuation-20260706/R6_EB15C5DD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/blockers/R6_EB15C5DD_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-eb15c5dd-current-head-source-start-continuation-20260706/R6_EB15C5DD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_EB15C5DD_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-eb15c5dd-current-head-source-start-continuation-20260706/R6_EB15C5DD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_EB15C5DD_LOCAL_HEAD_NAMED_FILE_HITS.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-eb15c5dd-current-head-source-start-continuation-20260706/R6_EB15C5DD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/ethics/R6_EB15C5DD_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-eb15c5dd-current-head-source-start-continuation-20260706/R6_EB15C5DD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/fable/R6_EB15C5DD_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-eb15c5dd-current-head-source-start-continuation-20260706/R6_EB15C5DD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/input-verification/R6_EB15C5DD_PRIOR_PACKAGE_SHA_VERIFY.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-eb15c5dd-current-head-source-start-continuation-20260706/R6_EB15C5DD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/logs/LOGBOOK_EXCERPT_20260706.md","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-eb15c5dd-current-head-source-start-continuation-20260706/R6_EB15C5DD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/mutual-watch/R6_EB15C5DD_MUTUAL_WATCH_OBSERVATION.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-eb15c5dd-current-head-source-start-continuation-20260706/R6_EB15C5DD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/source-use/R6_EB15C5DD_SOURCE_USE_CONTINUATION_LEDGER.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-eb15c5dd-current-head-source-start-continuation-20260706/R6_EB15C5DD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/witness-index/R6_EB15C5DD_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
"A","uploader-transfer/r6-eb15c5dd-current-head-source-start-continuation-20260706/R6_EB15C5DD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/witness-index/R6_EB15C5DD_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv","adjacent_r6_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","R6 source-start continuation is adjacent-lane evidence only."
