"row_type","branch_range","commit","path_or_subject","r7_relevance","r7_effect","required_r7_action"
"commit","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","212dfb1c","Add R6 retry R3 c7fb alignment batch","method_or_sibling_alignment","no direct R7 body-tree change observed","carry source-use/adverse boundaries; keep B3 queue for local-only R7 bodies"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","interlanguage-sidecar/rtl-persianate-arabic-c7fb-current-head-continuation-20260706/R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706T043558Z/R3_C7FB_SOURCE_WITNESS_RECOVERY_INDEX.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","interlanguage-sidecar/rtl-persianate-arabic-c7fb-current-head-continuation-20260706/R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706T043558Z/README.md","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","interlanguage-sidecar/rtl-persianate-arabic-c7fb-current-head-continuation-20260706/R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706T043558Z/SHA256SUMS.txt","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/old-b-c7fb-steward-alignment-audit-20260706/OLD_B_C7FB_STEWARD_ALIGNMENT_AUDIT_20260706T063651/B3_UPLOADER_READY_QUEUE_AND_DRIFT.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/old-b-c7fb-steward-alignment-audit-20260706/OLD_B_C7FB_STEWARD_ALIGNMENT_AUDIT_20260706T063651/B3_WORKTREE_DIRTY_STATUS.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/old-b-c7fb-steward-alignment-audit-20260706/OLD_B_C7FB_STEWARD_ALIGNMENT_AUDIT_20260706T063651/B3_WORKTREE_DIRTY_STATUS_ROLLUP.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/old-b-c7fb-steward-alignment-audit-20260706/OLD_B_C7FB_STEWARD_ALIGNMENT_AUDIT_20260706T063651/COMMIT_FRONTIER_96325_TO_C7FB.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/old-b-c7fb-steward-alignment-audit-20260706/OLD_B_C7FB_STEWARD_ALIGNMENT_AUDIT_20260706T063651/CREDENTIAL_PATTERN_SCAN.txt","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/old-b-c7fb-steward-alignment-audit-20260706/OLD_B_C7FB_STEWARD_ALIGNMENT_AUDIT_20260706T063651/DELTA_96325_TO_C7FB_FILE_LEDGER.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/old-b-c7fb-steward-alignment-audit-20260706/OLD_B_C7FB_STEWARD_ALIGNMENT_AUDIT_20260706T063651/DELTA_CATEGORY_COUNTS.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/old-b-c7fb-steward-alignment-audit-20260706/OLD_B_C7FB_STEWARD_ALIGNMENT_AUDIT_20260706T063651/DELTA_EXTENSION_COUNTS.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/old-b-c7fb-steward-alignment-audit-20260706/OLD_B_C7FB_STEWARD_ALIGNMENT_AUDIT_20260706T063651/DELTA_ROOT_COUNTS.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/old-b-c7fb-steward-alignment-audit-20260706/OLD_B_C7FB_STEWARD_ALIGNMENT_AUDIT_20260706T063651/DELTA_UPLOAD_READY_OR_DRIFT_PATHS.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/old-b-c7fb-steward-alignment-audit-20260706/OLD_B_C7FB_STEWARD_ALIGNMENT_AUDIT_20260706T063651/LOCAL_NOETHER_OUTPUT_FILE_LEDGER_NO_HASH.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/old-b-c7fb-steward-alignment-audit-20260706/OLD_B_C7FB_STEWARD_ALIGNMENT_AUDIT_20260706T063651/LOCAL_NOETHER_OUTPUT_LANE_SUMMARY.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/old-b-c7fb-steward-alignment-audit-20260706/OLD_B_C7FB_STEWARD_ALIGNMENT_AUDIT_20260706T063651/LOCAL_OUTPUT_BODY_QUEUE_CANDIDATES_LATEST200.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/old-b-c7fb-steward-alignment-audit-20260706/OLD_B_C7FB_STEWARD_ALIGNMENT_AUDIT_20260706T063651/MANIFEST.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/old-b-c7fb-steward-alignment-audit-20260706/OLD_B_C7FB_STEWARD_ALIGNMENT_AUDIT_20260706T063651/PACKAGE_GATES_AND_SAFETY_CHECKS.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/old-b-c7fb-steward-alignment-audit-20260706/OLD_B_C7FB_STEWARD_ALIGNMENT_AUDIT_20260706T063651/README.md","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/old-b-c7fb-steward-alignment-audit-20260706/OLD_B_C7FB_STEWARD_ALIGNMENT_AUDIT_20260706T063651/SHA256SUMS.txt","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/old-b-c7fb-steward-alignment-audit-20260706/OLD_B_C7FB_STEWARD_ALIGNMENT_AUDIT_20260706T063651/SUMMARY.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/old-b-c7fb-steward-alignment-audit-20260706/OLD_B_C7FB_STEWARD_ALIGNMENT_AUDIT_20260706T063651/SUMMARY.json","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/old-b-c7fb-steward-alignment-audit-20260706/OLD_B_C7FB_STEWARD_ALIGNMENT_AUDIT_20260706T063651/TREE_ROOT_COUNTS_C7FB.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/old-b-c7fb-steward-alignment-audit-20260706/OLD_B_C7FB_STEWARD_ALIGNMENT_AUDIT_20260706T063651/TREE_TOTALS_C7FB.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/old-b-c7fb-steward-alignment-audit-20260706/OLD_B_C7FB_STEWARD_ALIGNMENT_AUDIT_20260706T063651/VISIBLE_SIBLING_WAKE_AND_ROUTE_RECORD.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C7FB_R6_R3_OLDB_ALIGNMENT_BATCH_ACTUAL_COMMITTED_FILES_MANIFEST_20260706.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C7FB_R6_R3_OLDB_ALIGNMENT_BATCH_ACTUAL_COMMITTED_FILES_SHA256SUMS_20260706.txt","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C7FB_R6_R3_OLDB_ALIGNMENT_BATCH_UPLOAD_AUDIT_20260706.md","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706.md","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/MANIFEST.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/MANIFEST.json","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/README.md","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/SHA256SUMS.txt","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/b3/B3_ROUTE.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/blockers/R6_PRIORITY_RECOVERY_DECISIONS_AFTER_LIVE_RETRY_20260706.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/ledgers/R6_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LIVE_RETRY_20260706.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/ledgers/R6_SOURCE_GATED_SCAFFOLD_CARRY_FORWARD_AFTER_LIVE_RETRY_20260706.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/live-retry/LOCAL_HTTP_HEAD_RETRY_RESULTS_20260706.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/live-retry/WEB_VISIBLE_OFFICIAL_ROUTE_EVIDENCE_20260706.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/logs/LOGBOOK_EXCERPT_20260706.md","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_SIGN_ACCESS_SOURCE_WITNESS_SEPARATION_20260706.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
"changed_path","c7fb7e644e04102b67cc5da379ba9d4226feaef8..212dfb1c7728f7c23274714434aa35d590e1aab7","","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/verification/INPUT_SHA_VERIFICATION_RESULTS.csv","sibling_or_b3_context","no direct R7 source-body change; method/B3 context only","record as branch-context carry-forward; no draft promotion"
