"branch_head_active","previous_branch_head","carry_forward_type","direct_r7_body_change_at_212dfb","branch_effect","c7fb_delta_direct_r7_body_change","c7fb_delta_effect","held_row_id","source_witness_row_id","source_language","source_title","source_role_label","status_bucket","package_relative_path","reason_not_translation_evidence","next_recovery_action","authority_boundary"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","comparator/title/route/source-return held rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-BS-SINGAPORE-CTX-01","BS-SINGAPORE-CTX-01","Singapore","singapore_nie_language_matters_mathematics_2019","route_context_body_not_translation_authority","route-context-held","bodies/route_context_body_not_translation_authority/BS-SINGAPORE-CTX-01__singapore_nie_language_matters_mathematics_2019.pdf","route-context only; exact target-language higher-algebra source gate missing","recover literal target-language higher-algebra source body or official provenance page; keep out of draft support until gate closes","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","comparator/title/route/source-return held rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-BS-BRUNEI-DBP-GAP-01","BS-BRUNEI-DBP-GAP-01","Brunei","www.dbp.gov.bn_Jalinan_20Kerjasama_Majlis_20Bahasa_20Brunei_20Darussalam_20Indonesia_20Malaysia.aspx","gap_no_body_not_copied","gap-no-body-blocked","","gap/no body not copied","recover literal target-language higher-algebra source body or official provenance page; keep out of draft support until gate closes","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","comparator/title/route/source-return held rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-BS-BRUNEI-MOE-01","BS-BRUNEI-MOE-01","Brunei","brunei_moe_curriculum_development_department","route_context_body_not_translation_authority","route-context-held","bodies/route_context_body_not_translation_authority/BS-BRUNEI-MOE-01__brunei_moe_curriculum_development_department.html","route-context only; exact target-language higher-algebra source gate missing","recover literal target-language higher-algebra source body or official provenance page; keep out of draft support until gate closes","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","comparator/title/route/source-return held rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-BS-BRUNEI-MOE-02","BS-BRUNEI-MOE-02","Brunei","brunei_moe_spn21_english","route_context_body_not_translation_authority","route-context-held","bodies/route_context_body_not_translation_authority/BS-BRUNEI-MOE-02__brunei_moe_spn21_english.pdf","route-context only; exact target-language higher-algebra source gate missing","recover literal target-language higher-algebra source body or official provenance page; keep out of draft support until gate closes","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","comparator/title/route/source-return held rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-BS-BRUNEI-MOE-03","BS-BRUNEI-MOE-03","Brunei","brunei_moe_spn21_malay","route_context_body_not_translation_authority","route-context-held","bodies/route_context_body_not_translation_authority/BS-BRUNEI-MOE-03__brunei_moe_spn21_malay.pdf","route-context only; exact target-language higher-algebra source gate missing","recover literal target-language higher-algebra source body or official provenance page; keep out of draft support until gate closes","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","comparator/title/route/source-return held rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-BS-SINGAPORE-MOE-01","BS-SINGAPORE-MOE-01","Singapore","singapore_moe_approved_textbook_list","route_context_body_not_translation_authority","route-context-held","bodies/route_context_body_not_translation_authority/BS-SINGAPORE-MOE-01__singapore_moe_approved_textbook_list.html","route-context only; exact target-language higher-algebra source gate missing","recover literal target-language higher-algebra source body or official provenance page; keep out of draft support until gate closes","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","comparator/title/route/source-return held rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-BS-SINGAPORE-SEAB-01","BS-SINGAPORE-SEAB-01","Singapore","singapore_seab_2027_sec_g3_syllabuses","route_context_body_not_translation_authority","route-context-held","bodies/route_context_body_not_translation_authority/BS-SINGAPORE-SEAB-01__singapore_seab_2027_sec_g3_syllabuses.html","route-context only; exact target-language higher-algebra source gate missing","recover literal target-language higher-algebra source body or official provenance page; keep out of draft support until gate closes","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","comparator/title/route/source-return held rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-BS-SINGAPORE-SEAB-02","BS-SINGAPORE-SEAB-02","Singapore","singapore_seab_gce_o_school_candidates","route_context_body_not_translation_authority","route-context-held","bodies/route_context_body_not_translation_authority/BS-SINGAPORE-SEAB-02__singapore_seab_gce_o_school_candidates.html","route-context only; exact target-language higher-algebra source gate missing","recover literal target-language higher-algebra source body or official provenance page; keep out of draft support until gate closes","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","comparator/title/route/source-return held rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-BS-SINGAPORE-SEAB-03","BS-SINGAPORE-SEAB-03","Singapore","singapore_seab_ast_workshops","route_context_body_not_translation_authority","route-context-held","bodies/route_context_body_not_translation_authority/BS-SINGAPORE-SEAB-03__singapore_seab_ast_workshops.html","route-context only; exact target-language higher-algebra source gate missing","recover literal target-language higher-algebra source body or official provenance page; keep out of draft support until gate closes","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","comparator/title/route/source-return held rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-COMP-MABBIM-01","COMP-MABBIM-01","MABBIM_Malaysia_DBP","malaysia_dbp_prpm_istilah_mabbim_math_sample","comparator_only_body_not_translation_authority","comparator-only-held","bodies/comparator_only_body_not_translation_authority/COMP-MABBIM-01__malaysia_dbp_prpm_istilah_mabbim_math_sample.html","comparator-only; may support recovery/search but not translation authority","keep held label; do not promote","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","comparator/title/route/source-return held rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-SEA-SRC-PKG-01","SEA-SRC-PKG-01","Philippine","imperial_kochmar_2023_basahacorpus_central_philippine_readability_arxiv_source","source_package_context_body_not_math_authority","source-package-context-held","bodies/source_package_context_body_not_math_authority/SEA-SRC-PKG-01__imperial_kochmar_2023_basahacorpus_central_philippine_readability_arxiv_source.tar","source-use review required","keep held label; do not promote","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","comparator/title/route/source-return held rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-SEA-SRC-PKG-02","SEA-SRC-PKG-02","Southeast_Asian_languages","lovenia_et_al_2024_seacrowd_southeast_asian_languages_arxiv_source","source_package_context_body_not_math_authority","source-package-context-held","bodies/source_package_context_body_not_math_authority/SEA-SRC-PKG-02__lovenia_et_al_2024_seacrowd_southeast_asian_languages_arxiv_source.tar","source-use review required","keep held label; do not promote","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","comparator/title/route/source-return held rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-SEA-FIL-TAG-01","SEA-FIL-TAG-01","Filipino_Tagalog_Ilocano","filipino_g10_math_glossary_pdf","source_return_body_requires_exact_topic_gate","source-return-held-needs-topic-gate","bodies/source_return_body_requires_exact_topic_gate/SEA-FIL-TAG-01__filipino_g10_math_glossary_pdf.pdf","source-return body requires exact topic/language gate","recover literal target-language higher-algebra source body or official provenance page; keep out of draft support until gate closes","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","comparator/title/route/source-return held rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-SEA-FIL-TAG-02","SEA-FIL-TAG-02","Tagalog","tagalog_grades6_8_math_glossary_pdf","source_return_body_requires_exact_topic_gate","source-return-held-needs-topic-gate","bodies/source_return_body_requires_exact_topic_gate/SEA-FIL-TAG-02__tagalog_grades6_8_math_glossary_pdf.pdf","source-return body requires exact topic/language gate","recover literal target-language higher-algebra source body or official provenance page; keep out of draft support until gate closes","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","comparator/title/route/source-return held rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-SEA-CEB-01","SEA-CEB-01","Cebuano","cebuano_deped_math1_unit1","source_return_body_requires_exact_topic_gate","source-return-held-needs-topic-gate","bodies/source_return_body_requires_exact_topic_gate/SEA-CEB-01__cebuano_deped_math1_unit1.html","source-return body requires exact topic/language gate","recover literal target-language higher-algebra source body or official provenance page; keep out of draft support until gate closes","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","comparator/title/route/source-return held rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-SEA-CEB-02","SEA-CEB-02","Cebuano","cebuano_deped_math2_unit1","source_return_body_requires_exact_topic_gate","source-return-held-needs-topic-gate","bodies/source_return_body_requires_exact_topic_gate/SEA-CEB-02__cebuano_deped_math2_unit1.html","source-return body requires exact topic/language gate","recover literal target-language higher-algebra source body or official provenance page; keep out of draft support until gate closes","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","comparator/title/route/source-return held rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-SEA-HIL-01","SEA-HIL-01","Hiligaynon","hiligaynon_deped_math_list_match","source_return_body_requires_exact_topic_gate","source-return-held-needs-topic-gate","bodies/source_return_body_requires_exact_topic_gate/SEA-HIL-01__hiligaynon_deped_math_list_match.html","source-return body requires exact topic/language gate","recover literal target-language higher-algebra source body or official provenance page; keep out of draft support until gate closes","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","comparator/title/route/source-return held rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-SEA-WAR-01","SEA-WAR-01","Waray","waray_math_medium_context_pdf","source_return_body_requires_exact_topic_gate","source-return-held-needs-topic-gate","bodies/source_return_body_requires_exact_topic_gate/SEA-WAR-01__waray_math_medium_context_pdf.pdf","source-return body requires exact topic/language gate","recover literal target-language higher-algebra source body or official provenance page; keep out of draft support until gate closes","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","comparator/title/route/source-return held rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-SEA-ILO-01","SEA-ILO-01","Ilokano","ilokano_math_competence_context","source_return_body_requires_exact_topic_gate","source-return-held-needs-topic-gate","bodies/source_return_body_requires_exact_topic_gate/SEA-ILO-01__ilokano_math_competence_context.html","source-return body requires exact topic/language gate","recover literal target-language higher-algebra source body or official provenance page; keep out of draft support until gate closes","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","comparator/title/route/source-return held rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-SEA-BIK-01","SEA-BIK-01","Bikol","bikol_deped_language_material_context","source_return_body_requires_exact_topic_gate","source-return-held-needs-topic-gate","bodies/source_return_body_requires_exact_topic_gate/SEA-BIK-01__bikol_deped_language_material_context.html","source-return body requires exact topic/language gate","recover literal target-language higher-algebra source body or official provenance page; keep out of draft support until gate closes","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","comparator/title/route/source-return held rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-SEA-LAO-01","SEA-LAO-01","Lao","lao_jica_primary_math_page","source_return_body_requires_exact_topic_gate","source-return-held-needs-topic-gate","bodies/source_return_body_requires_exact_topic_gate/SEA-LAO-01__lao_jica_primary_math_page.html","source-return body requires exact topic/language gate","recover literal target-language higher-algebra source body or official provenance page; keep out of draft support until gate closes","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","comparator/title/route/source-return held rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-SEA-LAO-02","SEA-LAO-02","Lao","lao_learningpassport_high_school_math","source_return_body_requires_exact_topic_gate","source-return-held-needs-topic-gate","bodies/source_return_body_requires_exact_topic_gate/SEA-LAO-02__lao_learningpassport_high_school_math.html","source-return body requires exact topic/language gate","recover literal target-language higher-algebra source body or official provenance page; keep out of draft support until gate closes","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","comparator/title/route/source-return held rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-SEA-SHAN-01","SEA-SHAN-01","Shan","shan_grade5_text_context","source_return_body_requires_exact_topic_gate","source-return-held-needs-topic-gate","bodies/source_return_body_requires_exact_topic_gate/SEA-SHAN-01__shan_grade5_text_context.html","source-return body requires exact topic/language gate","recover literal target-language higher-algebra source body or official provenance page; keep out of draft support until gate closes","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","comparator/title/route/source-return held rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-SEA-ZHUANG-GAP-01","SEA-ZHUANG-GAP-01","Zhuang","www.google.com_search_q_Zhuang+language+mathematics+textbook+PDF+mathematics+terminology","gap_no_body_not_copied","gap-no-body-blocked","","gap/no body not copied","recover literal target-language higher-algebra source body or official provenance page; keep out of draft support until gate closes","held/non-translation-evidence; no accepted terminology or gate promotion"
