"recovery_id","branch_head_active","source_witness_row_id","source_language","source_use_label","current_gap","branch_path","local_path","next_action","boundary"
"R7-212DFB-RECOVER-REC-C2-ID-CONTRAVARIAN-UNDIP-01","212dfb1c7728f7c23274714434aa35d590e1aab7","REC-C2-ID-CONTRAVARIAN-UNDIP-01","Indonesian","native-source-body","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/bodies/source_gated_draft_support_body/REC-C2-ID-CONTRAVARIAN-UNDIP-01__undip_fungtor_kontravarian_kategori_abelian.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\bodies\source_gated_draft_support_body\REC-C2-ID-CONTRAVARIAN-UNDIP-01__undip_fungtor_kontravarian_kategori_abelian.pdf","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-REC-C2-ID-DIRECTSUM-ITB-01","212dfb1c7728f7c23274714434aa35d590e1aab7","REC-C2-ID-DIRECTSUM-ITB-01","Indonesian","native-source-body","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/bodies/source_gated_draft_support_body/REC-C2-ID-DIRECTSUM-ITB-01__itb_bab2_aljabar_modul_kategori.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\bodies\source_gated_draft_support_body\REC-C2-ID-DIRECTSUM-ITB-01__itb_bab2_aljabar_modul_kategori.pdf","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-REC-C2-ID-DIRECTSUM-UNILA-01","212dfb1c7728f7c23274714434aa35d590e1aab7","REC-C2-ID-DIRECTSUM-UNILA-01","Indonesian","native-source-body","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/bodies/source_gated_draft_support_body/REC-C2-ID-DIRECTSUM-UNILA-01__unila_isomorfisma_jumlah_langsung.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\bodies\source_gated_draft_support_body\REC-C2-ID-DIRECTSUM-UNILA-01__unila_isomorfisma_jumlah_langsung.pdf","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-REC-C2-ID-ELEMDIV-ITB-BAB3-01","212dfb1c7728f7c23274714434aa35d590e1aab7","REC-C2-ID-ELEMDIV-ITB-BAB3-01","Indonesian","native-source-body","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/bodies/source_gated_draft_support_body/REC-C2-ID-ELEMDIV-ITB-BAB3-01__itb_bab3_gelanggang_pembagi_elementer.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\bodies\source_gated_draft_support_body\REC-C2-ID-ELEMDIV-ITB-BAB3-01__itb_bab3_gelanggang_pembagi_elementer.pdf","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-REC-C2-ID-INVARIANT-UKITORAJA-01","212dfb1c7728f7c23274714434aa35d590e1aab7","REC-C2-ID-INVARIANT-UKITORAJA-01","Indonesian","native-source-body","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/bodies/source_return_body_requires_exact_topic_gate/REC-C2-ID-INVARIANT-UKITORAJA-01__uki_toraja_aljabar_abstrak.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\bodies\source_return_body_requires_exact_topic_gate\REC-C2-ID-INVARIANT-UKITORAJA-01__uki_toraja_aljabar_abstrak.pdf","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-REC-KHMER-KOSALMATH-HTML-01","212dfb1c7728f7c23274714434aa35d590e1aab7","REC-KHMER-KOSALMATH-HTML-01","Khmer;English","native-source-body","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/bodies/source_return_body_requires_exact_topic_gate/REC-KHMER-KOSALMATH-HTML-01__kosalmath_eng_khm_mathematics_lexicon.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\bodies\source_return_body_requires_exact_topic_gate\REC-KHMER-KOSALMATH-HTML-01__kosalmath_eng_khm_mathematics_lexicon.html","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-REC-KHMER-KOSALMATH-PDF-01","212dfb1c7728f7c23274714434aa35d590e1aab7","REC-KHMER-KOSALMATH-PDF-01","Khmer;English","native-source-body","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/bodies/source_return_body_requires_exact_topic_gate/REC-KHMER-KOSALMATH-PDF-01__mathematics_terms_english_khmer.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\bodies\source_return_body_requires_exact_topic_gate\REC-KHMER-KOSALMATH-PDF-01__mathematics_terms_english_khmer.pdf","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-REC-KHMER-MATHDICT-HTML-01","212dfb1c7728f7c23274714434aa35d590e1aab7","REC-KHMER-MATHDICT-HTML-01","Khmer;English","native-source-body","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/bodies/source_return_body_requires_exact_topic_gate/REC-KHMER-MATHDICT-HTML-01__mathdict_english_khmer_online.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\bodies\source_return_body_requires_exact_topic_gate\REC-KHMER-MATHDICT-HTML-01__mathdict_english_khmer_online.html","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-REC-C2-ID-ELEMDIV-UNG-TOC-01","212dfb1c7728f7c23274714434aa35d590e1aab7","REC-C2-ID-ELEMDIV-UNG-TOC-01","Indonesian","native-source-body","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/bodies/title_listing_body_not_translation_authority/REC-C2-ID-ELEMDIV-UNG-TOC-01__ung_proceedings_toc_pembagi_elementer.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\bodies\title_listing_body_not_translation_authority\REC-C2-ID-ELEMDIV-UNG-TOC-01__ung_proceedings_toc_pembagi_elementer.pdf","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-R7-20260706-AUDIT-MD","212dfb1c7728f7c23274714434aa35d590e1aab7","R7-20260706-AUDIT-MD","generated English support artifact over Malay/Indonesian/SEA-Pacific source package","generated-draft","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/generated-draft/non-canonical/NOETHER_R7_20260706_GOAL_SYNC_MUTUAL_WATCH_SOURCE_BODY_AUDIT.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\generated-draft\non-canonical\NOETHER_R7_20260706_GOAL_SYNC_MUTUAL_WATCH_SOURCE_BODY_AUDIT.md","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-R7-GENDRAFT-CSV-20260705","212dfb1c7728f7c23274714434aa35d590e1aab7","R7-GENDRAFT-CSV-20260705","generated English/Malay/Indonesian support, source-gated by package native bodies","generated-draft","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/generated-draft/non-canonical/NOETHER_R7_ACTIVE_SUFFICIENT_ROW_DRAFT_SUPPORT_20260705.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\generated-draft\non-canonical\NOETHER_R7_ACTIVE_SUFFICIENT_ROW_DRAFT_SUPPORT_20260705.csv","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-R7-GENDRAFT-MD-20260705","212dfb1c7728f7c23274714434aa35d590e1aab7","R7-GENDRAFT-MD-20260705","generated English/Malay/Indonesian support, source-gated by package native bodies","generated-draft","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/generated-draft/non-canonical/NOETHER_R7_ACTIVE_SUFFICIENT_ROW_DRAFT_SUPPORT_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\generated-draft\non-canonical\NOETHER_R7_ACTIVE_SUFFICIENT_ROW_DRAFT_SUPPORT_20260705.md","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-R7-C2-CONTRA-ELEMDIV-MICRO-MD-20260705","212dfb1c7728f7c23274714434aa35d590e1aab7","R7-C2-CONTRA-ELEMDIV-MICRO-MD-20260705","generated English/Indonesian support tied to REC-C2-ID-CONTRAVARIAN-UNDIP-01 and REC-C2-ID-ELEMDIV-ITB-BAB3-01","generated-draft","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/generated-draft/non-canonical/NOETHER_R7_C2_CONTRAVARIANT_ELEMDIV_MICRO_PRETRANSLATION_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\generated-draft\non-canonical\NOETHER_R7_C2_CONTRAVARIANT_ELEMDIV_MICRO_PRETRANSLATION_20260705.md","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-R7-C2-CONTRA-ELEMDIV-MICRO-CSV-20260705","212dfb1c7728f7c23274714434aa35d590e1aab7","R7-C2-CONTRA-ELEMDIV-MICRO-CSV-20260705","generated English/Indonesian support tied to REC-C2-ID-CONTRAVARIAN-UNDIP-01 and REC-C2-ID-ELEMDIV-ITB-BAB3-01","generated-draft","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/generated-draft/non-canonical/NOETHER_R7_C2_CONTRAVARIANT_ELEMDIV_MICRO_PRETRANSLATION_ROWS_20260705.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\generated-draft\non-canonical\NOETHER_R7_C2_CONTRAVARIANT_ELEMDIV_MICRO_PRETRANSLATION_ROWS_20260705.csv","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-R7-C2-DIRECTSUM-MICRO-MD-20260705","212dfb1c7728f7c23274714434aa35d590e1aab7","R7-C2-DIRECTSUM-MICRO-MD-20260705","generated English/Indonesian support tied to REC-C2-ID-DIRECTSUM-ITB-01 and REC-C2-ID-DIRECTSUM-UNILA-01","generated-draft","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/generated-draft/non-canonical/NOETHER_R7_C2_DIRECT_SUM_MICRO_PRETRANSLATION_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\generated-draft\non-canonical\NOETHER_R7_C2_DIRECT_SUM_MICRO_PRETRANSLATION_20260705.md","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-R7-C2-DIRECTSUM-MICRO-CSV-20260705","212dfb1c7728f7c23274714434aa35d590e1aab7","R7-C2-DIRECTSUM-MICRO-CSV-20260705","generated English/Indonesian support tied to REC-C2-ID-DIRECTSUM-ITB-01 and REC-C2-ID-DIRECTSUM-UNILA-01","generated-draft","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/generated-draft/non-canonical/NOETHER_R7_C2_DIRECT_SUM_MICRO_PRETRANSLATION_ROWS_20260705.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\generated-draft\non-canonical\NOETHER_R7_C2_DIRECT_SUM_MICRO_PRETRANSLATION_ROWS_20260705.csv","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-R7-C2-FILL-MD-20260705","212dfb1c7728f7c23274714434aa35d590e1aab7","R7-C2-FILL-MD-20260705","generated English/Malay/Indonesian support, source-gated by package native bodies","generated-draft","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/generated-draft/non-canonical/NOETHER_R7_C2_MALAY_INDONESIAN_SOURCE_GATED_FILL_PASS_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\generated-draft\non-canonical\NOETHER_R7_C2_MALAY_INDONESIAN_SOURCE_GATED_FILL_PASS_20260705.md","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-R7-C2-FILL-CSV-20260705","212dfb1c7728f7c23274714434aa35d590e1aab7","R7-C2-FILL-CSV-20260705","generated English/Malay/Indonesian support, source-gated by package native bodies","generated-draft","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/generated-draft/non-canonical/NOETHER_R7_C2_MALAY_INDONESIAN_SOURCE_GATED_FILL_ROWS_20260705.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\generated-draft\non-canonical\NOETHER_R7_C2_MALAY_INDONESIAN_SOURCE_GATED_FILL_ROWS_20260705.csv","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-R7-GENDRAFT-PRETR-MD-20260705","212dfb1c7728f7c23274714434aa35d590e1aab7","R7-GENDRAFT-PRETR-MD-20260705","generated English/Malay/Indonesian support, source-gated by package native bodies","generated-draft","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/generated-draft/non-canonical/NOETHER_R7_FABLE_SOURCE_GATED_PRETRANSLATION_EXPANSION_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\generated-draft\non-canonical\NOETHER_R7_FABLE_SOURCE_GATED_PRETRANSLATION_EXPANSION_20260705.md","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-R7-GENDRAFT-PRETR-CSV-20260705","212dfb1c7728f7c23274714434aa35d590e1aab7","R7-GENDRAFT-PRETR-CSV-20260705","generated English/Malay/Indonesian support, source-gated by package native bodies","generated-draft","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/generated-draft/non-canonical/NOETHER_R7_FABLE_SOURCE_GATED_PRETRANSLATION_EXPANSION_ROWS_20260705.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\generated-draft\non-canonical\NOETHER_R7_FABLE_SOURCE_GATED_PRETRANSLATION_EXPANSION_ROWS_20260705.csv","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-R7-20260706-MUTUAL-WATCH-CSV","212dfb1c7728f7c23274714434aa35d590e1aab7","R7-20260706-MUTUAL-WATCH-CSV","generated English support artifact over Malay/Indonesian/SEA-Pacific source package","generated-draft","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/generated-draft/non-canonical/NOETHER_R7_MUTUAL_WATCH_WAKE_LOG_20260706.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\generated-draft\non-canonical\NOETHER_R7_MUTUAL_WATCH_WAKE_LOG_20260706.csv","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-R7-REMAINING-CLASSIFICATION-CSV-20260705","212dfb1c7728f7c23274714434aa35d590e1aab7","R7-REMAINING-CLASSIFICATION-CSV-20260705","generated English classification ledger over Malay/Indonesian/SEA-Pacific source bodies","generated-draft","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/generated-draft/non-canonical/NOETHER_R7_REMAINING_ROWS_CLASSIFICATION_20260705.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\generated-draft\non-canonical\NOETHER_R7_REMAINING_ROWS_CLASSIFICATION_20260705.csv","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-R7-REMAINING-CLASSIFICATION-MD-20260705","212dfb1c7728f7c23274714434aa35d590e1aab7","R7-REMAINING-CLASSIFICATION-MD-20260705","generated English classification ledger over Malay/Indonesian/SEA-Pacific source bodies","generated-draft","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/generated-draft/non-canonical/NOETHER_R7_REMAINING_ROWS_CLASSIFICATION_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\generated-draft\non-canonical\NOETHER_R7_REMAINING_ROWS_CLASSIFICATION_20260705.md","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-R7-20260706-BODY-COUNTS-CSV","212dfb1c7728f7c23274714434aa35d590e1aab7","R7-20260706-BODY-COUNTS-CSV","generated English support artifact over Malay/Indonesian/SEA-Pacific source package","generated-draft","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/generated-draft/non-canonical/NOETHER_R7_SOURCE_BODY_BODY_COUNTS_20260706.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\generated-draft\non-canonical\NOETHER_R7_SOURCE_BODY_BODY_COUNTS_20260706.csv","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-R7-20260706-UPLOAD-QUEUE-CSV","212dfb1c7728f7c23274714434aa35d590e1aab7","R7-20260706-UPLOAD-QUEUE-CSV","generated English support artifact over Malay/Indonesian/SEA-Pacific source package","generated-draft","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/generated-draft/non-canonical/NOETHER_R7_SOURCE_BODY_UPLOAD_QUEUE_20260706.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\generated-draft\non-canonical\NOETHER_R7_SOURCE_BODY_UPLOAD_QUEUE_20260706.csv","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-","212dfb1c7728f7c23274714434aa35d590e1aab7","","","","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/generated-draft/non-canonical/README.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\generated-draft\non-canonical\README.md","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-","212dfb1c7728f7c23274714434aa35d590e1aab7","","","","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/LOGBOOK_EXCERPT.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\LOGBOOK_EXCERPT.md","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-","212dfb1c7728f7c23274714434aa35d590e1aab7","","","","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/MANIFEST.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\MANIFEST.csv","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-","212dfb1c7728f7c23274714434aa35d590e1aab7","","","","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/README.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\README.md","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-","212dfb1c7728f7c23274714434aa35d590e1aab7","","","","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/SHA256SUMS.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\SHA256SUMS.txt","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-","212dfb1c7728f7c23274714434aa35d590e1aab7","","","","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/SOURCE_USE_LABELS.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\SOURCE_USE_LABELS.md","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
"R7-212DFB-RECOVER-","212dfb1c7728f7c23274714434aa35d590e1aab7","","","","local_payload_only_not_branch_visible","language-source-bodies/r7-malay-sea-pacific-20260705/support/PACKAGE_SUMMARY.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\language-source-bodies\malay-sea-pacific\support\PACKAGE_SUMMARY.json","B3 upload/copy local workcycle5 body preserving row label","recovery/gap row; no draft promotion unless source body/hash/use gate closes"
