"branch_head_active","previous_branch_head","carry_forward_type","direct_r7_body_change_at_212dfb","branch_effect","c7fb_delta_direct_r7_body_change","c7fb_delta_effect","ledger_id","row_id","ledger_type","allowed_use","blocked_or_adverse_use","source_context","status","boundary"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-MI-ID-GLOS-02","MI-ID-GLOS-02","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: official_repository_timed_out_mirror_only_not_proof_prose","comparator_only_body_not_translation_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-MI-MY-GLOS-01","MI-MY-GLOS-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: terminology_glossary_not_proof_prose","comparator_only_body_not_translation_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-MI-MY-GLOS-02","MI-MY-GLOS-02","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: terminology_glossary_not_proof_prose","comparator_only_body_not_translation_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-MI-MY-PRPM-01","MI-MY-PRPM-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: search_result_only_not_exact_adoption_or_translation_authority","comparator_only_body_not_translation_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-MI-MY-PRPM-02","MI-MY-PRPM-02","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: search_result_only_not_exact_adoption_or_translation_authority","comparator_only_body_not_translation_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-MI-MY-PRPM-03","MI-MY-PRPM-03","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: search_result_only_not_exact_adoption_or_translation_authority","comparator_only_body_not_translation_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-MI-MY-PRPM-04","MI-MY-PRPM-04","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: search_result_only_not_exact_adoption_or_translation_authority","comparator_only_body_not_translation_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-BS-BRUNEI-CTX-01","BS-BRUNEI-CTX-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: not_mathematics_or_algebra_terminology_authority","route_context_body_not_translation_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-BS-BRUNEI-CTX-02","BS-BRUNEI-CTX-02","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: not_algebra_terminology_authority","route_context_body_not_translation_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-BS-SINGAPORE-CTX-01","BS-SINGAPORE-CTX-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: not_Malay_algebra_terminology_authority","route_context_body_not_translation_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-BS-BRUNEI-DBP-GAP-01","BS-BRUNEI-DBP-GAP-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: TLS_hostname_mismatch_no_exact_math_content","gap_no_body_not_copied","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-BS-BRUNEI-MOE-01","BS-BRUNEI-MOE-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: no_exact_Malay_algebra_or_term_content","route_context_body_not_translation_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-BS-BRUNEI-MOE-02","BS-BRUNEI-MOE-02","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: no_exact_Malay_algebra_or_term_content","route_context_body_not_translation_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-BS-BRUNEI-MOE-03","BS-BRUNEI-MOE-03","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: no_exact_higher_algebra_or_term_content","route_context_body_not_translation_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
