manifest_id,language_code,script,language_group,source_body_class,source_kind,original_path,package_relative_path,sha256,bytes,duplicate_of_manifest_id,license_access_signal,topic_tags,provenance_note,separation_note,false_output_guard,created_utc
S06-RTL-0011,ar,Arab,arabic,native_source_body,mediawiki-wikitext-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T023000Z_arabic_mediawiki_source_text_probe\downloads\حلقة__رياضيات__oldid_75116766.wiki.txt,native-source-bodies\ar\0011_حلقة__رياضيات__oldid_75116766.wiki.txt,ccf371c68549d7590de25003fcc6d3a7c9961b999d4338277ccda83193298227,6595,,open-web-wiki-source-url-captured-license-not-revalidated-here,ring-module-field-noetherian;wiki-source;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0012,ar,Arab,arabic,native_source_body,mediawiki-wikitext-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T023000Z_arabic_mediawiki_source_text_probe\downloads\حلقية__رياضيات__oldid_75116824.wiki.txt,native-source-bodies\ar\0012_حلقية__رياضيات__oldid_75116824.wiki.txt,8b5519d05f1b4000ac695d03f717600167e2ca5b93555d243b90b9145a1d1504,2793,,open-web-wiki-source-url-captured-license-not-revalidated-here,ring-module-field-noetherian;wiki-source;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0013,ar,Arab,arabic,native_source_body,mediawiki-wikitext-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T023000Z_arabic_mediawiki_source_text_probe\downloads\زمرة__رياضيات__oldid_75199155.wiki.txt,native-source-bodies\ar\0013_زمرة__رياضيات__oldid_75199155.wiki.txt,9ee18cbe01dd2845b3e248e4fd3bf1f6863d2cdf7d815582b7a17d66f84124e0,101653,,open-web-wiki-source-url-captured-license-not-revalidated-here,ring-module-field-noetherian;wiki-source;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0014,ar,Arab,arabic,native_source_body,mediawiki-wikitext-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T023000Z_arabic_mediawiki_source_text_probe\downloads\شباه_oldid_75235422.wiki.txt,native-source-bodies\ar\0014_شباه_oldid_75235422.wiki.txt,148178221b31f83f8b1e7c6c0a1f0844d7980e41dd476d99df2ae7ac88e5d91c,4103,,open-web-wiki-source-url-captured-license-not-revalidated-here,ring-module-field-noetherian;wiki-source;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0015,ar,Arab,arabic,native_source_body,mediawiki-wikitext-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T023000Z_arabic_mediawiki_source_text_probe\downloads\نظرية_الزمر_oldid_75472653.wiki.txt,native-source-bodies\ar\0015_نظرية_الزمر_oldid_75472653.wiki.txt,f1d1832f54a86de26b36c07a2d73fcb313aa5c37912c0b3d2f5782808319b513,13238,,open-web-wiki-source-url-captured-license-not-revalidated-here,ring-module-field-noetherian;wiki-source;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0016,ar,Arab,arabic,native_source_body,mediawiki-wikitext-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T030500Z_arabic_wikibooks_source_text_probe\downloads\جبر_oldid_217433.wiki.txt,native-source-bodies\ar\0016_جبر_oldid_217433.wiki.txt,9c0ee62a2f9f4491469eaf86aaa8b083f3716e46dd8fbe5f6f2b0325e8046e8a,2158,,open-web-wiki-source-url-captured-license-not-revalidated-here,ring-module-field-noetherian;wiki-source;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0017,ar,Arab,arabic,native_source_body,mediawiki-wikitext-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T030500Z_arabic_wikibooks_source_text_probe\downloads\جبر_جبر_تجريدي_oldid_214163.wiki.txt,native-source-bodies\ar\0017_جبر_جبر_تجريدي_oldid_214163.wiki.txt,65b881e25f0e82c83f791883d77f5880615e15ef8c213282d2b181d0603e9dbc,2732,,open-web-wiki-source-url-captured-license-not-revalidated-here,ring-module-field-noetherian;wiki-source;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0018,ar,Arab,arabic,native_source_body,mediawiki-wikitext-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T030500Z_arabic_wikibooks_source_text_probe\downloads\جبر_جبر_تجريدي_حلقات_oldid_214164.wiki.txt,native-source-bodies\ar\0018_جبر_جبر_تجريدي_حلقات_oldid_214164.wiki.txt,2de49f2e7947596748849e6fd1afecad26a436b6cba8f642b55b8d669d5e12cc,373,,open-web-wiki-source-url-captured-license-not-revalidated-here,ring-module-field-noetherian;wiki-source;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0019,ar,Arab,arabic,native_source_body,mediawiki-wikitext-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T030500Z_arabic_wikibooks_source_text_probe\downloads\جبر_جبر_خطي_oldid_224129.wiki.txt,native-source-bodies\ar\0019_جبر_جبر_خطي_oldid_224129.wiki.txt,de953f95c0c6d8a2ed892d2d1f0999a61bd452f31511b2a27ab862cfc8d8092c,442,,open-web-wiki-source-url-captured-license-not-revalidated-here,ring-module-field-noetherian;wiki-source;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0020,ar,Arab,arabic,native_source_body,mediawiki-wikitext-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T030500Z_arabic_wikibooks_source_text_probe\downloads\جبر_جبر_خطي_المصفوفات_oldid_97873.wiki.txt,native-source-bodies\ar\0020_جبر_جبر_خطي_المصفوفات_oldid_97873.wiki.txt,f1fadb95a074728bf7b5c6a03468eefd63ba000be75a9be4302b2cd3479fc87e,3060,,open-web-wiki-source-url-captured-license-not-revalidated-here,ring-module-field-noetherian;wiki-source;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0021,ar,Arab,arabic,native_source_body,mediawiki-wikitext-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T030500Z_arabic_wikibooks_source_text_probe\downloads\جبر_جبر_خطي_جملة_المعادلات_الخطية_oldid_210610.wiki.txt,native-source-bodies\ar\0021_جبر_جبر_خطي_جملة_المعادلات_الخطية_oldid_210610.wiki.txt,1c42729d36326eaae4f8c528d26b9777d61a0dcd87840ffb6ceb295ba4fd72dc,3696,,open-web-wiki-source-url-captured-license-not-revalidated-here,ring-module-field-noetherian;wiki-source;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0022,ar,Arab,arabic,native_source_body,mediawiki-wikitext-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T030500Z_arabic_wikibooks_source_text_probe\downloads\جبر_جبر_خطي_فضاءات_شعاعية_oldid_97875.wiki.txt,native-source-bodies\ar\0022_جبر_جبر_خطي_فضاءات_شعاعية_oldid_97875.wiki.txt,e4bbd32f0e8122cc11841f4bbb9966e1093d7dec96fbfaa8d768105a5744c542,737,,open-web-wiki-source-url-captured-license-not-revalidated-here,ring-module-field-noetherian;wiki-source;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0023,ar,Arab,arabic,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T035500Z_arabic_official_pdf_probe\downloads\damascus_algebraic_structures_2_ring_theory.first5.txt,ocr-witnesses\ar\0023_damascus_algebraic_structures_2_ring_theory.first5.txt,fa3d4be433af17bd5aa5b8bb09c39c3554b9c1ee58be15e60396a726f62535bc,3754,,institutional-public-access-signal-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0024,ar,Arab,arabic,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T035500Z_arabic_official_pdf_probe\downloads\damascus_algebraic_structures_2_ring_theory.pdf,native-source-bodies\ar\0024_damascus_algebraic_structures_2_ring_theory.pdf,b24697bd24d75073246e781402c6316104372f445d1eee6e54e675a08af2c1f2,5873273,,institutional-public-access-signal-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0025,ar,Arab,arabic,native_source_body,html-web-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T035500Z_arabic_official_pdf_probe\downloads\damascus_ring_theory_metadata.html,native-source-bodies\ar\0025_damascus_ring_theory_metadata.html,7f6b635dd179b309b32d0771399fd517570f9da17beb3cc6010c58ce74ab5887,547664,,institutional-public-access-signal-license-not-cleared-here,ring-module-field-noetherian;course-bibliographic-or-metadata,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0026,ar,Arab,arabic,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T035500Z_arabic_official_pdf_probe\downloads\ksu_group_theory_course_spec.first5.txt,ocr-witnesses\ar\0026_ksu_group_theory_course_spec.first5.txt,d21790756752c4b87495924a46104a66ddf7f97d692953b59a4218e5c47403a1,7952,,institutional-public-access-signal-license-not-cleared-here,ring-module-field-noetherian;course-bibliographic-or-metadata,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0027,ar,Arab,arabic,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T035500Z_arabic_official_pdf_probe\downloads\ksu_group_theory_course_spec.pdf,native-source-bodies\ar\0027_ksu_group_theory_course_spec.pdf,be0dc74fe8f16ad62c1c5505a4c7b8a5dfd03cd19de931dcd8af817c49dcc29c,601030,,institutional-public-access-signal-license-not-cleared-here,ring-module-field-noetherian;course-bibliographic-or-metadata,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0028,ar,Arab,arabic,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T035500Z_arabic_official_pdf_probe\downloads\uotelafer_group_theory_lectures.first5.txt,ocr-witnesses\ar\0028_uotelafer_group_theory_lectures.first5.txt,09e160b4b1b6e9f9de763883b3e94530811e1ddd8fd8b3f630c01e457479c880,3692,,access-signal-recorded-from-local-cache-license-not-cleared-here,ring-module-field-noetherian,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0029,ar,Arab,arabic,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T035500Z_arabic_official_pdf_probe\downloads\uotelafer_group_theory_lectures.pdf,native-source-bodies\ar\0029_uotelafer_group_theory_lectures.pdf,c3a2dcc3fb6267e4a7e61d7ac7624616e49fc547c9a3f362ba8c529e413f65c6,9690328,,access-signal-recorded-from-local-cache-license-not-cleared-here,ring-module-field-noetherian,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0030,ar,Arab,arabic,native_source_body,html-web-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T043000Z_arabic_damascus_linear_algebra_probe\downloads\damascus_linear_algebra_1_metadata.html,native-source-bodies\ar\0030_damascus_linear_algebra_1_metadata.html,9e4cee7a7dcaeecd8556fc41b6bb3c584081ddce1407dd7fe23601d7813755fb,546856,,institutional-public-access-signal-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian;course-bibliographic-or-metadata,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0031,ar,Arab,arabic,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T043000Z_arabic_damascus_linear_algebra_probe\downloads\damascus_linear_algebra_1.first5.txt,ocr-witnesses\ar\0031_damascus_linear_algebra_1.first5.txt,2e9faebbd47a57f8d00d2f73a2e412bbf5353a95a112f2278b24f69ee5d14b62,5,,institutional-public-access-signal-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0032,ar,Arab,arabic,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T043000Z_arabic_damascus_linear_algebra_probe\downloads\damascus_linear_algebra_1.pdf,native-source-bodies\ar\0032_damascus_linear_algebra_1.pdf,5519520d7b8273f4133d35c9b5cdd121f5c2203883bb98a6582669b0e0974261,23372340,,institutional-public-access-signal-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
